"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"10/05/2001","40","PM10","","54-009-0011","AQS","7","40","."
"10/06/2001","8","PM10","","54-009-0011","AQS","3","8","."
"10/07/2001","24","PM2.5","","54-009-0005","AQS","5","13","24"
"10/08/2001","21","PM10","","54-009-0011","AQS","11","21","."
"10/09/2001","32","PM10","","54-009-0011","AQS","7","32","."
"10/10/2001","72","PM2.5","","54-009-0011","AQS","24","42","72"
"10/11/2001","31","PM10","","54-009-0011","AQS","5","31","."
"10/12/2001","22","PM10","","54-009-0011","AQS","3","22","."
"10/13/2001","39","PM2.5","","54-009-0011","AQS","3","19","39"
"10/14/2001","10","PM10","","54-009-0011","AQS","3","10","."
"10/15/2001","14","PM10","","54-009-0011","AQS","3","14","."
"10/16/2001","35","PM2.5","","54-009-0005","AQS","3","16","35"
"10/17/2001","12","PM10","","54-009-0011","AQS","6","12","."
"10/18/2001","32","PM10","","54-009-0011","AQS","10","32","."
"10/19/2001","75","PM2.5","","54-009-0011","AQS","23","36","75"
"10/20/2001","36","PM10","","54-009-0011","AQS","10","36","."
"10/21/2001","53","PM10","","54-009-0011","AQS","22","53","."
"10/22/2001","98","PM2.5","","54-009-0011","AQS","18","56","98"
"10/23/2001","44","PM10","","54-009-0011","AQS","11","44","."
"10/24/2001","20","PM10","","54-009-0011","AQS","3","20","."
"10/25/2001","19","PM10","","54-009-0005","AQS","5","19","15"
"10/26/2001","20","PM10","","54-009-0011","AQS","5","20","."
"10/27/2001","8","PM10","","54-009-0011","AQS","3","8","."
"10/28/2001","31","PM2.5","","54-009-0011","AQS","5","14","31"
"10/29/2001","32","PM10","","54-009-0011","AQS","17","32","."
"10/30/2001","27","PM10","","54-009-0011","AQS","8","27","."
"10/31/2001","82","PM2.5","","54-009-0011","AQS","16","45","82"
"11/01/2001","60","PM10","","54-009-0011","AQS","38","60","."
"11/02/2001","36","PM10","","54-009-0011","AQS","11","36","."
"11/03/2001","42","PM2.5","","54-009-0005","AQS","5","19","42"
"11/04/2001","32","PM10","","54-009-0011","AQS","20","32","."
"11/05/2001","9","PM10","","54-009-0011","AQS","5","9","."
"11/06/2001","54","PM2.5","","54-009-0005","AQS","14","29","54"
"11/07/2001","36","PM10","","54-009-0011","AQS","10","36","."
"11/08/2001","47","PM10","","54-009-0011","AQS","31","47","."
"11/09/2001","34","PM2.5","","54-009-0005","AQS","3","11","34"
"11/10/2001","18","PM10","","54-009-0011","AQS","6","18","."
"11/11/2001","12","PM10","","54-009-0011","AQS","3","12","."
"11/12/2001","69","PM2.5","","54-009-0005","AQS","9","29","69"
"11/13/2001","46","PM10","","54-009-0011","AQS","22","46","."
"11/14/2001","59","PM10","","54-009-0011","AQS","27","59","."
"11/15/2001","93","PM2.5","","54-009-0005","AQS","6","51","93"
"11/16/2001","38","PM10","","54-009-0011","AQS","5","38","."
"11/17/2001","32","PM10","","54-009-0011","AQS","11","32","."
"11/18/2001","97","PM2.5","","54-009-0011","AQS","24","45","97"
"11/19/2001","56","PM10","","54-009-0011","AQS","44","56","."
"11/20/2001","9","PM10","","54-009-0011","AQS","6","9","."
"11/21/2001","52","PM2.5","","54-009-0011","AQS","11","19","52"
"11/22/2001","31","PM10","","54-009-0011","AQS","17","31","."
"11/23/2001","37","PM10","","54-009-0011","AQS","20","37","."
"11/24/2001","47","PM2.5","","54-009-0005","AQS","3","17","47"
"11/25/2001","9","PM10","","54-009-0011","AQS","3","9","."
"11/26/2001","22","PM10","","54-009-0011","AQS","9","22","."
"11/27/2001","81","PM2.5","","54-009-0005","AQS","9","26","81"
"11/28/2001","12","PM10","","54-009-0011","AQS","5","12","."
"11/29/2001","22","PM10","","54-009-0011","AQS","9","22","."
"11/30/2001","34","PM2.5","","54-009-0011","AQS","5","13","34"
"12/01/2001","9","PM10","","54-009-0011","AQS","5","9","."
"12/02/2001","21","PM10","","54-009-0011","AQS","9","21","."
"12/03/2001","79","PM2.5","","54-009-0011","AQS","23","42","79"
"12/04/2001","47","PM10","","54-009-0011","AQS","19","47","."
"12/05/2001","35","PM10","","54-009-0011","AQS","16","35","."
"12/06/2001","50","PM2.5","","54-009-0011","AQS","20","17","50"
"12/07/2001","10","PM10","","54-009-0011","AQS","3","10","."
"12/08/2001","12","PM10","","54-009-0011","AQS","5","12","."
"12/09/2001","55","PM2.5","","54-009-0005","AQS","3","17","55"
"12/10/2001","19","PM10","","54-009-0011","AQS","7","19","."
"12/11/2001","25","PM10","","54-009-0011","AQS","7","25","."
"12/12/2001","60","PM2.5","","54-009-0011","AQS","10","28","60"
"12/13/2001","3","CO","","54-009-0011","AQS","3",".","."
"12/14/2001","12","PM10","","54-009-0011","AQS","5","12","."
"12/15/2001","27","PM2.5","","54-009-0005","AQS","5","8","27"
"12/16/2001","11","PM10","","54-009-0011","AQS","6","11","."
"12/17/2001","15","PM10","","54-009-0011","AQS","8","15","."
"12/18/2001","40","PM2.5","","54-009-0005","AQS","3","16","40"
"12/19/2001","27","PM10","","54-009-0011","AQS","10","27","."
"12/20/2001","10","PM10","","54-009-0011","AQS","3","10","."
"12/21/2001","33","PM2.5","","54-009-0005","AQS","5","13","33"
"12/22/2001","19","PM10","","54-009-0011","AQS","10","19","."
"12/23/2001","19","PM10","","54-009-0011","AQS","14","19","."
"12/24/2001","40","PM2.5","","54-009-0005","AQS","3","16","40"
"12/25/2001","9","PM10","","54-009-0011","AQS","3","9","."
"12/26/2001","13","PM10","","54-009-0011","AQS","6","13","."
"12/27/2001","32","PM2.5","","54-009-0005","AQS","3","29","32"
"12/28/2001","9","PM10","","54-009-0011","AQS","3","9","."
"12/29/2001","8","PM10","","54-009-0011","AQS","3","8","."
"12/30/2001","40","PM2.5","","54-009-0005","AQS","3","26","40"
"12/31/2001","13","PM10","","54-009-0011","AQS","3","13","."
