"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"04/25/2002","17","PM10","","54-009-0011","AQS","5","17","."
"04/26/2002","54","PM2.5","","54-009-0005","AQS","5","31","54"
"04/27/2002","20","PM10","","54-009-0011","AQS","5","20","."
"04/28/2002","19","PM10","","54-009-0011","AQS","6","19","."
"04/29/2002","61","PM2.5","","54-009-0005","AQS","3","24","61"
"04/30/2002","12","PM10","","54-009-0011","AQS","3","12","."
"05/01/2002","12","PM10","","54-009-0011","AQS","3","12","."
"05/02/2002","60","PM2.5","","54-009-0005","AQS","3","23","60"
"05/03/2002","11","PM10","","54-009-0011","AQS","5","11","."
"05/04/2002","14","PM10","","54-009-0011","AQS","7","14","."
"05/05/2002","62","PM2.5","","54-009-0011","AQS","7","27","62"
"05/06/2002","45","PM10","","54-009-0011","AQS","23","45","."
"05/07/2002","22","PM10","","54-009-0011","AQS","5","22","."
"05/08/2002","62","PM2.5","","54-009-0011","AQS","5","23","62"
"05/09/2002","31","PM10","","54-009-0011","AQS","14","31","."
"05/10/2002","18","PM10","","54-009-0011","AQS","5","18","."
"05/11/2002","62","PM2.5","","54-009-0005","AQS","8","27","62"
"05/12/2002","31","PM10","","54-009-0011","AQS","14","31","."
"05/13/2002","11","PM10","","54-009-0011","AQS","3","11","."
"05/14/2002","60","PM2.5","","54-009-0005","AQS","3","31","60"
"05/15/2002","18","PM10","","54-009-0011","AQS","11","18","."
"05/16/2002","40","PM10","","54-009-0011","AQS","25","40","."
"05/17/2002","30","PM2.5","","54-009-0011","AQS","13","14","30"
"05/18/2002","11","PM10","","54-009-0011","AQS","10","11","."
"05/19/2002","14","PM10","","54-009-0011","AQS","7","14","."
"05/20/2002","34","PM2.5","","54-009-0011","AQS","9","15","34"
"05/21/2002","33","PM10","","54-009-0011","AQS","5","33","."
"05/22/2002","57","PM10","","54-009-0011","AQS","19","57","."
"05/23/2002","80","PM2.5","","54-009-0011","AQS","27","47","80"
"05/24/2002","31","PM10","","54-009-0011","AQS","10","31","."
"05/25/2002","30","PM10","","54-009-0011","AQS","7","30","."
"05/26/2002","60","PM2.5","","54-009-0005","AQS","6","23","60"
"05/27/2002","31","PM10","","54-009-0011","AQS","9","31","."
"05/28/2002","22","PM10","","54-009-0011","AQS","9","22","."
"05/29/2002","79","PM2.5","","54-009-0011","AQS","25","40","79"
"05/30/2002","44","PM10","","54-009-0011","AQS","44","44","."
"05/31/2002","20","CO","","54-009-0011","AQS","20",".","."
"06/01/2002","56","PM2.5","","54-009-0011","AQS","23","31","56"
"06/02/2002","23","CO","","54-009-0011","AQS","23",".","."
"06/03/2002","10","CO","","54-009-0011","AQS","10",".","."
"06/04/2002","73","PM2.5","","54-009-0005","AQS","17","34","73"
"06/05/2002","25","PM10","","54-009-0011","AQS","11","25","."
"06/06/2002","12","PM10","","54-009-0011","AQS","11","12","."
"06/07/2002","39","PM2.5","","54-009-0005","AQS","10","15","39"
"06/08/2002","26","PM10","","54-009-0011","AQS","16","26","."
"06/09/2002","48","PM10","","54-009-0011","AQS","33","48","."
"06/10/2002","107","PM2.5","","54-009-0011","AQS","27","54","107"
"06/11/2002","52","PM10","","54-009-0011","AQS","33","52","."
"06/12/2002","25","PM10","","54-009-0011","AQS","14","25","."
"06/13/2002","68","PM2.5","","54-009-0005","AQS","15","31","68"
"06/14/2002","20","PM10","","54-009-0011","AQS","14","20","."
"06/15/2002","15","PM10","","54-009-0011","AQS","13","15","."
"06/16/2002","38","PM2.5","","54-009-0005","AQS","15","19","38"
"06/17/2002","22","PM10","","54-009-0011","AQS","18","22","."
"06/18/2002","29","PM10","","54-009-0011","AQS","18","29","."
"06/19/2002","62","PM2.5","","54-009-0011","AQS","19","30","62"
"06/20/2002","49","PM10","","54-009-0011","AQS","10","49","."
"06/21/2002","60","PM10","","54-009-0011","AQS","19","60","."
"06/22/2002","138","PM2.5","","54-009-0011","AQS","27","60","138"
"06/23/2002","54","PM10","","54-009-0011","AQS","23","54","."
"06/24/2002","58","PM10","","54-009-0011","AQS","26","58","."
"06/25/2002","150","PM2.5","","54-009-0011","AQS","25","67","150"
"06/26/2002","62","PM10","","54-009-0011","AQS","28","62","."
"06/27/2002","22","PM10","","54-009-0011","AQS","7","22","."
"06/28/2002","51","PM2.5","","54-009-0005","AQS","8","19","51"
"06/29/2002","31","PM10","","54-009-0011","AQS","15","31","."
"06/30/2002","54","PM10","","54-009-0011","AQS","19","54","."
"07/01/2002","137","PM2.5","","54-009-0011","AQS","24","61","137"
"07/02/2002","59","PM10","","54-009-0011","AQS","22","59","."
"07/03/2002","49","PM10","","54-009-0011","AQS","11","49","."
"07/04/2002","110","PM2.5","","54-009-0011","AQS","23","64","110"
"07/05/2002","20","PM10","","54-009-0011","AQS","13","20","."
"07/06/2002","25","PM10","","54-009-0011","AQS","10","25","."
"07/07/2002","85","PM2.5","","54-009-0005","AQS","19","38","85"
"07/08/2002","53","PM10","","54-009-0011","AQS","23","53","."
"07/09/2002","47","PM10","","54-009-0011","AQS","17","47","."
"07/10/2002","61","PM2.5","","54-009-0011","AQS","10","21","61"
"07/11/2002","16","PM10","","54-009-0011","AQS","13","16","."
"07/12/2002","26","PM10","","54-009-0011","AQS","10","26","."
"07/13/2002","82","PM2.5","","54-009-0005","AQS","25","42","82"
"07/14/2002","22","PM10","","54-009-0011","AQS","13","22","."
"07/15/2002","38","PM10","","54-009-0011","AQS","13","38","."
"07/16/2002","89","PM2.5","","54-009-0005","AQS","23","48","89"
"07/17/2002","55","PM10","","54-009-0011","AQS","26","55","."
"07/18/2002","56","PM10","","54-009-0011","AQS","14","56","."
"07/19/2002","84","PM2.5","","54-009-0005","AQS","14","39","84"
"07/20/2002","27","PM10","","54-009-0011","AQS","14","27","."
"07/21/2002","52","PM10","","54-009-0011","AQS","25","52","."
"07/22/2002","115","PM2.5","","54-009-0011","AQS","27","56","115"
"07/23/2002","29","PM10","","54-009-0011","AQS","14","29","."
"07/24/2002","24","PM10","","54-009-0011","AQS","16","24","."
"07/25/2002","59","PM2.5","","54-009-0011","AQS","16","27","59"
"07/26/2002","45","PM10","","54-009-0011","AQS","18","45","."
"07/27/2002","29","PM10","","54-009-0011","AQS","17","29","."
"07/28/2002","74","PM2.5","","54-009-0005","AQS","15","29","74"
"07/29/2002","25","PM10","","54-009-0011","AQS","15","25","."
"07/30/2002","25","PM10","","54-009-0011","AQS","18","25","."
"07/31/2002","68","PM2.5","","54-009-0005","AQS","27","40","68"
"08/01/2002","43","PM10","","54-009-0011","AQS","25","43","."
"08/02/2002","54","PM10","","54-009-0011","AQS","35","54","."
"08/03/2002","60","PM2.5","","54-009-0005","AQS","18","22","60"
"08/04/2002","45","PM10","","54-009-0011","AQS","25","45","."
"08/05/2002","53","PM10","","54-009-0011","AQS","23","53","."
"08/06/2002","23","PM2.5","","54-009-0005","AQS","16","13","23"
"08/07/2002","16","CO","","54-009-0011","AQS","16","14","."
"08/08/2002","20","PM10","","54-009-0011","AQS","20","20","."
"08/09/2002","64","PM2.5","","54-009-0011","AQS","18","31","64"
"08/10/2002","47","PM10","","54-009-0011","AQS","24","47","."
"08/11/2002","57","PM10","","54-009-0011","AQS","35","57","."
"08/12/2002","100","PM2.5","","54-009-0011","AQS","31","53","100"
"08/13/2002","52","PM10","","54-009-0011","AQS","28","52","."
"08/14/2002","57","PM10","","54-009-0011","AQS","30","57","."
"08/15/2002","68","PM2.5","","54-009-0011","AQS","25","27","68"
"08/16/2002","20","CO","","54-009-0011","AQS","20","19","."
"08/17/2002","21","PM10","","54-009-0011","AQS","19","21","."
"08/18/2002","59","PM2.5","","54-009-0005","AQS","18","25","59"
"08/19/2002","28","PM10","","54-009-0011","AQS","18","28","."
"08/20/2002","19","PM10","","54-009-0011","AQS","19","19","."
"08/21/2002","66","PM2.5","","54-009-0011","AQS","22","33","66"
"08/22/2002","51","PM10","","54-009-0011","AQS","34","51","."
"08/23/2002","19","CO","","54-009-0011","AQS","19","18","."
"08/24/2002","58","PM2.5","","54-009-0005","AQS","22","23","58"
"08/25/2002","22","PM10","","54-009-0011","AQS","20","22","."
"08/26/2002","24","CO","","54-009-0011","AQS","24","22","."
"08/27/2002","63","PM2.5","","54-009-0005","AQS","23","27","63"
"08/28/2002","20","CO","","54-009-0011","AQS","20","19","."
"08/29/2002","22","CO","","54-009-0011","AQS","22","17","."
"08/30/2002","39","PM2.5","","54-009-0011","AQS","22","21","39"
"08/31/2002","20","CO","","54-009-0011","AQS","20","16","."
"09/01/2002","20","CO","","54-009-0011","AQS","20","17","."
"09/02/2002","59","PM2.5","","54-009-0005","AQS","25","25","59"
"09/03/2002","51","PM10","","54-009-0011","AQS","33","51","."
"09/04/2002","24","CO","","54-009-0011","AQS","24","18","."
"09/05/2002","55","PM2.5","","54-009-0005","AQS","25","24","55"
"09/06/2002","24","CO","","54-009-0011","AQS","24","21","."
"09/07/2002","31","PM10","","54-009-0011","AQS","27","31","."
"09/08/2002","70","PM2.5","","54-009-0005","AQS","28","31","70"
"09/09/2002","35","PM10","","54-009-0011","AQS","31","35","."
"09/10/2002","52","PM10","","54-009-0011","AQS","30","52","."
"09/11/2002","37","PM2.5","","54-009-0005","AQS","28","19","37"
"09/12/2002","28","CO","","54-009-0011","AQS","28","20","."
"09/13/2002","39","CO","","54-009-0011","AQS","39","36","."
"09/14/2002","84","PM2.5","","54-009-0011","AQS","45","49","84"
"09/15/2002","25","CO","","54-009-0011","AQS","25","12","."
"09/16/2002","24","CO","","54-009-0011","AQS","24","22","."
"09/17/2002","89","PM2.5","","54-009-0005","AQS","33","43","89"
"09/18/2002","45","PM10","","54-009-0011","AQS","31","45","."
"09/19/2002","38","PM10","","54-009-0011","AQS","30","38","."
"09/20/2002","75","PM2.5","","54-009-0011","AQS","35","35","75"
"09/21/2002","27","CO","","54-009-0011","AQS","27","15","."
"09/22/2002","38","CO","","54-009-0011","AQS","38","24","."
"09/23/2002","41","PM2.5","","54-009-0005","AQS","25","20","41"
"09/24/2002","48","CO","","54-009-0011","AQS","48","30","."
"09/25/2002","30","CO","","54-009-0011","AQS","30","25","."
"09/26/2002","32","PM2.5","","54-009-0005","AQS","26","14","32"
"09/27/2002","28","CO","","54-009-0011","AQS","28","8","."
"09/28/2002","28","CO","","54-009-0011","AQS","28","26","."
"09/29/2002","94","PM2.5","","54-009-0005","AQS","42","44","94"
"09/30/2002","43","PM10","","54-009-0011","AQS","38","43","."
"10/01/2002","51","PM10","","54-009-0011","AQS","41","51","."
"10/02/2002","90","PM2.5","","54-009-0011","AQS","39","48","90"
"10/03/2002","34","PM10","","54-009-0011","AQS","13","34","."
"10/04/2002","29","PM10","","54-009-0011","AQS","14","29","."
"10/05/2002","35","PM2.5","","54-009-0005","AQS","10","19","35"
"10/06/2002","17","PM10","","54-009-0011","AQS","11","17","."
"10/07/2002","16","PM10","","54-009-0011","AQS","10","16","."
"10/08/2002","38","PM2.5","","54-009-0011","AQS","10","17","38"
"10/09/2002","32","PM10","","54-009-0011","AQS","14","32","."
"10/10/2002","32","PM10","","54-009-0011","AQS","16","32","."
"10/11/2002","38","PM2.5","","54-009-0005","AQS","14","15","38"
"10/12/2002","21","PM10","","54-009-0011","AQS","13","21","."
"10/13/2002","18","PM10","","54-009-0011","AQS","14","18","."
"10/14/2002","25","PM2.5","","54-009-0005","AQS","11","13","25"
"10/15/2002","19","PM10","","54-009-0011","AQS","14","19","."
"10/16/2002","11","PM10","","54-009-0011","AQS","11","11","."
"10/17/2002","28","PM2.5","","54-009-0011","AQS","13","14","28"
"10/18/2002","20","PM10","","54-009-0011","AQS","17","20","."
"10/19/2002","16","CO","","54-009-0011","AQS","16","14","."
"10/20/2002","48","PM2.5","","54-009-0005","AQS","14","14","48"
"10/21/2002","19","PM10","","54-009-0011","AQS","14","19","."
"10/22/2002","31","PM10","","54-009-0011","AQS","27","31","."
"10/23/2002","57","PM2.5","","54-009-0005","AQS","17","20","57"
"10/24/2002","19","PM10","","54-009-0011","AQS","14","19","."
"10/25/2002","17","PM10","","54-009-0011","AQS","16","17","."
"10/26/2002","60","PM2.5","","54-009-0005","AQS","16","20","60"
"10/27/2002","17","PM10","","54-009-0011","AQS","15","17","."
"10/28/2002","19","PM10","","54-009-0011","AQS","17","19","."
"10/29/2002","31","PM2.5","","54-009-0011","AQS","17","18","31"
"10/30/2002","16","CO","","54-009-0011","AQS","16","11","."
"10/31/2002","16","PM10","","54-009-0011","AQS","16","16","."
"11/01/2002","70","PM2.5","","54-009-0005","AQS","15","27","70"
"11/02/2002","16","CO","","54-009-0011","AQS","16","14","."
"11/03/2002","28","PM10","","54-009-0011","AQS","26","28","."
"11/04/2002","52","PM2.5","","54-009-0005","AQS","17","16","52"
"11/05/2002","18","CO","","54-009-0011","AQS","18","16","."
"11/06/2002","18","CO","","54-009-0011","AQS","18","11","."
"11/07/2002","72","PM2.5","","54-009-0005","AQS","22","22","72"
"11/08/2002","30","CO","","54-009-0011","AQS","30","21","."
"11/09/2002","31","CO","","54-009-0011","AQS","31","20","."
"11/10/2002","53","PM2.5","","54-009-0011","AQS","26","23","53"
"11/11/2002","23","CO","","54-009-0011","AQS","23","16","."
"11/12/2002","20","CO","","54-009-0011","AQS","20","16","."
"11/13/2002","49","PM2.5","","54-009-0005","AQS","22","18","49"
"11/14/2002","26","CO","","54-009-0011","AQS","26","19","."
"11/15/2002","31","CO","","54-009-0011","AQS","31","28","."
"11/16/2002","40","PM2.5","","54-009-0005","AQS","23","10","40"
"11/17/2002","20","CO","","54-009-0011","AQS","20","7","."
"11/18/2002","22","CO","","54-009-0011","AQS","22","11","."
"11/19/2002","62","PM2.5","","54-009-0005","AQS","28","20","62"
"11/20/2002","52","PM10","","54-009-0011","AQS","47","52","."
"11/21/2002","52","CO","","54-009-0011","AQS","52","50","."
"11/22/2002","22","PM2.5","","54-009-0005","AQS","6","10","22"
"11/23/2002","8","PM10","","54-009-0011","AQS","5","8","."
"11/24/2002","20","PM10","","54-009-0011","AQS","11","20","."
"11/25/2002","66","PM2.5","","54-009-0005","AQS","13","26","66"
"11/26/2002","12","PM10","","54-009-0011","AQS","8","12","."
"11/27/2002","7","CO","","54-009-0011","AQS","7","6","."
"11/28/2002","55","PM2.5","","54-009-0005","AQS","8","16","55"
"11/29/2002","17","PM10","","54-009-0011","AQS","7","17","."
"11/30/2002","16","PM10","","54-009-0011","AQS","7","16","."
"12/01/2002","33","PM2.5","","54-009-0005","AQS","8","28","33"
"12/02/2002","19","PM10","","54-009-0011","AQS","8","19","."
"12/03/2002","11","PM10","","54-009-0011","AQS","10","11","."
"12/04/2002","68","PM2.5","","54-009-0005","AQS","14","31","68"
"12/05/2002","15","PM10","","54-009-0011","AQS","13","15","."
"12/06/2002","14","PM10","","54-009-0011","AQS","11","14","."
"12/07/2002","56","PM2.5","","54-009-0005","AQS","11","18","56"
"12/08/2002","15","PM10","","54-009-0011","AQS","10","15","."
"12/09/2002","15","PM10","","54-009-0011","AQS","15","15","."
"12/10/2002","89","PM2.5","","54-009-0011","AQS","31","51","89"
"12/11/2002","19","PM10","","54-009-0011","AQS","18","19","."
"12/12/2002","19","PM10","","54-009-0011","AQS","15","19","."
"12/13/2002","66","PM2.5","","54-009-0011","AQS","15","17","66"
"12/14/2002","14","CO","","54-009-0011","AQS","14","9","."
"12/15/2002","16","PM10","","54-009-0011","AQS","14","16","."
"12/16/2002","27","PM2.5","","54-009-0005","AQS","14","9","27"
"12/17/2002","18","PM10","","54-009-0011","AQS","15","18","."
"12/18/2002","18","PM10","","54-009-0011","AQS","15","18","."
"12/19/2002","51","PM2.5","","54-009-0011","AQS","16","32","51"
"12/20/2002","12","PM10","","54-009-0011","AQS","9","12","."
"12/21/2002","12","PM10","","54-009-0011","AQS","6","12","."
"12/22/2002","45","PM2.5","","54-009-0005","AQS","7","16","45"
"12/23/2002","13","PM10","","54-009-0011","AQS","7","13","."
"12/24/2002","12","PM10","","54-009-0011","AQS","9","12","."
"12/25/2002","32","PM2.5","","54-009-0005","AQS","8","8","32"
"12/26/2002","8","PM10","","54-009-0011","AQS","8","8","."
"12/27/2002","14","PM10","","54-009-0011","AQS","8","14","."
"12/28/2002","61","PM2.5","","54-009-0005","AQS","9","20","61"
"12/29/2002","22","PM10","","54-009-0011","AQS","11","22","."
"12/30/2002","37","PM10","","54-009-0011","AQS","32","37","."
"12/31/2002","52","PM2.5","","54-009-0005","AQS","16","22","52"
