"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"04/29/2008","9","PM10","","54-009-0011","AQS","3","9","."
"04/30/2008","55","PM2.5","","54-009-0005","AQS","3","20","55"
"05/01/2008","31","PM10","","54-009-0011","AQS","9","31","."
"05/02/2008","48","PM10","","54-009-0011","AQS","24","48","."
"05/03/2008","59","PM2.5","","54-009-0005","AQS","5","26","59"
"05/04/2008","8","PM10","","54-009-0011","AQS","3","8","."
"05/05/2008","26","PM10","","54-009-0011","AQS","9","26","."
"05/06/2008","87","PM2.5","","54-009-0011","AQS","20","44","87"
"05/07/2008","52","PM10","","54-009-0011","AQS","33","52","."
"05/08/2008","13","PM10","","54-009-0011","AQS","5","13","."
"05/09/2008","59","PM2.5","","54-009-0005","AQS","5","22","59"
"05/10/2008","9","PM10","","54-009-0011","AQS","6","9","."
"05/11/2008","10","PM10","","54-009-0011","AQS","6","10","."
"05/12/2008","24","PM2.5","","54-009-0005","AQS","3","10","24"
"05/13/2008","16","PM10","","54-009-0011","AQS","6","16","."
"05/14/2008","36","PM10","","54-009-0011","AQS","17","36","."
"05/15/2008","41","PM2.5","","54-009-0005","AQS","5","17","41"
"05/16/2008","11","PM10","","54-009-0011","AQS","6","11","."
"05/17/2008","25","PM10","","54-009-0011","AQS","10","25","."
"05/18/2008","59","PM2.5","","54-009-0005","AQS","9","22","59"
"05/19/2008","11","PM10","","54-009-0011","AQS","9","11","."
"05/20/2008","23","PM10","","54-009-0011","AQS","17","23","."
"05/21/2008","59","PM2.5","","54-009-0005","AQS","10","28","59"
"05/22/2008","8","PM10","","54-009-0011","AQS","3","8","."
"05/23/2008","11","PM10","","54-009-0011","AQS","5","11","."
"05/24/2008","33","PM2.5","","54-009-0005","AQS","3","13","33"
"05/25/2008","21","PM10","","54-009-0011","AQS","9","21","."
"05/26/2008","43","PM10","","54-009-0011","AQS","24","43","."
"05/27/2008","58","PM2.5","","54-009-0005","AQS","5","23","58"
"05/28/2008","13","PM10","","54-009-0011","AQS","3","13","."
"05/29/2008","14","PM10","","54-009-0011","AQS","3","14","."
"05/30/2008","86","PM2.5","","54-009-0005","AQS","13","41","86"
"05/31/2008","17","PM10","","54-009-0011","AQS","3","17","."
"06/01/2008","11","PM10","","54-009-0011","AQS","3","11","."
"06/02/2008","54","PM2.5","","54-009-0005","AQS","8","25","54"
"06/03/2008","38","PM10","","54-009-0011","AQS","17","38","."
"06/04/2008","13","PM10","","54-009-0011","AQS","5","13","."
"06/05/2008","60","PM2.5","","54-009-0005","AQS","5","25","60"
"06/06/2008","44","PM10","","54-009-0011","AQS","22","44","."
"06/07/2008","35","PM10","","54-009-0011","AQS","17","35","."
"06/08/2008","66","PM2.5","","54-009-0005","AQS","3","30","66"
"06/09/2008","26","PM10","","54-009-0011","AQS","6","26","."
"06/10/2008","22","PM10","","54-009-0011","AQS","7","22","."
"06/11/2008","64","PM2.5","","54-009-0005","AQS","13","29","64"
"06/12/2008","27","PM10","","54-009-0011","AQS","5","27","."
"06/13/2008","41","PM10","","54-009-0011","AQS","7","41","."
"06/14/2008","58","PM2.5","","54-009-0005","AQS","5","21","58"
"06/15/2008","18","PM10","","54-009-0011","AQS","9","18","."
"06/16/2008","14","PM10","","54-009-0011","AQS","5","14","."
"06/17/2008","47","PM2.5","","54-009-0005","AQS","3","20","47"
"06/18/2008","9","PM10","","54-009-0011","AQS","3","9","."
"06/19/2008","13","PM10","","54-009-0011","AQS","5","13","."
"06/20/2008","71","PM2.5","","54-009-0011","AQS","9","30","71"
"06/21/2008","28","PM10","","54-009-0011","AQS","11","28","."
"06/22/2008","10","PM10","","54-009-0011","AQS","3","10","."
"06/23/2008","41","PM2.5","","54-009-0011","AQS","5","15","41"
"06/24/2008","15","PM10","","54-009-0011","AQS","6","15","."
"06/25/2008","27","PM10","","54-009-0011","AQS","9","27","."
"06/26/2008","62","PM2.5","","54-009-0005","AQS","5","22","62"
"06/27/2008","19","PM10","","54-009-0011","AQS","5","19","."
"06/28/2008","19","PM10","","54-009-0011","AQS","3","19","."
"06/29/2008","54","PM2.5","","54-009-0005","AQS","3","19","54"
"06/30/2008","8","PM10","","54-009-0011","AQS","3","8","."
"07/01/2008","11","PM10","","54-009-0011","AQS","5","11","."
"07/02/2008","72","PM2.5","","54-009-0011","AQS","13","31","72"
"07/03/2008","20","PM10","","54-009-0011","AQS","5","20","."
"07/04/2008","31","PM10","","54-009-0011","AQS","5","31","."
"07/05/2008","82","PM2.5","","54-009-0011","AQS","6","31","82"
"07/06/2008","28","PM10","","54-009-0011","AQS","6","28","."
"07/07/2008","34","PM10","","54-009-0011","AQS","7","34","."
"07/08/2008","75","PM2.5","","54-009-0005","AQS","3","37","75"
"07/09/2008","15","PM10","","54-009-0011","AQS","3","15","."
"07/10/2008","16","PM10","","54-009-0011","AQS","6","16","."
"07/11/2008","67","PM2.5","","54-009-0011","AQS","16","34","67"
"07/12/2008","44","PM10","","54-009-0011","AQS","15","44","."
"07/13/2008","15","PM10","","54-009-0011","AQS","5","15","."
"07/14/2008","54","PM2.5","","54-009-0005","AQS","5","24","54"
"07/15/2008","23","PM10","","54-009-0011","AQS","10","23","."
"07/16/2008","34","PM10","","54-009-0011","AQS","14","34","."
"07/17/2008","106","PM2.5","","54-009-0011","AQS","16","53","106"
"07/18/2008","55","PM10","","54-009-0011","AQS","17","55","."
"07/19/2008","51","PM10","","54-009-0011","AQS","15","51","."
"07/20/2008","86","PM2.5","","54-009-0011","AQS",".","37","86"
"07/21/2008","16","PM10","","54-009-0011","AQS","3","16","."
"07/22/2008","15","PM10","","54-009-0011","AQS","3","15","."
"07/23/2008","61","PM2.5","","54-009-0005","AQS","5","28","61"
"07/24/2008","10","PM10","","54-009-0011","AQS","3","10","."
"07/25/2008","31","PM10","","54-009-0011","AQS","7","31","."
"07/26/2008","73","PM2.5","","54-009-0011","AQS","10","32","73"
"07/27/2008","19","PM10","","54-009-0011","AQS","6","19","."
"07/28/2008","39","PM10","","54-009-0011","AQS","11","39","."
"07/29/2008","111","PM2.5","","54-009-0005","AQS","7","48","111"
"07/30/2008","47","PM10","","54-009-0011","AQS","17","47","."
"07/31/2008","22","PM10","","54-009-0011","AQS","7","22","."
"08/01/2008","66","PM2.5","","54-009-0005","AQS","8","31","66"
"08/02/2008","13","PM10","","54-009-0011","AQS","7","13","."
"08/03/2008","10","PM10","","54-009-0011","AQS","7","10","."
"08/04/2008","74","PM2.5","","54-009-0011","AQS","17","31","74"
"08/05/2008","23","PM10","","54-009-0011","AQS","10","23","."
"08/06/2008","15","PM10","","54-009-0011","AQS","7","15","."
"08/07/2008","56","PM2.5","","54-009-0005","AQS","3","26","56"
"08/08/2008","3","CO","","54-009-0011","AQS","3",".","."
"08/09/2008","16","PM10","","54-009-0011","AQS","10","16","."
"08/10/2008","41","PM2.5","","54-009-0005","AQS","3","17","41"
"08/11/2008","6","PM10","","54-009-0011","AQS","3","6","."
"08/12/2008","17","PM10","","54-009-0011","AQS","5","17","."
"08/13/2008","60","PM2.5","","54-009-0005","AQS","3","24","60"
"08/14/2008","19","PM10","","54-009-0011","AQS","6","19","."
"08/15/2008","13","PM10","","54-009-0011","AQS","6","13","."
"08/16/2008","46","PM2.5","","54-009-0005","AQS","3","15","46"
"08/17/2008","24","PM10","","54-009-0011","AQS","3","24","."
"08/18/2008","32","PM10","","54-009-0011","AQS","5","32","."
"08/19/2008","58","PM2.5","","54-009-0011","AQS","3","25","58"
"08/20/2008","17","PM10","","54-009-0011","AQS","3","17","."
"08/21/2008","36","PM10","","54-009-0011","AQS","3","36","."
"08/22/2008","71","PM2.5","","54-009-0005","AQS","3","26","71"
"08/23/2008","17","PM10","","54-009-0011","AQS","3","17","."
"08/24/2008","30","PM10","","54-009-0011","AQS","5","30","."
"08/25/2008","38","PM2.5","","54-009-0005","AQS","3","14","38"
"08/26/2008","15","PM10","","54-009-0011","AQS","3","15","."
"08/27/2008","15","PM10","","54-009-0011","AQS","3","15","."
"08/28/2008","30","PM2.5","","54-009-0011","AQS","5","11","30"
"08/29/2008","33","PM10","","54-009-0011","AQS","3","33","."
"08/30/2008","29","PM10","","54-009-0011","AQS","3","29","."
"08/31/2008","59","PM2.5","","54-009-0005","AQS","3","21","59"
"09/01/2008","15","PM10","","54-009-0011","AQS","3","15","."
"09/02/2008","36","PM10","","54-009-0011","AQS","3","36","."
"09/03/2008","109","PM2.5","","54-009-0005","AQS","5","44","109"
"09/04/2008","39","PM10","","54-009-0011","AQS","3","39","."
"09/05/2008","25","PM10","","54-009-0011","AQS","3","25","."
"09/06/2008","53","PM2.5","","54-009-0005","AQS","3","19","53"
"09/07/2008","16","PM10","","54-009-0011","AQS","3","16","."
"09/08/2008","25","PM10","","54-009-0011","AQS","3","25","."
"09/09/2008","52","PM2.5","","54-009-0011","AQS","3","16","52"
"09/10/2008","9","PM10","","54-009-0011","AQS","3","9","."
"09/11/2008","30","PM10","","54-009-0011","AQS","5","30","."
"09/12/2008","53","PM2.5","","54-009-0005","AQS","5","18","53"
"09/13/2008","22","PM10","","54-009-0011","AQS","3","22","."
"09/14/2008","20","PM10","","54-009-0011","AQS","3","20","."
"09/15/2008","43","PM2.5","","54-009-0005","AQS","3","16","43"
"09/16/2008","16","PM10","","54-009-0011","AQS","3","16","."
"09/17/2008","15","PM10","","54-009-0011","AQS","5","15","."
"09/18/2008","51","PM2.5","","54-009-0005","AQS","3","19","51"
"09/19/2008","19","PM10","","54-009-0011","AQS","3","19","."
"09/20/2008","31","PM10","","54-009-0011","AQS","3","31","."
"09/21/2008","95","PM2.5","","54-009-0005","AQS","5","37","95"
"09/22/2008","27","PM10","","54-009-0011","AQS","3","27","."
"09/23/2008","20","PM10","","54-009-0011","AQS","3","20","."
"09/24/2008","61","PM2.5","","54-009-0005","AQS","3","22","61"
"09/25/2008","17","PM10","","54-009-0011","AQS","3","17","."
"09/26/2008","11","PM10","","54-009-0011","AQS","3","11","."
"09/27/2008","29","PM2.5","","54-009-0011","AQS","3","12","29"
"09/28/2008","7","PM10","","54-009-0011","AQS","3","7","."
"09/29/2008","26","PM10","","54-009-0011","AQS","3","26","."
"09/30/2008","58","PM2.5","","54-009-0005","AQS","3","20","58"
"10/01/2008","6","PM10","","54-009-0011","AQS","3","6","."
"10/02/2008","6","PM10","","54-009-0011","AQS","3","6","."
"10/03/2008","34","PM2.5","","54-009-0005","AQS","3","16","34"
"10/04/2008","11","PM10","","54-009-0011","AQS","3","11","."
"10/05/2008","11","PM10","","54-009-0011","AQS","3","11","."
"10/06/2008","39","PM2.5","","54-009-0011","AQS","3","12","39"
"10/07/2008","11","PM10","","54-009-0011","AQS","3","11","."
"10/08/2008","22","PM10","","54-009-0011","AQS","5","22","."
"10/09/2008","43","PM2.5","","54-009-0005","AQS","5","15","43"
"10/10/2008","14","PM10","","54-009-0011","AQS","5","14","."
"10/11/2008","16","PM10","","54-009-0011","AQS","6","16","."
"10/12/2008","73","PM2.5","","54-009-0005","AQS","5","27","73"
"10/13/2008","34","PM10","","54-009-0011","AQS","6","34","."
"10/14/2008","30","PM10","","54-009-0011","AQS","6","30","."
"10/15/2008","70","PM2.5","","54-009-0011","AQS","5","33","70"
"10/16/2008","8","PM10","","54-009-0011","AQS","5","8","."
"10/17/2008","5","PM10","","54-009-0011","AQS","3","5","."
"10/18/2008","20","PM2.5","","54-009-0011","AQS","3","6","20"
"10/19/2008","5","CO","","54-009-0011","AQS","5",".","."
"10/20/2008","7","CO","","54-009-0011","AQS","7",".","."
"10/21/2008","42","PM2.5","","54-009-0005","AQS","5","14","42"
"10/22/2008","9","PM10","","54-009-0011","AQS","3","9","."
"10/23/2008","8","PM10","","54-009-0011","AQS","5","8","."
"10/24/2008","38","PM2.5","","54-009-0005","AQS","5","12","38"
"10/25/2008","6","PM10","","54-009-0011","AQS","3","6","."
"10/26/2008","14","PM10","","54-009-0011","AQS","6","14","."
"10/27/2008","33","PM2.5","","54-009-0005","AQS","3","15","33"
"10/28/2008","3","PM10","","54-009-0011","AQS","3","3","."
"10/29/2008","6","PM10","","54-009-0011","AQS","3","6","."
"10/30/2008","54","PM2.5","","54-009-0011","AQS","6","18","54"
"10/31/2008","32","PM10","","54-009-0011","AQS","7","32","."
"11/01/2008","35","PM10","","54-009-0011","AQS","6","35","."
"11/02/2008","74","PM2.5","","54-009-0005","AQS","6","29","74"
"11/03/2008","52","PM10","","54-009-0011","AQS","10","52","."
"11/04/2008","32","PM10","","54-009-0011","AQS","7","32","."
"11/05/2008","67","PM2.5","","54-009-0005","AQS","5","19","67"
"11/06/2008","26","PM10","","54-009-0011","AQS","6","26","."
"11/07/2008","38","PM10","","54-009-0011","AQS","7","38","."
"11/08/2008","23","PM2.5","","54-009-0005","AQS","3","8","23"
"11/09/2008","10","PM10","","54-009-0011","AQS","3","10","."
"11/10/2008","3","CO","","54-009-0011","AQS","3",".","."
"11/11/2008","62","PM2.5","","54-009-0011","AQS","6","19","62"
"11/12/2008","23","PM10","","54-009-0011","AQS","7","23","."
"11/13/2008","14","PM10","","54-009-0011","AQS","5","14","."
"11/14/2008","60","PM2.5","","54-009-0011","AQS","6","21","60"
"11/15/2008","6","PM10","","54-009-0011","AQS","5","6","."
"11/16/2008","6","PM10","","54-009-0011","AQS","3","6","."
"11/17/2008","28","PM2.5","","54-009-0005","AQS","3","7","28"
"11/18/2008","4","PM10","","54-009-0011","AQS","3","4","."
"11/19/2008","6","PM10","","54-009-0011","AQS","5","6","."
"11/20/2008","49","PM2.5","","54-009-0005","AQS","5","17","49"
"11/21/2008","6","PM10","","54-009-0011","AQS","3","6","."
"11/22/2008","9","PM10","","54-009-0011","AQS","5","9","."
"11/23/2008","66","PM2.5","","54-009-0011","AQS","8","22","66"
"11/24/2008","26","PM10","","54-009-0011","AQS","9","26","."
"11/25/2008","8","PM10","","54-009-0011","AQS","5","8","."
"11/26/2008","38","PM2.5","","54-009-0011","AQS","6","8","38"
"11/27/2008","20","PM10","","54-009-0011","AQS","7","20","."
"11/28/2008","13","PM10","","54-009-0011","AQS","7","13","."
"11/29/2008","67","PM2.5","","54-009-0011","AQS","8","17","67"
"11/30/2008","7","PM10","","54-009-0011","AQS","7","7","."
"12/01/2008","7","PM10","","54-009-0011","AQS","5","7","."
"12/02/2008","31","PM2.5","","54-009-0005","AQS","5","8","31"
"12/03/2008","14","PM10","","54-009-0011","AQS","5","14","."
"12/04/2008","7","PM10","","54-009-0011","AQS","3","7","."
"12/05/2008","52","PM2.5","","54-009-0005","AQS","3","14","52"
"12/06/2008","11","PM10","","54-009-0011","AQS","5","11","."
"12/07/2008","6","PM10","","54-009-0011","AQS","3","6","."
"12/08/2008","52","PM2.5","","54-009-0011","AQS","5","13","52"
"12/09/2008","19","PM10","","54-009-0011","AQS","6","19","."
"12/10/2008","8","PM10","","54-009-0011","AQS","5","8","."
"12/11/2008","56","PM2.5","","54-009-0011","AQS","5","14","56"
"12/12/2008","10","PM10","","54-009-0011","AQS","5","10","."
"12/13/2008","11","PM10","","54-009-0011","AQS","5","11","."
"12/14/2008","51","PM2.5","","54-009-0011","AQS","6","17","51"
"12/15/2008","10","PM10","","54-009-0011","AQS","5","10","."
"12/16/2008","13","PM10","","54-009-0011","AQS","5","13","."
"12/17/2008","50","PM2.5","","54-009-0005","AQS","5","11","50"
"12/18/2008","17","PM10","","54-009-0011","AQS","5","17","."
"12/19/2008","11","PM10","","54-009-0011","AQS","6","11","."
"12/20/2008","41","PM2.5","","54-009-0005","AQS","5","9","41"
"12/21/2008","10","PM10","","54-009-0011","AQS","5","10","."
"12/22/2008","17","PM10","","54-009-0011","AQS","5","17","."
"12/23/2008","53","PM2.5","","54-009-0011","AQS","5","19","53"
"12/24/2008","9","PM10","","54-009-0011","AQS","5","9","."
"12/25/2008","12","PM10","","54-009-0011","AQS","5","12","."
"12/26/2008","63","PM2.5","","54-009-0011","AQS","6","19","63"
"12/27/2008","8","PM10","","54-009-0011","AQS","5","8","."
"12/28/2008","6","PM10","","54-009-0011","AQS","3","6","."
"12/29/2008","37","PM2.5","","54-009-0005","AQS","5","10","37"
"12/30/2008","7","PM10","","54-009-0011","AQS","5","7","."
"12/31/2008","12","PM10","","54-009-0011","AQS","6","12","."
