"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"03/18/2014","28","PM2.5","","54-009-0005","AQS","5","10","28"
"03/19/2014","10","PM10","","54-009-0011","AQS","5","10","."
"03/20/2014","8","PM10","","54-009-0011","AQS","5","8","."
"03/21/2014","68","PM2.5","","54-009-0005","AQS","7","19","68"
"03/22/2014","14","PM10","","54-009-0011","AQS","5","14","."
"03/23/2014","5","PM10","","54-009-0011","AQS","5","5","."
"03/24/2014","37","PM2.5","","54-009-0005","AQS","6","16","37"
"03/25/2014","15","PM10","","54-009-0011","AQS","6","15","."
"03/26/2014","6","PM10","","54-009-0011","AQS","3","6","."
"03/27/2014","40","PM2.5","","54-009-0005","AQS","5","19","40"
"03/28/2014","17","PM10","","54-009-0011","AQS","5","17","."
"03/29/2014","5","PM10","","54-009-0011","AQS","5","5","."
"03/30/2014","21","PM2.5","","54-009-0005","AQS","3","4","21"
"03/31/2014","13","PM10","","54-009-0011","AQS","6","13","."
"04/01/2014","23","PM10","","54-009-0011","AQS","7","23","."
"04/02/2014","36","PM2.5","","54-009-0005","AQS","3","13","36"
"04/03/2014","16","PM10","","54-009-0011","AQS","5","16","."
"04/04/2014","5","CO","","54-009-0011","AQS","5","4","."
"04/05/2014","35","PM2.5","","54-009-0005","AQS","3","11","35"
"04/06/2014","10","PM10","","54-009-0011","AQS","5","10","."
"04/07/2014","8","PM10","","54-009-0011","AQS","5","8","."
"04/08/2014","34","PM2.5","","54-009-0005","AQS","5","12","34"
"04/09/2014","16","PM10","","54-009-0011","AQS","5","16","."
"04/10/2014","23","PM10","","54-009-0011","AQS","5","23","."
"04/11/2014","39","PM2.5","","54-009-0005","AQS","5","12","39"
"04/12/2014","17","PM10","","54-009-0011","AQS","6","17","."
"04/13/2014","25","PM10","","54-009-0011","AQS","5","25","."
"04/14/2014","53","PM2.5","","54-009-0005","AQS","5","22","53"
"04/15/2014","5","CO","","54-009-0011","AQS","5",".","."
"04/16/2014","6","PM10","","54-009-0011","AQS","6","6","."
"04/17/2014","28","PM2.5","","54-009-0005","AQS","3","11","28"
"04/18/2014","19","PM10","","54-009-0011","AQS","5","19","."
"04/19/2014","17","PM10","","54-009-0011","AQS","5","17","."
"04/20/2014","48","PM2.5","","54-009-0005","AQS","5","17","48"
"04/21/2014","31","PM10","","54-009-0011","AQS","5","31","."
"04/22/2014","21","PM10","","54-009-0011","AQS","5","21","."
"04/23/2014","24","PM2.5","","54-009-0005","AQS","3","7","24"
"04/24/2014","11","PM10","","54-009-0011","AQS","3","11","."
"04/25/2014","18","PM10","","54-009-0011","AQS","5","18","."
"04/26/2014","34","PM2.5","","54-009-0005","AQS","5","19","34"
"04/27/2014","7","PM10","","54-009-0011","AQS","3","7","."
"04/28/2014","9","PM10","","54-009-0011","AQS","5","9","."
"04/29/2014","12","PM2.5","","54-009-0005","AQS","5","5","12"
"04/30/2014","5","CO","","54-009-0011","AQS","5","1","."
"05/01/2014","5","PM10","","54-009-0011","AQS","5","5","."
"05/02/2014","23","PM2.5","","54-009-0005","AQS","3","11","23"
"05/03/2014","12","PM10","","54-009-0011","AQS","5","12","."
"05/04/2014","9","PM10","","54-009-0011","AQS","5","9","."
"05/05/2014","23","PM2.5","","54-009-0011","AQS","3","10","23"
"05/06/2014","10","PM10","","54-009-0011","AQS","3","10","."
"05/07/2014","14","PM10","","54-009-0011","AQS","5","14","."
"05/08/2014","60","PM2.5","","54-009-0011","AQS","6","33","60"
"05/09/2014","42","PM10","","54-009-0011","AQS","5","42","."
"05/10/2014","6","PM10","","54-009-0011","AQS","5","6","."
"05/11/2014","53","PM2.5","","54-009-0005","AQS","5","21","53"
"05/12/2014","22","PM10","","54-009-0011","AQS","5","22","."
"05/13/2014","23","PM10","","54-009-0011","AQS","6","23","."
"05/14/2014","38","PM2.5","","54-009-0005","AQS","5","14","38"
"05/15/2014","5","CO","","54-009-0011","AQS","5",".","."
"05/16/2014","3","CO","","54-009-0011","AQS","3",".","."
"05/17/2014","20","PM2.5","","54-009-0005","AQS","3","8","20"
"05/18/2014","5","PM10","","54-009-0011","AQS","2","5","."
"05/19/2014","16","PM10","","54-009-0011","AQS","3","16","."
"05/20/2014","58","PM2.5","","54-009-0011","AQS","5","26","58"
"05/21/2014","28","PM10","","54-009-0011","AQS","5","28","."
"05/22/2014","18","PM10","","54-009-0011","AQS","5","18","."
"05/23/2014","29","PM2.5","","54-009-0011","AQS","3","17","29"
"05/24/2014","13","PM10","","54-009-0011","AQS","3","13","."
"05/25/2014","20","PM10","","54-009-0011","AQS","5","20","."
"05/26/2014","62","PM2.5","","54-009-0011","AQS","5","28","62"
"05/27/2014","24","PM10","","54-009-0011","AQS","5","24","."
"05/28/2014","15","PM10","","54-009-0011","AQS","5","15","."
"05/29/2014","40","PM2.5","","54-009-0005","AQS","5","17","40"
"05/30/2014","12","PM10","","54-009-0011","AQS","3","12","."
"05/31/2014","15","PM10","","54-009-0011","AQS","3","15","."
"06/01/2014","51","PM2.5","","54-009-0005","AQS","5","25","51"
"06/02/2014","25","PM10","","54-009-0011","AQS","5","25","."
"06/03/2014","17","PM10","","54-009-0011","AQS","5","17","."
"06/04/2014","39","PM2.5","","54-009-0005","AQS","5","18","39"
"06/05/2014","6","PM10","","54-009-0011","AQS","3","6","."
"06/06/2014","8","PM10","","54-009-0011","AQS","3","8","."
"06/07/2014","55","PM2.5","","54-009-0005","AQS","5","21","55"
"06/08/2014","18","PM10","","54-009-0011","AQS","5","18","."
"06/09/2014","19","PM10","","54-009-0011","AQS","5","19","."
"06/10/2014","66","PM2.5","","54-009-0005","AQS","5","25","66"
"06/11/2014","10","PM10","","54-009-0011","AQS","5","10","."
"06/12/2014","12","PM10","","54-009-0011","AQS","5","12","."
"06/13/2014","44","PM2.5","","54-009-0005","AQS","5","20","44"
"06/14/2014","6","PM10","","54-009-0011","AQS","3","6","."
"06/15/2014","16","PM10","","54-009-0011","AQS","3","16","."
"06/16/2014","67","PM2.5","","54-009-0011","AQS","6","31","67"
"06/17/2014","29","PM10","","54-009-0011","AQS","5","29","."
"06/18/2014","29","PM10","","54-009-0011","AQS","3","29","."
"06/19/2014","30","PM2.5","","54-009-0011","AQS","2","14","30"
"06/20/2014","12","PM10","","54-009-0011","AQS","3","12","."
"06/21/2014","15","PM10","","54-009-0011","AQS","3","15","."
"06/22/2014","57","PM2.5","","54-009-0005","AQS","3","24","57"
"06/23/2014","26","PM10","","54-009-0011","AQS","3","26","."
"06/24/2014","19","PM10","","54-009-0011","AQS","3","19","."
"06/25/2014","42","PM2.5","","54-009-0011","AQS","3","14","42"
"06/26/2014","9","PM10","","54-009-0011","AQS","3","9","."
"06/27/2014","16","PM10","","54-009-0011","AQS","3","16","."
"06/28/2014","66","PM2.5","","54-009-0011","AQS","5","28","66"
"06/29/2014","16","PM10","","54-009-0011","AQS","5","16","."
"06/30/2014","19","PM10","","54-009-0011","AQS","5","19","."
"07/01/2014","73","PM2.5","","54-009-0005","AQS","5","44","73"
"07/02/2014","19","PM10","","54-009-0011","AQS","5","19","."
"07/03/2014","9","PM10","","54-009-0011","AQS","5","9","."
"07/04/2014","43","PM2.5","","54-009-0005","AQS","3","23","43"
"07/05/2014","15","PM10","","54-009-0011","AQS","3","15","."
"07/06/2014","23","PM10","","54-009-0011","AQS","5","23","."
"07/07/2014","61","PM2.5","","54-009-0005","AQS","5","28","61"
"07/08/2014","14","PM10","","54-009-0011","AQS","5","14","."
"07/09/2014","11","PM10","","54-009-0011","AQS","3","11","."
"07/10/2014","54","PM2.5","","54-009-0005","AQS","3","19","54"
"07/11/2014","23","PM10","","54-009-0011","AQS","3","23","."
"07/12/2014","36","PM10","","54-009-0011","AQS","5","36","."
"07/13/2014","75","PM2.5","","54-009-0005","AQS","5","31","75"
"07/14/2014","11","PM10","","54-009-0011","AQS","3","11","."
"07/15/2014","8","PM10","","54-009-0011","AQS","3","8","."
"07/16/2014","26","PM2.5","","54-009-0005","AQS","2","14","26"
"07/17/2014","10","PM10","","54-009-0011","AQS","3","10","."
"07/18/2014","17","PM10","","54-009-0011","AQS","5","17","."
"07/19/2014","52","PM2.5","","54-009-0005","AQS","3","14","52"
"07/20/2014","16","PM10","","54-009-0011","AQS","5","16","."
"07/21/2014","20","PM10","","54-009-0011","AQS","5","20","."
"07/22/2014","64","PM2.5","","54-009-0005","AQS","6","24","64"
"07/23/2014","19","PM10","","54-009-0011","AQS","6","19","."
"07/24/2014","6","PM10","","54-009-0011","AQS","3","6","."
"07/25/2014","47","PM2.5","","54-009-0005","AQS","3","21","47"
"07/26/2014","19","PM10","","54-009-0011","AQS","5","19","."
"07/27/2014","12","PM10","","54-009-0011","AQS","5","12","."
"07/28/2014","24","PM2.5","","54-009-0005","AQS","5","12","24"
"07/29/2014","6","PM10","","54-009-0011","AQS","3","6","."
"07/30/2014","15","PM10","","54-009-0011","AQS","5","15","."
"07/31/2014","56","PM2.5","","54-009-0005","AQS","6","19","56"
"08/01/2014","22","PM10","","54-009-0011","AQS","6","22","."
"08/02/2014","16","PM10","","54-009-0011","AQS","6","16","."
"08/03/2014","52","PM2.5","","54-009-0005","AQS","5","17","52"
"08/04/2014","23","PM10","","54-009-0011","AQS","6","23","."
"08/05/2014","26","PM10","","54-009-0011","AQS","6","26","."
"08/06/2014","55","PM2.5","","54-009-0005","AQS","5","19","55"
"08/07/2014","12","PM10","","54-009-0011","AQS","5","12","."
"08/08/2014","15","PM10","","54-009-0011","AQS","6","15","."
"08/09/2014","71","PM2.5","","54-009-0005","AQS","6","31","71"
"08/10/2014","14","PM10","","54-009-0011","AQS","6","14","."
"08/11/2014","6","PM10","","54-009-0011","AQS","5","6","."
"08/12/2014","32","PM2.5","","54-009-0005","AQS","5","11","32"
"08/13/2014","6","PM10","","54-009-0011","AQS","3","6","."
"08/14/2014","9","PM10","","54-009-0011","AQS","5","9","."
"08/15/2014","36","PM2.5","","54-009-0011","AQS","3","18","36"
"08/16/2014","15","PM10","","54-009-0011","AQS","5","15","."
"08/17/2014","17","PM10","","54-009-0011","AQS","5","17","."
"08/18/2014","46","PM2.5","","54-009-0005","AQS","5","17","46"
"08/19/2014","20","PM10","","54-009-0011","AQS","6","20","."
"08/20/2014","7","PM10","","54-009-0011","AQS","5","7","."
"08/21/2014","45","PM2.5","","54-009-0005","AQS","6","17","45"
"08/22/2014","16","PM10","","54-009-0011","AQS","5","16","."
"08/23/2014","10","PM10","","54-009-0011","AQS","5","10","."
"08/24/2014","28","PM2.5","","54-009-0005","AQS","6","14","28"
"08/25/2014","9","PM10","","54-009-0011","AQS","5","9","."
"08/26/2014","22","PM10","","54-009-0011","AQS","5","22","."
"08/27/2014","61","PM2.5","","54-009-0011","AQS",".","28","61"
"08/28/2014","5","PM10","","54-009-0011","AQS","2","5","."
"08/29/2014","11","PM10","","54-009-0011","AQS","3","11","."
"08/30/2014","65","PM2.5","","54-009-0011","AQS","3","29","65"
"08/31/2014","14","PM10","","54-009-0011","AQS","5","14","."
"09/01/2014","11","PM10","","54-009-0011","AQS","3","11","."
"09/02/2014","50","PM2.5","","54-009-0005","AQS","3","23","50"
"09/03/2014","13","PM10","","54-009-0011","AQS","6","13","."
"09/04/2014","21","PM10","","54-009-0011","AQS","7","21","."
"09/05/2014","67","PM2.5","","54-009-0005","AQS","8","25","67"
"09/06/2014","7","PM10","","54-009-0011","AQS","7","7","."
"09/07/2014","7","CO","","54-009-0011","AQS","7","6","."
"09/08/2014","32","PM2.5","","54-009-0005","AQS","8","11","32"
"09/09/2014","11","PM10","","54-009-0011","AQS","8","11","."
"09/10/2014","16","PM10","","54-009-0011","AQS","8","16","."
"09/11/2014","23","PM2.5","","54-009-0005","AQS","3","8","23"
"09/12/2014","3","PM10","","54-009-0011","AQS","3","3","."
"09/13/2014","5","PM10","","54-009-0011","AQS","3","5","."
"09/14/2014","34","PM2.5","","54-009-0005","AQS","6","14","34"
"09/15/2014","15","PM10","","54-009-0011","AQS","7","15","."
"09/16/2014","9","PM10","","54-009-0011","AQS","6","9","."
"09/17/2014","45","PM2.5","","54-009-0005","AQS","5","14","45"
"09/18/2014","15","PM10","","54-009-0011","AQS","5","15","."
"09/19/2014","14","PM10","","54-009-0011","AQS","5","14","."
"09/20/2014","54","PM2.5","","54-009-0005","AQS","5","19","54"
"09/21/2014","13","PM10","","54-009-0011","AQS","5","13","."
"09/22/2014","5","CO","","54-009-0011","AQS","5","3","."
"09/23/2014","35","PM2.5","","54-009-0011","AQS","3","12","35"
"09/24/2014","9","PM10","","54-009-0011","AQS","5","9","."
"09/25/2014","12","PM10","","54-009-0011","AQS","5","12","."
"09/26/2014","29","PM2.5","","54-009-0005","AQS","6","12","29"
"09/27/2014","12","PM10","","54-009-0011","AQS","6","12","."
"09/28/2014","19","PM10","","54-009-0011","AQS","6","19","."
"09/29/2014","58","PM2.5","","54-009-0011","AQS","6","21","58"
"09/30/2014","11","PM10","","54-009-0011","AQS","5","11","."
"10/01/2014","11","PM10","","54-009-0011","AQS","3","11","."
"10/02/2014","19","PM10","","54-009-0005","AQS","5","19","."
"10/03/2014","12","PM10","","54-009-0011","AQS","3","12","."
"10/04/2014","6","PM10","","54-009-0011","AQS","2","6","."
"10/05/2014","20","PM2.5","","54-009-0005","AQS","2","8","20"
"10/06/2014","6","PM10","","54-009-0011","AQS","3","6","."
"10/07/2014","5","PM10","","54-009-0011","AQS","3","5","."
"10/08/2014","34","PM2.5","","54-009-0005","AQS","3","14","34"
"10/09/2014","16","PM10","","54-009-0011","AQS","5","16","."
"10/10/2014","8","PM10","","54-009-0011","AQS","5","8","."
"10/11/2014","27","PM2.5","","54-009-0005","AQS","5","7","27"
"10/12/2014","8","PM10","","54-009-0011","AQS","5","8","."
"10/13/2014","12","PM10","","54-009-0011","AQS","6","12","."
"10/14/2014","27","PM2.5","","54-009-0005","AQS","6","10","27"
"10/15/2014","6","PM10","","54-009-0011","AQS","5","6","."
"10/16/2014","6","PM10","","54-009-0011","AQS","6","6","."
"10/17/2014","39","PM2.5","","54-009-0005","AQS","6","15","39"
"10/18/2014","5","PM10","","54-009-0011","AQS","5","5","."
"10/19/2014","6","CO","","54-009-0011","AQS","6","5","."
"10/20/2014","45","PM2.5","","54-009-0011","AQS","7","15","45"
"10/21/2014","6","PM10","","54-009-0011","AQS","6","6","."
"10/22/2014","6","CO","","54-009-0011","AQS","6","5","."
"10/23/2014","23","PM2.5","","54-009-0005","AQS","3","7","23"
"10/24/2014","16","PM10","","54-009-0011","AQS","5","16","."
"10/25/2014","22","PM10","","54-009-0011","AQS","5","22","."
"10/26/2014","20","PM2.5","","54-009-0011","AQS","5","15","20"
"10/27/2014","28","PM10","","54-009-0011","AQS","5","28","."
"10/28/2014","23","PM10","","54-009-0011","AQS","5","23","."
"10/29/2014","19","PM2.5","","54-009-0011","AQS","1","14","19"
"10/30/2014","7","PM10","","54-009-0011","AQS","1","7","."
"10/31/2014","10","PM10","","54-009-0011","AQS","2","10","."
"11/01/2014","21","PM2.5","","54-009-0011","AQS","2","4","21"
"11/02/2014","3","PM10","","54-009-0011","AQS","2","3","."
"11/03/2014","16","PM10","","54-009-0011","AQS","3","16","."
"11/04/2014","36","PM2.5","","54-009-0011","AQS","1","18","36"
"11/05/2014","7","PM10","","54-009-0011","AQS","3","7","."
"11/06/2014","3","PM10","","54-009-0011","AQS","3","3","."
"11/07/2014","14","PM2.5","","54-009-0011","AQS","3","6","14"
"11/08/2014","10","PM10","","54-009-0011","AQS","5","10","."
"11/09/2014","6","PM10","","54-009-0011","AQS","3","6","."
"11/10/2014","39","PM2.5","","54-009-0011","AQS","3","16","39"
"11/11/2014","21","PM10","","54-009-0011","AQS","3","21","."
"11/12/2014","4","PM10","","54-009-0011","AQS","3","4","."
"11/13/2014","53","PM2.5","","54-009-0005","AQS","5","16","53"
"11/14/2014","51","PM2.5","","54-009-0005","AQS","5","6","51"
"11/15/2014","10","PM10","","54-009-0011","AQS","6","10","."
"11/16/2014","58","PM2.5","","54-009-0011","AQS","7","14","58"
"11/17/2014","56","PM2.5","","54-009-0005","AQS","7","7","56"
"11/18/2014","9","PM10","","54-009-0011","AQS","6","9","."
"11/19/2014","32","PM2.5","","54-009-0005","AQS","5","15","32"
"11/20/2014","12","PM10","","54-009-0011","AQS","5","12","."
"11/21/2014","15","PM10","","54-009-0011","AQS","7","15","."
"11/22/2014","67","PM2.5","","54-009-0011","AQS","8","24","67"
"11/23/2014","13","PM10","","54-009-0011","AQS","6","13","."
"11/24/2014","6","PM10","","54-009-0011","AQS","5","6","."
"11/25/2014","31","PM2.5","","54-009-0005","AQS","6","9","31"
"11/26/2014","13","PM10","","54-009-0011","AQS","7","13","."
"11/27/2014","8","PM10","","54-009-0011","AQS","6","8","."
"11/28/2014","24","PM2.5","","54-009-0005","AQS","6","7","24"
"11/29/2014","11","PM10","","54-009-0011","AQS","6","11","."
"11/30/2014","10","PM10","","54-009-0011","AQS","6","10","."
"12/01/2014","28","PM2.5","","54-009-0005","AQS","5","7","28"
"12/02/2014","7","PM10","","54-009-0011","AQS","5","7","."
"12/03/2014","6","PM10","","54-009-0011","AQS","1","6","."
"12/04/2014","59","PM2.5","","54-009-0011","AQS","3","14","59"
"12/05/2014","12","PM10","","54-009-0011","AQS","6","12","."
"12/06/2014","6","CO","","54-009-0011","AQS","6","5","."
"12/07/2014","33","PM2.5","","54-009-0005","AQS","3","8","33"
"12/08/2014","6","PM10","","54-009-0011","AQS","3","6","."
"12/09/2014","13","PM10","","54-009-0011","AQS","5","13","."
"12/10/2014","36","PM2.5","","54-009-0005","AQS","3","7","36"
"12/11/2014","7","PM10","","54-009-0011","AQS","3","7","."
"12/12/2014","19","PM10","","54-009-0011","AQS","5","19","."
"12/13/2014","76","PM2.5","","54-009-0011","AQS","6","19","76"
"12/14/2014","15","PM10","","54-009-0011","AQS","5","15","."
"12/15/2014","19","PM10","","54-009-0011","AQS","5","19","."
"12/16/2014","57","PM2.5","","54-009-0011","AQS","7","15","57"
"12/17/2014","5","CO","","54-009-0011","AQS","5","2","."
"12/18/2014","5","PM10","","54-009-0011","AQS","3","5","."
"12/19/2014","48","PM2.5","","54-009-0005","AQS","2","11","48"
"12/20/2014","9","PM10","","54-009-0011","AQS","3","9","."
"12/21/2014","17","PM10","","54-009-0011","AQS","3","17","."
"12/22/2014","66","PM2.5","","54-009-0005","AQS","5","19","66"
"12/23/2014","6","PM10","","54-009-0011","AQS","5","6","."
"12/24/2014","5","CO","","54-009-0011","AQS","5","3","."
"12/25/2014","14","PM2.5","","54-009-0005","AQS","3","3","14"
"12/26/2014","11","PM10","","54-009-0011","AQS","3","11","."
"12/27/2014","14","PM10","","54-009-0011","AQS","5","14","."
"12/28/2014","25","PM2.5","","54-009-0005","AQS","3","6","25"
"12/29/2014","8","PM10","","54-009-0011","AQS","6","8","."
"12/30/2014","6","PM10","","54-009-0011","AQS","5","6","."
"12/31/2014","28","PM2.5","","54-009-0005","AQS","3","9","28"
