"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"02/18/2006","7","PM10","","54-009-0011","AQS","3","7","."
"02/19/2006","40","PM2.5","","54-009-0005","AQS","3","16","40"
"02/20/2006","14","PM10","","54-009-0011","AQS","3","14","."
"02/21/2006","25","PM10","","54-009-0011","AQS","5","25","."
"02/22/2006","103","PM2.5","","54-009-0011","AQS","17","68","103"
"02/23/2006","18","PM10","","54-009-0011","AQS","5","18","."
"02/24/2006","8","PM10","","54-009-0011","AQS","3","8","."
"02/25/2006","42","PM2.5","","54-009-0011","AQS","5","20","42"
"02/26/2006","5","PM10","","54-009-0011","AQS","3","5","."
"02/27/2006","11","PM10","","54-009-0011","AQS","5","11","."
"02/28/2006","41","PM2.5","","54-009-0005","AQS","3","20","41"
"03/01/2006","13","PM10","","54-009-0011","AQS","3","13","."
"03/02/2006","19","PM10","","54-009-0011","AQS","5","19","."
"03/03/2006","34","PM2.5","","54-009-0005","AQS","3","13","34"
"03/04/2006","9","PM10","","54-009-0011","AQS","3","9","."
"03/05/2006","20","PM10","","54-009-0011","AQS","5","20","."
"03/06/2006","38","PM2.5","","54-009-0005","AQS","3","18","38"
"03/07/2006","11","PM10","","54-009-0011","AQS","3","11","."
"03/08/2006","31","PM10","","54-009-0011","AQS","7","31","."
"03/09/2006","70","PM2.5","","54-009-0011","AQS","6","39","70"
"03/10/2006","18","PM10","","54-009-0011","AQS","3","18","."
"03/11/2006","23","PM10","","54-009-0011","AQS","10","23","."
"03/12/2006","60","PM2.5","","54-009-0011","AQS","8","32","60"
"03/13/2006","6","CO","","54-009-0011","AQS","6",".","."
"03/14/2006","3","CO","","54-009-0011","AQS","3",".","."
"03/15/2006","58","PM2.5","","54-009-0005","AQS","3","23","58"
"03/16/2006","10","PM10","","54-009-0011","AQS","5","10","."
"03/17/2006","9","PM10","","54-009-0011","AQS","3","9","."
"03/18/2006","31","PM2.5","","54-009-0005","AQS","3","16","31"
"03/19/2006","9","PM10","","54-009-0011","AQS","3","9","."
"03/20/2006","8","PM10","","54-009-0011","AQS","3","8","."
"03/21/2006","36","PM2.5","","54-009-0011","AQS","5","13","36"
"03/22/2006","10","PM10","","54-009-0011","AQS","5","10","."
"03/23/2006","14","PM10","","54-009-0011","AQS","5","14","."
"03/24/2006","60","PM2.5","","54-009-0011","AQS","5","19","60"
"03/25/2006","12","PM10","","54-009-0011","AQS","5","12","."
"03/26/2006","9","PM10","","54-009-0011","AQS","5","9","."
"03/27/2006","65","PM2.5","","54-009-0011","AQS","10","31","65"
"03/28/2006","21","PM10","","54-009-0011","AQS","11","21","."
"03/29/2006","35","PM10","","54-009-0011","AQS","9","35","."
"03/30/2006","87","PM2.5","","54-009-0005","AQS","11","40","87"
"03/31/2006","59","PM10","","54-009-0011","AQS","24","59","."
"04/01/2006","9","PM10","","54-009-0011","AQS","3","9","."
"04/02/2006","59","PM2.5","","54-009-0005","AQS","3","19","59"
"04/03/2006","17","PM10","","54-009-0011","AQS","3","17","."
"04/04/2006","8","PM10","","54-009-0011","AQS","3","8","."
"04/05/2006","30","PM2.5","","54-009-0005","AQS","3","12","30"
"04/06/2006","21","PM10","","54-009-0011","AQS","8","21","."
"04/07/2006","36","PM10","","54-009-0011","AQS","8","36","."
"04/08/2006","29","PM2.5","","54-009-0005","AQS","3","11","29"
"04/09/2006","11","PM10","","54-009-0011","AQS","3","11","."
"04/10/2006","28","PM10","","54-009-0011","AQS","7","28","."
"04/11/2006","76","PM2.5","","54-009-0005","AQS","11","42","76"
"04/12/2006","56","PM10","","54-009-0011","AQS","25","56","."
"04/13/2006","28","PM10","","54-009-0011","AQS","7","28","."
"04/14/2006","61","PM2.5","","54-009-0011","AQS","11","34","61"
"04/15/2006","3","CO","","54-009-0011","AQS","3",".","."
"04/16/2006","18","PM10","","54-009-0011","AQS","3","18","."
"04/17/2006","24","PM2.5","","54-009-0005","AQS","3","13","24"
"04/18/2006","13","PM10","","54-009-0011","AQS","3","13","."
"04/19/2006","15","PM10","","54-009-0011","AQS","3","15","."
"04/20/2006","66","PM2.5","","54-009-0005","AQS","3","31","66"
"04/21/2006","41","PM10","","54-009-0011","AQS","7","41","."
"04/22/2006","18","PM10","","54-009-0011","AQS","3","18","."
"04/23/2006","58","PM2.5","","54-009-0005","AQS","5","19","58"
"04/24/2006","12","PM10","","54-009-0011","AQS","3","12","."
"04/25/2006","28","PM10","","54-009-0011","AQS","13","28","."
"04/26/2006","35","PM2.5","","54-009-0005","AQS","3","11","35"
"04/27/2006","33","PM10","","54-009-0011","AQS","16","33","."
"04/28/2006","16","PM10","","54-009-0011","AQS","3","16","."
"04/29/2006","44","PM2.5","","54-009-0005","AQS","3","19","44"
"04/30/2006","16","PM10","","54-009-0011","AQS","3","16","."
"05/01/2006","19","PM10","","54-009-0011","AQS","3","19","."
"05/02/2006","62","PM2.5","","54-009-0005","AQS","5","32","62"
"05/03/2006","22","PM10","","54-009-0011","AQS","3","22","."
"05/04/2006","44","PM10","","54-009-0011","AQS","16","44","."
"05/05/2006","51","PM2.5","","54-009-0005","AQS","3","21","51"
"05/06/2006","16","PM10","","54-009-0011","AQS","3","16","."
"05/07/2006","15","PM10","","54-009-0011","AQS","3","15","."
"05/08/2006","40","PM2.5","","54-009-0011","AQS","3","18","40"
"05/09/2006","15","PM10","","54-009-0011","AQS","3","15","."
"05/10/2006","31","PM10","","54-009-0011","AQS","5","31","."
"05/11/2006","48","PM2.5","","54-009-0011","AQS","3","16","48"
"05/12/2006","16","PM10","","54-009-0011","AQS","3","16","."
"05/13/2006","14","PM10","","54-009-0011","AQS","3","14","."
"05/14/2006","41","PM2.5","","54-009-0005","AQS","3","15","41"
"05/15/2006","8","PM10","","54-009-0011","AQS","3","8","."
"05/16/2006","10","PM10","","54-009-0011","AQS","3","10","."
"05/17/2006","47","PM2.5","","54-009-0011","AQS","3","14","47"
"05/18/2006","9","PM10","","54-009-0011","AQS","3","9","."
"05/19/2006","8","PM10","","54-009-0011","AQS","3","8","."
"05/20/2006","45","PM2.5","","54-009-0005","AQS","6","17","45"
"05/21/2006","17","PM10","","54-009-0011","AQS","7","17","."
"05/22/2006","9","PM10","","54-009-0011","AQS","3","9","."
"05/23/2006","44","PM2.5","","54-009-0005","AQS","3","19","44"
"05/24/2006","38","PM10","","54-009-0011","AQS","9","38","."
"05/25/2006","53","PM10","","54-009-0011","AQS","10","53","."
"05/26/2006","55","PM2.5","","54-009-0005","AQS","3","20","55"
"05/27/2006","27","PM10","","54-009-0011","AQS","5","27","."
"05/28/2006","45","PM10","","54-009-0011","AQS","6","45","."
"05/29/2006","134","PM2.5","","54-009-0005","AQS","11","60","134"
"05/30/2006","66","PM10","","54-009-0011","AQS","14","66","."
"05/31/2006","59","PM10","","54-009-0011","AQS","8","59","."
"06/01/2006","76","PM2.5","","54-009-0011","AQS","5","32","76"
"06/02/2006","3","CO","","54-009-0011","AQS","3",".","."
"06/03/2006","3","CO","","54-009-0011","AQS","3",".","."
"06/04/2006","26","PM2.5","","54-009-0005","AQS","3","11","26"
"06/05/2006","14","PM10","","54-009-0011","AQS","3","14","."
"06/06/2006","25","PM10","","54-009-0011","AQS","7","25","."
"06/07/2006","83","PM2.5","","54-009-0005","AQS","7","41","83"
"06/08/2006","34","PM10","","54-009-0011","AQS","5","34","."
"06/09/2006","5","CO","","54-009-0011","AQS","5",".","."
"06/10/2006","24","PM2.5","","54-009-0005","AQS","3","12","24"
"06/11/2006","17","PM10","","54-009-0011","AQS","3","17","."
"06/12/2006","19","PM10","","54-009-0011","AQS","3","19","."
"06/13/2006","55","PM2.5","","54-009-0011","AQS","3","36","55"
"06/14/2006","19","PM10","","54-009-0011","AQS","3","19","."
"06/15/2006","25","PM10","","54-009-0011","AQS","3","25","."
"06/16/2006","93","PM2.5","","54-009-0005","AQS","3","46","93"
"06/17/2006","57","PM10","","54-009-0011","AQS","10","57","."
"06/18/2006","63","PM10","","54-009-0011","AQS","13","63","."
"06/19/2006","70","PM2.5","","54-009-0005","AQS","3","28","70"
"06/20/2006","18","PM10","","54-009-0011","AQS","3","18","."
"06/21/2006","41","PM10","","54-009-0011","AQS","5","41","."
"06/22/2006","57","PM2.5","","54-009-0005","AQS","5","22","57"
"06/23/2006","21","PM10","","54-009-0011","AQS","5","21","."
"06/24/2006","5","CO","","54-009-0011","AQS","5",".","."
"06/25/2006","77","PM2.5","","54-009-0011","AQS","7","35","77"
"06/26/2006","38","PM10","","54-009-0011","AQS","6","38","."
"06/27/2006","21","PM10","","54-009-0011","AQS","6","21","."
"06/28/2006","67","PM2.5","","54-009-0011","AQS","7","28","67"
"06/29/2006","23","PM10","","54-009-0011","AQS","5","23","."
"06/30/2006","31","PM10","","54-009-0011","AQS","8","31","."
"07/01/2006","93","PM2.5","","54-009-0005","AQS","11","47","93"
"07/02/2006","30","PM10","","54-009-0011","AQS","3","30","."
"07/03/2006","28","PM10","","54-009-0011","AQS","3","28","."
"07/04/2006","72","PM2.5","","54-009-0011","AQS","3","29","72"
"07/05/2006","14","PM10","","54-009-0011","AQS","3","14","."
"07/06/2006","9","PM10","","54-009-0011","AQS","3","9","."
"07/07/2006","60","PM2.5","","54-009-0005","AQS","3","24","60"
"07/08/2006","26","PM10","","54-009-0011","AQS","5","26","."
"07/09/2006","51","PM10","","54-009-0011","AQS","7","51","."
"07/10/2006","105","PM2.5","","54-009-0011","AQS","6","50","105"
"07/11/2006","45","PM10","","54-009-0011","AQS","6","45","."
"07/12/2006","29","PM10","","54-009-0011","AQS","3","29","."
"07/13/2006","74","PM2.5","","54-009-0005","AQS","3","38","74"
"07/14/2006","38","PM10","","54-009-0011","AQS","6","38","."
"07/15/2006","19","PM10","","54-009-0011","AQS","5","19","."
"07/16/2006","72","PM2.5","","54-009-0005","AQS","6","36","72"
"07/17/2006","55","PM10","","54-009-0011","AQS","9","55","."
"07/18/2006","55","PM10","","54-009-0011","AQS","9","55","."
"07/19/2006","72","PM2.5","","54-009-0011","AQS","3","29","72"
"07/20/2006","51","PM10","","54-009-0011","AQS","5","51","."
"07/21/2006","27","PM10","","54-009-0011","AQS","3","27","."
"07/22/2006","54","PM2.5","","54-009-0011","AQS","3","19","54"
"07/23/2006","14","PM10","","54-009-0011","AQS","3","14","."
"07/24/2006","37","PM10","","54-009-0011","AQS","7","37","."
"07/25/2006","99","PM2.5","","54-009-0011","AQS","7","48","99"
"07/26/2006","52","PM10","","54-009-0011","AQS","10","52","."
"07/27/2006","32","PM10","","54-009-0011","AQS","3","32","."
"07/28/2006","63","PM2.5","","54-009-0005","AQS","3","31","63"
"07/29/2006","28","PM10","","54-009-0011","AQS","3","28","."
"07/30/2006","30","PM10","","54-009-0011","AQS","3","30","."
"07/31/2006","94","PM2.5","","54-009-0011","AQS","5","44","94"
"08/01/2006","57","PM10","","54-009-0011","AQS","5","57","."
"08/02/2006","46","PM10","","54-009-0011","AQS","5","46","."
"08/03/2006","74","PM2.5","","54-009-0011","AQS","3","40","74"
"08/04/2006","15","PM10","","54-009-0011","AQS","3","15","."
"08/05/2006","17","PM10","","54-009-0011","AQS","3","17","."
"08/06/2006","82","PM2.5","","54-009-0011","AQS","3","33","82"
"08/07/2006","36","PM10","","54-009-0011","AQS","3","36","."
"08/08/2006","18","PM10","","54-009-0011","AQS","3","18","."
"08/09/2006","77","PM2.5","","54-009-0011","AQS","5","33","77"
"08/10/2006","34","PM10","","54-009-0011","AQS","5","34","."
"08/11/2006","19","PM10","","54-009-0011","AQS","3","19","."
"08/12/2006","43","PM2.5","","54-009-0005","AQS","3","17","43"
"08/13/2006","25","PM10","","54-009-0011","AQS","3","25","."
"08/14/2006","47","PM10","","54-009-0011","AQS","6","47","."
"08/15/2006","60","PM2.5","","54-009-0005","AQS","3","29","60"
"08/16/2006","21","PM10","","54-009-0011","AQS","3","21","."
"08/17/2006","31","PM10","","54-009-0011","AQS","3","31","."
"08/18/2006","91","PM2.5","","54-009-0011","AQS","5","42","91"
"08/19/2006","37","PM10","","54-009-0011","AQS","5","37","."
"08/20/2006","17","PM10","","54-009-0011","AQS","3","17","."
"08/21/2006","46","PM2.5","","54-009-0005","AQS","3","17","46"
"08/22/2006","20","PM10","","54-009-0011","AQS","3","20","."
"08/23/2006","31","PM10","","54-009-0011","AQS","5","31","."
"08/24/2006","82","PM2.5","","54-009-0011","AQS","8","44","82"
"08/25/2006","56","PM10","","54-009-0011","AQS","7","56","."
"08/26/2006","60","PM10","","54-009-0011","AQS","9","60","."
"08/27/2006","98","PM2.5","","54-009-0011","AQS","11","44","98"
"08/28/2006","31","PM10","","54-009-0011","AQS","3","31","."
"08/29/2006","19","PM10","","54-009-0011","AQS","3","19","."
"08/30/2006","57","PM2.5","","54-009-0011","AQS","3","19","57"
"08/31/2006","18","PM10","","54-009-0011","AQS","3","18","."
"09/01/2006","10","PM10","","54-009-0011","AQS","3","10","."
"09/02/2006","16","PM2.5","","54-009-0005","AQS","3","7","16"
"09/03/2006","7","PM10","","54-009-0011","AQS","3","7","."
"09/04/2006","14","PM10","","54-009-0011","AQS","5","14","."
"09/05/2006","59","PM2.5","","54-009-0011","AQS","5","20","59"
"09/06/2006","18","PM10","","54-009-0011","AQS","5","18","."
"09/07/2006","23","PM10","","54-009-0011","AQS","11","23","."
"09/08/2006","91","PM2.5","","54-009-0005","AQS","9","44","91"
"09/09/2006","47","PM10","","54-009-0011","AQS","13","47","."
"09/10/2006","23","PM10","","54-009-0011","AQS","5","23","."
"09/11/2006","75","PM2.5","","54-009-0005","AQS","5","31","75"
"09/12/2006","26","PM10","","54-009-0011","AQS","5","26","."
"09/13/2006","16","PM10","","54-009-0011","AQS","5","16","."
"09/14/2006","39","PM2.5","","54-009-0005","AQS","5","15","39"
"09/15/2006","12","PM10","","54-009-0011","AQS","5","12","."
"09/16/2006","13","PM10","","54-009-0011","AQS","5","13","."
"09/17/2006","79","PM2.5","","54-009-0005","AQS","9","32","79"
"09/18/2006","53","PM10","","54-009-0011","AQS","27","53","."
"09/19/2006","9","PM10","","54-009-0011","AQS","5","9","."
"09/20/2006","25","PM2.5","","54-009-0005","AQS","3","16","25"
"09/21/2006","19","PM10","","54-009-0011","AQS","3","19","."
"09/22/2006","25","PM10","","54-009-0011","AQS","3","25","."
"09/23/2006","49","PM2.5","","54-009-0005","AQS","3","16","49"
"09/24/2006","7","PM10","","54-009-0011","AQS","3","7","."
"09/25/2006","8","PM10","","54-009-0011","AQS","3","8","."
"09/26/2006","53","PM2.5","","54-009-0011","AQS","5","23","53"
"09/27/2006","31","PM10","","54-009-0011","AQS","6","31","."
"09/28/2006","10","PM10","","54-009-0011","AQS","3","10","."
"09/29/2006","25","PM2.5","","54-009-0005","AQS","3","12","25"
"09/30/2006","14","PM10","","54-009-0011","AQS","3","14","."
"10/01/2006","17","PM10","","54-009-0011","AQS","6","17","."
"10/02/2006","67","PM2.5","","54-009-0011","AQS","7","33","67"
"10/03/2006","40","PM10","","54-009-0011","AQS","11","40","."
"10/04/2006","53","PM10","","54-009-0011","AQS","14","53","."
"10/05/2006","23","PM2.5","","54-009-0011","AQS","3","8","23"
"10/06/2006","11","PM10","","54-009-0011","AQS","3","11","."
"10/07/2006","13","PM10","","54-009-0011","AQS","3","13","."
"10/08/2006","48","PM2.5","","54-009-0011","AQS","5","20","48"
"10/09/2006","30","PM10","","54-009-0011","AQS","9","30","."
"10/10/2006","33","PM10","","54-009-0011","AQS","5","33","."
"10/11/2006","62","PM2.5","","54-009-0011","AQS","8","28","62"
"10/12/2006","7","PM10","","54-009-0011","AQS","3","7","."
"10/13/2006","11","PM10","","54-009-0011","AQS","3","11","."
"10/14/2006","39","PM2.5","","54-009-0005","AQS","3","26","39"
"10/15/2006","33","PM10","","54-009-0011","AQS","7","33","."
"10/16/2006","30","PM10","","54-009-0011","AQS","8","30","."
"10/17/2006","30","PM2.5","","54-009-0005","AQS","3","11","30"
"10/18/2006","11","PM10","","54-009-0011","AQS","3","11","."
"10/19/2006","11","CO","","54-009-0011","AQS","11",".","."
"10/20/2006","43","PM2.5","","54-009-0005","AQS","3","12","43"
"10/21/2006","11","PM10","","54-009-0011","AQS","3","11","."
"10/22/2006","12","PM10","","54-009-0011","AQS","5","12","."
"10/23/2006","64","PM2.5","","54-009-0005","AQS","3","25","64"
"10/24/2006","7","PM10","","54-009-0011","AQS","3","7","."
"10/25/2006","6","PM10","","54-009-0011","AQS","3","6","."
"10/26/2006","59","PM2.5","","54-009-0011","AQS","13","25","59"
"10/27/2006","15","PM10","","54-009-0011","AQS","5","15","."
"10/28/2006","5","CO","","54-009-0011","AQS","5",".","."
"10/29/2006","40","PM2.5","","54-009-0005","AQS","7","19","40"
"10/30/2006","91","CO","","54-009-0011","AQS","91","51","."
"10/31/2006","19","PM10","","54-009-0011","AQS","13","19","."
"11/01/2006","52","PM2.5","","54-009-0005","AQS","5","17","52"
"11/02/2006","14","PM10","","54-009-0011","AQS","3","14","."
"11/03/2006","14","PM10","","54-009-0011","AQS","3","14","."
"11/04/2006","76","PM2.5","","54-009-0011","AQS","8","30","76"
"11/05/2006","22","PM10","","54-009-0011","AQS","6","22","."
"11/06/2006","44","PM10","","54-009-0011","AQS","22","44","."
"11/07/2006","53","PM2.5","","54-009-0005","AQS","3","16","53"
"11/08/2006","14","PM10","","54-009-0011","AQS","3","14","."
"11/09/2006","20","PM10","","54-009-0011","AQS","3","20","."
"11/10/2006","96","PM2.5","","54-009-0011","AQS","9","44","96"
"11/11/2006","31","PM10","","54-009-0011","AQS","10","31","."
"11/12/2006","6","PM10","","54-009-0011","AQS","3","6","."
"11/13/2006","54","PM2.5","","54-009-0005","AQS","3","16","54"
"11/14/2006","16","PM10","","54-009-0011","AQS","3","16","."
"11/15/2006","17","PM10","","54-009-0011","AQS","3","17","."
"11/16/2006","56","PM2.5","","54-009-0005","AQS","3","14","56"
"11/17/2006","6","PM10","","54-009-0011","AQS","3","6","."
"11/18/2006","16","PM10","","54-009-0011","AQS","3","16","."
"11/19/2006","48","PM2.5","","54-009-0005","AQS","3","15","48"
"11/20/2006","6","PM10","","54-009-0011","AQS","3","6","."
"11/21/2006","13","PM10","","54-009-0011","AQS","5","13","."
"11/22/2006","57","PM2.5","","54-009-0011","AQS","5","15","57"
"11/23/2006","13","PM10","","54-009-0011","AQS","5","13","."
"11/24/2006","21","PM10","","54-009-0011","AQS","7","21","."
"11/25/2006","83","PM2.5","","54-009-0011","AQS","19","44","83"
"11/26/2006","60","PM10","","54-009-0011","AQS","27","60","."
"11/27/2006","77","PM10","","54-009-0011","AQS","30","77","."
"11/28/2006","113","PM2.5","","54-009-0011","AQS","27","78","113"
"11/29/2006","36","PM10","","54-009-0011","AQS","6","36","."
"11/30/2006","21","PM10","","54-009-0011","AQS","6","21","."
"12/01/2006","21","PM2.5","","54-009-0011","AQS","3","20","21"
"12/02/2006","16","PM10","","54-009-0011","AQS","5","16","."
"12/03/2006","38","PM10","","54-009-0011","AQS","7","38","."
"12/04/2006","34","PM2.5","","54-009-0011","AQS","3","16","34"
"12/05/2006","18","PM10","","54-009-0011","AQS","5","18","."
"12/06/2006","22","PM10","","54-009-0011","AQS","5","22","."
"12/07/2006","44","PM2.5","","54-009-0005","AQS","3","28","44"
"12/08/2006","9","PM10","","54-009-0011","AQS","3","9","."
"12/09/2006","11","PM10","","54-009-0011","AQS","3","11","."
"12/10/2006","38","PM2.5","","54-009-0011","AQS","6","19","38"
"12/11/2006","38","PM10","","54-009-0011","AQS","8","38","."
"12/12/2006","29","PM10","","54-009-0011","AQS","8","29","."
"12/13/2006","54","PM2.5","","54-009-0005","AQS","9","19","54"
"12/14/2006","27","PM10","","54-009-0011","AQS","17","27","."
"12/15/2006","13","PM10","","54-009-0011","AQS","3","13","."
"12/16/2006","64","PM2.5","","54-009-0011","AQS","8","31","64"
"12/17/2006","31","PM10","","54-009-0011","AQS","13","31","."
"12/18/2006","11","PM10","","54-009-0011","AQS","3","11","."
"12/19/2006","56","PM2.5","","54-009-0005","AQS","3","20","56"
"12/20/2006","44","PM10","","54-009-0011","AQS","14","44","."
"12/21/2006","47","PM10","","54-009-0011","AQS","24","47","."
"12/22/2006","54","PM2.5","","54-009-0005","AQS","7","14","54"
"12/23/2006","6","PM10","","54-009-0011","AQS","5","6","."
"12/24/2006","9","PM10","","54-009-0011","AQS","5","9","."
"12/25/2006","49","PM2.5","","54-009-0005","AQS","5","12","49"
"12/26/2006","6","PM10","","54-009-0011","AQS","3","6","."
"12/27/2006","7","PM10","","54-009-0011","AQS","3","7","."
"12/28/2006","54","PM2.5","","54-009-0011","AQS","5","19","54"
"12/29/2006","26","PM10","","54-009-0011","AQS","6","26","."
"12/30/2006","35","PM10","","54-009-0011","AQS","10","35","."
"12/31/2006","61","PM2.5","","54-009-0005","AQS","7","22","61"
