"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"02/18/2004","86","PM2.5","","54-009-0005","AQS","8","33","86"
"02/19/2004","29","PM10","","54-009-0011","AQS","9","29","."
"02/20/2004","58","PM10","","54-009-0011","AQS","25","58","."
"02/21/2004","74","PM2.5","","54-009-0005","AQS","3","24","74"
"02/22/2004","11","PM10","","54-009-0011","AQS","3","11","."
"02/23/2004","29","PM10","","54-009-0011","AQS","5","29","."
"02/24/2004","62","PM2.5","","54-009-0005","AQS","3","19","62"
"02/25/2004","15","PM10","","54-009-0011","AQS","3","15","."
"02/26/2004","20","PM10","","54-009-0011","AQS","5","20","."
"02/27/2004","40","PM2.5","","54-009-0011","AQS","6","22","40"
"02/28/2004","38","PM10","","54-009-0011","AQS","10","38","."
"02/29/2004","63","PM10","","54-009-0011","AQS","20","63","."
"03/01/2004","147","PM2.5","","54-009-0011","AQS","31","68","147"
"03/02/2004","18","PM10","","54-009-0011","AQS","6","18","."
"03/03/2004","38","PM10","","54-009-0011","AQS","17","38","."
"03/04/2004","58","PM2.5","","54-009-0011","AQS","5","19","58"
"03/05/2004","47","PM10","","54-009-0011","AQS","17","47","."
"03/06/2004","10","PM10","","54-009-0011","AQS","3","10","."
"03/07/2004","58","PM2.5","","54-009-0005","AQS","7","20","58"
"03/08/2004","9","PM10","","54-009-0011","AQS","3","9","."
"03/09/2004","15","PM10","","54-009-0011","AQS","3","15","."
"03/10/2004","55","PM2.5","","54-009-0005","AQS","8","27","55"
"03/11/2004","42","PM10","","54-009-0011","AQS","14","42","."
"03/12/2004","12","PM10","","54-009-0011","AQS","3","12","."
"03/13/2004","54","PM2.5","","54-009-0005","AQS","6","35","54"
"03/14/2004","25","PM10","","54-009-0011","AQS","7","25","."
"03/15/2004","19","PM10","","54-009-0011","AQS","6","19","."
"03/16/2004","54","PM2.5","","54-009-0005","AQS","7","23","54"
"03/17/2004","10","PM10","","54-009-0011","AQS","3","10","."
"03/18/2004","21","PM10","","54-009-0011","AQS","5","21","."
"03/19/2004","53","PM2.5","","54-009-0011","AQS","5","25","53"
"03/20/2004","41","PM10","","54-009-0011","AQS","13","41","."
"03/21/2004","13","PM10","","54-009-0011","AQS","3","13","."
"03/22/2004","31","PM10","","54-009-0005","AQS","3","31","27"
"03/23/2004","34","PM10","","54-009-0011","AQS","7","34","."
"03/24/2004","68","PM10","","54-009-0011","AQS","42","68","."
"03/25/2004","79","PM2.5","","54-009-0011","AQS","10","44","79"
"03/26/2004","62","PM10","","54-009-0011","AQS","31","62","."
"03/27/2004","14","PM10","","54-009-0011","AQS","5","14","."
"03/28/2004","58","PM2.5","","54-009-0005","AQS","5","23","58"
"03/29/2004","20","PM10","","54-009-0011","AQS","3","20","."
"03/30/2004","14","PM10","","54-009-0011","AQS","5","14","."
"03/31/2004","47","PM2.5","","54-009-0011","AQS","5","18","47"
"04/01/2004","7","PM10","","54-009-0011","AQS","3","7","."
"04/02/2004","7","PM10","","54-009-0011","AQS","3","7","."
"04/03/2004","57","PM2.5","","54-009-0005","AQS","3","23","57"
"04/04/2004","9","PM10","","54-009-0011","AQS","3","9","."
"04/05/2004","8","PM10","","54-009-0011","AQS","3","8","."
"04/06/2004","52","PM2.5","","54-009-0005","AQS","6","32","52"
"04/07/2004","21","PM10","","54-009-0011","AQS","3","21","."
"04/08/2004","23","PM10","","54-009-0011","AQS","6","23","."
"04/09/2004","43","PM2.5","","54-009-0005","AQS","5","17","43"
"04/10/2004","32","PM10","","54-009-0011","AQS","9","32","."
"04/11/2004","14","PM10","","54-009-0011","AQS","3","14","."
"04/12/2004","51","PM2.5","","54-009-0011","AQS","3","15","51"
"04/13/2004","8","PM10","","54-009-0011","AQS","5","8","."
"04/14/2004","14","PM10","","54-009-0011","AQS","3","14","."
"04/15/2004","35","PM2.5","","54-009-0005","AQS","3","19","35"
"04/16/2004","39","PM10","","54-009-0011","AQS","9","39","."
"04/17/2004","52","PM10","","54-009-0011","AQS","25","52","."
"04/18/2004","84","PM2.5","","54-009-0011","AQS","11","44","84"
"04/19/2004","26","PM10","","54-009-0011","AQS","3","26","."
"04/20/2004","21","PM10","","54-009-0011","AQS","3","21","."
"04/21/2004","58","PM2.5","","54-009-0011","AQS","6","40","58"
"04/22/2004","15","PM10","","54-009-0011","AQS","3","15","."
"04/23/2004","15","PM10","","54-009-0011","AQS","3","15","."
"04/24/2004","66","PM2.5","","54-009-0005","AQS","7","36","66"
"04/25/2004","20","PM10","","54-009-0011","AQS","5","20","."
"04/26/2004","12","PM10","","54-009-0011","AQS","5","12","."
"04/27/2004","49","PM2.5","","54-009-0005","AQS","3","18","49"
"04/28/2004","22","PM10","","54-009-0011","AQS","6","22","."
"04/29/2004","44","PM10","","54-009-0011","AQS","8","44","."
"04/30/2004","109","PM2.5","","54-009-0011","AQS","20","56","109"
"05/01/2004","35","PM10","","54-009-0011","AQS","6","35","."
"05/02/2004","14","PM10","","54-009-0011","AQS","5","14","."
"05/03/2004","33","PM2.5","","54-009-0005","AQS","3","14","33"
"05/04/2004","21","PM10","","54-009-0011","AQS","6","21","."
"05/05/2004","21","PM10","","54-009-0011","AQS","5","21","."
"05/06/2004","75","PM2.5","","54-009-0011","AQS","8","40","75"
"05/07/2004","24","PM10","","54-009-0011","AQS","3","24","."
"05/08/2004","35","PM10","","54-009-0011","AQS","9","35","."
"05/09/2004","101","PM2.5","","54-009-0011","AQS","18","54","101"
"05/10/2004","54","PM10","","54-009-0011","AQS","17","54","."
"05/11/2004","52","PM10","","54-009-0011","AQS","9","52","."
"05/12/2004","113","PM2.5","","54-009-0011","AQS","8","55","113"
"05/13/2004","60","PM10","","54-009-0011","AQS","8","60","."
"05/14/2004","42","PM10","","54-009-0011","AQS","6","42","."
"05/15/2004","45","PM2.5","","54-009-0011","AQS","7","18","45"
"05/16/2004","21","PM10","","54-009-0011","AQS","5","21","."
"05/17/2004","40","PM10","","54-009-0011","AQS","5","40","."
"05/18/2004","137","PM2.5","","54-009-0005","AQS","3","23","137"
"05/19/2004","16","PM10","","54-009-0011","AQS","3","16","."
"05/20/2004","39","PM10","","54-009-0011","AQS","5","39","."
"05/21/2004","55","PM2.5","","54-009-0011","AQS","6","25","55"
"05/22/2004","36","PM10","","54-009-0011","AQS","5","36","."
"05/23/2004","27","PM10","","54-009-0011","AQS","3","27","."
"05/24/2004","59","PM2.5","","54-009-0005","AQS","3","31","59"
"05/25/2004","29","PM10","","54-009-0011","AQS","3","29","."
"05/26/2004","21","PM10","","54-009-0011","AQS","3","21","."
"05/27/2004","54","PM2.5","","54-009-0005","AQS","3","23","54"
"05/28/2004","19","PM10","","54-009-0011","AQS","3","19","."
"05/29/2004","20","PM10","","54-009-0011","AQS","3","20","."
"05/30/2004","59","PM2.5","","54-009-0005","AQS","3","25","59"
"05/31/2004","20","PM10","","54-009-0011","AQS","3","20","."
"06/01/2004","22","PM10","","54-009-0011","AQS","3","22","."
"06/02/2004","51","PM2.5","","54-009-0005","AQS","6","28","51"
"06/03/2004","24","PM10","","54-009-0011","AQS","6","24","."
"06/04/2004","26","PM10","","54-009-0011","AQS","3","26","."
"06/05/2004","57","PM2.5","","54-009-0005","AQS","3","23","57"
"06/06/2004","52","PM10","","54-009-0011","AQS","5","52","."
"06/07/2004","90","PM10","","54-009-0011","AQS","14","90","."
"06/08/2004","133","PM2.5","","54-009-0011","AQS","9","68","133"
"06/09/2004","53","PM10","","54-009-0011","AQS","9","53","."
"06/10/2004","19","PM10","","54-009-0011","AQS","3","19","."
"06/11/2004","35","PM2.5","","54-009-0005","AQS","3","14","35"
"06/12/2004","15","PM10","","54-009-0011","AQS","3","15","."
"06/13/2004","3","CO","","54-009-0011","AQS","3",".","."
"06/14/2004","53","PM2.5","","54-009-0005","AQS","5","20","53"
"06/15/2004","31","PM10","","54-009-0011","AQS","6","31","."
"06/16/2004","30","PM10","","54-009-0011","AQS","5","30","."
"06/17/2004","66","PM2.5","","54-009-0011","AQS","7","31","66"
"06/18/2004","22","PM10","","54-009-0011","AQS","3","22","."
"06/19/2004","18","PM10","","54-009-0011","AQS","3","18","."
"06/20/2004","37","PM2.5","","54-009-0005","AQS","5","17","37"
"06/21/2004","38","PM10","","54-009-0011","AQS","8","38","."
"06/22/2004","27","PM10","","54-009-0011","AQS","6","27","."
"06/23/2004","46","PM2.5","","54-009-0005","AQS","5","19","46"
"06/24/2004","40","PM10","","54-009-0011","AQS","8","40","."
"06/25/2004","22","PM10","","54-009-0011","AQS","3","22","."
"06/26/2004","49","PM2.5","","54-009-0005","AQS","3","17","49"
"06/27/2004","26","PM10","","54-009-0011","AQS","5","26","."
"06/28/2004","30","PM10","","54-009-0011","AQS","9","30","."
"06/29/2004","52","PM2.5","","54-009-0005","AQS","9","28","52"
"06/30/2004","44","PM10","","54-009-0011","AQS","18","44","."
"07/01/2004","48","PM10","","54-009-0011","AQS","16","48","."
"07/02/2004","143","PM2.5","","54-009-0011","AQS","18","59","143"
"07/03/2004","52","PM10","","54-009-0011","AQS","7","52","."
"07/04/2004","39","PM10","","54-009-0011","AQS","10","39","."
"07/05/2004","69","PM2.5","","54-009-0005","AQS","7","20","69"
"07/06/2004","30","PM10","","54-009-0011","AQS","8","30","."
"07/07/2004","19","PM10","","54-009-0011","AQS","10","19","."
"07/08/2004","50","PM2.5","","54-009-0005","AQS","6","23","50"
"07/09/2004","22","PM10","","54-009-0011","AQS","7","22","."
"07/10/2004","40","PM10","","54-009-0011","AQS","10","40","."
"07/11/2004","113","PM2.5","","54-009-0005","AQS","7","44","113"
"07/12/2004","31","PM10","","54-009-0011","AQS","9","31","."
"07/13/2004","36","PM10","","54-009-0011","AQS","8","36","."
"07/14/2004","64","PM2.5","","54-009-0005","AQS","10","28","64"
"07/15/2004","25","PM10","","54-009-0011","AQS","7","25","."
"07/16/2004","34","PM10","","54-009-0011","AQS","7","34","."
"07/17/2004","79","PM2.5","","54-009-0011","AQS","10","31","79"
"07/18/2004","35","PM10","","54-009-0011","AQS","6","35","."
"07/19/2004","30","PM10","","54-009-0011","AQS","6","30","."
"07/20/2004","83","PM2.5","","54-009-0011","AQS","10","40","83"
"07/21/2004","59","PM10","","54-009-0011","AQS","11","59","."
"07/22/2004","47","PM10","","54-009-0011","AQS","9","47","."
"07/23/2004","54","PM2.5","","54-009-0005","AQS","5","28","54"
"07/24/2004","20","PM10","","54-009-0011","AQS","3","20","."
"07/25/2004","31","PM10","","54-009-0011","AQS","5","31","."
"07/26/2004","46","PM2.5","","54-009-0005","AQS","6","19","46"
"07/27/2004","20","PM10","","54-009-0011","AQS","6","20","."
"07/28/2004","18","PM10","","54-009-0011","AQS","5","18","."
"07/29/2004","88","PM2.5","","54-009-0005","AQS","20","35","88"
"07/30/2004","37","PM10","","54-009-0011","AQS","6","37","."
"07/31/2004","23","PM10","","54-009-0011","AQS","8","23","."
"08/01/2004","70","PM2.5","","54-009-0005","AQS","8","32","70"
"08/02/2004","28","PM10","","54-009-0011","AQS","10","28","."
"08/03/2004","37","PM10","","54-009-0011","AQS","9","37","."
"08/04/2004","66","PM2.5","","54-009-0005","AQS","15","31","66"
"08/05/2004","24","PM10","","54-009-0011","AQS","3","24","."
"08/06/2004","19","PM10","","54-009-0011","AQS","3","19","."
"08/07/2004","42","PM2.5","","54-009-0005","AQS","5","22","42"
"08/08/2004","39","PM10","","54-009-0011","AQS","9","39","."
"08/09/2004","52","PM10","","54-009-0011","AQS","16","52","."
"08/10/2004","96","PM2.5","","54-009-0005","AQS","10","41","96"
"08/11/2004","22","PM10","","54-009-0011","AQS","5","22","."
"08/12/2004","22","PM10","","54-009-0011","AQS","6","22","."
"08/13/2004","48","PM2.5","","54-009-0005","AQS","5","19","48"
"08/14/2004","29","PM10","","54-009-0011","AQS","7","29","."
"08/15/2004","27","PM10","","54-009-0011","AQS","10","27","."
"08/16/2004","65","PM2.5","","54-009-0005","AQS","7","29","65"
"08/17/2004","47","PM10","","54-009-0011","AQS","22","47","."
"08/18/2004","53","PM10","","54-009-0011","AQS","14","53","."
"08/19/2004","66","PM2.5","","54-009-0011","AQS","10","32","66"
"08/20/2004","41","PM10","","54-009-0011","AQS","7","41","."
"08/21/2004","23","PM10","","54-009-0011","AQS","5","23","."
"08/22/2004","54","PM2.5","","54-009-0005","AQS","9","29","54"
"08/23/2004","52","PM10","","54-009-0011","AQS","14","52","."
"08/24/2004","53","PM10","","54-009-0011","AQS","9","53","."
"08/25/2004","88","PM2.5","","54-009-0011","AQS","6","44","88"
"08/26/2004","46","PM10","","54-009-0011","AQS","7","46","."
"08/27/2004","54","PM10","","54-009-0011","AQS","11","54","."
"08/28/2004","67","PM2.5","","54-009-0011","AQS","8","36","67"
"08/29/2004","32","PM10","","54-009-0011","AQS","9","32","."
"08/30/2004","23","PM10","","54-009-0011","AQS","5","23","."
"08/31/2004","56","PM2.5","","54-009-0011","AQS","5","30","56"
"09/01/2004","39","PM10","","54-009-0011","AQS","19","39","."
"09/02/2004","29","PM10","","54-009-0011","AQS","7","29","."
"09/03/2004","76","PM2.5","","54-009-0011","AQS","5","36","76"
"09/04/2004","49","PM10","","54-009-0011","AQS","8","49","."
"09/05/2004","40","PM10","","54-009-0011","AQS","7","40","."
"09/06/2004","44","PM2.5","","54-009-0005","AQS","3","20","44"
"09/07/2004","25","PM10","","54-009-0011","AQS","5","25","."
"09/08/2004","18","PM10","","54-009-0011","AQS","5","18","."
"09/09/2004","24","PM2.5","","54-009-0005","AQS","3","22","24"
"09/10/2004","33","PM10","","54-009-0011","AQS","5","33","."
"09/11/2004","33","PM10","","54-009-0011","AQS","8","33","."
"09/12/2004","142","PM2.5","","54-009-0005","AQS","16","56","142"
"09/13/2004","44","PM10","","54-009-0011","AQS","22","44","."
"09/14/2004","43","PM10","","54-009-0011","AQS","5","43","."
"09/15/2004","84","PM2.5","","54-009-0011","AQS","6","41","84"
"09/16/2004","48","PM10","","54-009-0011","AQS","13","48","."
"09/17/2004","16","PM10","","54-009-0011","AQS","5","16","."
"09/18/2004","20","PM2.5","","54-009-0005","AQS","3","13","20"
"09/19/2004","17","PM10","","54-009-0011","AQS","3","17","."
"09/20/2004","23","PM10","","54-009-0011","AQS","3","23","."
"09/21/2004","92","PM2.5","","54-009-0005","AQS","10","48","92"
"09/22/2004","54","PM10","","54-009-0011","AQS","25","54","."
"09/23/2004","45","PM10","","54-009-0011","AQS","14","45","."
"09/24/2004","120","PM2.5","","54-009-0005","AQS","22","60","120"
"09/25/2004","44","PM10","","54-009-0011","AQS","27","44","."
"09/26/2004","19","PM10","","54-009-0011","AQS","6","19","."
"09/27/2004","94","PM2.5","","54-009-0005","AQS","7","46","94"
"09/28/2004","6","CO","","54-009-0011","AQS","6",".","."
"09/29/2004","20","PM10","","54-009-0011","AQS","5","20","."
"09/30/2004","43","PM2.5","","54-009-0005","AQS","6","27","43"
"10/01/2004","53","PM10","","54-009-0011","AQS","11","53","."
"10/02/2004","30","PM10","","54-009-0011","AQS","14","30","."
"10/03/2004","59","PM2.5","","54-009-0005","AQS","22","33","59"
"10/04/2004","42","PM10","","54-009-0011","AQS","13","42","."
"10/05/2004","22","PM10","","54-009-0011","AQS","6","22","."
"10/06/2004","77","PM2.5","","54-009-0011","AQS","31","52","77"
"10/07/2004","60","PM10","","54-009-0011","AQS","17","60","."
"10/08/2004","54","PM10","","54-009-0011","AQS","16","54","."
"10/09/2004","77","PM2.5","","54-009-0011","AQS","14","37","77"
"10/10/2004","14","PM10","","54-009-0011","AQS","5","14","."
"10/11/2004","19","PM10","","54-009-0011","AQS","6","19","."
"10/12/2004","61","PM2.5","","54-009-0005","AQS","13","31","61"
"10/13/2004","7","CO","","54-009-0011","AQS","7",".","."
"10/14/2004","5","CO","","54-009-0011","AQS","5",".","."
"10/15/2004","23","PM2.5","","54-009-0005","AQS","5","7","23"
"10/16/2004","3","CO","","54-009-0011","AQS","3",".","."
"10/17/2004","3","CO","","54-009-0011","AQS","3",".","."
"10/18/2004","54","PM2.5","","54-009-0011","AQS","9","19","54"
"10/19/2004","13","CO","","54-009-0011","AQS","13",".","."
"10/20/2004","7","CO","","54-009-0011","AQS","7",".","."
"10/21/2004","34","PM2.5","","54-009-0005","AQS","7","10","34"
"10/22/2004","6","CO","","54-009-0011","AQS","6",".","."
"10/23/2004","5","CO","","54-009-0011","AQS","5",".","."
"10/24/2004","48","PM2.5","","54-009-0005","AQS","7","19","48"
"10/25/2004","13","CO","","54-009-0011","AQS","13",".","."
"10/26/2004","8","CO","","54-009-0011","AQS","8",".","."
"10/27/2004","64","PM2.5","","54-009-0011","AQS","7","26","64"
"10/28/2004","7","CO","","54-009-0011","AQS","7",".","."
"10/29/2004","40","PM10","","54-009-0011","AQS","13","40","."
"10/30/2004","71","PM2.5","","54-009-0005","AQS","10","39","71"
"10/31/2004","18","PM10","","54-009-0011","AQS","5","18","."
"11/01/2004","33","PM10","","54-009-0011","AQS","10","33","."
"11/02/2004","64","PM2.5","","54-009-0011","AQS","22","40","64"
"11/03/2004","5","CO","","54-009-0011","AQS","5",".","."
"11/04/2004","6","CO","","54-009-0011","AQS","6",".","."
"11/05/2004","55","PM2.5","","54-009-0005","AQS","3","31","55"
"11/06/2004","15","PM10","","54-009-0011","AQS","5","15","."
"11/07/2004","20","PM10","","54-009-0011","AQS","6","20","."
"11/08/2004","15","PM2.5","","54-009-0005","AQS","5","14","15"
"11/09/2004","6","CO","","54-009-0011","AQS","6",".","."
"11/10/2004","39","PM10","","54-009-0011","AQS","15","39","."
"11/11/2004","53","PM2.5","","54-009-0005","AQS","13","26","53"
"11/12/2004","10","PM10","","54-009-0011","AQS","6","10","."
"11/13/2004","10","PM10","","54-009-0011","AQS","6","10","."
"11/14/2004","51","PM2.5","","54-009-0005","AQS","6","14","51"
"11/15/2004","39","PM10","","54-009-0011","AQS","17","39","."
"11/16/2004","43","PM10","","54-009-0011","AQS","30","43","."
"11/17/2004","58","PM2.5","","54-009-0005","AQS","8","24","58"
"11/18/2004","18","PM10","","54-009-0011","AQS","8","18","."
"11/19/2004","13","PM10","","54-009-0011","AQS","7","13","."
"11/20/2004","50","PM2.5","","54-009-0005","AQS","6","29","50"
"11/21/2004","5","CO","","54-009-0011","AQS","5",".","."
"11/22/2004","12","PM10","","54-009-0011","AQS","6","12","."
"11/23/2004","61","PM2.5","","54-009-0005","AQS","9","32","61"
"11/24/2004","7","CO","","54-009-0011","AQS","7",".","."
"11/25/2004","6","CO","","54-009-0011","AQS","6",".","."
"11/26/2004","35","PM2.5","","54-009-0011","AQS","5","15","35"
"11/27/2004","17","PM10","","54-009-0011","AQS","6","17","."
"11/28/2004","9","PM10","","54-009-0011","AQS","5","9","."
"11/29/2004","46","PM2.5","","54-009-0005","AQS","6","15","46"
"11/30/2004","7","CO","","54-009-0011","AQS","7",".","."
"12/01/2004","5","CO","","54-009-0011","AQS","5",".","."
"12/02/2004","52","PM2.5","","54-009-0005","AQS","5","16","52"
"12/03/2004","7","PM10","","54-009-0011","AQS","5","7","."
"12/04/2004","14","PM10","","54-009-0011","AQS","13","14","."
"12/05/2004","58","PM2.5","","54-009-0005","AQS","6","19","58"
"12/06/2004","13","PM10","","54-009-0011","AQS","7","13","."
"12/07/2004","6","PM10","","54-009-0011","AQS","5","6","."
"12/08/2004","29","PM2.5","","54-009-0011","AQS","3","9","29"
"12/09/2004","12","PM10","","54-009-0011","AQS","7","12","."
"12/10/2004","10","PM10","","54-009-0011","AQS","6","10","."
"12/11/2004","60","PM2.5","","54-009-0005","AQS","3","22","60"
"12/12/2004","6","PM10","","54-009-0011","AQS","3","6","."
"12/13/2004","6","PM10","","54-009-0011","AQS","3","6","."
"12/14/2004","47","PM2.5","","54-009-0005","AQS","3","23","47"
"12/15/2004","6","PM10","","54-009-0011","AQS","3","6","."
"12/16/2004","10","PM10","","54-009-0011","AQS","6","10","."
"12/17/2004","52","PM2.5","","54-009-0005","AQS","3","18","52"
"12/18/2004","25","PM10","","54-009-0011","AQS","11","25","."
"12/19/2004","5","CO","","54-009-0011","AQS","5",".","."
"12/20/2004","46","PM2.5","","54-009-0005","AQS","5","17","46"
"12/21/2004","19","PM10","","54-009-0011","AQS","7","19","."
"12/22/2004","25","PM10","","54-009-0011","AQS","17","25","."
"12/23/2004","62","PM2.5","","54-009-0005","AQS","6","34","62"
"12/24/2004","6","PM10","","54-009-0011","AQS","6","6","."
"12/25/2004","10","PM10","","54-009-0011","AQS","7","10","."
"12/26/2004","63","PM2.5","","54-009-0005","AQS","7","25","63"
"12/27/2004","7","CO","","54-009-0011","AQS","7","6","."
"12/28/2004","20","PM10","","54-009-0011","AQS","10","20","."
"12/29/2004","60","PM2.5","","54-009-0005","AQS","7","27","60"
"12/30/2004","40","PM10","","54-009-0011","AQS","16","40","."
"12/31/2004","12","PM10","","54-009-0011","AQS","9","12","."
