"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"01/01/2003","13","CO","","54-009-0011","AQS","13","6","."
"01/02/2003","11","CO","","54-009-0011","AQS","11","10","."
"01/03/2003","59","PM2.5","","54-009-0005","AQS","11","18","59"
"01/04/2003","10","PM10","","54-009-0011","AQS","10","10","."
"01/05/2003","14","PM10","","54-009-0011","AQS","13","14","."
"01/06/2003","52","PM2.5","","54-009-0005","AQS","13","30","52"
"01/07/2003","11","CO","","54-009-0011","AQS","11","7","."
"01/08/2003","14","PM10","","54-009-0011","AQS","11","14","."
"01/09/2003","30","PM2.5","","54-009-0005","AQS","11","25","30"
"01/10/2003","11","CO","","54-009-0011","AQS","11","7","."
"01/11/2003","13","CO","","54-009-0011","AQS","13","10","."
"01/12/2003","31","PM2.5","","54-009-0005","AQS","13","12","31"
"01/13/2003","15","PM10","","54-009-0011","AQS","13","15","."
"01/14/2003","14","CO","","54-009-0011","AQS","14","10","."
"01/15/2003","63","PM2.5","","54-009-0005","AQS","14","36","63"
"01/16/2003","19","PM10","","54-009-0011","AQS","6","19","."
"01/17/2003","11","PM10","","54-009-0011","AQS","6","11","."
"01/18/2003","63","PM2.5","","54-009-0011","AQS","9","19","63"
"01/19/2003","13","PM10","","54-009-0011","AQS","5","13","."
"01/20/2003","9","PM10","","54-009-0011","AQS","5","9","."
"01/21/2003","47","PM2.5","","54-009-0005","AQS","6","20","47"
"01/22/2003","14","PM10","","54-009-0011","AQS","9","14","."
"01/23/2003","10","PM10","","54-009-0011","AQS","7","10","."
"01/24/2003","46","PM2.5","","54-009-0005","AQS","7","18","46"
"01/25/2003","12","PM10","","54-009-0011","AQS","7","12","."
"01/26/2003","10","PM10","","54-009-0011","AQS","7","10","."
"01/27/2003","47","PM2.5","","54-009-0005","AQS","8","16","47"
"01/28/2003","18","PM10","","54-009-0011","AQS","10","18","."
"01/29/2003","17","PM10","","54-009-0011","AQS","11","17","."
"01/30/2003","62","PM2.5","","54-009-0011","AQS","11","20","62"
"01/31/2003","56","PM10","","54-009-0011","AQS","32","56","."
"02/01/2003","18","PM10","","54-009-0011","AQS","16","18","."
"02/02/2003","67","PM2.5","","54-009-0005","AQS","10","20","67"
"02/03/2003","40","PM10","","54-009-0011","AQS","36","40","."
"02/04/2003","33","CO","","54-009-0011","AQS","33","15","."
"02/05/2003","56","PM2.5","","54-009-0005","AQS","9","20","56"
"02/06/2003","26","PM10","","54-009-0011","AQS","10","26","."
"02/07/2003","11","PM10","","54-009-0011","AQS","3","11","."
"02/08/2003","49","PM2.5","","54-009-0005","AQS","3","19","49"
"02/09/2003","11","PM10","","54-009-0011","AQS","3","11","."
"02/10/2003","11","PM10","","54-009-0011","AQS","3","11","."
"02/11/2003","38","PM2.5","","54-009-0005","AQS","3","14","38"
"02/12/2003","19","PM10","","54-009-0011","AQS","3","19","."
"02/13/2003","12","PM10","","54-009-0011","AQS","3","12","."
"02/14/2003","87","PM2.5","","54-009-0011","AQS","22","57","87"
"02/15/2003","20","PM10","","54-009-0011","AQS","6","20","."
"02/16/2003","10","PM10","","54-009-0011","AQS","5","10","."
"02/17/2003","24","PM2.5","","54-009-0011","AQS","6","6","24"
"02/18/2003","14","PM10","","54-009-0011","AQS","6","14","."
"02/19/2003","19","PM10","","54-009-0011","AQS","7","19","."
"02/20/2003","66","PM2.5","","54-009-0011","AQS","14","19","66"
"02/21/2003","42","PM10","","54-009-0011","AQS","20","42","."
"02/22/2003","19","PM10","","54-009-0011","AQS","11","19","."
"02/23/2003","59","PM2.5","","54-009-0005","AQS","11","21","59"
"02/24/2003","14","PM10","","54-009-0011","AQS","7","14","."
"02/25/2003","13","PM10","","54-009-0011","AQS","7","13","."
"02/26/2003","60","PM2.5","","54-009-0011","AQS","9","24","60"
"02/27/2003","28","PM10","","54-009-0011","AQS","10","28","."
"02/28/2003","23","PM10","","54-009-0011","AQS","9","23","."
"03/01/2003","82","PM2.5","","54-009-0011","AQS","13","34","82"
"03/02/2003","26","PM10","","54-009-0011","AQS","22","26","."
"03/03/2003","13","PM10","","54-009-0011","AQS","10","13","."
"03/04/2003","59","PM2.5","","54-009-0011","AQS","15","30","59"
"03/05/2003","24","PM10","","54-009-0011","AQS","23","24","."
"03/06/2003","14","PM10","","54-009-0011","AQS","9","14","."
"03/07/2003","71","PM2.5","","54-009-0011","AQS","14","33","71"
"03/08/2003","41","PM10","","54-009-0011","AQS","27","41","."
"03/09/2003","13","CO","","54-009-0011","AQS","13","10","."
"03/10/2003","56","PM2.5","","54-009-0005","AQS","9","22","56"
"03/11/2003","44","PM10","","54-009-0011","AQS","19","44","."
"03/12/2003","36","PM10","","54-009-0011","AQS","26","36","."
"03/13/2003","82","PM2.5","","54-009-0011","AQS","15","30","82"
"03/14/2003","20","PM10","","54-009-0011","AQS","10","20","."
"03/15/2003","47","PM10","","54-009-0011","AQS","23","47","."
"03/16/2003","93","PM2.5","","54-009-0005","AQS","32","57","93"
"03/17/2003","60","PM10","","54-009-0011","AQS","49","60","."
"03/18/2003","43","PM10","","54-009-0011","AQS","11","43","."
"03/19/2003","82","PM2.5","","54-009-0011","AQS","6","36","82"
"03/20/2003","9","PM10","","54-009-0011","AQS","6","9","."
"03/21/2003","14","PM10","","54-009-0011","AQS","9","14","."
"03/22/2003","50","PM2.5","","54-009-0005","AQS","6","18","50"
"03/23/2003","17","PM10","","54-009-0011","AQS","6","17","."
"03/24/2003","45","PM10","","54-009-0011","AQS","18","45","."
"03/25/2003","88","PM2.5","","54-009-0011","AQS","48","54","88"
"03/26/2003","12","PM10","","54-009-0011","AQS","7","12","."
"03/27/2003","26","PM10","","54-009-0011","AQS","17","26","."
"03/28/2003","46","PM2.5","","54-009-0011","AQS","7","21","46"
"03/29/2003","12","PM10","","54-009-0011","AQS","8","12","."
"03/30/2003","8","PM10","","54-009-0011","AQS","3","8","."
"03/31/2003","47","PM2.5","","54-009-0005","AQS","8","19","47"
"04/01/2003","29","PM10","","54-009-0011","AQS","14","29","."
"04/02/2003","24","PM10","","54-009-0011","AQS","13","24","."
"04/03/2003","59","PM2.5","","54-009-0005","AQS","8","33","59"
"04/04/2003","21","PM10","","54-009-0011","AQS","8","21","."
"04/05/2003","13","PM10","","54-009-0011","AQS","9","13","."
"04/06/2003","35","PM2.5","","54-009-0005","AQS","6","9","35"
