"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"05/20/2012","25","PM10","","54-009-0011","AQS","7","25","."
"05/21/2012","29","PM2.5","","54-009-0011","AQS","6","12","29"
"05/22/2012","21","PM10","","54-009-0011","AQS","5","21","."
"05/23/2012","25","PM10","","54-009-0011","AQS","5","25","."
"05/24/2012","46","PM2.5","","54-009-0005","AQS","6","25","46"
"05/25/2012","28","PM10","","54-009-0011","AQS","6","28","."
"05/26/2012","33","PM10","","54-009-0011","AQS","7","33","."
"05/27/2012","71","PM2.5","","54-009-0005","AQS","7","32","71"
"05/28/2012","27","PM10","","54-009-0011","AQS","7","27","."
"05/29/2012","25","PM10","","54-009-0011","AQS","7","25","."
"05/30/2012","45","PM2.5","","54-009-0005","AQS","6","21","45"
"05/31/2012","19","PM10","","54-009-0011","AQS","6","19","."
"06/01/2012","9","PM10","","54-009-0011","AQS","6","9","."
"06/02/2012","29","PM2.5","","54-009-0011","AQS","5","12","29"
"06/03/2012","9","PM10","","54-009-0011","AQS","5","9","."
"06/04/2012","6","PM10","","54-009-0011","AQS","5","6","."
"06/05/2012","18","PM2.5","","54-009-0005","AQS","5","8","18"
"06/06/2012","6","PM10","","54-009-0011","AQS","6","6","."
"06/07/2012","13","PM10","","54-009-0011","AQS","5","13","."
"06/08/2012","54","PM2.5","","54-009-0011","AQS","5","20","54"
"06/09/2012","24","PM10","","54-009-0011","AQS","6","24","."
"06/10/2012","31","PM10","","54-009-0011","AQS","7","31","."
"06/11/2012","62","PM2.5","","54-009-0005","AQS","7","25","62"
"06/12/2012","14","PM10","","54-009-0011","AQS","5","14","."
"06/13/2012","7","PM10","","54-009-0011","AQS","5","7","."
"06/14/2012","33","PM2.5","","54-009-0005","AQS","5","16","33"
"06/15/2012","12","PM10","","54-009-0011","AQS","5","12","."
"06/16/2012","11","PM10","","54-009-0011","AQS","5","11","."
"06/17/2012","58","PM2.5","","54-009-0005","AQS","6","44","58"
"06/18/2012","19","PM10","","54-009-0011","AQS","6","19","."
"06/19/2012","22","PM10","","54-009-0011","AQS","5","22","."
"06/20/2012","71","PM2.5","","54-009-0011","AQS","6","31","71"
"06/21/2012","34","PM10","","54-009-0011","AQS","8","34","."
"06/22/2012","12","PM10","","54-009-0011","AQS","6","12","."
"06/23/2012","47","PM2.5","","54-009-0005","AQS","5","19","47"
"06/24/2012","13","PM10","","54-009-0011","AQS","5","13","."
"06/25/2012","15","PM10","","54-009-0011","AQS","6","15","."
"06/26/2012","25","PM2.5","","54-009-0011","AQS","3","11","25"
"06/27/2012","18","PM10","","54-009-0011","AQS","5","18","."
"06/28/2012","36","PM10","","54-009-0011","AQS","6","36","."
"06/29/2012","73","PM2.5","","54-009-0005","AQS","7","34","73"
"06/30/2012","14","PM10","","54-009-0011","AQS","6","14","."
"07/01/2012","18","PM10","","54-009-0011","AQS","7","18","."
"07/02/2012","54","PM2.5","","54-009-0005","AQS","6","20","54"
"07/03/2012","26","PM10","","54-009-0011","AQS","7","26","."
"07/04/2012","20","PM10","","54-009-0011","AQS","7","20","."
"07/05/2012","51","PM2.5","","54-009-0005","AQS","7","18","51"
"07/06/2012","33","PM10","","54-009-0011","AQS","8","33","."
"07/07/2012","37","PM10","","54-009-0011","AQS","8","37","."
"07/08/2012","58","PM2.5","","54-009-0011","AQS","8","22","58"
"07/09/2012","6","PM10","","54-009-0011","AQS","6","6","."
"07/10/2012","12","PM10","","54-009-0011","AQS","6","12","."
"07/11/2012","52","PM2.5","","54-009-0005","AQS","5","19","52"
"07/12/2012","27","PM10","","54-009-0011","AQS","6","27","."
"07/13/2012","18","PM10","","54-009-0011","AQS","6","18","."
"07/14/2012","48","PM2.5","","54-009-0011","AQS","5","14","48"
"07/15/2012","10","PM10","","54-009-0011","AQS","5","10","."
"07/16/2012","16","PM10","","54-009-0011","AQS","5","16","."
"07/17/2012","63","PM2.5","","54-009-0005","AQS","6","29","63"
"07/18/2012","18","PM10","","54-009-0011","AQS","5","18","."
"07/19/2012","12","PM10","","54-009-0011","AQS","5","12","."
"07/20/2012","53","PM2.5","","54-009-0005","AQS","6","19","53"
"07/21/2012","12","PM10","","54-009-0011","AQS","6","12","."
"07/22/2012","16","PM10","","54-009-0011","AQS","6","16","."
"07/23/2012","64","PM2.5","","54-009-0005","AQS","6","26","64"
"07/24/2012","19","PM10","","54-009-0011","AQS","6","19","."
"07/25/2012","16","PM10","","54-009-0011","AQS","5","16","."
"07/26/2012","53","PM2.5","","54-009-0005","AQS","5","22","53"
"07/27/2012","16","PM10","","54-009-0011","AQS","5","16","."
"07/28/2012","11","PM10","","54-009-0011","AQS","5","11","."
"07/29/2012","43","PM2.5","","54-009-0005","AQS","5","18","43"
"07/30/2012","17","PM10","","54-009-0011","AQS","5","17","."
"07/31/2012","25","PM10","","54-009-0011","AQS","7","25","."
"08/01/2012","61","PM2.5","","54-009-0005","AQS","6","25","61"
"08/02/2012","18","PM10","","54-009-0011","AQS","6","18","."
"08/03/2012","28","PM10","","54-009-0011","AQS","6","28","."
"08/04/2012","62","PM2.5","","54-009-0011","AQS","6","27","62"
"08/05/2012","13","PM10","","54-009-0011","AQS","6","13","."
"08/06/2012","6","CO","","54-009-0011","AQS","6","5","."
"08/07/2012","50","PM2.5","","54-009-0005","AQS","5","19","50"
"08/08/2012","27","PM10","","54-009-0011","AQS","5","27","."
"08/09/2012","21","PM10","","54-009-0011","AQS","5","21","."
"08/10/2012","47","PM2.5","","54-009-0005","AQS","5","15","47"
"08/11/2012","5","PM10","","54-009-0011","AQS","5","5","."
"08/12/2012","7","PM10","","54-009-0011","AQS","5","7","."
"08/13/2012","58","PM2.5","","54-009-0005","AQS","5","20","58"
"08/14/2012","21","PM10","","54-009-0011","AQS","5","21","."
"08/15/2012","19","PM10","","54-009-0011","AQS","6","19","."
"08/16/2012","72","PM2.5","","54-009-0011","AQS","6","28","72"
"08/17/2012","17","PM10","","54-009-0011","AQS","6","17","."
"08/18/2012","9","PM10","","54-009-0011","AQS","5","9","."
"08/19/2012","48","PM2.5","","54-009-0005","AQS","5","19","48"
"08/20/2012","12","PM10","","54-009-0011","AQS","5","12","."
"08/21/2012","14","PM10","","54-009-0011","AQS","6","14","."
"08/22/2012","66","PM2.5","","54-009-0005","AQS","6","19","66"
"08/23/2012","20","PM10","","54-009-0011","AQS","6","20","."
"08/24/2012","29","PM10","","54-009-0011","AQS","6","29","."
"08/25/2012","69","PM2.5","","54-009-0005","AQS","6","44","69"
"08/26/2012","14","PM10","","54-009-0011","AQS","6","14","."
"08/27/2012","20","PM10","","54-009-0011","AQS","6","20","."
"08/28/2012","52","PM2.5","","54-009-0005","AQS","6","17","52"
"08/29/2012","11","PM10","","54-009-0011","AQS","6","11","."
"08/30/2012","19","PM10","","54-009-0011","AQS","5","19","."
"08/31/2012","59","PM2.5","","54-009-0005","AQS","5","22","59"
"09/03/2012","48","PM2.5","","54-009-0005","AQS",".","18","48"
"09/06/2012","56","PM2.5","","54-009-0005","AQS",".","23","56"
"09/09/2012","34","PM2.5","","54-009-0005","AQS",".","11","34"
"09/12/2012","58","PM2.5","","54-009-0011","AQS","9","19","58"
"09/13/2012","26","PM10","","54-009-0011","AQS","9","26","."
"09/14/2012","21","PM10","","54-009-0011","AQS","7","21","."
"09/15/2012","36","PM2.5","","54-009-0005","AQS","5","10","36"
"09/16/2012","11","PM10","","54-009-0011","AQS","6","11","."
"09/17/2012","21","PM10","","54-009-0011","AQS","6","21","."
"09/18/2012","23","PM2.5","","54-009-0005","AQS","6","7","23"
"09/19/2012","6","PM10","","54-009-0011","AQS","5","6","."
"09/20/2012","13","PM10","","54-009-0011","AQS","5","13","."
"09/21/2012","46","PM2.5","","54-009-0005","AQS","5","19","46"
"09/22/2012","8","PM10","","54-009-0011","AQS","5","8","."
"09/23/2012","3","PM10","","54-009-0011","AQS","3","3","."
"09/24/2012","23","PM2.5","","54-009-0011","AQS","3","9","23"
"09/25/2012","19","PM10","","54-009-0011","AQS","5","19","."
"09/26/2012","12","PM10","","54-009-0011","AQS","5","12","."
"09/27/2012","39","PM2.5","","54-009-0011","AQS","6","9","39"
"09/28/2012","9","PM10","","54-009-0011","AQS","5","9","."
"09/29/2012","12","PM10","","54-009-0011","AQS","5","12","."
"09/30/2012","48","PM2.5","","54-009-0011","AQS","5","13","48"
"10/01/2012","6","PM10","","54-009-0011","AQS","6","6","."
"10/02/2012","9","PM10","","54-009-0011","AQS","6","9","."
"10/03/2012","37","PM2.5","","54-009-0005","AQS","6","16","37"
"10/04/2012","23","PM10","","54-009-0011","AQS","6","23","."
"10/05/2012","31","PM10","","54-009-0011","AQS","6","31","."
"10/06/2012","33","PM2.5","","54-009-0005","AQS","6","11","33"
"10/07/2012","6","PM10","","54-009-0011","AQS","3","6","."
"10/08/2012","15","PM10","","54-009-0011","AQS","5","15","."
"10/09/2012","54","PM2.5","","54-009-0011","AQS","6","14","54"
"10/10/2012","13","PM10","","54-009-0011","AQS","5","13","."
"10/11/2012","12","PM10","","54-009-0011","AQS","5","12","."
"10/12/2012","36","PM2.5","","54-009-0011","AQS","6","13","36"
"10/13/2012","17","PM10","","54-009-0011","AQS","7","17","."
"10/14/2012","17","PM10","","54-009-0011","AQS","6","17","."
"10/15/2012","52","PM2.5","","54-009-0005","AQS","6","19","52"
"10/16/2012","7","PM10","","54-009-0011","AQS","3","7","."
"10/17/2012","27","PM10","","54-009-0011","AQS","3","27","."
"10/18/2012","32","PM2.5","","54-009-0005","AQS","3","16","32"
"10/19/2012","12","PM10","","54-009-0011","AQS","3","12","."
"10/20/2012","5","PM10","","54-009-0011","AQS","3","5","."
"10/21/2012","30","PM2.5","","54-009-0005","AQS","5","9","30"
"10/22/2012","28","PM10","","54-009-0011","AQS","5","28","."
"10/23/2012","35","PM10","","54-009-0011","AQS","5","35","."
"10/24/2012","72","PM2.5","","54-009-0011","AQS","5","31","72"
"10/25/2012","37","PM10","","54-009-0011","AQS","7","37","."
"10/26/2012","28","PM10","","54-009-0011","AQS","6","28","."
"10/27/2012","11","PM2.5","","54-009-0005","AQS","3","4","11"
"10/28/2012","3","CO","","54-009-0011","AQS","3","0","."
"10/29/2012","3","CO","","54-009-0011","AQS","3","0","."
"10/30/2012","7","PM2.5","","54-009-0005","AQS","3","3","7"
"10/31/2012","3","CO","","54-009-0011","AQS","3","0","."
"11/01/2012","3","CO","","54-009-0011","AQS","3","2","."
"11/02/2012","27","PM2.5","","54-009-0005","AQS","3","9","27"
"11/03/2012","3","PM10","","54-009-0011","AQS","3","3","."
"11/04/2012","4","PM10","","54-009-0011","AQS","3","4","."
"11/05/2012","33","PM2.5","","54-009-0005","AQS","3","8","33"
"11/06/2012","11","PM10","","54-009-0011","AQS","3","11","."
"11/07/2012","17","PM10","","54-009-0011","AQS","5","17","."
"11/08/2012","55","PM2.5","","54-009-0005","AQS","5","17","55"
"11/09/2012","35","PM10","","54-009-0011","AQS","8","35","."
"11/10/2012","24","PM10","","54-009-0011","AQS","6","24","."
"11/11/2012","54","PM2.5","","54-009-0005","AQS","5","24","54"
"11/12/2012","11","PM10","","54-009-0011","AQS","5","11","."
"11/13/2012","6","PM10","","54-009-0011","AQS","3","6","."
"11/14/2012","35","PM2.5","","54-009-0005","AQS","3","9","35"
"11/15/2012","18","PM10","","54-009-0011","AQS","5","18","."
"11/16/2012","19","PM10","","54-009-0011","AQS","5","19","."
"11/17/2012","60","PM2.5","","54-009-0005","AQS","5","17","60"
"11/18/2012","19","PM10","","54-009-0011","AQS","6","19","."
"11/19/2012","27","PM10","","54-009-0011","AQS","7","27","."
"11/20/2012","75","PM2.5","","54-009-0005","AQS","7","31","75"
"11/21/2012","27","PM10","","54-009-0011","AQS","7","27","."
"11/22/2012","28","PM10","","54-009-0011","AQS","8","28","."
"11/23/2012","47","PM2.5","","54-009-0005","AQS","6","19","47"
"11/24/2012","5","PM10","","54-009-0011","AQS","3","5","."
"11/25/2012","9","PM10","","54-009-0011","AQS","5","9","."
"11/26/2012","58","PM2.5","","54-009-0005","AQS","6","21","58"
"11/27/2012","9","PM10","","54-009-0011","AQS","3","9","."
"11/28/2012","15","PM10","","54-009-0011","AQS","3","15","."
"11/29/2012","83","PM2.5","","54-009-0011","AQS","5","34","83"
"11/30/2012","37","PM10","","54-009-0011","AQS","6","37","."
"12/01/2012","32","PM10","","54-009-0011","AQS","6","32","."
"12/02/2012","52","PM2.5","","54-009-0005","AQS","5","15","52"
"12/03/2012","13","PM10","","54-009-0011","AQS","6","13","."
"12/04/2012","13","PM10","","54-009-0011","AQS","6","13","."
"12/05/2012","24","PM2.5","","54-009-0005","AQS","5","7","24"
"12/06/2012","10","PM10","","54-009-0011","AQS","5","10","."
"12/07/2012","17","PM10","","54-009-0011","AQS","6","17","."
"12/08/2012","36","PM2.5","","54-009-0005","AQS","5","10","36"
"12/09/2012","9","PM10","","54-009-0011","AQS","5","9","."
"12/10/2012","5","CO","","54-009-0011","AQS","5","3","."
"12/11/2012","33","PM2.5","","54-009-0005","AQS","3","10","33"
"12/12/2012","13","PM10","","54-009-0011","AQS","5","13","."
"12/13/2012","23","PM10","","54-009-0011","AQS","6","23","."
"12/14/2012","63","PM2.5","","54-009-0011","AQS","7","26","63"
"12/15/2012","19","PM10","","54-009-0011","AQS","7","19","."
"12/16/2012","10","PM10","","54-009-0011","AQS","5","10","."
"12/17/2012","35","PM2.5","","54-009-0011","AQS","6","9","35"
"12/18/2012","6","PM10","","54-009-0011","AQS","5","6","."
"12/19/2012","12","PM10","","54-009-0011","AQS","5","12","."
"12/20/2012","43","PM2.5","","54-009-0011","AQS","5","9","43"
"12/21/2012","3","PM10","","54-009-0011","AQS","3","3","."
"12/22/2012","4","PM10","","54-009-0011","AQS","3","4","."
"12/23/2012","47","PM2.5","","54-009-0005","AQS","5","11","47"
"12/24/2012","17","PM10","","54-009-0011","AQS","6","17","."
"12/25/2012","10","PM10","","54-009-0011","AQS","6","10","."
"12/26/2012","28","PM2.5","","54-009-0005","AQS","5","6","28"
"12/27/2012","6","PM10","","54-009-0011","AQS","5","6","."
"12/28/2012","13","PM10","","54-009-0011","AQS","6","13","."
"12/29/2012","62","PM2.5","","54-009-0005","AQS","7","16","62"
"12/30/2012","7","PM10","","54-009-0011","AQS","5","7","."
"12/31/2012","7","PM10","","54-009-0011","AQS","5","7","."
