"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"01/01/2011","11","PM10","","54-009-0011","AQS","5","11","."
"01/02/2011","4","PM10","","54-009-0011","AQS","3","4","."
"01/03/2011","33","PM2.5","","54-009-0005","AQS","5","10","33"
"01/04/2011","13","PM10","","54-009-0011","AQS","3","13","."
"01/05/2011","13","PM10","","54-009-0011","AQS","5","13","."
"01/06/2011","67","PM2.5","","54-009-0011","AQS","7","21","67"
"01/07/2011","7","PM10","","54-009-0011","AQS","3","7","."
"01/08/2011","6","PM10","","54-009-0011","AQS","5","6","."
"01/09/2011","60","PM2.5","","54-009-0005","AQS","5","16","60"
"01/10/2011","20","PM10","","54-009-0011","AQS","8","20","."
"01/11/2011","10","PM10","","54-009-0011","AQS","6","10","."
"01/12/2011","55","PM2.5","","54-009-0005","AQS","5","22","55"
"01/13/2011","6","PM10","","54-009-0011","AQS","5","6","."
"01/14/2011","13","PM10","","54-009-0011","AQS","5","13","."
"01/15/2011","61","PM2.5","","54-009-0005","AQS","5","34","61"
"01/16/2011","7","PM10","","54-009-0011","AQS","5","7","."
"01/17/2011","18","PM10","","54-009-0011","AQS","7","18","."
"01/18/2011","71","PM2.5","","54-009-0005","AQS","6","19","71"
"01/19/2011","6","CO","","54-009-0011","AQS","6","5","."
"01/20/2011","6","PM10","","54-009-0011","AQS","5","6","."
"01/21/2011","66","PM2.5","","54-009-0005","AQS","5","24","66"
"01/22/2011","18","PM10","","54-009-0011","AQS","8","18","."
"01/23/2011","8","PM10","","54-009-0011","AQS","6","8","."
"01/24/2011","83","PM2.5","","54-009-0005","AQS","8","32","83"
"01/25/2011","12","PM10","","54-009-0011","AQS","6","12","."
"01/26/2011","19","PM10","","54-009-0011","AQS","5","19","."
"01/27/2011","58","PM2.5","","54-009-0005","AQS","3","14","58"
"01/28/2011","14","PM10","","54-009-0011","AQS","5","14","."
"01/29/2011","14","PM10","","54-009-0011","AQS","5","14","."
"01/30/2011","65","PM2.5","","54-009-0005","AQS","3","16","65"
"01/31/2011","16","PM10","","54-009-0011","AQS","6","16","."
"02/01/2011","16","PM10","","54-009-0011","AQS","6","16","."
"02/02/2011","43","PM2.5","","54-009-0005","AQS","6","18","43"
"02/03/2011","6","PM10","","54-009-0011","AQS","6","6","."
"02/04/2011","20","PM10","","54-009-0011","AQS","7","20","."
"02/05/2011","64","PM2.5","","54-009-0005","AQS","8","20","64"
"02/06/2011","12","PM10","","54-009-0011","AQS","5","12","."
"02/07/2011","13","PM10","","54-009-0011","AQS","5","13","."
"02/08/2011","40","PM2.5","","54-009-0005","AQS","5","15","40"
"02/09/2011","8","PM10","","54-009-0011","AQS","5","8","."
"02/10/2011","12","PM10","","54-009-0011","AQS","6","12","."
"02/11/2011","46","PM2.5","","54-009-0011","AQS","8","26","46"
"02/12/2011","7","PM10","","54-009-0011","AQS","3","7","."
"02/13/2011","6","PM10","","54-009-0011","AQS","3","6","."
"02/14/2011","38","PM2.5","","54-009-0005","AQS","3","24","38"
"02/15/2011","6","PM10","","54-009-0011","AQS","5","6","."
"02/16/2011","37","PM10","","54-009-0011","AQS","6","37","."
"02/17/2011","85","PM2.5","","54-009-0011","AQS","7","45","85"
"02/18/2011","12","PM10","","54-009-0011","AQS","6","12","."
"02/19/2011","6","PM10","","54-009-0011","AQS","5","6","."
"02/20/2011","34","PM2.5","","54-009-0005","AQS","7","14","34"
"02/21/2011","6","PM10","","54-009-0011","AQS","6","6","."
"02/22/2011","6","PM10","","54-009-0011","AQS","6","6","."
"02/23/2011","62","PM2.5","","54-009-0005","AQS","7","21","62"
"02/24/2011","27","PM10","","54-009-0011","AQS","8","27","."
"02/25/2011","6","PM10","","54-009-0011","AQS","6","6","."
"02/26/2011","49","PM2.5","","54-009-0011","AQS","6","12","49"
"02/27/2011","23","PM10","","54-009-0011","AQS","5","23","."
"02/28/2011","9","PM10","","54-009-0011","AQS","5","9","."
"03/01/2011","41","PM2.5","","54-009-0011","AQS","6","20","41"
"03/02/2011","15","PM10","","54-009-0011","AQS","5","15","."
"03/03/2011","6","PM10","","54-009-0011","AQS","6","6","."
"03/04/2011","45","PM2.5","","54-009-0005","AQS","5","18","45"
"03/05/2011","11","PM10","","54-009-0011","AQS","5","11","."
"03/06/2011","5","PM10","","54-009-0011","AQS","5","5","."
"03/07/2011","24","PM2.5","","54-009-0005","AQS","6","16","24"
"03/08/2011","15","PM10","","54-009-0011","AQS","6","15","."
"03/09/2011","3","PM10","","54-009-0011","AQS","3","3","."
"03/10/2011","24","PM2.5","","54-009-0005","AQS","5","7","24"
"03/11/2011","6","PM10","","54-009-0011","AQS","5","6","."
"03/12/2011","9","PM10","","54-009-0011","AQS","3","9","."
"03/13/2011","54","PM2.5","","54-009-0005","AQS","3","18","54"
"03/14/2011","10","PM10","","54-009-0011","AQS","3","10","."
"03/15/2011","13","PM10","","54-009-0011","AQS","5","13","."
"03/16/2011","41","PM2.5","","54-009-0005","AQS","5","10","41"
"03/17/2011","22","PM10","","54-009-0011","AQS","5","22","."
"03/18/2011","17","PM10","","54-009-0011","AQS","5","17","."
"03/19/2011","27","PM2.5","","54-009-0005","AQS","5","16","27"
"03/20/2011","10","PM10","","54-009-0011","AQS","5","10","."
"03/21/2011","23","PM10","","54-009-0011","AQS","6","23","."
"03/22/2011","42","PM2.5","","54-009-0005","AQS","6","16","42"
"03/23/2011","12","PM10","","54-009-0011","AQS","6","12","."
"03/24/2011","5","PM10","","54-009-0011","AQS","3","5","."
"03/25/2011","45","PM2.5","","54-009-0005","AQS","3","19","45"
"03/26/2011","5","PM10","","54-009-0011","AQS","3","5","."
"03/27/2011","6","PM10","","54-009-0011","AQS","3","6","."
"03/28/2011","20","PM2.5","","54-009-0005","AQS","3","9","20"
"03/29/2011","12","PM10","","54-009-0011","AQS","5","12","."
"03/30/2011","12","PM10","","54-009-0011","AQS","3","12","."
"03/31/2011","63","PM2.5","","54-009-0005","AQS","3","17","63"
"04/01/2011","15","PM10","","54-009-0011","AQS","3","15","."
"04/02/2011","12","PM10","","54-009-0011","AQS","3","12","."
"04/03/2011","43","PM2.5","","54-009-0011","AQS","3","9","43"
"04/04/2011","18","PM10","","54-009-0011","AQS","5","18","."
"04/05/2011","5","CO","","54-009-0011","AQS","5","3","."
"04/06/2011","31","PM2.5","","54-009-0005","AQS","5","16","31"
"04/07/2011","13","PM10","","54-009-0011","AQS","6","13","."
"04/08/2011","11","PM10","","54-009-0011","AQS","5","11","."
"04/09/2011","60","PM2.5","","54-009-0005","AQS","5","20","60"
"04/10/2011","32","PM10","","54-009-0011","AQS","7","32","."
"04/11/2011","15","PM10","","54-009-0011","AQS","5","15","."
"04/12/2011","15","PM2.5","","54-009-0011","AQS","5","5","15"
"04/13/2011","6","PM10","","54-009-0011","AQS","5","6","."
"04/14/2011","27","PM10","","54-009-0011","AQS","7","27","."
"04/15/2011","38","PM2.5","","54-009-0005","AQS","3","18","38"
"04/16/2011","5","PM10","","54-009-0011","AQS","5","5","."
"04/17/2011","6","PM10","","54-009-0011","AQS","3","6","."
"04/18/2011","40","PM2.5","","54-009-0005","AQS","5","17","40"
"04/19/2011","15","PM10","","54-009-0011","AQS","7","15","."
"04/20/2011","6","PM10","","54-009-0011","AQS","6","6","."
"04/21/2011","34","PM2.5","","54-009-0005","AQS","3","13","34"
"04/22/2011","9","PM10","","54-009-0011","AQS","3","9","."
"04/23/2011","10","PM10","","54-009-0011","AQS","3","10","."
"04/24/2011","29","PM2.5","","54-009-0005","AQS","3","11","29"
"04/25/2011","19","PM10","","54-009-0011","AQS","5","19","."
"04/26/2011","22","PM10","","54-009-0011","AQS","5","22","."
"04/27/2011","37","PM2.5","","54-009-0011","AQS","5","21","37"
