"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"01/01/2007","3","CO","","54-009-0011","AQS","3",".","."
"01/02/2007","19","PM10","","54-009-0011","AQS","8","19","."
"01/03/2007","89","PM2.5","","54-009-0011","AQS","15","56","89"
"01/04/2007","43","PM10","","54-009-0011","AQS","20","43","."
"01/05/2007","20","PM10","","54-009-0011","AQS","5","20","."
"01/06/2007","36","PM2.5","","54-009-0005","AQS","5","12","36"
"01/07/2007","22","PM10","","54-009-0011","AQS","5","22","."
"01/08/2007","5","PM10","","54-009-0011","AQS","3","5","."
"01/09/2007","41","PM2.5","","54-009-0005","AQS","3","17","41"
"01/10/2007","12","PM10","","54-009-0011","AQS","3","12","."
"01/11/2007","46","PM10","","54-009-0011","AQS","6","46","."
"01/12/2007","54","PM2.5","","54-009-0005","AQS","5","22","54"
"01/13/2007","7","PM10","","54-009-0011","AQS","3","7","."
"01/14/2007","5","PM10","","54-009-0011","AQS","5","5","."
"01/15/2007","51","PM2.5","","54-009-0005","AQS","7","19","51"
"01/16/2007","6","PM10","","54-009-0011","AQS","3","6","."
"01/17/2007","9","PM10","","54-009-0011","AQS","3","9","."
"01/18/2007","55","PM2.5","","54-009-0011","AQS","5","24","55"
"01/19/2007","9","PM10","","54-009-0011","AQS","3","9","."
"01/20/2007","9","PM10","","54-009-0011","AQS","3","9","."
"01/21/2007","55","PM2.5","","54-009-0011","AQS","5","13","55"
"01/22/2007","11","PM10","","54-009-0011","AQS","5","11","."
"01/23/2007","12","PM10","","54-009-0011","AQS","3","12","."
"01/24/2007","61","PM2.5","","54-009-0005","AQS","3","19","61"
"01/25/2007","12","PM10","","54-009-0011","AQS","3","12","."
"01/26/2007","13","PM10","","54-009-0011","AQS","3","13","."
"01/27/2007","52","PM2.5","","54-009-0005","AQS","3","19","52"
"01/28/2007","9","PM10","","54-009-0011","AQS","3","9","."
"01/29/2007","10","PM10","","54-009-0011","AQS","3","10","."
"01/30/2007","54","PM2.5","","54-009-0005","AQS","3","13","54"
"01/31/2007","11","PM10","","54-009-0011","AQS","3","11","."
"02/01/2007","16","PM10","","54-009-0011","AQS","3","16","."
