"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"02/09/2005","60","PM2.5","","54-009-0005","AQS","7","19","60"
"02/10/2005","3","CO","","54-009-0011","AQS","3",".","."
"02/11/2005","7","PM10","","54-009-0011","AQS","3","7","."
"02/12/2005","63","PM2.5","","54-009-0005","AQS","3","22","63"
"02/13/2005","26","PM10","","54-009-0011","AQS","9","26","."
"02/14/2005","9","PM10","","54-009-0011","AQS","5","9","."
"02/15/2005","55","PM2.5","","54-009-0011","AQS","7","19","55"
"02/16/2005","7","CO","","54-009-0011","AQS","7",".","."
"02/17/2005","3","CO","","54-009-0011","AQS","3",".","."
"02/18/2005","52","PM2.5","","54-009-0005","AQS","3","21","52"
"02/19/2005","8","PM10","","54-009-0011","AQS","3","8","."
"02/20/2005","19","PM10","","54-009-0011","AQS","9","19","."
"02/21/2005","52","PM2.5","","54-009-0005","AQS","6","15","52"
"02/22/2005","6","PM10","","54-009-0011","AQS","3","6","."
"02/23/2005","5","PM10","","54-009-0011","AQS","3","5","."
"02/24/2005","40","PM2.5","","54-009-0011","AQS","3","16","40"
"02/25/2005","6","PM10","","54-009-0011","AQS","5","6","."
"02/26/2005","7","PM10","","54-009-0011","AQS","3","7","."
"02/27/2005","34","PM2.5","","54-009-0005","AQS","3","19","34"
"02/28/2005","6","PM10","","54-009-0011","AQS","3","6","."
"03/01/2005","5","PM10","","54-009-0011","AQS","3","5","."
"03/02/2005","68","PM2.5","","54-009-0005","AQS","3","36","68"
"03/03/2005","4","PM10","","54-009-0011","AQS","3","4","."
"03/04/2005","18","PM10","","54-009-0011","AQS","15","18","."
"03/05/2005","56","PM2.5","","54-009-0005","AQS","3","24","56"
"03/06/2005","9","PM10","","54-009-0011","AQS","3","9","."
"03/07/2005","12","PM10","","54-009-0011","AQS","3","12","."
"03/08/2005","19","PM2.5","","54-009-0005","AQS","3","13","19"
"03/09/2005","6","PM10","","54-009-0011","AQS","3","6","."
"03/10/2005","7","PM10","","54-009-0011","AQS","3","7","."
"03/11/2005","63","PM2.5","","54-009-0005","AQS","3","19","63"
"03/12/2005","9","PM10","","54-009-0011","AQS","3","9","."
"03/13/2005","8","PM10","","54-009-0011","AQS","3","8","."
"03/14/2005","49","PM2.5","","54-009-0005","AQS","3","16","49"
"03/15/2005","22","PM10","","54-009-0011","AQS","5","22","."
"03/16/2005","13","PM10","","54-009-0011","AQS","3","13","."
"03/17/2005","76","PM2.5","","54-009-0011","AQS","9","41","76"
"03/18/2005","26","PM10","","54-009-0011","AQS","5","26","."
"03/19/2005","28","PM10","","54-009-0011","AQS","8","28","."
"03/20/2005","83","PM2.5","","54-009-0005","AQS","5","28","83"
"03/21/2005","10","PM10","","54-009-0011","AQS","3","10","."
"03/22/2005","17","PM10","","54-009-0011","AQS","5","17","."
"03/23/2005","52","PM2.5","","54-009-0005","AQS","3","15","52"
"03/24/2005","8","PM10","","54-009-0011","AQS","3","8","."
"03/25/2005","14","PM10","","54-009-0011","AQS","3","14","."
"03/26/2005","61","PM2.5","","54-009-0011","AQS","5","17","61"
"03/27/2005","14","PM10","","54-009-0011","AQS","5","14","."
"03/28/2005","6","PM10","","54-009-0011","AQS","3","6","."
"03/29/2005","36","PM2.5","","54-009-0005","AQS","5","15","36"
"03/30/2005","25","PM10","","54-009-0011","AQS","8","25","."
"03/31/2005","21","PM10","","54-009-0011","AQS","6","21","."
"04/01/2005","34","PM2.5","","54-009-0005","AQS","3","12","34"
"04/02/2005","3","CO","","54-009-0011","AQS","3",".","."
"04/03/2005","5","PM10","","54-009-0011","AQS","3","5","."
"04/04/2005","28","PM2.5","","54-009-0005","AQS","5","14","28"
"04/05/2005","36","PM10","","54-009-0011","AQS","17","36","."
"04/06/2005","53","PM10","","54-009-0011","AQS","34","53","."
"04/07/2005","91","PM2.5","","54-009-0011","AQS","25","38","91"
"04/08/2005","9","PM10","","54-009-0011","AQS","3","9","."
"04/09/2005","12","PM10","","54-009-0011","AQS","3","12","."
"04/10/2005","71","PM2.5","","54-009-0011","AQS","9","36","71"
"04/11/2005","18","PM10","","54-009-0011","AQS","5","18","."
"04/12/2005","14","PM10","","54-009-0011","AQS","3","14","."
"04/13/2005","25","PM2.5","","54-009-0011","AQS","3","16","25"
"04/14/2005","13","PM10","","54-009-0011","AQS","3","13","."
"04/15/2005","16","PM10","","54-009-0011","AQS","3","16","."
"04/16/2005","43","PM2.5","","54-009-0011","AQS","5","25","43"
"04/17/2005","39","PM10","","54-009-0011","AQS","17","39","."
"04/18/2005","48","PM10","","54-009-0011","AQS","18","48","."
"04/19/2005","135","PM2.5","","54-009-0011","AQS","32","65","135"
"04/20/2005","54","PM10","","54-009-0011","AQS","24","54","."
"04/21/2005","11","PM10","","54-009-0011","AQS","3","11","."
"04/22/2005","62","PM2.5","","54-009-0005","AQS","3","28","62"
"04/23/2005","3","CO","","54-009-0011","AQS","3",".","."
"04/24/2005","3","CO","","54-009-0011","AQS","3",".","."
"04/25/2005","32","PM2.5","","54-009-0005","AQS","11","15","32"
"04/26/2005","32","CO","","54-009-0011","AQS","32","28","."
"04/27/2005","5","CO","","54-009-0011","AQS","5",".","."
"04/28/2005","45","PM2.5","","54-009-0005","AQS","3","23","45"
"04/29/2005","18","PM10","","54-009-0011","AQS","5","18","."
"04/30/2005","14","PM10","","54-009-0011","AQS","3","14","."
"05/01/2005","53","PM2.5","","54-009-0005","AQS","3","23","53"
"05/02/2005","3","CO","","54-009-0011","AQS","3",".","."
"05/03/2005","9","PM10","","54-009-0011","AQS","3","9","."
"05/04/2005","60","PM2.5","","54-009-0011","AQS","6","28","60"
"05/05/2005","17","PM10","","54-009-0011","AQS","6","17","."
"05/06/2005","22","PM10","","54-009-0011","AQS","5","22","."
"05/07/2005","84","PM2.5","","54-009-0011","AQS","10","37","84"
"05/08/2005","18","PM10","","54-009-0011","AQS","3","18","."
"05/09/2005","18","PM10","","54-009-0011","AQS","6","18","."
"05/10/2005","78","PM2.5","","54-009-0011","AQS","9","45","78"
"05/11/2005","28","PM10","","54-009-0011","AQS","9","28","."
"05/12/2005","7","PM10","","54-009-0011","AQS","3","7","."
"05/13/2005","50","PM2.5","","54-009-0005","AQS","3","20","50"
"05/14/2005","22","PM10","","54-009-0011","AQS","5","22","."
"05/15/2005","8","PM10","","54-009-0011","AQS","3","8","."
"05/16/2005","30","PM2.5","","54-009-0005","AQS","3","13","30"
"05/17/2005","10","PM10","","54-009-0011","AQS","5","10","."
"05/18/2005","11","PM10","","54-009-0011","AQS","3","11","."
"05/19/2005","52","PM2.5","","54-009-0005","AQS","5","20","52"
"05/20/2005","13","PM10","","54-009-0011","AQS","5","13","."
"05/21/2005","13","PM10","","54-009-0011","AQS","6","13","."
"05/22/2005","82","PM2.5","","54-009-0005","AQS","8","43","82"
"05/23/2005","18","PM10","","54-009-0011","AQS","5","18","."
"05/24/2005","7","PM10","","54-009-0011","AQS","5","7","."
"05/25/2005","26","PM2.5","","54-009-0011","AQS","3","10","26"
"05/26/2005","5","CO","","54-009-0011","AQS","5",".","."
"05/27/2005","6","CO","","54-009-0011","AQS","6",".","."
"05/28/2005","38","PM2.5","","54-009-0011","AQS","5","17","38"
"05/29/2005","13","PM10","","54-009-0011","AQS","3","13","."
"05/30/2005","23","PM10","","54-009-0011","AQS","6","23","."
"05/31/2005","65","PM2.5","","54-009-0005","AQS","3","26","65"
"06/01/2005","23","PM10","","54-009-0011","AQS","5","23","."
"06/02/2005","16","PM10","","54-009-0011","AQS","3","16","."
"06/03/2005","34","PM2.5","","54-009-0005","AQS","5","11","34"
"06/04/2005","31","PM10","","54-009-0011","AQS","5","31","."
"06/05/2005","53","PM10","","54-009-0011","AQS","9","53","."
"06/06/2005","87","PM2.5","","54-009-0011","AQS","11","51","87"
"06/07/2005","41","PM10","","54-009-0011","AQS","10","41","."
"06/08/2005","53","PM10","","54-009-0011","AQS","13","53","."
"06/09/2005","80","PM2.5","","54-009-0011","AQS","6","39","80"
"06/10/2005","44","PM10","","54-009-0011","AQS","6","44","."
"06/11/2005","43","PM10","","54-009-0011","AQS","5","43","."
"06/12/2005","71","PM2.5","","54-009-0011","AQS","5","30","71"
"06/13/2005","21","PM10","","54-009-0011","AQS","5","21","."
"06/14/2005","27","PM10","","54-009-0011","AQS","3","27","."
"06/15/2005","45","PM2.5","","54-009-0005","AQS","3","31","45"
"06/16/2005","10","PM10","","54-009-0011","AQS","3","10","."
"06/17/2005","9","PM10","","54-009-0011","AQS","3","9","."
"06/18/2005","35","PM2.5","","54-009-0011","AQS","3","13","35"
"06/19/2005","14","PM10","","54-009-0011","AQS","3","14","."
"06/20/2005","27","PM10","","54-009-0011","AQS","3","27","."
"06/21/2005","97","PM2.5","","54-009-0005","AQS","5","48","97"
"06/22/2005","25","PM10","","54-009-0011","AQS","5","25","."
"06/23/2005","26","PM10","","54-009-0011","AQS","3","26","."
"06/24/2005","109","PM2.5","","54-009-0005","AQS","8","56","109"
"06/25/2005","61","PM10","","54-009-0011","AQS","10","61","."
"06/26/2005","57","PM10","","54-009-0011","AQS","5","57","."
"06/27/2005","123","PM2.5","","54-009-0011","AQS","6","52","123"
"06/28/2005","54","PM10","","54-009-0011","AQS","8","54","."
"06/29/2005","26","PM10","","54-009-0011","AQS","5","26","."
"06/30/2005","45","PM10","","54-009-0011","AQS","8","45","."
"07/01/2005","19","PM10","","54-009-0011","AQS","3","19","."
"07/02/2005","16","PM10","","54-009-0011","AQS","3","16","."
"07/03/2005","83","PM2.5","","54-009-0011","AQS","3","34","83"
"07/04/2005","44","PM10","","54-009-0011","AQS","7","44","."
"07/05/2005","31","PM10","","54-009-0011","AQS","7","31","."
"07/06/2005","67","PM2.5","","54-009-0005","AQS","3","26","67"
"07/07/2005","21","PM10","","54-009-0011","AQS","3","21","."
"07/08/2005","26","PM10","","54-009-0011","AQS","3","26","."
"07/09/2005","56","PM2.5","","54-009-0011","AQS","3","23","56"
"07/10/2005","3","CO","","54-009-0011","AQS","3",".","."
"07/11/2005","3","CO","","54-009-0011","AQS","3",".","."
"07/12/2005","90","PM2.5","","54-009-0005","AQS","6","45","90"
"07/13/2005","25","PM10","","54-009-0011","AQS","3","25","."
"07/14/2005","22","PM10","","54-009-0011","AQS","3","22","."
"07/15/2005","74","PM2.5","","54-009-0011","AQS","3","31","74"
"07/16/2005","31","PM10","","54-009-0011","AQS","5","31","."
"07/17/2005","27","PM10","","54-009-0011","AQS","3","27","."
"07/18/2005","80","PM2.5","","54-009-0005","AQS","3","32","80"
"07/19/2005","18","PM10","","54-009-0011","AQS","3","18","."
"07/20/2005","36","PM10","","54-009-0011","AQS","6","36","."
"07/21/2005","75","PM2.5","","54-009-0011","AQS","7","36","75"
"07/22/2005","32","PM10","","54-009-0011","AQS","5","32","."
"07/23/2005","14","PM10","","54-009-0011","AQS","3","14","."
"07/24/2005","83","PM2.5","","54-009-0005","AQS","6","38","83"
"07/25/2005","41","PM10","","54-009-0011","AQS","3","41","."
"07/26/2005","32","PM10","","54-009-0011","AQS","3","32","."
"07/27/2005","50","PM2.5","","54-009-0011","AQS","3","20","50"
"07/28/2005","20","PM10","","54-009-0011","AQS","3","20","."
"07/29/2005","25","PM10","","54-009-0011","AQS","3","25","."
"07/30/2005","79","PM2.5","","54-009-0005","AQS","3","31","79"
"07/31/2005","31","PM10","","54-009-0011","AQS","3","31","."
"08/01/2005","25","PM10","","54-009-0011","AQS","3","25","."
"08/02/2005","71","PM2.5","","54-009-0011","AQS","7","41","71"
"08/03/2005","52","PM10","","54-009-0011","AQS","7","52","."
"08/04/2005","58","PM10","","54-009-0011","AQS","8","58","."
"08/05/2005","79","PM2.5","","54-009-0005","AQS","7","34","79"
"08/06/2005","17","PM10","","54-009-0011","AQS","3","17","."
"08/07/2005","34","PM10","","54-009-0011","AQS","3","34","."
"08/08/2005","79","PM2.5","","54-009-0011","AQS","5","32","79"
"08/09/2005","32","PM10","","54-009-0011","AQS","5","32","."
"08/10/2005","46","PM10","","54-009-0011","AQS","6","46","."
"08/11/2005","87","PM2.5","","54-009-0005","AQS","6","41","87"
"08/12/2005","55","PM10","","54-009-0011","AQS","6","55","."
"08/13/2005","59","PM10","","54-009-0011","AQS","8","59","."
"08/14/2005","67","PM2.5","","54-009-0005","AQS","3","30","67"
"08/15/2005","14","PM10","","54-009-0011","AQS","3","14","."
"08/16/2005","24","PM10","","54-009-0011","AQS","3","24","."
"08/17/2005","67","PM2.5","","54-009-0005","AQS","3","23","67"
"08/18/2005","31","PM10","","54-009-0011","AQS","3","31","."
"08/19/2005","26","PM10","","54-009-0011","AQS","3","26","."
"08/20/2005","67","PM2.5","","54-009-0005","AQS","3","30","67"
"08/21/2005","12","PM10","","54-009-0011","AQS","3","12","."
"08/22/2005","10","PM10","","54-009-0011","AQS","3","10","."
"08/23/2005","31","PM2.5","","54-009-0011","AQS","5","12","31"
"08/24/2005","14","PM10","","54-009-0011","AQS","3","14","."
"08/25/2005","26","PM10","","54-009-0011","AQS","3","26","."
"08/26/2005","88","PM2.5","","54-009-0011","AQS","3","43","88"
"08/27/2005","28","PM10","","54-009-0011","AQS","3","28","."
"08/28/2005","20","PM10","","54-009-0011","AQS","3","20","."
"08/29/2005","74","PM2.5","","54-009-0005","AQS","6","27","74"
"08/30/2005","21","PM10","","54-009-0011","AQS","3","21","."
"08/31/2005","14","PM10","","54-009-0011","AQS","3","14","."
"09/01/2005","65","PM2.5","","54-009-0005","AQS","5","31","65"
"09/02/2005","44","PM10","","54-009-0011","AQS","8","44","."
"09/03/2005","15","PM10","","54-009-0011","AQS","5","15","."
"09/04/2005","47","PM2.5","","54-009-0005","AQS","3","16","47"
"09/05/2005","18","PM10","","54-009-0011","AQS","3","18","."
"09/06/2005","25","PM10","","54-009-0011","AQS","3","25","."
"09/07/2005","99","PM2.5","","54-009-0011","AQS","6","46","99"
"09/08/2005","53","PM10","","54-009-0011","AQS","11","53","."
"09/09/2005","39","PM10","","54-009-0011","AQS","5","39","."
"09/10/2005","59","PM2.5","","54-009-0011","AQS","3","21","59"
"09/11/2005","31","PM10","","54-009-0011","AQS","5","31","."
"09/12/2005","49","PM10","","54-009-0011","AQS","8","49","."
"09/13/2005","147","PM2.5","","54-009-0005","AQS","9","61","147"
"09/14/2005","71","PM10","","54-009-0011","AQS","11","71","."
"09/15/2005","40","PM10","","54-009-0011","AQS","6","40","."
"09/16/2005","77","PM2.5","","54-009-0011","AQS","5","29","77"
"09/17/2005","17","PM10","","54-009-0011","AQS","3","17","."
"09/18/2005","16","PM10","","54-009-0011","AQS","5","16","."
"09/19/2005","101","PM2.5","","54-009-0011","AQS","16","52","101"
"09/20/2005","19","PM10","","54-009-0011","AQS","6","19","."
"09/21/2005","30","PM10","","54-009-0011","AQS","9","30","."
"09/22/2005","78","PM2.5","","54-009-0011","AQS","7","46","78"
"09/23/2005","19","PM10","","54-009-0011","AQS","7","19","."
"09/24/2005","19","PM10","","54-009-0011","AQS","5","19","."
"09/25/2005","98","PM2.5","","54-009-0011","AQS","6","51","98"
"09/26/2005","22","PM10","","54-009-0011","AQS","6","22","."
"09/27/2005","7","PM10","","54-009-0011","AQS","3","7","."
"09/28/2005","62","PM2.5","","54-009-0011","AQS","6","28","62"
"09/29/2005","21","PM10","","54-009-0011","AQS","6","21","."
"09/30/2005","25","PM10","","54-009-0011","AQS","8","25","."
"10/01/2005","93","PM2.5","","54-009-0005","AQS","7","39","93"
"10/02/2005","44","PM10","","54-009-0011","AQS","8","44","."
"10/03/2005","55","PM10","","54-009-0011","AQS","11","55","."
"10/04/2005","100","PM2.5","","54-009-0011","AQS","7","40","100"
"10/05/2005","26","PM10","","54-009-0011","AQS","7","26","."
"10/06/2005","30","PM10","","54-009-0011","AQS","9","30","."
"10/07/2005","30","PM2.5","","54-009-0011","AQS","7","8","30"
"10/08/2005","3","CO","","54-009-0011","AQS","3",".","."
"10/09/2005","11","PM10","","54-009-0011","AQS","3","11","."
"10/10/2005","46","PM2.5","","54-009-0011","AQS","5","16","46"
"10/11/2005","11","PM10","","54-009-0011","AQS","5","11","."
"10/12/2005","19","PM10","","54-009-0011","AQS","5","19","."
"10/13/2005","43","PM2.5","","54-009-0005","AQS","5","16","43"
"10/14/2005","26","PM10","","54-009-0011","AQS","5","26","."
"10/15/2005","19","PM10","","54-009-0011","AQS","5","19","."
"10/16/2005","30","PM2.5","","54-009-0005","AQS","3","12","30"
"10/17/2005","12","PM10","","54-009-0011","AQS","3","12","."
"10/18/2005","34","PM10","","54-009-0011","AQS","7","34","."
"10/19/2005","73","PM2.5","","54-009-0011","AQS","11","53","73"
"10/20/2005","9","PM10","","54-009-0011","AQS","3","9","."
"10/21/2005","12","PM10","","54-009-0011","AQS","3","12","."
"10/22/2005","45","PM2.5","","54-009-0005","AQS","3","11","45"
"10/23/2005","15","PM10","","54-009-0011","AQS","5","15","."
"10/24/2005","6","PM10","","54-009-0011","AQS","5","6","."
"10/25/2005","11","PM2.5","","54-009-0011","AQS","3","4","11"
"10/26/2005","6","PM10","","54-009-0011","AQS","3","6","."
"10/27/2005","14","PM10","","54-009-0011","AQS","5","14","."
"10/28/2005","44","PM2.5","","54-009-0005","AQS","5","12","44"
"10/29/2005","19","PM10","","54-009-0011","AQS","6","19","."
"10/30/2005","49","PM10","","54-009-0011","AQS","13","49","."
"10/31/2005","124","PM2.5","","54-009-0011","AQS","18","60","124"
"11/01/2005","44","PM10","","54-009-0011","AQS","13","44","."
"11/02/2005","17","PM10","","54-009-0011","AQS","5","17","."
"11/03/2005","58","PM2.5","","54-009-0011","AQS","5","25","58"
"11/04/2005","32","PM10","","54-009-0011","AQS","6","32","."
"11/05/2005","31","PM10","","54-009-0011","AQS","6","31","."
"11/06/2005","62","PM2.5","","54-009-0011","AQS","9","31","62"
"11/07/2005","10","PM10","","54-009-0011","AQS","3","10","."
"11/08/2005","40","PM10","","54-009-0011","AQS","10","40","."
"11/09/2005","52","PM2.5","","54-009-0005","AQS","6","23","52"
"11/10/2005","7","PM10","","54-009-0011","AQS","3","7","."
"11/11/2005","18","PM10","","54-009-0011","AQS","6","18","."
"11/12/2005","105","PM2.5","","54-009-0011","AQS","18","58","105"
"11/13/2005","31","PM10","","54-009-0011","AQS","14","31","."
"11/14/2005","9","PM10","","54-009-0011","AQS","5","9","."
"11/15/2005","54","PM2.5","","54-009-0011","AQS","6","23","54"
"11/16/2005","7","PM10","","54-009-0011","AQS","5","7","."
"11/17/2005","13","PM10","","54-009-0011","AQS","5","13","."
"11/18/2005","47","PM2.5","","54-009-0005","AQS","3","15","47"
"11/19/2005","29","PM10","","54-009-0011","AQS","10","29","."
"11/20/2005","59","PM10","","54-009-0011","AQS","19","59","."
"11/21/2005","103","PM2.5","","54-009-0011","AQS","22","56","103"
"11/22/2005","6","PM10","","54-009-0011","AQS","3","6","."
"11/23/2005","6","PM10","","54-009-0011","AQS","3","6","."
"11/24/2005","30","PM2.5","","54-009-0005","AQS","3","25","30"
"11/25/2005","8","PM10","","54-009-0011","AQS","3","8","."
"11/26/2005","39","PM10","","54-009-0011","AQS","8","39","."
"11/27/2005","63","PM2.5","","54-009-0011","AQS","10","34","63"
"11/28/2005","6","PM10","","54-009-0011","AQS","3","6","."
"11/29/2005","21","PM10","","54-009-0011","AQS","3","21","."
"11/30/2005","35","PM2.5","","54-009-0005","AQS","3","13","35"
"12/01/2005","11","PM10","","54-009-0011","AQS","3","11","."
"12/02/2005","7","PM10","","54-009-0011","AQS","3","7","."
"12/03/2005","45","PM2.5","","54-009-0005","AQS","3","14","45"
"12/04/2005","11","PM10","","54-009-0011","AQS","3","11","."
"12/05/2005","10","PM10","","54-009-0011","AQS","5","10","."
"12/06/2005","69","PM2.5","","54-009-0005","AQS","5","15","69"
"12/07/2005","17","PM10","","54-009-0011","AQS","5","17","."
"12/08/2005","24","PM10","","54-009-0011","AQS","7","24","."
"12/09/2005","56","PM2.5","","54-009-0005","AQS","3","22","56"
"12/10/2005","14","PM10","","54-009-0011","AQS","3","14","."
"12/11/2005","7","PM10","","54-009-0011","AQS","3","7","."
"12/12/2005","38","PM2.5","","54-009-0005","AQS","3","13","38"
"12/13/2005","42","PM10","","54-009-0011","AQS","10","42","."
"12/14/2005","18","PM10","","54-009-0011","AQS","6","18","."
"12/15/2005","52","PM2.5","","54-009-0011","AQS","3","15","52"
"12/16/2005","7","PM10","","54-009-0011","AQS","3","7","."
"12/17/2005","32","PM10","","54-009-0011","AQS","5","32","."
"12/18/2005","71","PM2.5","","54-009-0011","AQS","7","47","71"
"12/19/2005","7","PM10","","54-009-0011","AQS","5","7","."
"12/20/2005","11","PM10","","54-009-0011","AQS","5","11","."
"12/21/2005","56","PM2.5","","54-009-0005","AQS","5","17","56"
"12/22/2005","11","PM10","","54-009-0011","AQS","3","11","."
"12/23/2005","17","PM10","","54-009-0011","AQS","3","17","."
"12/24/2005","75","PM2.5","","54-009-0011","AQS","9","34","75"
"12/25/2005","43","PM10","","54-009-0011","AQS","13","43","."
"12/26/2005","6","PM10","","54-009-0011","AQS","3","6","."
"12/27/2005","58","PM2.5","","54-009-0005","AQS","3","17","58"
"12/28/2005","40","PM10","","54-009-0011","AQS","11","40","."
"12/29/2005","6","PM10","","54-009-0011","AQS","3","6","."
"12/30/2005","52","PM2.5","","54-009-0005","AQS","3","16","52"
"12/31/2005","13","PM10","","54-009-0011","AQS","3","13","."
