"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"06/06/2010","7","PM10","","54-009-0011","AQS","3","7","."
"06/07/2010","31","PM2.5","","54-009-0005","AQS","3","15","31"
"06/08/2010","14","PM10","","54-009-0011","AQS","3","14","."
"06/09/2010","14","PM10","","54-009-0011","AQS","3","14","."
"06/10/2010","43","PM2.5","","54-009-0005","AQS","3","19","43"
"06/11/2010","21","PM10","","54-009-0011","AQS","3","21","."
"06/12/2010","22","PM10","","54-009-0011","AQS","5","22","."
"06/13/2010","47","PM2.5","","54-009-0005","AQS","3","18","47"
"06/14/2010","20","PM10","","54-009-0011","AQS","3","20","."
"06/15/2010","16","PM10","","54-009-0011","AQS","3","16","."
"06/16/2010","53","PM2.5","","54-009-0005","AQS","3","23","53"
"06/17/2010","8","PM10","","54-009-0011","AQS","3","8","."
"06/18/2010","25","PM10","","54-009-0011","AQS","3","25","."
"06/19/2010","83","PM2.5","","54-009-0005","AQS","5","36","83"
"06/20/2010","12","PM10","","54-009-0011","AQS","3","12","."
"06/21/2010","21","PM10","","54-009-0011","AQS","3","21","."
"06/22/2010","60","PM2.5","","54-009-0005","AQS","3","22","60"
"06/23/2010","17","PM10","","54-009-0011","AQS","3","17","."
"06/24/2010","13","PM10","","54-009-0011","AQS","3","13","."
"06/25/2010","64","PM2.5","","54-009-0011","AQS","3","28","64"
"06/26/2010","27","PM10","","54-009-0011","AQS","5","27","."
"06/27/2010","19","PM10","","54-009-0011","AQS","3","19","."
"06/28/2010","35","PM2.5","","54-009-0005","AQS","3","6","35"
"06/29/2010","8","PM10","","54-009-0011","AQS","3","8","."
"06/30/2010","11","PM10","","54-009-0011","AQS","3","11","."
"07/01/2010","54","PM2.5","","54-009-0005","AQS","3","23","54"
"07/02/2010","5","PM10","","54-009-0011","AQS","3","5","."
"07/03/2010","10","PM10","","54-009-0011","AQS","3","10","."
"07/04/2010","92","PM2.5","","54-009-0011","AQS","5","32","92"
"07/05/2010","19","PM10","","54-009-0011","AQS","5","19","."
"07/06/2010","17","PM10","","54-009-0011","AQS","5","17","."
"07/07/2010","89","PM2.5","","54-009-0011","AQS","5","36","89"
"07/08/2010","15","PM10","","54-009-0011","AQS","3","15","."
"07/09/2010","10","PM10","","54-009-0011","AQS","3","10","."
"07/10/2010","42","PM2.5","","54-009-0005","AQS","3","17","42"
"07/11/2010","11","PM10","","54-009-0011","AQS","3","11","."
"07/12/2010","13","PM10","","54-009-0011","AQS","3","13","."
"07/13/2010","75","PM2.5","","54-009-0011","AQS","3","25","75"
"07/14/2010","17","PM10","","54-009-0011","AQS","3","17","."
"07/15/2010","31","PM10","","54-009-0011","AQS","3","31","."
"07/16/2010","77","PM2.5","","54-009-0011","AQS","3","33","77"
"07/17/2010","23","PM10","","54-009-0011","AQS","3","23","."
"07/18/2010","15","PM10","","54-009-0011","AQS","3","15","."
"07/19/2010","50","PM2.5","","54-009-0005","AQS","3","21","50"
"07/20/2010","17","PM10","","54-009-0011","AQS","3","17","."
"07/21/2010","12","PM10","","54-009-0011","AQS","3","12","."
"07/22/2010","58","PM2.5","","54-009-0005","AQS","3","26","58"
"07/23/2010","31","PM10","","54-009-0011","AQS","3","31","."
"07/24/2010","20","PM10","","54-009-0011","AQS","3","20","."
"07/25/2010","40","PM2.5","","54-009-0005","AQS","3","19","40"
"07/26/2010","8","PM10","","54-009-0011","AQS","3","8","."
"07/27/2010","19","PM10","","54-009-0011","AQS","3","19","."
"07/28/2010","90","PM2.5","","54-009-0011","AQS","6","56","90"
"07/29/2010","12","PM10","","54-009-0011","AQS","3","12","."
"07/30/2010","13","PM10","","54-009-0011","AQS","5","13","."
"07/31/2010","56","PM2.5","","54-009-0005","AQS","5","21","56"
"08/01/2010","16","PM10","","54-009-0011","AQS","3","16","."
"08/02/2010","19","PM10","","54-009-0011","AQS","3","19","."
"08/03/2010","78","PM2.5","","54-009-0011","AQS","5","27","78"
"08/04/2010","16","PM10","","54-009-0011","AQS","5","16","."
"08/05/2010","9","PM10","","54-009-0011","AQS","3","9","."
"08/06/2010","59","PM2.5","","54-009-0005","AQS","5","23","59"
"08/07/2010","18","PM10","","54-009-0011","AQS","6","18","."
"08/08/2010","22","PM10","","54-009-0011","AQS","5","22","."
"08/09/2010","103","PM2.5","","54-009-0011","AQS","6","45","103"
"08/10/2010","45","PM10","","54-009-0011","AQS","5","45","."
"08/11/2010","30","PM10","","54-009-0011","AQS","3","30","."
"08/12/2010","55","PM2.5","","54-009-0005","AQS","3","30","55"
"08/13/2010","12","PM10","","54-009-0011","AQS","3","12","."
"08/14/2010","13","PM10","","54-009-0011","AQS","3","13","."
"08/15/2010","64","PM2.5","","54-009-0011","AQS","3","20","64"
"08/16/2010","15","PM10","","54-009-0011","AQS","3","15","."
"08/17/2010","16","PM10","","54-009-0011","AQS","5","16","."
"08/18/2010","58","PM2.5","","54-009-0011","AQS","3","22","58"
"08/19/2010","27","PM10","","54-009-0011","AQS","5","27","."
"08/20/2010","35","PM10","","54-009-0011","AQS","5","35","."
"08/21/2010","69","PM2.5","","54-009-0011","AQS","5","28","69"
"08/22/2010","9","PM10","","54-009-0011","AQS","3","9","."
"08/23/2010","6","PM10","","54-009-0011","AQS","3","6","."
"08/24/2010","46","PM2.5","","54-009-0011","AQS","3","15","46"
"08/25/2010","15","PM10","","54-009-0011","AQS","3","15","."
"08/26/2010","11","PM10","","54-009-0011","AQS","3","11","."
"08/27/2010","33","PM2.5","","54-009-0005","AQS","3","14","33"
"08/28/2010","13","PM10","","54-009-0011","AQS","3","13","."
"08/29/2010","23","PM10","","54-009-0011","AQS","5","23","."
"08/30/2010","79","PM2.5","","54-009-0005","AQS","5","33","79"
"08/31/2010","39","PM10","","54-009-0011","AQS","6","39","."
"09/01/2010","39","PM10","","54-009-0011","AQS","6","39","."
"09/02/2010","70","PM2.5","","54-009-0011","AQS","6","42","70"
"09/03/2010","23","PM10","","54-009-0011","AQS","5","23","."
"09/04/2010","10","PM10","","54-009-0011","AQS","3","10","."
"09/05/2010","29","PM2.5","","54-009-0005","AQS","5","16","29"
"09/06/2010","19","PM10","","54-009-0011","AQS","6","19","."
"09/07/2010","31","PM10","","54-009-0011","AQS","6","31","."
"09/08/2010","45","PM2.5","","54-009-0005","AQS","3","22","45"
"09/09/2010","6","PM10","","54-009-0011","AQS","3","6","."
"09/10/2010","6","PM10","","54-009-0011","AQS","3","6","."
"09/11/2010","34","PM2.5","","54-009-0005","AQS","5","13","34"
"09/12/2010","8","PM10","","54-009-0011","AQS","3","8","."
"09/13/2010","15","PM10","","54-009-0011","AQS","5","15","."
"09/14/2010","44","PM2.5","","54-009-0005","AQS","3","19","44"
"09/15/2010","10","PM10","","54-009-0011","AQS","3","10","."
"09/16/2010","17","PM10","","54-009-0011","AQS","3","17","."
"09/17/2010","25","PM2.5","","54-009-0005","AQS","3","9","25"
"09/18/2010","19","PM10","","54-009-0011","AQS","5","19","."
"09/19/2010","26","PM10","","54-009-0011","AQS","6","26","."
"09/20/2010","24","PM2.5","","54-009-0011","AQS","3","9","24"
"09/21/2010","22","PM10","","54-009-0011","AQS","5","22","."
"09/22/2010","31","PM10","","54-009-0011","AQS","5","31","."
"09/23/2010","69","PM2.5","","54-009-0011","AQS","5","31","69"
"09/24/2010","36","PM10","","54-009-0011","AQS","3","36","."
"09/25/2010","10","PM10","","54-009-0011","AQS","3","10","."
"09/26/2010","27","PM2.5","","54-009-0005","AQS","3","9","27"
"09/27/2010","8","PM10","","54-009-0011","AQS","3","8","."
"09/28/2010","6","PM10","","54-009-0011","AQS","3","6","."
"09/29/2010","43","PM2.5","","54-009-0011","AQS","5","17","43"
"09/30/2010","18","PM10","","54-009-0011","AQS","3","18","."
"10/01/2010","5","PM10","","54-009-0011","AQS","3","5","."
"10/02/2010","46","PM2.5","","54-009-0011","AQS","3","14","46"
"10/03/2010","5","PM10","","54-009-0011","AQS","3","5","."
"10/04/2010","4","PM10","","54-009-0011","AQS","3","4","."
"10/05/2010","11","PM2.5","","54-009-0005","AQS","3","3","11"
"10/06/2010","5","PM10","","54-009-0011","AQS","3","5","."
"10/07/2010","17","PM10","","54-009-0011","AQS","5","17","."
"10/08/2010","51","PM2.5","","54-009-0011","AQS","6","20","51"
"10/09/2010","31","PM10","","54-009-0011","AQS","6","31","."
"10/10/2010","34","PM10","","54-009-0011","AQS","6","34","."
"10/11/2010","72","PM2.5","","54-009-0011","AQS","7","39","72"
"10/12/2010","17","PM10","","54-009-0011","AQS","6","17","."
"10/13/2010","9","PM10","","54-009-0011","AQS","5","9","."
"10/14/2010","27","PM2.5","","54-009-0005","AQS","5","11","27"
"10/15/2010","5","PM10","","54-009-0011","AQS","5","5","."
"10/16/2010","6","PM10","","54-009-0011","AQS","5","6","."
"10/17/2010","42","PM2.5","","54-009-0005","AQS","5","19","42"
"10/18/2010","14","PM10","","54-009-0011","AQS","6","14","."
"10/19/2010","7","PM10","","54-009-0011","AQS","5","7","."
"10/20/2010","51","PM2.5","","54-009-0011","AQS","6","21","51"
"10/21/2010","8","PM10","","54-009-0011","AQS","3","8","."
"10/22/2010","9","PM10","","54-009-0011","AQS","3","9","."
"10/23/2010","68","PM2.5","","54-009-0011","AQS","6","32","68"
"10/24/2010","33","PM10","","54-009-0011","AQS","7","33","."
"10/25/2010","29","PM10","","54-009-0011","AQS","7","29","."
"10/26/2010","24","PM2.5","","54-009-0005","AQS","5","13","24"
"10/27/2010","7","CO","","54-009-0011","AQS","7","6","."
"10/28/2010","9","PM10","","54-009-0011","AQS","3","9","."
"10/29/2010","49","PM2.5","","54-009-0005","AQS","3","20","49"
"10/30/2010","19","PM10","","54-009-0011","AQS","5","19","."
"10/31/2010","10","PM10","","54-009-0011","AQS","3","10","."
"11/01/2010","33","PM2.5","","54-009-0005","AQS","3","8","33"
"11/02/2010","11","PM10","","54-009-0011","AQS","5","11","."
"11/03/2010","22","PM10","","54-009-0011","AQS","6","22","."
"11/04/2010","53","PM2.5","","54-009-0005","AQS","3","15","53"
"11/05/2010","5","PM10","","54-009-0011","AQS","3","5","."
"11/06/2010","6","PM10","","54-009-0011","AQS","3","6","."
"11/07/2010","54","PM2.5","","54-009-0011","AQS","6","15","54"
"11/08/2010","27","PM10","","54-009-0011","AQS","6","27","."
"11/09/2010","34","PM10","","54-009-0011","AQS","7","34","."
"11/10/2010","61","PM2.5","","54-009-0005","AQS","5","19","61"
"11/11/2010","16","PM10","","54-009-0011","AQS","5","16","."
"11/12/2010","23","PM10","","54-009-0011","AQS","5","23","."
"11/13/2010","77","PM2.5","","54-009-0011","AQS","6","36","77"
"11/14/2010","52","PM10","","54-009-0011","AQS","6","52","."
"11/15/2010","21","PM10","","54-009-0011","AQS","5","21","."
"11/16/2010","47","PM2.5","","54-009-0011","AQS","5","13","47"
"11/17/2010","12","PM10","","54-009-0011","AQS","3","12","."
"11/18/2010","15","PM10","","54-009-0011","AQS","3","15","."
"11/19/2010","68","PM2.5","","54-009-0011","AQS","5","19","68"
"11/20/2010","20","PM10","","54-009-0011","AQS","5","20","."
"11/21/2010","17","PM10","","54-009-0011","AQS","6","17","."
"11/22/2010","55","PM2.5","","54-009-0011","AQS","5","22","55"
"11/23/2010","10","PM10","","54-009-0011","AQS","5","10","."
"11/24/2010","6","PM10","","54-009-0011","AQS","3","6","."
"11/25/2010","30","PM2.5","","54-009-0005","AQS","5","6","30"
"11/26/2010","5","PM10","","54-009-0011","AQS","5","5","."
"11/27/2010","7","PM10","","54-009-0011","AQS","5","7","."
"11/28/2010","54","PM2.5","","54-009-0005","AQS","7","13","54"
"11/29/2010","17","PM10","","54-009-0011","AQS","9","17","."
"11/30/2010","3","CO","","54-009-0011","AQS","3","2","."
"12/01/2010","41","PM2.5","","54-009-0005","AQS","5","8","41"
"12/02/2010","9","PM10","","54-009-0011","AQS","5","9","."
"12/03/2010","10","PM10","","54-009-0011","AQS","3","10","."
"12/04/2010","66","PM2.5","","54-009-0005","AQS","5","16","66"
"12/05/2010","3","CO","","54-009-0011","AQS","3","1","."
"12/06/2010","5","PM10","","54-009-0011","AQS","3","5","."
"12/07/2010","53","PM2.5","","54-009-0005","AQS","3","18","53"
"12/08/2010","7","PM10","","54-009-0011","AQS","3","7","."
"12/09/2010","18","PM10","","54-009-0011","AQS","3","18","."
"12/10/2010","54","PM2.5","","54-009-0011","AQS","3","16","54"
"12/11/2010","38","PM10","","54-009-0011","AQS","8","38","."
"12/12/2010","3","CO","","54-009-0011","AQS","3","2","."
"12/13/2010","55","PM2.5","","54-009-0005","AQS","3","5","55"
"12/14/2010","5","PM10","","54-009-0011","AQS","3","5","."
"12/15/2010","6","PM10","","54-009-0011","AQS","3","6","."
"12/16/2010","56","PM2.5","","54-009-0011","AQS","3","17","56"
"12/17/2010","17","PM10","","54-009-0011","AQS","3","17","."
"12/18/2010","12","PM10","","54-009-0011","AQS","3","12","."
"12/19/2010","80","PM2.5","","54-009-0011","AQS","6","26","80"
"12/20/2010","9","PM10","","54-009-0011","AQS","3","9","."
"12/21/2010","15","PM10","","54-009-0011","AQS","3","15","."
"12/22/2010","59","PM2.5","","54-009-0005","AQS","3","14","59"
"12/23/2010","3","CO","","54-009-0011","AQS","3","2","."
"12/24/2010","5","PM10","","54-009-0011","AQS","3","5","."
"12/25/2010","40","PM2.5","","54-009-0005","AQS","3","6","40"
"12/26/2010","3","PM10","","54-009-0011","AQS","3","3","."
"12/27/2010","4","PM10","","54-009-0011","AQS","3","4","."
"12/28/2010","43","PM2.5","","54-009-0005","AQS","3","13","43"
"12/29/2010","20","PM10","","54-009-0011","AQS","5","20","."
"12/30/2010","19","PM10","","54-009-0011","AQS","6","19","."
"12/31/2010","68","PM2.5","","54-009-0011","AQS","6","26","68"
