"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25"
"01/01/2013","58","PM2.5","","54-009-0005","AQS","5","10","58"
"01/02/2013","9","PM10","","54-009-0011","AQS","6","9","."
"01/03/2013","21","PM10","","54-009-0011","AQS","8","21","."
"01/04/2013","44","PM2.5","","54-009-0005","AQS","6","14","44"
"01/05/2013","10","PM10","","54-009-0011","AQS","3","10","."
"01/06/2013","10","PM10","","54-009-0011","AQS","3","10","."
"01/07/2013","91","PM2.5","","54-009-0005","AQS","3","27","91"
"01/08/2013","28","PM10","","54-009-0011","AQS","6","28","."
"01/09/2013","23","PM10","","54-009-0011","AQS","6","23","."
"01/10/2013","68","PM2.5","","54-009-0005","AQS","6","19","68"
"01/11/2013","10","PM10","","54-009-0011","AQS","5","10","."
"01/12/2013","11","PM10","","54-009-0011","AQS","5","11","."
"01/13/2013","32","PM2.5","","54-009-0005","AQS","5","11","32"
"01/14/2013","6","PM10","","54-009-0011","AQS","5","6","."
"01/15/2013","12","PM10","","54-009-0011","AQS","5","12","."
"01/16/2013","51","PM2.5","","54-009-0011","AQS","5","12","51"
"01/17/2013","15","PM10","","54-009-0011","AQS","5","15","."
"01/18/2013","5","PM10","","54-009-0011","AQS","5","5","."
"01/19/2013","22","PM2.5","","54-009-0005","AQS","3","11","22"
"01/20/2013","9","PM10","","54-009-0011","AQS","3","9","."
"01/21/2013","8","PM10","","54-009-0011","AQS","3","8","."
"01/22/2013","47","PM2.5","","54-009-0005","AQS","3","21","47"
"01/23/2013","14","PM10","","54-009-0011","AQS","5","14","."
"01/24/2013","9","PM10","","54-009-0011","AQS","5","9","."
"01/25/2013","42","PM2.5","","54-009-0011","AQS","5","8","42"
"01/26/2013","16","PM10","","54-009-0011","AQS","5","16","."
"01/27/2013","22","PM10","","54-009-0011","AQS","7","22","."
"01/28/2013","66","PM2.5","","54-009-0011","AQS","6","16","66"
"01/29/2013","18","PM10","","54-009-0011","AQS","5","18","."
"01/30/2013","8","PM10","","54-009-0011","AQS","5","8","."
"01/31/2013","34","PM2.5","","54-009-0005","AQS","5","13","34"
"02/01/2013","10","PM10","","54-009-0011","AQS","5","10","."
"02/02/2013","8","PM10","","54-009-0011","AQS","5","8","."
"02/03/2013","55","PM2.5","","54-009-0005","AQS","5","15","55"
"02/04/2013","8","PM10","","54-009-0011","AQS","5","8","."
"02/05/2013","15","PM10","","54-009-0011","AQS","5","15","."
"02/06/2013","58","PM2.5","","54-009-0005","AQS","5","17","58"
"02/07/2013","19","PM10","","54-009-0011","AQS","7","19","."
"02/08/2013","9","PM10","","54-009-0011","AQS","5","9","."
"02/09/2013","33","PM2.5","","54-009-0005","AQS","5","11","33"
"02/10/2013","17","PM10","","54-009-0011","AQS","7","17","."
"02/11/2013","8","PM10","","54-009-0011","AQS","5","8","."
"02/12/2013","42","PM2.5","","54-009-0005","AQS","5","15","42"
"02/13/2013","23","PM10","","54-009-0011","AQS","6","23","."
"02/14/2013","12","PM10","","54-009-0011","AQS","5","12","."
"02/15/2013","48","PM2.5","","54-009-0005","AQS","3","11","48"
"02/16/2013","6","PM10","","54-009-0011","AQS","5","6","."
"02/17/2013","6","PM10","","54-009-0011","AQS","3","6","."
"02/18/2013","44","PM2.5","","54-009-0011","AQS","6","15","44"
"02/19/2013","7","PM10","","54-009-0011","AQS","5","7","."
"02/20/2013","9","PM10","","54-009-0011","AQS","5","9","."
"02/21/2013","34","PM2.5","","54-009-0005","AQS","5","12","34"
"02/22/2013","10","PM10","","54-009-0011","AQS","6","10","."
"02/23/2013","14","PM10","","54-009-0011","AQS","7","14","."
"02/24/2013","62","PM2.5","","54-009-0005","AQS","5","14","62"
"02/25/2013","13","PM10","","54-009-0011","AQS","6","13","."
"02/26/2013","9","PM10","","54-009-0011","AQS","1","9","."
"02/27/2013","22","PM2.5","","54-009-0011","AQS","5","3","22"
"02/28/2013","5","PM10","","54-009-0011","AQS","5","5","."
"03/01/2013","3","PM10","","54-009-0011","AQS","3","3","."
"03/02/2013","21","PM2.5","","54-009-0005","AQS","3","7","21"
"03/03/2013","5","PM10","","54-009-0011","AQS","3","5","."
"03/04/2013","10","PM10","","54-009-0011","AQS","5","10","."
"03/05/2013","49","PM2.5","","54-009-0011","AQS","6","19","49"
"03/06/2013","9","PM10","","54-009-0011","AQS","3","9","."
"03/07/2013","11","PM10","","54-009-0011","AQS","5","11","."
"03/08/2013","20","PM2.5","","54-009-0005","AQS","3","5","20"
"03/09/2013","13","PM10","","54-009-0011","AQS","6","13","."
"03/10/2013","18","PM10","","54-009-0011","AQS","5","18","."
"03/11/2013","32","PM2.5","","54-009-0005","AQS","5","22","32"
"03/12/2013","6","PM10","","54-009-0011","AQS","5","6","."
"03/13/2013","6","PM10","","54-009-0011","AQS","5","6","."
"03/14/2013","33","PM2.5","","54-009-0005","AQS","5","14","33"
"03/15/2013","17","PM10","","54-009-0011","AQS","5","17","."
"03/16/2013","14","PM10","","54-009-0011","AQS","6","14","."
"03/17/2013","40","PM2.5","","54-009-0011","AQS","5","9","40"
"03/18/2013","6","PM10","","54-009-0011","AQS","5","6","."
"03/19/2013","6","PM10","","54-009-0011","AQS","6","6","."
"03/20/2013","32","PM2.5","","54-009-0005","AQS","3","9","32"
"03/21/2013","7","PM10","","54-009-0011","AQS","3","7","."
"03/22/2013","9","PM10","","54-009-0011","AQS","5","9","."
"03/23/2013","60","PM2.5","","54-009-0005","AQS","7","19","60"
"03/24/2013","5","PM10","","54-009-0011","AQS","5","5","."
"03/25/2013","5","PM10","","54-009-0011","AQS","5","5","."
"03/26/2013","31","PM2.5","","54-009-0005","AQS","5","8","31"
"03/27/2013","6","PM10","","54-009-0011","AQS","5","6","."
"03/28/2013","6","PM10","","54-009-0011","AQS","3","6","."
"03/29/2013","53","PM2.5","","54-009-0005","AQS","5","16","53"
"03/30/2013","16","PM10","","54-009-0011","AQS","6","16","."
"03/31/2013","15","PM10","","54-009-0011","AQS","6","15","."
"04/01/2013","37","PM2.5","","54-009-0005","AQS","5","13","37"
"04/02/2013","7","PM10","","54-009-0011","AQS","2","7","."
"04/03/2013","10","PM10","","54-009-0011","AQS","3","10","."
"04/04/2013","43","PM2.5","","54-009-0005","AQS","5","22","43"
"04/05/2013","25","PM10","","54-009-0011","AQS","6","25","."
"04/06/2013","9","PM10","","54-009-0011","AQS","5","9","."
"04/07/2013","97","PM10","","54-009-0005","AQS","5","97","54"
"04/08/2013","22","PM10","","54-009-0011","AQS","6","22","."
"04/09/2013","21","PM10","","54-009-0011","AQS","5","21","."
"04/10/2013","45","PM2.5","","54-009-0005","AQS","5","21","45"
"04/11/2013","10","PM10","","54-009-0011","AQS","6","10","."
"04/12/2013","9","PM10","","54-009-0011","AQS","6","9","."
"04/13/2013","27","PM2.5","","54-009-0005","AQS","3","7","27"
"04/14/2013","9","PM10","","54-009-0011","AQS","5","9","."
"04/15/2013","10","PM10","","54-009-0011","AQS","5","10","."
"04/16/2013","43","PM2.5","","54-009-0005","AQS","6","19","43"
"04/17/2013","10","PM10","","54-009-0011","AQS","6","10","."
"04/18/2013","16","PM10","","54-009-0011","AQS","5","16","."
"04/19/2013","29","PM2.5","","54-009-0005","AQS","5","11","29"
"04/20/2013","5","PM10","","54-009-0011","AQS","2","5","."
"04/21/2013","7","PM10","","54-009-0011","AQS","3","7","."
"04/22/2013","31","PM2.5","","54-009-0005","AQS","3","12","31"
"04/23/2013","17","PM10","","54-009-0011","AQS","3","17","."
"04/24/2013","18","PM10","","54-009-0011","AQS","5","18","."
"04/25/2013","29","PM2.5","","54-009-0005","AQS","3","9","29"
"04/26/2013","8","PM10","","54-009-0011","AQS","5","8","."
"04/27/2013","16","PM10","","54-009-0011","AQS","5","16","."
"04/28/2013","48","PM2.5","","54-009-0005","AQS","5","16","48"
"04/29/2013","12","PM10","","54-009-0011","AQS","5","12","."
"04/30/2013","7","PM10","","54-009-0011","AQS","6","7","."
"05/01/2013","23","PM2.5","","54-009-0005","AQS","5","12","23"
"05/02/2013","10","PM10","","54-009-0011","AQS","5","10","."
"05/03/2013","15","PM10","","54-009-0011","AQS","5","15","."
"05/04/2013","21","PM2.5","","54-009-0011","AQS","3","14","21"
"05/05/2013","9","PM10","","54-009-0011","AQS","3","9","."
"05/06/2013","13","PM10","","54-009-0011","AQS","3","13","."
"05/07/2013","25","PM2.5","","54-009-0005","AQS","5","9","25"
"05/08/2013","7","PM10","","54-009-0011","AQS","5","7","."
"05/09/2013","15","PM10","","54-009-0011","AQS","5","15","."
"05/10/2013","53","PM2.5","","54-009-0005","AQS","5","20","53"
"05/11/2013","5","CO","","54-009-0011","AQS","5","4","."
"05/12/2013","5","PM10","","54-009-0011","AQS","5","5","."
"05/13/2013","32","PM2.5","","54-009-0005","AQS","3","16","32"
"05/14/2013","20","PM10","","54-009-0011","AQS","5","20","."
"05/15/2013","44","PM10","","54-009-0011","AQS","6","44","."
"05/16/2013","56","PM2.5","","54-009-0005","AQS","6","21","56"
"05/17/2013","19","PM10","","54-009-0011","AQS","6","19","."
"05/18/2013","16","PM10","","54-009-0011","AQS","6","16","."
"05/19/2013","40","PM2.5","","54-009-0005","AQS","6","30","40"
"05/20/2013","19","PM10","","54-009-0011","AQS","7","19","."
"05/21/2013","31","PM10","","54-009-0011","AQS","7","31","."
"05/22/2013","54","PM2.5","","54-009-0011","AQS","7","21","54"
"05/23/2013","9","PM10","","54-009-0011","AQS","7","9","."
"05/24/2013","4","PM10","","54-009-0011","AQS","3","4","."
"05/25/2013","30","PM2.5","","54-009-0005","AQS","2","10","30"
"05/26/2013","6","PM10","","54-009-0011","AQS","3","6","."
"05/27/2013","11","PM10","","54-009-0011","AQS","5","11","."
"05/28/2013","60","PM2.5","","54-009-0011","AQS","6","20","60"
"05/29/2013","24","PM10","","54-009-0011","AQS","6","24","."
"05/30/2013","29","PM10","","54-009-0011","AQS","6","29","."
"05/31/2013","56","PM2.5","","54-009-0011","AQS","7","24","56"
"06/01/2013","16","PM10","","54-009-0011","AQS","5","16","."
"06/02/2013","9","PM10","","54-009-0011","AQS","5","9","."
"06/03/2013","33","PM2.5","","54-009-0005","AQS","5","12","33"
"06/04/2013","11","PM10","","54-009-0011","AQS","5","11","."
"06/05/2013","17","PM10","","54-009-0011","AQS","5","17","."
"06/06/2013","49","PM2.5","","54-009-0005","AQS","5","15","49"
"06/07/2013","7","PM10","","54-009-0011","AQS","6","7","."
"06/08/2013","13","PM10","","54-009-0011","AQS","5","13","."
"06/09/2013","65","PM2.5","","54-009-0011","AQS","5","24","65"
