"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","6","13"
"01/02/2008","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/03/2008","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"01/04/2008","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","1"
"01/05/2008","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/06/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"01/07/2008","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","6","3"
"01/08/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/09/2008","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/10/2008","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","2"
"01/11/2008","18","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","18",".","."
"01/12/2008","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"01/13/2008","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","9","8"
"01/14/2008","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/15/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/16/2008","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","5"
"01/17/2008","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/18/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/19/2008","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","15","5"
"01/20/2008","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/21/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"01/22/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","5"
"01/23/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"01/24/2008","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"01/25/2008","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","1","2"
"01/26/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"01/27/2008","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45",".","."
"01/28/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","2"
"01/29/2008","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/30/2008","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"01/31/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","3","2"
"02/01/2008","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"02/02/2008","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"02/03/2008","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","3"
"02/04/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/05/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/06/2008","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","9","5"
"02/07/2008","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"02/08/2008","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"02/09/2008","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","5"
"02/10/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/11/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/12/2008","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","11","6"
"02/13/2008","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"02/14/2008","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","."
"02/15/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","3"
"02/16/2008","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45",".","."
"02/17/2008","49","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","49",".","."
"02/18/2008","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45","19","8"
"02/19/2008","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/20/2008","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"02/21/2008","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","1"
"02/22/2008","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"02/23/2008","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","."
"02/24/2008","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","1"
