"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2020","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","11","23"
"01/02/2020","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","19","."
"01/03/2020","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","17","."
"01/04/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","12","7"
"01/05/2020","14","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS",".","14","."
"01/06/2020","23","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS",".","23","."
"01/07/2020","25","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","25","13","8"
"01/08/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","9","."
"01/09/2020","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","9","."
"01/10/2020","36","PM2.5","Lake Tahoe Community College","06-017-9001","AQS","31","26","36"
"01/11/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","7","."
"01/12/2020","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","6","."
"01/13/2020","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","7","3"
"01/14/2020","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","6","."
"01/15/2020","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","12","."
"01/16/2020","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","10","3"
"01/17/2020","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","8","."
"01/18/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","15","."
"01/19/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","16","20"
"01/20/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","8","."
"01/21/2020","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","4","."
"01/22/2020","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","13","7"
"01/23/2020","25","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","25","12","."
"01/24/2020","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","14","."
"01/25/2020","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27","24","24"
"01/26/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","6","."
"01/27/2020","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"01/28/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","5"
"01/29/2020","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"01/30/2020","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"01/31/2020","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","11","10"
"02/01/2020","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","11","."
"02/02/2020","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","10","."
