"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2018","32","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS","31","32","."
"01/02/2018","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","25","5"
"01/03/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","19","."
"01/04/2018","25","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","25","19","."
"01/05/2018","24","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","24","3","3"
"01/06/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","6","."
"01/07/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","15","."
"01/08/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","10","22"
"01/09/2018","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","5","."
"01/10/2018","25","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","25","8","."
"01/11/2018","21","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","21","8","9"
"01/12/2018","22","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","22","19","."
"01/13/2018","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","22","."
"01/14/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","19","19"
"01/15/2018","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","17","."
"01/16/2018","16","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS",".","16","."
"01/17/2018","16","PM2.5","Lake Tahoe Community College","06-017-9001","AQS",".","13","16"
"01/18/2018","7","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS",".","7","."
"01/19/2018","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","4","."
"01/20/2018","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","11","8"
"01/21/2018","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","10","."
"01/22/2018","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","6","."
"01/23/2018","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","19","16"
"01/24/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","15","."
"01/25/2018","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","3","."
"01/26/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","5","7"
"01/27/2018","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","18","."
"01/28/2018","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","16","."
"01/29/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","16","26"
"01/30/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","10","."
"01/31/2018","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","26","."
"02/01/2018","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","26","17"
"02/02/2018","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","25","."
"02/03/2018","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","23","."
"02/04/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","19","18"
"02/05/2018","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","23","."
"02/06/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","22","."
"02/07/2018","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","21","15"
"02/08/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","24","."
"02/09/2018","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","27","."
"02/10/2018","44","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS","41","44","12"
"02/11/2018","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","21","."
"02/12/2018","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","8","."
"02/13/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","16","8"
"02/14/2018","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","13","."
"02/15/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","21","."
"02/16/2018","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","29","23"
"02/17/2018","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","14","."
"02/18/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","14","."
"02/19/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","6","3"
"02/20/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","8","."
"02/21/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","26","."
"02/22/2018","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","8","8"
"02/23/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","9","."
"02/24/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","12","."
"02/25/2018","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","14","10"
"02/26/2018","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","7","."
"02/27/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","11","."
"02/28/2018","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","17","9"
"03/01/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","6","."
"03/02/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","5","."
"03/03/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","7","1"
"03/04/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","10","."
"03/05/2018","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","20","."
"03/06/2018","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","22","15"
"03/07/2018","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45","17","."
"03/08/2018","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","6","."
"03/09/2018","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","7","8"
"03/10/2018","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","11","."
"03/11/2018","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","16","."
"03/12/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","13","11"
"03/13/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","2","."
"03/14/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","2","."
"03/15/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","3","1"
"03/16/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","3","."
"03/17/2018","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","6","."
"03/18/2018","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","15","8"
"03/19/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","31","."
"03/20/2018","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","13","."
"03/21/2018","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","1","1"
"03/22/2018","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","2","."
"03/23/2018","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","6","."
"03/24/2018","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","6","5"
"03/25/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","9","."
"03/26/2018","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","12","."
"03/27/2018","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","21","6"
"03/28/2018","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","16","."
