"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2022","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","16","."
"01/02/2022","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","11","14"
"01/03/2022","36","Ozone","Cool","06-017-0020","AirNow","36","10","."
"01/04/2022","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","3","."
"01/05/2022","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","12","10"
"01/06/2022","20","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","20","13","."
"01/07/2022","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","5","."
"01/08/2022","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29","20","10"
"01/09/2022","37","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS","37","37","."
"01/10/2022","39","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS","37","39","."
"01/11/2022","31","PM10","South Lake Tahoe-Sandy Way","06-017-0011","AQS","30","31","19"
"01/12/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","29","."
"01/13/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","12","."
"01/14/2022","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","19","11"
"01/15/2022","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","19","."
"01/16/2022","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","20","."
"01/17/2022","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","18","15"
"01/18/2022","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","19","."
"01/19/2022","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","19","."
"01/20/2022","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","22","17"
"01/21/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","19","."
"01/22/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","15","."
"01/23/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","18","15"
"01/24/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","20","."
"01/25/2022","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","17","."
"01/26/2022","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43","22","18"
"01/27/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","19","."
"01/28/2022","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","22","."
"01/29/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","19","16"
"01/30/2022","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","18","."
"01/31/2022","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","21","."
"02/01/2022","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","18","6"
"02/02/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","19","."
"02/03/2022","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","17","."
"02/04/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","17","10"
"02/05/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","19","."
"02/06/2022","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45","18","."
"02/07/2022","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43","22","15"
"02/08/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","19","."
"02/09/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","11","."
"02/10/2022","48","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","48","16","11"
"02/11/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"02/12/2022","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","."
"02/13/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","16"
"02/14/2022","46","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","46",".","."
"02/15/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"02/16/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","5"
"02/17/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/18/2022","46","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","46","23","."
"02/19/2022","46","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","46","18","10"
"02/20/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","12","."
"02/21/2022","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","19","."
"02/22/2022","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","14","4"
"02/23/2022","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","10","."
"02/24/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","18","."
"02/25/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","22","13"
"02/26/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","21","."
"02/27/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","17","."
"02/28/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","20","11"
"03/01/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","20","."
"03/02/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","14","."
"03/03/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","15","16"
"03/04/2022","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","7","."
"03/05/2022","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","9","."
"03/06/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","19","10"
"03/07/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","18","."
"03/08/2022","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43","18","."
"03/09/2022","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42","14","5"
"03/10/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","11","."
"03/11/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","17","."
"03/12/2022","48","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","48","11","7"
"03/13/2022","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43","13","."
"03/14/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","10","."
"03/15/2022","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","9","9"
"03/16/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","15","."
"03/17/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","13","."
"03/18/2022","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","14","15"
"03/19/2022","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","6","."
"03/20/2022","40","Ozone","Cool","06-017-0020","AirNow","40","16","."
"03/21/2022","38","Ozone","Cool","06-017-0020","AirNow","38","12","8"
"03/22/2022","44","Ozone","Cool","06-017-0020","AirNow","44","11","."
"03/23/2022","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41","17","."
"03/24/2022","47","Ozone","Cool","06-017-0020","AirNow","47","23","15"
"03/25/2022","46","Ozone","Cool","06-017-0020","AirNow","46","19","."
"03/26/2022","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","16","."
"03/27/2022","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","18","15"
"03/28/2022","31","Ozone","Cool","06-017-0020","AirNow","31","11","."
"03/29/2022","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","8","."
"03/30/2022","28","Ozone","Cool","06-017-0020","AirNow","28","10","13"
