"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/02/2014","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","9"
"01/03/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/04/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/05/2014","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","3"
"01/06/2014","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"01/07/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/08/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","3"
"01/09/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/10/2014","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"01/11/2014","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","2"
"01/12/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/13/2014","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/14/2014","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","7"
"01/15/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"01/16/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"01/17/2014","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","7"
"01/18/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"01/19/2014","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"01/20/2014","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","7"
"01/21/2014","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/22/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"01/23/2014","46","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","46",".","."
"01/24/2014","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","."
"01/25/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"01/26/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","5"
"01/27/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/28/2014","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/29/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","2"
"01/30/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/31/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"02/01/2014","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","5"
"02/02/2014","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"02/03/2014","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"02/04/2014","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","8"
"02/05/2014","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"02/06/2014","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","."
"02/07/2014","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","2"
"02/08/2014","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"02/09/2014","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"02/10/2014","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","2"
"02/11/2014","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"02/12/2014","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"02/13/2014","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","3"
"02/14/2014","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"02/15/2014","26","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","26",".","."
"02/16/2014","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","9"
"02/17/2014","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"02/18/2014","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/19/2014","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","5"
"02/20/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"02/21/2014","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"02/22/2014","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","8"
"02/23/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"02/24/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"02/25/2014","50","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","50",".","23"
"02/26/2014","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"02/27/2014","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"02/28/2014","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","20"
"03/01/2014","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"03/02/2014","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"03/03/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","5"
"03/04/2014","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"03/05/2014","23","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","23",".","."
"03/06/2014","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","6"
"03/07/2014","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"03/08/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"03/09/2014","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","6"
"03/10/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"03/11/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"03/12/2014","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","4"
"03/13/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"03/14/2014","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"03/15/2014","48","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","48",".","23"
"03/16/2014","49","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","49",".","."
"03/17/2014","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"03/18/2014","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","8"
"03/19/2014","48","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","48",".","."
"03/20/2014","64","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","64",".","."
"03/21/2014","54","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","54",".","16"
"03/22/2014","49","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","49",".","."
"03/23/2014","47","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","47",".","."
"03/24/2014","77","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","77",".","23"
"03/25/2014","49","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","49",".","."
"03/26/2014","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"03/27/2014","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","5"
"03/28/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"03/29/2014","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","."
"03/30/2014","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","7"
