"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2007","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"01/02/2007","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"01/03/2007","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"01/04/2007","23","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","23",".","."
"01/05/2007","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","."
"01/06/2007","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","4"
"01/07/2007","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"01/08/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"01/09/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","5"
"01/10/2007","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/11/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/12/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","4","3"
"01/13/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/14/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"01/15/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","3"
"01/16/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/17/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/18/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","3"
"01/19/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","30","."
"01/20/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"01/21/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","3"
"01/22/2007","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/23/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"01/24/2007","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36","10","7"
"01/25/2007","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"01/26/2007","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/27/2007","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","16"
"01/28/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"01/29/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"01/30/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35","15","10"
"01/31/2007","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"02/01/2007","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"02/02/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","6"
"02/03/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"02/04/2007","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"02/05/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33","9","8"
"02/06/2007","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43",".","."
"02/07/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"02/08/2007","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","2"
"02/09/2007","26","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","26",".","."
"02/10/2007","26","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","26",".","."
"02/11/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","1"
"02/12/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/13/2007","24","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","24","6","."
"02/14/2007","26","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","26",".","."
"02/15/2007","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","."
"02/16/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"02/17/2007","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38","8","3"
"02/18/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/19/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/20/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"02/21/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"02/22/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"02/23/2007","4","PM10","Placerville-Gold Nugget Way","06-017-0010","AQS",".","4","2"
"02/24/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"02/25/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"02/26/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","1"
"02/27/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"02/28/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"03/01/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","5","5"
"03/02/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"03/03/2007","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32",".","."
"03/04/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","7"
"03/05/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"03/06/2007","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"03/07/2007","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","7","10"
"03/08/2007","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"03/09/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"03/10/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","6"
"03/11/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"03/12/2007","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"03/13/2007","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44","10","5"
"03/14/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"03/15/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"03/16/2007","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45",".","21"
"03/17/2007","67","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","67",".","."
"03/18/2007","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"03/19/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","8","5"
"03/20/2007","19","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","19",".","."
"03/21/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"03/22/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","5"
"03/23/2007","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","."
"03/24/2007","44","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","44",".","."
"03/25/2007","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28","9","10"
"03/26/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"03/27/2007","28","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","28",".","."
"03/28/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","8"
"03/29/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"03/30/2007","42","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","42",".","."
"03/31/2007","46","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","46","14","9"
"04/01/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"04/02/2007","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"04/03/2007","48","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","48",".","18"
"04/04/2007","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"04/05/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"04/06/2007","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40","11","7"
"04/07/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"04/08/2007","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"04/09/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","10"
"04/10/2007","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"04/11/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"04/12/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31","6","4"
"04/13/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"04/14/2007","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"04/15/2007","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","13"
"04/16/2007","41","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","41",".","."
"04/17/2007","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
"04/18/2007","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","6","3"
"04/19/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","."
"04/20/2007","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"04/21/2007","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","9"
"04/22/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"04/23/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"04/24/2007","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37","6","6"
"04/25/2007","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"04/26/2007","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39",".","."
"04/27/2007","47","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","47",".","18"
"04/28/2007","54","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","54",".","."
"04/29/2007","45","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","45",".","."
"04/30/2007","43","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","43","14","23"
"05/01/2007","54","Ozone","Cool","06-017-0020","AQS","54",".","."
"05/02/2007","48","Ozone","Echo Summit","06-017-0012","AQS","48",".","."
"05/03/2007","47","Ozone","Echo Summit","06-017-0012","AQS","47",".","9"
"05/04/2007","44","Ozone","Cool","06-017-0020","AQS","44",".","."
"05/05/2007","50","Ozone","Echo Summit","06-017-0012","AQS","50",".","."
"05/06/2007","51","Ozone","Echo Summit","06-017-0012","AQS","51",".","8"
"05/07/2007","71","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","71",".","."
"05/08/2007","105","Ozone","Cool","06-017-0020","AQS","105","18","."
"05/09/2007","126","Ozone","Echo Summit","06-017-0012","AQS","126",".","23"
"05/10/2007","119","Ozone","Echo Summit","06-017-0012","AQS","119",".","."
"05/11/2007","100","Ozone","Echo Summit","06-017-0012","AQS","100",".","."
"05/12/2007","101","Ozone","Echo Summit","06-017-0012","AQS","101","14","19"
"05/13/2007","87","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","87",".","."
"05/14/2007","129","Ozone","Cool","06-017-0020","AQS","129",".","."
"05/15/2007","97","Ozone","Cool","06-017-0020","AQS","97",".","23"
"05/16/2007","87","Ozone","Echo Summit","06-017-0012","AQS","87",".","."
"05/17/2007","97","Ozone","Echo Summit","06-017-0012","AQS","97",".","."
"05/18/2007","71","Ozone","Cool","06-017-0020","AQS","71","17","29"
"05/19/2007","67","Ozone","Cool","06-017-0020","AQS","67",".","."
"05/20/2007","77","Ozone","Cool","06-017-0020","AQS","77",".","."
"05/21/2007","51","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","51",".","16"
"05/22/2007","58","Ozone","Echo Summit","06-017-0012","AQS","58",".","."
"05/23/2007","74","Ozone","Cool","06-017-0020","AQS","74",".","."
"05/24/2007","129","Ozone","Cool","06-017-0020","AQS","129","16","18"
"05/25/2007","174","Ozone","Cool","06-017-0020","AQS","174",".","."
"05/26/2007","136","Ozone","Cool","06-017-0020","AQS","136",".","."
"05/27/2007","87","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","87",".","23"
"05/28/2007","77","Ozone","Cool","06-017-0020","AQS","77",".","."
"05/29/2007","97","Ozone","Cool","06-017-0020","AQS","97",".","."
"05/30/2007","77","Ozone","Cool","06-017-0020","AQS","77",".","25"
"05/31/2007","90","Ozone","Cool","06-017-0020","AQS","90","18","."
"06/01/2007","101","Ozone","Cool","06-017-0020","AQS","101",".","."
"06/02/2007","93","Ozone","Cool","06-017-0020","AQS","93",".","21"
"06/03/2007","105","Ozone","Cool","06-017-0020","AQS","105",".","."
"06/04/2007","67","Ozone","Echo Summit","06-017-0012","AQS","67",".","."
"06/05/2007","48","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","48","11","."
"06/06/2007","38","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","38",".","."
"06/07/2007","47","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","47",".","."
"06/08/2007","84","Ozone","Cool","06-017-0020","AQS","84",".","11"
"06/09/2007","93","Ozone","Cool","06-017-0020","AQS","93",".","."
"06/10/2007","48","Ozone","Echo Summit","06-017-0012","AQS","48",".","."
"06/11/2007","61","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","61","11","13"
"06/12/2007","100","Ozone","Cool","06-017-0020","AQS","100",".","."
"06/13/2007","74","Ozone","Cool","06-017-0020","AQS","74",".","."
"06/14/2007","49","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","49",".","13"
"06/15/2007","140","Ozone","Cool","06-017-0020","AQS","140",".","."
"06/16/2007","77","Ozone","Echo Summit","06-017-0012","AQS","77",".","."
"06/17/2007","74","Ozone","Cool","06-017-0020","AQS","74","12","13"
"06/18/2007","136","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","136",".","."
"06/19/2007","150","Ozone","Cool","06-017-0020","AQS","150",".","."
"06/20/2007","119","Ozone","Cool","06-017-0020","AQS","119",".","20"
"06/21/2007","100","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","100",".","."
"06/22/2007","140","Ozone","Cool","06-017-0020","AQS","140",".","."
"06/23/2007","108","Ozone","Cool","06-017-0020","AQS","108","14","11"
"06/24/2007","58","Ozone","Cool","06-017-0020","AQS","58",".","."
"06/25/2007","84","Ozone","Echo Summit","06-017-0012","AQS","84",".","."
"06/26/2007","115","Ozone","Cool","06-017-0020","AQS","115",".","66"
"06/27/2007","80","Ozone","Cool","06-017-0020","AQS","80",".","."
"06/28/2007","39","Ozone","Cool","06-017-0020","AQS","39",".","."
"06/29/2007","41","Ozone","Cool","06-017-0020","AQS","41",".","5"
"06/30/2007","67","Ozone","Cool","06-017-0020","AQS","67",".","."
"07/01/2007","58","Ozone","Cool","06-017-0020","AQS","58",".","."
"07/02/2007","54","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","54",".","7"
"07/03/2007","90","Ozone","Cool","06-017-0020","AQS","90",".","."
"07/04/2007","166","Ozone","Cool","06-017-0020","AQS","166",".","."
"07/05/2007","201","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","201","22","19"
"07/06/2007","169","Ozone","Cool","06-017-0020","AQS","169",".","."
"07/07/2007","101","Ozone","Cool","06-017-0020","AQS","101",".","."
"07/08/2007","115","Ozone","Cool","06-017-0020","AQS","115",".","56"
"07/09/2007","126","Ozone","Cool","06-017-0020","AQS","126",".","."
"07/10/2007","97","Ozone","Cool","06-017-0020","AQS","97",".","."
"07/11/2007","49","Ozone","South Lake Tahoe-Airport","06-017-0013","AQS","49",".","31"
"07/12/2007","67","Ozone","Cool","06-017-0020","AQS","67",".","."
"07/13/2007","126","Ozone","Cool","06-017-0020","AQS","126",".","."
"07/14/2007","101","Ozone","Cool","06-017-0020","AQS","101",".","18"
"07/15/2007","50","Ozone","Cool","06-017-0020","AQS","50",".","."
"07/16/2007","43","Ozone","Cool","06-017-0020","AQS","43",".","."
