"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/01/2006","38","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","38",".","."
"01/02/2006","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/03/2006","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34",".","."
"01/04/2006","33","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","33",".","."
"01/05/2006","34","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","34","6","4"
"01/06/2006","36","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","36",".","."
"01/07/2006","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/08/2006","24","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","24",".","2"
"01/09/2006","26","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","26",".","."
"01/10/2006","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"01/11/2006","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30","10","1"
"01/12/2006","22","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","22",".","."
"01/13/2006","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","."
"01/14/2006","37","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","37",".","2"
"01/15/2006","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/16/2006","30","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","30",".","."
"01/17/2006","32","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","32","10","3"
"01/18/2006","31","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","31",".","."
"01/19/2006","27","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","27",".","."
"01/20/2006","29","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","29",".","."
"01/21/2006","25","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","25",".","."
"01/22/2006","40","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","40",".","."
"01/23/2006","39","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","39","9","."
"01/24/2006","35","Ozone","Placerville-Gold Nugget Way","06-017-0010","AQS","35",".","."
