"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2001","55","PM2.5","Not Available","54-009-0005","AQS"
"01/02/2001","12","PM10","Not Available","54-009-0011","AQS"
"01/03/2001","15","PM10","Not Available","54-009-0011","AQS"
"01/04/2001","59","PM2.5","Not Available","54-009-0005","AQS"
"01/05/2001","14","PM10","Not Available","54-009-0011","AQS"
"01/06/2001","8","PM10","Not Available","54-009-0011","AQS"
"01/07/2001","56","PM2.5","Not Available","54-009-0005","AQS"
"01/08/2001","11","PM10","Not Available","54-009-0011","AQS"
"01/09/2001","10","PM10","Not Available","54-009-0011","AQS"
"01/10/2001","55","PM2.5","Not Available","54-009-0005","AQS"
"01/11/2001","26","PM10","Not Available","54-009-0011","AQS"
"01/12/2001","60","PM10","Not Available","54-009-0011","AQS"
"01/13/2001","137","PM2.5","Not Available","54-009-0011","AQS"
"01/14/2001","52","PM10","Not Available","54-009-0011","AQS"
"01/15/2001","25","PM10","Not Available","54-009-0011","AQS"
"01/16/2001","58","PM2.5","Not Available","54-009-0005","AQS"
"01/17/2001","12","PM10","Not Available","54-009-0011","AQS"
"01/18/2001","29","PM10","Not Available","54-009-0011","AQS"
"01/19/2001","81","PM2.5","Not Available","54-009-0005","AQS"
"01/20/2001","10","PM10","Not Available","54-009-0011","AQS"
"01/21/2001","9","PM10","Not Available","54-009-0011","AQS"
"01/22/2001","68","PM2.5","Not Available","54-009-0011","AQS"
"01/23/2001","43","PM10","Not Available","54-009-0011","AQS"
"01/24/2001","22","PM10","Not Available","54-009-0011","AQS"
"01/25/2001","52","PM2.5","Not Available","54-009-0005","AQS"
"01/26/2001","40","PM10","Not Available","54-009-0011","AQS"
"01/27/2001","7","PM10","Not Available","54-009-0011","AQS"
"01/28/2001","56","PM2.5","Not Available","54-009-0005","AQS"
"01/29/2001","31","PM10","Not Available","54-009-0011","AQS"
"01/30/2001","12","PM10","Not Available","54-009-0011","AQS"
"01/31/2001","32","PM2.5","Not Available","54-009-0005","AQS"
"02/01/2001","13","PM10","Not Available","54-009-0011","AQS"
"02/02/2001","12","PM10","Not Available","54-009-0011","AQS"
"02/03/2001","56","PM2.5","Not Available","54-009-0005","AQS"
"02/04/2001","29","PM10","Not Available","54-009-0011","AQS"
"02/05/2001","17","PM10","Not Available","54-009-0011","AQS"
"02/06/2001","60","PM2.5","Not Available","54-009-0005","AQS"
"02/07/2001","17","PM10","Not Available","54-009-0011","AQS"
"02/08/2001","33","PM10","Not Available","54-009-0011","AQS"
"02/09/2001","69","PM2.5","Not Available","54-009-0005","AQS"
"02/10/2001","11","PM10","Not Available","54-009-0011","AQS"
"02/11/2001","9","PM10","Not Available","54-009-0011","AQS"
"02/12/2001","49","PM2.5","Not Available","54-009-0005","AQS"
"02/13/2001","26","PM10","Not Available","54-009-0011","AQS"
"02/14/2001","17","PM10","Not Available","54-009-0011","AQS"
"02/15/2001","62","PM2.5","Not Available","54-009-0005","AQS"
"02/16/2001","17","PM10","Not Available","54-009-0011","AQS"
"02/17/2001","12","PM10","Not Available","54-009-0011","AQS"
"02/18/2001","41","PM2.5","Not Available","54-009-0005","AQS"
"02/19/2001","24","PM10","Not Available","54-009-0011","AQS"
"02/20/2001","18","PM10","Not Available","54-009-0011","AQS"
"02/21/2001","52","PM2.5","Not Available","54-009-0005","AQS"
"02/22/2001","14","PM10","Not Available","54-009-0011","AQS"
