"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"01/01/2001","56","PM2.5","Convention Center","48-113-0050","AQS"
"01/02/2001","61","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"01/03/2001","81","PM2.5","Convention Center","48-113-0050","AQS"
"01/04/2001","64","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"01/05/2001","51","PM2.5","Dallas Hinton","48-113-0069","AQS"
"01/06/2001","62","PM2.5","Convention Center","48-113-0050","AQS"
"01/07/2001","43","PM2.5","Dallas Hinton","48-113-0069","AQS"
"01/08/2001","50","PM2.5","Convention Center","48-113-0050","AQS"
"01/09/2001","73","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"01/10/2001","61","PM2.5","Convention Center","48-113-0050","AQS"
"01/11/2001","56","PM2.5","Convention Center","48-113-0050","AQS"
"01/12/2001","68","PM2.5","Convention Center","48-113-0050","AQS"
"01/13/2001","52","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS"
"01/14/2001","44","PM2.5","Convention Center","48-113-0050","AQS"
"01/15/2001","60","PM2.5","Convention Center","48-113-0050","AQS"
"01/16/2001","32","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS"
"01/17/2001","47","PM2.5","Dallas Hinton","48-113-0069","AQS"
"01/18/2001","71","PM2.5","Dallas Hinton","48-113-0069","AQS"
"01/19/2001","45","PM2.5","Convention Center","48-113-0050","AQS"
"01/20/2001","41","PM2.5","Convention Center","48-113-0050","AQS"
"01/21/2001","56","PM2.5","Convention Center","48-113-0050","AQS"
"01/22/2001","98","PM2.5","Convention Center","48-113-0050","AQS"
"01/23/2001","91","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"01/24/2001","99","PM2.5","Convention Center","48-113-0050","AQS"
"01/25/2001","91","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"01/26/2001","54","PM2.5","Convention Center","48-113-0050","AQS"
"01/27/2001","69","PM2.5","Convention Center","48-113-0050","AQS"
"01/28/2001","65","PM2.5","Convention Center","48-113-0050","AQS"
"01/29/2001","36","NO2","Dallas Hinton","48-113-0069","AQS"
"01/30/2001","42","NO2","Dallas Hinton","48-113-0069","AQS"
"01/31/2001","41","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS"
"02/01/2001","65","NO2","Dallas Hinton","48-113-0069","AQS"
"02/02/2001","56","PM2.5","Convention Center","48-113-0050","AQS"
"02/03/2001","49","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"02/04/2001","39","PM2.5","Convention Center","48-113-0050","AQS"
"02/05/2001","49","NO2","Dallas Hinton","48-113-0069","AQS"
"02/06/2001","54","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"02/07/2001","55","PM2.5","Convention Center","48-113-0050","AQS"
"02/08/2001","48","PM2.5","Convention Center","48-113-0050","AQS"
"02/09/2001","31","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"02/10/2001","33","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/11/2001","44","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/12/2001","53","PM2.5","Convention Center","48-113-0050","AQS"
"02/13/2001","54","PM2.5","Dallas Hinton","48-113-0069","AQS"
"02/14/2001","44","PM2.5","Convention Center","48-113-0050","AQS"
"02/15/2001","28","PM2.5","Dallas Hinton","48-113-0069","AQS"
"02/16/2001","38","PM2.5","Convention Center","48-113-0050","AQS"
"02/17/2001","62","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/18/2001","60","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/19/2001","52","PM2.5","Convention Center","48-113-0050","AQS"
"02/20/2001","55","PM2.5","Convention Center","48-113-0050","AQS"
"02/21/2001","77","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS"
"02/22/2001","68","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/23/2001","73","PM2.5","Convention Center","48-113-0050","AQS"
"02/24/2001","53","PM10","BOY'S  CLUB","48-113-0057","AQS"
"02/25/2001","49","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"02/26/2001","34","PM2.5","Convention Center","48-113-0050","AQS"
"02/27/2001","50","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"02/28/2001","37","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"03/01/2001","58","PM2.5","Convention Center","48-113-0050","AQS"
"03/02/2001","65","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/03/2001","80","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/04/2001","60","PM2.5","Convention Center","48-113-0050","AQS"
"03/05/2001","72","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"03/06/2001","69","PM2.5","Convention Center","48-113-0050","AQS"
"03/07/2001","77","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS"
"03/08/2001","83","PM2.5","Convention Center","48-113-0050","AQS"
"03/09/2001","54","PM2.5","Convention Center","48-113-0050","AQS"
"03/10/2001","58","PM2.5","Convention Center","48-113-0050","AQS"
"03/11/2001","71","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/12/2001","34","NO2","Dallas Hinton","48-113-0069","AQS"
"03/13/2001","47","NO2","Dallas Hinton","48-113-0069","AQS"
"03/14/2001","37","NO2","Dallas Hinton","48-113-0069","AQS"
"03/15/2001","35","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"03/16/2001","42","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS"
"03/17/2001","39","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS"
"03/18/2001","33","Ozone","Dallas Hinton","48-113-0069","AQS"
"03/19/2001","44","PM2.5","Convention Center","48-113-0050","AQS"
"03/20/2001","63","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"03/21/2001","71","PM2.5","Convention Center","48-113-0050","AQS"
"03/22/2001","67","Ozone","Dallas North #2","48-113-0075","AQS"
"03/23/2001","64","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"03/24/2001","54","PM2.5","Convention Center","48-113-0050","AQS"
"03/25/2001","40","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/26/2001","60","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS"
"03/27/2001","59","PM2.5","Convention Center","48-113-0050","AQS"
"03/28/2001","45","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/29/2001","39","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/30/2001","61","PM2.5","Dallas Hinton","48-113-0069","AQS"
"03/31/2001","41","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS"
"04/01/2001","77","Ozone","Dallas North #2","48-113-0075","AQS"
"04/02/2001","64","PM2.5","Convention Center","48-113-0050","AQS"
"04/03/2001","85","PM2.5","Convention Center","48-113-0050","AQS"
"04/04/2001","85","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS"
"04/05/2001","68","PM2.5","Convention Center","48-113-0050","AQS"
"04/06/2001","53","PM2.5","Convention Center","48-113-0050","AQS"
"04/07/2001","65","PM2.5","Convention Center","48-113-0050","AQS"
"04/08/2001","61","PM2.5","Dallas Hinton","48-113-0069","AQS"
"04/09/2001","55","PM2.5","Convention Center","48-113-0050","AQS"
"04/10/2001","55","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"04/11/2001","58","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/12/2001","41","PM2.5","Convention Center","48-113-0050","AQS"
"04/13/2001","63","PM2.5","BOY'S  CLUB","48-113-0057","AQS"
"04/14/2001","63","PM2.5","Convention Center","48-113-0050","AQS"
"04/15/2001","61","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/16/2001","58","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/17/2001","44","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/18/2001","67","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/19/2001","49","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"04/20/2001","50","PM2.5","Convention Center","48-113-0050","AQS"
"04/21/2001","54","PM2.5","Convention Center","48-113-0050","AQS"
"04/22/2001","58","PM2.5","Dallas Hinton","48-113-0069","AQS"
"04/23/2001","47","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/24/2001","58","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/25/2001","57","PM2.5","Dallas Hinton","48-113-0069","AQS"
"04/26/2001","90","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"04/27/2001","93","Ozone","Dallas North #2","48-113-0075","AQS"
"04/28/2001","101","Ozone","Dallas North #2","48-113-0075","AQS"
"04/29/2001","112","Ozone","Dallas Hinton","48-113-0069","AQS"
"04/30/2001","77","Ozone","Dallas Hinton","48-113-0069","AQS"
"05/01/2001","57","PM2.5","Convention Center","48-113-0050","AQS"
"05/02/2001","45","Ozone","Dallas North #2","48-113-0075","AQS"
"05/03/2001","52","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"05/04/2001","51","PM2.5","Dallas Hinton","48-113-0069","AQS"
"05/05/2001","41","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/06/2001","38","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"05/07/2001","54","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/08/2001","61","Ozone","Dallas Hinton","48-113-0069","AQS"
"05/09/2001","93","Ozone","Dallas North #2","48-113-0075","AQS"
"05/10/2001","67","PM2.5","Dallas Hinton","48-113-0069","AQS"
"05/11/2001","47","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/12/2001","74","Ozone","Dallas Hinton","48-113-0069","AQS"
"05/13/2001","64","Ozone","Dallas North #2","48-113-0075","AQS"
"05/14/2001","90","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/15/2001","51","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/16/2001","47","PM2.5","Dallas Hinton","48-113-0069","AQS"
"05/17/2001","54","PM2.5","Convention Center","48-113-0050","AQS"
"05/18/2001","59","PM2.5","Convention Center","48-113-0050","AQS"
"05/19/2001","64","PM2.5","Convention Center","48-113-0050","AQS"
"05/20/2001","60","PM2.5","Convention Center","48-113-0050","AQS"
"05/21/2001","41","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/22/2001","77","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/23/2001","93","Ozone","Dallas North #2","48-113-0075","AQS"
"05/24/2001","54","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"05/25/2001","55","PM2.5","Dallas Hinton","48-113-0069","AQS"
"05/26/2001","97","Ozone","Dallas North #2","48-113-0075","AQS"
"05/27/2001","64","Ozone","Dallas North #2","48-113-0075","AQS"
"05/28/2001","80","Ozone","Dallas Hinton","48-113-0069","AQS"
"05/29/2001","42","Ozone","Dallas North #2","48-113-0075","AQS"
"05/30/2001","37","PM2.5","Convention Center","48-113-0050","AQS"
"05/31/2001","64","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS"
"06/01/2001","90","Ozone","Dallas North #2","48-113-0075","AQS"
"06/02/2001","48","Ozone","Dallas North #2","48-113-0075","AQS"
"06/03/2001","45","PM2.5","EAST OF ATLAS & DENLEY STREETS INTERSECTION","48-113-0020","AQS"
"06/04/2001","38","PM2.5","Convention Center","48-113-0050","AQS"
"06/05/2001","29","Ozone","Dallas North #2","48-113-0075","AQS"
"06/06/2001","26","PM2.5","Dallas Hinton","48-113-0069","AQS"
