date,california,texas,n_dakota,wyoming,pennsylvania,w_virginia,oklahoma,florida,new_york,ohio
2018/8/31,81.76958525,45.4516129,55.66666667,60.36290323,48.97849462,34.00806452,55.04301075,36.28709677,50.56129032,51.91129032
2018/9/30,63.36666667,29.6,29.14444444,49.2,33.56666667,25.21944444,34.6,36.2,32.15333333,39.96666667
2018/10/31,47.61751152,31.29032258,28.39784946,30.49193548,34.29032258,24.41129032,29.93548387,39.85430108,29.87741935,38.12903226
2018/11/30,70.69047619,32.53333333,28.14444444,32.69166667,37.45555556,22.68888889,35.55555556,38.48333333,31.68666667,42.43333333
2018/12/31,47.13824885,33.54301075,29.37634409,34.39516129,44.72580645,26.2983871,40.89247312,39.0516129,37.17096774,47.18548387
2019/1/31,46.06912442,35.70967742,33.87096774,35.66129032,40.75806452,26.83064516,38.29032258,41.72258065,37.60645161,45.20967742
2019/2/28,40.67346939,37.5297619,39.11904762,37.71428571,47.72619048,29.07440476,43.6547619,38.53571429,40.21428571,47.3125
2019/3/31,44.16589862,46.52688172,43.5483871,53.33064516,48.84408602,34.64784946,52.49462366,47.00645161,44.79354839,49.32258065
2019/4/30,50.06666667,50.67444444,39.11111111,40.18333333,45.01111111,35.68888889,49.72222222,46.11333333,41.54666667,46.98333333
2019/5/31,49.46543779,46.87849462,40.83870968,40.65322581,43.43010753,31.89784946,43.62365591,44.04516129,40.03225806,49.41935484
2019/6/30,58.8952381,52.98333333,43.65555556,44.93333333,46.58888889,33.01388889,50.9,45.63333333,47.58,54.36666667
2019/7/31,60.87096774,44.91397849,37.80645161,40.57258065,51.82795699,37.77956989,49.3655914,46,59.48387097,59.70967742
2019/8/31,62.1843318,42.51075269,32.79569892,43.02419355,45.89247312,34.16666667,49.75268817,36.5483871,44.96129032,51.71774194
2019/9/30,54.07619048,40.22777778,24.31111111,37.475,43.48222222,34.89444444,44.87777778,39.305,38.61333333,51.96666667
2019/10/31,58.94009217,38.1827957,26.03225806,34.96774194,33.91935484,27.85483871,37.55913978,33.98709677,31.72903226,42.35483871
2019/11/30,50.8,38.22777778,26.3,33.04166667,40.59444444,26.59166667,39.13333333,40.44666667,33.26,44.85277778
2019/12/31,45.17050691,38.70430108,32.37634409,34.16935484,45.03225806,25.66935484,35.3655914,37.71774194,34.87096774,46.14516129
2020/1/31,47.30875576,33.60215054,33.11827957,35.98387097,39.94623656,24.67204301,30.82795699,41.02580645,37.10806452,38.84677419
2020/2/29,48.25123153,36.72758621,33.44827586,41.54310345,42.33908046,26.19827586,33.82758621,40.23448276,38.12413793,42.50862069
2020/3/31,41.23963134,41.69677419,34.05376344,38.04032258,40.07526882,28.86021505,39,43.1,38.46451613,41.2016129
2020/4/30,45.48095238,52.65333333,38.46666667,39.7,41.57444444,31.54166667,43.74444444,51.70666667,40.22,43.45
2020/5/31,52.97235023,50.96129032,38.74193548,40.42741935,38.84946237,30.25268817,43.56989247,44.72258065,38.0516129,42.41129032
2020/6/30,53.64761905,53.57333333,41.68888889,39,44.37222222,34.13611111,53.87777778,46,48.71333333,56.75833333
2020/7/31,60.2764977,45.21774194,34.97849462,39.88709677,49.99462366,35.84408602,47.22580645,45.32258065,54.00483871,63.5483871
2020/8/31,81.57603687,46.79354839,37.12903226,53.55645161,44.00537634,31.25806452,49.65053763,39.22580645,46.92903226,48.85483871
2020/9/30,104.9714286,42.30666667,32.23888889,50.91666667,36.2,26.66944444,43.91111111,39.52666667,35.745,43.28333333
2020/10/31,72.77880184,39.49784946,30.51612903,43.88709677,34.67204301,23.44892473,40.46236559,37.30967742,30.49677419,37.95967742
2020/11/30,49.5047619,37.48333333,31.02222222,32.89166667,43.40555556,26.3,37.98888889,38.62,35.57166667,43.76666667
2020/12/31,52.94470046,36.74193548,31.34408602,32.41129032,44.98924731,23.68548387,36.50537634,42.04516129,35.48387097,44.42741935
2021/1/31,47.55299539,39.5,36.07526882,34.48387097,43.90860215,33.41935484,42.6344086,42.63870968,38.30967742,46.5
2021/2/28,44.60204082,37.80595238,33.46428571,39.14285714,46.75595238,36.35714286,45.80952381,38.44285714,39.275,55.22321429
2021/3/31,45.04147465,45.56989247,34.53225806,38.9516129,42.50322581,37.39516129,50,43.79354839,41.52258065,48.47580645
2021/4/30,55.12380952,50.16888889,39.18888889,42.93333333,45.78333333,39.05,49.17777778,48.18,42.58,50.30833333
2021/5/31,59.3640553,44.23655914,42.31182796,40.73387097,45.94086022,34.02150538,40.89247312,45.3483871,45.27741935,52.02419355
2021/6/30,59.12857143,44.66111111,48.56666667,47.43333333,46.95555556,35.25555556,47.14444444,38.81333333,51.41333333,54.21666667
2021/7/31,65.7235023,44.05913978,78.61290323,71.20967742,57.44623656,42.05645161,52.77419355,41.25806452,54.15483871,59.90322581
2021/8/31,90.07373272,40.39247312,62.09677419,71.0483871,49.37096774,36.30645161,49.17204301,40.86451613,51.41935484,57.63709677
2021/9/30,67.92857143,52.92777778,38.6,56.3,39.98333333,31.80833333,54.73333333,40.41333333,36.17333333,47.35833333
2021/10/31,54.14746544,42.64516129,34.35483871,39.30645161,37.47849462,26.89784946,41.66666667,39.11612903,32.95483871,41.35483871
2021/11/30,46.93333333,36.11111111,27.8,39.84166667,42.26111111,33.91944444,36.56666667,40.56666667,34.58666667,43.85
2021/12/31,45.40092166,36.43548387,29.3655914,44.34677419,47.23655914,36.06182796,38.67741935,41.30967742,37.68225806,43.81451613
2022/1/31,47.92165899,37.50537634,32.22580645,43.22580645,44.82795699,35.89247312,29.41935484,42.80322581,40.8,48.55645161
2022/2/28,52.47959184,39.06547619,33.79761905,44.6875,42.89285714,36.61904762,31.51785714,43.78571429,39.88571429,47.25892857
2022/3/31,47.31797235,47.17204301,36.19354839,45.03225806,45.06451613,35.72580645,49.65591398,47.21290323,41.95483871,46.81451613
2022/4/30,55.8952381,48.14444444,37.15555556,50.125,43.66555556,32.34166667,46.26666667,45.47333333,39.81833333,42.675
2022/5/31,61.96313364,51.01075269,38.7311828,48.80645161,44.48387097,32.36021505,46.90860215,44.95483871,41.95483871,46.87096774
2022/6/30,59.97619048,56.04444444,41.97777778,49.96666667,51.78333333,40.25,55.07777778,43.56,48.73333333,66.93333333
2022/7/31,60.67741935,43.41935484,39.1827957,51.62096774,51.24193548,36.66129032,56.46236559,37.83870968,55.61451613,54.46774194
2022/8/31,65.01459293,37.08602151,38.09677419,49.5,44.78494624,33.59408602,48.4516129,35.72258065,48.08387097,45.7983871
2022/9/30,70.74761905,52.44444444,38.35555556,48.28333333,38.11666667,28.11944444,53.52222222,37.89333333,34.80666667,41.90833333
2022/10/31,55.57603687,50.16666667,40.72043011,40.16129032,36.84946237,28.75,47.52688172,43.11612903,33.03225806,43
2022/11/30,42.5,33.86666667,34.43333333,39.60833333,39.85,31.41111111,36.57777778,39.98666667,33.70333333,47.56666667
2022/12/31,45.73732719,35,34.88172043,40.56451613,44.51612903,31.5188172,31.77419355,40.5483871,36.19354839,45.33064516
