"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2007","45","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","45",".","24","35"
"01/02/2007","50","NO2","Dallas Hinton","48-113-0069","AQS","7","22",".","33","50"
"01/03/2007","67","PM2.5","Convention Center","48-113-0050","AQS","17","14",".","67","53"
"01/04/2007","34","PM2.5","Dallas Hinton","48-113-0069","AQS","5","15",".","34","27"
"01/05/2007","48","PM2.5","Dallas Hinton","48-113-0069","AQS","6","15",".","48","33"
"01/06/2007","43","PM2.5","Dallas Redbird Airport Executive","48-113-0087","AQS","6","19","10","43","27"
"01/07/2007","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","30",".","10","25"
"01/08/2007","48","NO2","Dallas Hinton","48-113-0069","AQS","10","25",".","28","48"
"01/09/2007","50","NO2","Dallas Hinton","48-113-0069","AQS","15","26",".","37","50"
"01/10/2007","46","NO2","Dallas Hinton","48-113-0069","AQS","11","39",".","30","46"
"01/11/2007","29","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","29",".","23","25"
"01/12/2007","33","PM2.5","Convention Center","48-113-0050","AQS","5","25",".","33","27"
"01/13/2007","18","PM2.5","Dallas Hinton","48-113-0069","AQS","8","7",".","18","12"
"01/14/2007","31","PM2.5","Dallas Hinton","48-113-0069","AQS","8","21",".","31","11"
"01/15/2007","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","30",".","23","18"
"01/16/2007","28","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","28",".","26","19"
"01/17/2007","51","PM2.5","Dallas Hinton","48-113-0069","AQS","5","17",".","51","39"
"01/18/2007","64","PM2.5","Convention Center","48-113-0050","AQS","6","11",".","64","27"
"01/19/2007","56","PM2.5","Dallas Hinton","48-113-0069","AQS","5","18",".","56","28"
"01/20/2007","28","PM2.5","Dallas Hinton","48-113-0069","AQS","5","20",".","28","28"
"01/21/2007","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","30",".","20","19"
"01/22/2007","40","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","40","28"
"01/23/2007","63","PM2.5","Dallas Hinton","48-113-0069","AQS","8","10",".","63","40"
"01/24/2007","57","PM2.5","Convention Center","48-113-0050","AQS","9","16","31","57","40"
"01/25/2007","57","PM2.5","Dallas Hinton","48-113-0069","AQS","13","20",".","57","56"
"01/26/2007","56","NO2","Dallas Hinton","48-113-0069","AQS","17","37",".","47","56"
"01/27/2007","34","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27",".","34","31"
"01/28/2007","36","NO2","Dallas Hinton","48-113-0069","AQS","6","30",".","15","36"
"01/29/2007","38","PM2.5","Dallas Hinton","48-113-0069","AQS","8","22",".","38","37"
"01/30/2007","32","NO2","Dallas Hinton","48-113-0069","AQS","7","26","14","30","32"
"01/31/2007","37","PM2.5","Dallas Hinton","48-113-0069","AQS","7","18",".","37","26"
"02/01/2007","64","PM2.5","Dallas Hinton","48-113-0069","AQS","8","10",".","64","20"
"02/02/2007","61","PM2.5","Convention Center","48-113-0050","AQS","9","18",".","61","32"
"02/03/2007","55","PM2.5","Dallas Hinton","48-113-0069","AQS","11","31",".","55","31"
"02/04/2007","58","PM2.5","Dallas Hinton","48-113-0069","AQS","10","27",".","58","40"
"02/05/2007","57","PM2.5","Convention Center","48-113-0050","AQS","9","35","29","57","49"
"02/06/2007","45","NO2","Dallas Hinton","48-113-0069","AQS","3","40",".","43","45"
"02/07/2007","37","PM2.5","Dallas Hinton","48-113-0069","AQS","3","32",".","37","30"
"02/08/2007","93","PM2.5","Convention Center","48-113-0050","AQS","6","8",".","93","26"
"02/09/2007","40","PM2.5","Dallas Hinton","48-113-0069","AQS","7","11",".","40","21"
"02/10/2007","69","PM2.5","Dallas Hinton","48-113-0069","AQS","6","19",".","69","17"
"02/11/2007","65","PM2.5","Convention Center","48-113-0050","AQS","5","21","22","65","17"
"02/12/2007","62","PM2.5","Dallas Hinton","48-113-0069","AQS","6","12",".","62","26"
