"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","40","15"
"01/02/2014","43","PM2.5","Convention Center","48-113-0050","AQS","6","26",".","43","33"
"01/03/2014","43","PM2.5","Dallas Hinton","48-113-0069","AQS","10","27",".","43","33"
"01/04/2014","33","Ozone","Dallas North #2","48-113-0075","AQS","2","33",".","20","15"
"01/05/2014","36","PM2.5","Dallas Hinton","48-113-0069","AQS","2","32","17","36","9"
"01/06/2014","37","NO2","Dallas Hinton","48-113-0069","AQS","5","30",".","22","37"
"01/07/2014","32","NO2","Dallas Hinton","48-113-0069","AQS","5","28",".","27","32"
"01/08/2014","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","35","24"
"01/09/2014","61","PM2.5","Dallas Hinton","48-113-0069","AQS","5","17",".","61","19"
"01/10/2014","34","PM2.5","Dallas Hinton","48-113-0069","AQS","3","16",".","34","27"
"01/11/2014","39","NO2","Dallas Hinton","48-113-0069","AQS","8","31","37","36","39"
"01/12/2014","42","Ozone","Dallas Hinton","48-113-0069","AQS","10","42",".","26","32"
"01/13/2014","37","NO2","Dallas Hinton","48-113-0069","AQS","5","30",".","17","37"
"01/14/2014","38","PM2.5","Convention Center","48-113-0050","AQS","5","30",".","38","32"
"01/15/2014","39","NO2","Dallas Hinton","48-113-0069","AQS","3","28",".","13","39"
"01/16/2014","42","NO2","Dallas Hinton","48-113-0069","AQS","3","30",".","23","42"
"01/17/2014","63","PM10","Convention Center","48-113-0050","AQS","8","33","63","32","41"
"01/18/2014","40","NO2","Dallas Hinton","48-113-0069","AQS","8","36",".","32","40"
"01/19/2014","31","Ozone","Dallas North #2","48-113-0075","AQS","5","31",".","27","27"
"01/20/2014","43","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","43",".","38","32"
"01/21/2014","41","NO2","Dallas Hinton","48-113-0069","AQS","5","31",".","17","41"
"01/22/2014","43","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","43","33"
"01/23/2014","31","Ozone","Dallas Hinton","48-113-0069","AQS","2","31","16","21","9"
"01/24/2014","25","NO2","Dallas Hinton","48-113-0069","AQS","2","23",".","18","25"
"01/25/2014","42","NO2","Dallas Hinton","48-113-0069","AQS","8","24",".","28","42"
"01/26/2014","50","PM2.5","Dallas Hinton","48-113-0069","AQS","11","34",".","50","40"
"01/27/2014","35","NO2","Dallas Hinton","48-113-0069","AQS","5","31",".","22","35"
"01/28/2014","40","NO2","Dallas Hinton","48-113-0069","AQS","5","29",".","18","40"
"01/29/2014","62","PM2.5","Dallas Hinton","48-113-0069","AQS","11","30","26","62","49"
"01/30/2014","31","Ozone","Dallas North #2","48-113-0075","AQS","2","31",".","20","16"
"01/31/2014","35","Ozone","Dallas North #2","48-113-0075","AQS","2","35",".","30","11"
"02/01/2014","61","PM2.5","Convention Center","48-113-0050","AQS","2","24",".","61","11"
"02/02/2014","52","PM2.5","Dallas Hinton","48-113-0069","AQS","2","25",".","52","5"
"02/03/2014","56","PM2.5","Dallas Hinton","48-113-0069","AQS","3","23",".","56","23"
"02/04/2014","35","PM2.5","Convention Center","48-113-0050","AQS","2","26","32","35","17"
"02/05/2014","48","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","48","7"
"02/06/2014","33","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","33","10"
