"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2009","51","PM2.5","Convention Center","48-113-0050","AQS","3","38","15","51","24"
"01/02/2009","46","PM2.5","Dallas Hinton","48-113-0069","AQS","5","28",".","46","23"
"01/03/2009","47","PM2.5","Dallas Hinton","48-113-0069","AQS","3","30",".","47","18"
"01/04/2009","50","PM2.5","Convention Center","48-113-0050","AQS","3","22",".","50","8"
"01/05/2009","39","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","39","24"
"01/06/2009","24","NO2","Dallas North #2","48-113-0075","AQS","3","23",".","19","24"
"01/07/2009","41","PM2.5","Convention Center","48-113-0050","AQS","6","24","14","41","38"
"01/08/2009","57","NO2","Dallas Hinton","48-113-0069","AQS","11","24",".","45","57"
"01/09/2009","48","PM2.5","Dallas Hinton","48-113-0069","AQS","9","37",".","48","34"
"01/10/2009","54","PM2.5","Convention Center","48-113-0050","AQS","3","24",".","54","8"
"01/11/2009","39","NO2","Dallas Hinton","48-113-0069","AQS","5","29",".","27","39"
"01/12/2009","35","Ozone","Dallas North #2","48-113-0075","AQS","6","35",".","14","34"
"01/13/2009","39","NO2","Dallas North #2","48-113-0075","AQS","5","29","19","33","39"
"01/14/2009","44","NO2","Dallas Hinton","48-113-0069","AQS","11","26",".","40","44"
"01/15/2009","37","PM2.5","Dallas Hinton","48-113-0069","AQS","11","24",".","37","17"
"01/16/2009","50","PM2.5","Dallas Hinton","48-113-0069","AQS","6","18",".","50","33"
"01/17/2009","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","34",".","48","29"
"01/18/2009","38","NO2","Dallas North #2","48-113-0075","AQS","5","35",".","25","38"
"01/19/2009","40","NO2","Dallas Hinton","48-113-0069","AQS","5","36","21","19","40"
"01/20/2009","40","NO2","Dallas Hinton","48-113-0069","AQS","6","32",".","21","40"
"01/21/2009","48","NO2","Dallas Hinton","48-113-0069","AQS","16","26",".","38","48"
"01/22/2009","53","NO2","Dallas Hinton","48-113-0069","AQS","22","36",".","51","53"
"01/23/2009","45","PM2.5","Dallas Hinton","48-113-0069","AQS","5","27",".","45","38"
"01/24/2009","38","PM2.5","Dallas Hinton","48-113-0069","AQS","3","22",".","38","12"
"01/25/2009","50","PM2.5","Convention Center","48-113-0050","AQS","3","27","15","50","23"
"01/26/2009","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","11",".","48","14"
"01/27/2009","25","PM2.5","Dallas Hinton","48-113-0069","AQS","3","23",".","25","11"
"01/28/2009","63","PM2.5","Convention Center","48-113-0050","AQS","5","27",".","63","40"
"01/29/2009","64","PM2.5","Dallas Hinton","48-113-0069","AQS","9","25",".","64","44"
"01/30/2009","49","NO2","Dallas Hinton","48-113-0069","AQS","13","31",".","47","49"
"01/31/2009","52","PM10","Convention Center","48-113-0050","AQS","7","39","52","39","42"
"02/01/2009","43","Ozone","Dallas North #2","48-113-0075","AQS","3","43",".","22","19"
"02/02/2009","45","NO2","Dallas Hinton","48-113-0069","AQS","9","34",".","25","45"
"02/03/2009","42","NO2","Dallas Hinton","48-113-0069","AQS","10","28",".","35","42"
"02/04/2009","29","NO2","Dallas Hinton","48-113-0069","AQS","3","26",".","28","29"
"02/05/2009","47","Ozone","Dallas North #2","48-113-0075","AQS","5","47",".","46","31"
"02/06/2009","42","Ozone","Dallas North #2","48-113-0075","AQS","3","42",".","36","10"
"02/07/2009","36","Ozone","Dallas North #2","48-113-0075","AQS","3","36",".","33","21"
"02/08/2009","38","Ozone","Dallas North #2","48-113-0075","AQS","3","38",".","33","17"
"02/09/2009","34","Ozone","Dallas North #2","48-113-0075","AQS","3","34",".","21","25"
"02/10/2009","42","PM2.5","Dallas Hinton","48-113-0069","AQS","3","34",".","42","17"
"02/11/2009","40","NO2","Dallas Hinton","48-113-0069","AQS","8","36",".","36","40"
"02/12/2009","44","Ozone","Dallas North #2","48-113-0075","AQS","13","44","19","37","42"
"02/13/2009","38","PM2.5","Dallas Hinton","48-113-0069","AQS","3","33",".","38","35"
"02/14/2009","43","PM2.5","Dallas Hinton","48-113-0069","AQS","2","27",".","43","11"
"02/15/2009","55","PM2.5","Dallas Hinton","48-113-0069","AQS","2","33",".","55","10"
"02/16/2009","56","PM2.5","Dallas Hinton","48-113-0069","AQS","3","30",".","56","17"
"02/17/2009","62","PM2.5","Dallas Hinton","48-113-0069","AQS","5","22",".","62","23"
"02/18/2009","39","Ozone","Dallas North #2","48-113-0075","AQS","5","39","12","27","30"
"02/19/2009","44","NO2","Dallas Hinton","48-113-0069","AQS","6","35",".","32","44"
"02/20/2009","44","Ozone","Dallas North #2","48-113-0075","AQS","8","44",".","33","39"
"02/21/2009","36","Ozone","Dallas North #2","48-113-0075","AQS","3","36",".","21","10"
"02/22/2009","38","Ozone","Dallas North #2","48-113-0075","AQS","5","38",".","27","37"
"02/23/2009","47","Ozone","Dallas North #2","48-113-0075","AQS","2","47",".","39","26"
"02/24/2009","46","Ozone","Dallas North #2","48-113-0075","AQS",".","46","19","40","16"
"02/25/2009","44","Ozone","Dallas North #2","48-113-0075","AQS",".","44",".","40","14"
"02/26/2009","43","Ozone","Dallas North #2","48-113-0075","AQS",".","43",".","42","12"
"02/27/2009","59","PM2.5","Convention Center","48-113-0050","AQS",".","25",".","59","15"
"02/28/2009","42","PM2.5","Dallas Hinton","48-113-0069","AQS",".","31",".","42","8"
"03/01/2009","43","Ozone","Dallas North #2","48-113-0075","AQS",".","43",".","25","42"
"03/02/2009","43","PM2.5","Convention Center","48-113-0050","AQS",".","35","19","43","38"
"03/03/2009","58","Ozone","Dallas North #2","48-113-0075","AQS",".","58",".","54","22"
"03/04/2009","46","Ozone","Dallas North #2","48-113-0075","AQS",".","46",".","44","13"
"03/05/2009","44","Ozone","Dallas North #2","48-113-0075","AQS",".","44",".","37","16"
