"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2012","28","Ozone","Dallas Hinton","48-113-0069","AQS","2","28",".","27","14"
"01/02/2012","34","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","5","29",".","16","34"
"01/03/2012","34","PM2.5","Dallas Hinton","48-113-0069","AQS","9","30",".","34","34"
"01/04/2012","54","PM2.5","Dallas Hinton","48-113-0069","AQS","10","22","33","54","39"
"01/05/2012","62","PM2.5","Dallas Hinton","48-113-0069","AQS","15","26",".","62","39"
"01/06/2012","45","PM2.5","Dallas Hinton","48-113-0069","AQS","5","35",".","45","29"
"01/07/2012","45","PM2.5","Dallas Hinton","48-113-0069","AQS","6","18",".","45","28"
"01/08/2012","79","PM2.5","Dallas Hinton","48-113-0069","AQS","7","20",".","79","25"
"01/09/2012","63","PM2.5","Dallas Hinton","48-113-0069","AQS","3","17",".","63","18"
"01/10/2012","43","PM2.5","Dallas Hinton","48-113-0069","AQS","2","17","7","43","24"
"01/11/2012","34","PM2.5","Dallas Hinton","48-113-0069","AQS","7","23",".","34","31"
"01/12/2012","40","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","5","30",".","32","40"
"01/13/2012","54","PM2.5","Dallas Hinton","48-113-0069","AQS","8","26",".","54","40"
"01/14/2012","35","PM2.5","Dallas Hinton","48-113-0069","AQS","3","26",".","35","33"
"01/15/2012","42","Ozone","Dallas North #2","48-113-0075","AQS","3","42",".","35","24"
"01/16/2012","29","Ozone","Dallas North #2","48-113-0075","AQS","2","29","12","28","9"
"01/17/2012","34","PM2.5","Dallas Hinton","48-113-0069","AQS","2","21",".","34","18"
"01/18/2012","40","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","40","31"
"01/19/2012","45","PM2.5","Dallas Hinton","48-113-0069","AQS","6","24",".","45","38"
"01/20/2012","56","PM2.5","Dallas Hinton","48-113-0069","AQS","6","33",".","56","34"
"01/21/2012","73","PM2.5","Dallas Hinton","48-113-0069","AQS","5","18",".","73","28"
"01/22/2012","91","PM2.5","Dallas Hinton","48-113-0069","AQS","5","34","75","91","10"
"01/23/2012","39","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","5","23",".","28","39"
"01/24/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","5","27",".","55","34"
"01/25/2012","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","24",".","30","17"
"01/26/2012","30","NO2","Dallas Hinton","48-113-0069","AQS","5","27",".","29","30"
"01/27/2012","40","PM2.5","Dallas Hinton","48-113-0069","AQS","6","36",".","40","29"
"01/28/2012","42","PM2.5","Dallas Hinton","48-113-0069","AQS","5","30","9","42","36"
"01/29/2012","59","PM2.5","Dallas Hinton","48-113-0069","AQS","10","31",".","59","34"
"01/30/2012","46","PM2.5","Dallas Hinton","48-113-0069","AQS","3","41",".","46","32"
"01/31/2012","37","PM2.5","Convention Center","48-113-0050","AQS","3","32",".","37","22"
"02/01/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","55","33"
"02/02/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","5","28",".","55","25"
"02/03/2012","34","PM2.5","Convention Center","48-113-0050","AQS","2","19","15","34","19"
"02/04/2012","26","Ozone","Dallas Hinton","48-113-0069","AQS","2","26",".","9","7"
"02/05/2012","46","PM2.5","Dallas Hinton","48-113-0069","AQS","3","29",".","46","27"
"02/06/2012","56","PM2.5","Dallas Hinton","48-113-0069","AQS","5","27",".","56","27"
"02/07/2012","59","PM2.5","Dallas Hinton","48-113-0069","AQS","3","26",".","59","33"
"02/08/2012","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","58","20"
"02/09/2012","65","PM2.5","Dallas Hinton","48-113-0069","AQS","5","30","23","65","33"
"02/10/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","2","26",".","55","22"
"02/11/2012","36","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","36","8"
"02/12/2012","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","30","11"
"02/13/2012","45","PM2.5","Dallas Hinton","48-113-0069","AQS","3","23",".","45","22"
"02/14/2012","51","PM2.5","Dallas Hinton","48-113-0069","AQS","3","26",".","51","14"
"02/15/2012","56","PM2.5","Dallas Hinton","48-113-0069","AQS","5","34","32","56","40"
"02/16/2012","53","PM2.5","Dallas Hinton","48-113-0069","AQS","5","22",".","53","15"
"02/17/2012","53","PM2.5","Dallas Hinton","48-113-0069","AQS","3","32",".","53","25"
"02/18/2012","37","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","37","9"
"02/19/2012","59","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27",".","59","30"
"02/20/2012","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","34",".","58","20"
"02/21/2012","55","PM10","Convention Center","48-113-0050","AQS","6","36","55","54","42"
"02/22/2012","43","NO2","Dallas North #2","48-113-0075","AQS","6","38",".","27","43"
"02/23/2012","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","6","33",".","18","31"
"02/24/2012","40","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","3","36",".","28","40"
"02/25/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","6","44",".","33","42"
"02/26/2012","43","Ozone","Dallas North #2","48-113-0075","AQS","2","43",".","27","12"
"02/27/2012","42","PM2.5","Dallas Hinton","48-113-0069","AQS","3","38","19","42","25"
"02/28/2012","51","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","51","15"
"02/29/2012","52","NO2","Dallas Hinton","48-113-0069","AQS","7","44",".","37","52"
"03/01/2012","58","PM2.5","Convention Center","48-113-0050","AQS","8","37",".","58","44"
"03/02/2012","47","PM2.5","Dallas Hinton","48-113-0069","AQS","2","39",".","47","15"
"03/03/2012","42","Ozone","Dallas North #2","48-113-0075","AQS","3","42",".","39","37"
"03/04/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","5","44","18","35","41"
"03/05/2012","48","Ozone","Dallas North #2","48-113-0075","AQS","6","48",".","41","39"
"03/06/2012","42","Ozone","Dallas North #2","48-113-0075","AQS","2","42",".","24","20"
"03/07/2012","34","Ozone","Dallas North #2","48-113-0075","AQS","2","34",".","29","17"
"03/08/2012","29","PM2.5","Dallas Hinton","48-113-0069","AQS","2","25",".","29","17"
"03/09/2012","33","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","33","12"
"03/10/2012","38","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29","13","38","14"
"03/11/2012","29","Ozone","Dallas North #2","48-113-0075","AQS","3","29",".","20","13"
"03/12/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","2","44",".","29","15"
"03/13/2012","46","PM2.5","Convention Center","48-113-0050","AQS","2","24",".","46","20"
"03/14/2012","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","25",".","35","9"
"03/15/2012","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","30","18"
"03/16/2012","34","PM2.5","Convention Center","48-113-0050","AQS","2","29","20","34","9"
"03/17/2012","31","Ozone","Dallas North #2","48-113-0075","AQS","2","31",".","24","9"
"03/18/2012","30","PM2.5","Dallas Hinton","48-113-0069","AQS","1","25",".","30","7"
"03/19/2012","47","PM2.5","Dallas Hinton","48-113-0069","AQS","2","37",".","47","8"
"03/20/2012","42","Ozone","Dallas North #2","48-113-0075","AQS","3","42",".","23","25"
"03/21/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","3","44",".","18","25"
"03/22/2012","35","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","35","16","20","29"
"03/23/2012","64","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","64",".","25","52"
"03/24/2012","119","Ozone","Dallas North #2","48-113-0075","AQS","9","119",".","54","55"
"03/25/2012","119","Ozone","Dallas North #2","48-113-0075","AQS","7","119",".","51","41"
"03/26/2012","84","Ozone","Dallas North #2","48-113-0075","AQS","6","84",".","54","40"
"03/27/2012","50","Ozone","Dallas North #2","48-113-0075","AQS","5","50",".","45","39"
"03/28/2012","53","PM2.5","Dallas Hinton","48-113-0069","AQS","2","33","23","53","20"
"03/29/2012","50","PM2.5","Dallas Hinton","48-113-0069","AQS","3","32",".","50","24"
"03/30/2012","57","PM2.5","Dallas Hinton","48-113-0069","AQS","2","32",".","57","14"
"03/31/2012","53","PM2.5","Convention Center","48-113-0050","AQS","2","43",".","53","18"
"04/01/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","2","39",".","55","8"
"04/02/2012","57","PM2.5","Dallas Hinton","48-113-0069","AQS","2","36",".","57","9"
"04/03/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","3","26","23","55","25"
"04/04/2012","38","Ozone","Dallas North #2","48-113-0075","AQS","3","38",".","28","23"
"04/05/2012","44","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","44",".","22","27"
"04/06/2012","48","Ozone","Dallas Hinton","48-113-0069","AQS","3","48",".","39","24"
"04/07/2012","71","Ozone","Dallas North #2","48-113-0075","AQS","3","71",".","54","22"
"04/08/2012","64","PM2.5","Dallas Hinton","48-113-0069","AQS","5","32",".","64","22"
"04/09/2012","66","PM2.5","Convention Center","48-113-0050","AQS","3","44","25","66","33"
"04/10/2012","93","Ozone","Dallas North #2","48-113-0075","AQS","5","93",".","64","29"
"04/11/2012","71","Ozone","Dallas North #2","48-113-0075","AQS","5","71",".","62","37"
"04/12/2012","61","PM2.5","Dallas Hinton","48-113-0069","AQS","2","47",".","61","15"
"04/13/2012","50","PM2.5","Dallas Hinton","48-113-0069","AQS","2","38",".","50","17"
"04/14/2012","49","PM2.5","Dallas Hinton","48-113-0069","AQS","2","35",".","49","7"
"04/15/2012","43","PM2.5","Convention Center","48-113-0050","AQS","2","36","21","43","24"
"04/16/2012","43","Ozone","Dallas Hinton","48-113-0069","AQS","3","43",".","31","26"
"04/17/2012","49","Ozone","Dallas Hinton","48-113-0069","AQS","3","49",".","35","37"
"04/18/2012","58","Ozone","Dallas North #2","48-113-0075","AQS","3","58",".","36","27"
"04/19/2012","84","Ozone","Dallas North #2","48-113-0075","AQS","3","84",".","33","27"
"04/20/2012","41","Ozone","Dallas North #2","48-113-0075","AQS","2","41",".","29","21"
"04/21/2012","50","Ozone","Dallas North #2","48-113-0075","AQS","5","50","15","31","40"
"04/22/2012","50","Ozone","Dallas North #2","48-113-0075","AQS","8","50",".","35","39"
"04/23/2012","58","Ozone","Dallas Hinton","48-113-0069","AQS","3","58",".","29","46"
"04/24/2012","108","Ozone","Dallas North #2","48-113-0075","AQS","5","108",".","38","45"
"04/25/2012","50","Ozone","Dallas North #2","48-113-0075","AQS","2","50",".","43","17"
"04/26/2012","46","Ozone","Dallas North #2","48-113-0075","AQS","2","46",".","40","11"
"04/27/2012","48","PM2.5","Dallas Hinton","48-113-0069","AQS","2","47","35","48","9"
"04/28/2012","60","PM2.5","Dallas Hinton","48-113-0069","AQS","2","48",".","60","22"
"04/29/2012","55","PM2.5","Dallas Hinton","48-113-0069","AQS","2","45",".","55","16"
"04/30/2012","47","PM2.5","Dallas Hinton","48-113-0069","AQS","2","35",".","47","10"
"05/01/2012","38","PM2.5","Dallas Hinton","48-113-0069","AQS","1","35",".","38","8"
"05/02/2012","39","PM2.5","Dallas Hinton","48-113-0069","AQS","2","33",".","39","18"
"05/03/2012","40","Ozone","Dallas North #2","48-113-0075","AQS","2","40","23","39","14"
"05/04/2012","45","Ozone","Dallas North #2","48-113-0075","AQS","2","45",".","38","8"
"05/05/2012","59","PM2.5","Dallas Hinton","48-113-0069","AQS","2","46",".","59","31"
"05/06/2012","51","PM2.5","Dallas Hinton","48-113-0069","AQS","2","46",".","51","9"
"05/07/2012","93","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","93",".","52","21"
"05/08/2012","33","Ozone","Dallas North #2","48-113-0075","AQS","2","33",".","27","14"
"05/09/2012","67","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","67","24","33","42"
"05/10/2012","74","Ozone","Dallas North #2","48-113-0075","AQS","6","74",".","52","46"
"05/11/2012","53","PM2.5","Dallas Hinton","48-113-0069","AQS","3","38",".","53","20"
"05/12/2012","40","Ozone","Dallas Hinton","48-113-0069","AQS","2","40",".","34","12"
"05/13/2012","58","Ozone","Dallas North #2","48-113-0075","AQS","2","58",".","54","21"
"05/14/2012","64","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","64",".","45","30"
"05/15/2012","77","Ozone","Dallas Hinton","48-113-0069","AQS","2","77","24","45","27"
"05/16/2012","151","Ozone","Dallas Hinton","48-113-0069","AQS","3","151",".","52","32"
"05/17/2012","112","Ozone","Dallas North #2","48-113-0075","AQS","3","112",".","54","38"
"05/18/2012","105","Ozone","Dallas North #2","48-113-0075","AQS","3","105",".","58","32"
"05/19/2012","74","Ozone","Dallas North #2","48-113-0075","AQS","2","74",".","51","12"
"05/20/2012","90","Ozone","Dallas North #2","48-113-0075","AQS","2","90",".","64","25"
"05/21/2012","90","Ozone","Dallas North #2","48-113-0075","AQS","3","90","25","43","22"
"05/22/2012","136","Ozone","Dallas North #2","48-113-0075","AQS","2","136",".","52","20"
"05/23/2012","48","PM2.5","Dallas Hinton","48-113-0069","AQS","2","46",".","48","14"
"05/24/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","1","44",".","43","18"
"05/25/2012","50","PM2.5","Dallas Hinton","48-113-0069","AQS","1","45",".","50","8"
"05/26/2012","43","PM2.5","Dallas Hinton","48-113-0069","AQS","1","41",".","43","8"
"05/27/2012","40","Ozone","Dallas North #2","48-113-0075","AQS","1","40","17","36","6"
"05/28/2012","38","Ozone","Dallas North #2","48-113-0075","AQS","1","38",".","34","6"
"05/29/2012","45","Ozone","Dallas North #2","48-113-0075","AQS","2","45",".","33","16"
"05/30/2012","51","Ozone","Dallas North #2","48-113-0075","AQS","2","51",".","41","12"
"05/31/2012","64","Ozone","Dallas North #2","48-113-0075","AQS","2","64",".","33","28"
"06/01/2012","101","Ozone","Dallas North #2","48-113-0075","AQS","2","101",".","28","20"
"06/02/2012","46","Ozone","Dallas North #2","48-113-0075","AQS","2","46","21","43","21"
"06/03/2012","37","Ozone","Dallas North #2","48-113-0075","AQS","2","37",".","33","9"
"06/04/2012","44","Ozone","Dallas North #2","48-113-0075","AQS","2","44",".","43","15"
"06/05/2012","87","Ozone","Dallas Hinton","48-113-0069","AQS","2","87",".","53","24"
"06/06/2012","64","Ozone","Dallas North #2","48-113-0075","AQS","3","64",".","57","19"
"06/07/2012","52","PM2.5","Dallas Hinton","48-113-0069","AQS","3","41",".","52","17"
"06/08/2012","100","Ozone","Dallas Hinton","48-113-0069","AQS","2","100","21","57","24"
"06/09/2012","71","Ozone","Dallas North #2","48-113-0075","AQS","5","71",".","62","36"
"06/10/2012","46","Ozone","Dallas North #2","48-113-0075","AQS","2","46",".","45","8"
"06/11/2012","55","PM2.5","Convention Center","48-113-0050","AQS","2","42",".","55","8"
"06/12/2012","54","Ozone","Dallas North #2","48-113-0075","AQS","2","54",".","26","15"
