"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2011","32","NO2","Dallas Hinton","48-113-0069","AQS","5","30",".","30","32"
"01/02/2011","43","PM2.5","Dallas Hinton","48-113-0069","AQS","7","31",".","43","34"
"01/03/2011","31","PM2.5","Convention Center","48-113-0050","AQS","3","31","19","31","29"
"01/04/2011","43","PM2.5","Dallas Hinton","48-113-0069","AQS","5","20",".","43","33"
"01/05/2011","46","PM2.5","Dallas Hinton","48-113-0069","AQS","6","27",".","46","46"
"01/06/2011","45","NO2","Dallas Hinton","48-113-0069","AQS","6","33",".","31","45"
"01/07/2011","38","NO2","Dallas North #2","48-113-0075","AQS","6","22",".","23","38"
"01/08/2011","32","Ozone","Dallas North #2","48-113-0075","AQS","5","32",".","15","31"
"01/09/2011","26","Ozone","Dallas North #2","48-113-0075","AQS","3","26","6","25","11"
"01/10/2011","42","PM2.5","Dallas Hinton","48-113-0069","AQS","2","20",".","42","17"
"01/11/2011","37","PM2.5","Dallas Hinton","48-113-0069","AQS","3","25",".","37","35"
"01/12/2011","33","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","33","32"
"01/13/2011","41","PM2.5","Dallas Hinton","48-113-0069","AQS","2","19",".","41","31"
"01/14/2011","47","PM2.5","Dallas Hinton","48-113-0069","AQS","2","19",".","47","25"
"01/15/2011","68","PM2.5","Dallas Hinton","48-113-0069","AQS","5","12","19","68","25"
"01/16/2011","58","PM2.5","Dallas Hinton","48-113-0069","AQS","5","15",".","58","21"
"01/17/2011","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21",".","48","16"
"01/18/2011","55","PM2.5","Dallas Hinton","48-113-0069","AQS","3","17",".","55","22"
"01/19/2011","51","PM2.5","Dallas Hinton","48-113-0069","AQS","5","16",".","51","24"
"01/20/2011","30","PM2.5","Dallas Hinton","48-113-0069","AQS",".","25",".","30","15"
"01/21/2011","49","PM2.5","Dallas Hinton","48-113-0069","AQS","5","25","19","49","35"
"01/22/2011","36","PM2.5","Dallas Hinton","48-113-0069","AQS","6","32",".","36","30"
"01/23/2011","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","40","15"
"01/24/2011","54","PM2.5","Convention Center","48-113-0050","AQS","5","25",".","54","31"
"01/25/2011","45","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","6","31",".","34","45"
"01/26/2011","47","NO2","Dallas Hinton","48-113-0069","AQS","6","30",".","34","47"
"01/27/2011","45","NO2","Dallas Hinton","48-113-0069","AQS","7","32","36","40","45"
"01/28/2011","44","NO2","Dallas Hinton","48-113-0069","AQS","6","31",".","28","44"
"01/29/2011","44","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","44",".","40","37"
"01/30/2011","52","PM2.5","Convention Center","48-113-0050","AQS","3","28",".","52","12"
"01/31/2011","84","PM2.5","Dallas Hinton","48-113-0069","AQS","5","17",".","84","25"
"02/01/2011","32","Ozone","Dallas North #2","48-113-0075","AQS","3","32",".","21","7"
"02/02/2011","36","Ozone","Dallas North #2","48-113-0075","AQS","2","36","16","20","8"
"02/03/2011","34","Ozone","Dallas North #2","48-113-0075","AQS","2","34",".","28","25"
"02/04/2011","49","NO2","Dallas Hinton","48-113-0069","AQS","3","35",".","42","49"
"02/05/2011","55","PM2.5","Dallas Hinton","48-113-0069","AQS","7","30",".","55","45"
"02/06/2011","43","NO2","Dallas Hinton","48-113-0069","AQS","10","29",".","38","43"
"02/07/2011","38","NO2","Dallas Hinton","48-113-0069","AQS","3","30",".","23","38"
"02/08/2011","37","PM10","Convention Center","48-113-0050","AQS","5","33","37","31","34"
"02/09/2011","33","Ozone","Dallas Hinton","48-113-0069","AQS","2","33",".","25","9"
"02/10/2011","44","NO2","Dallas Hinton","48-113-0069","AQS","5","31",".","33","44"
"02/11/2011","56","PM2.5","Convention Center","48-113-0050","AQS","8","31",".","56","46"
"02/12/2011","42","NO2","Dallas Hinton","48-113-0069","AQS","8","37",".","36","42"
"02/13/2011","45","Ozone","Dallas North #2","48-113-0075","AQS","3","45",".","35","25"
"02/14/2011","46","PM2.5","Dallas Hinton","48-113-0069","AQS","6","32","39","46","27"
"02/15/2011","38","Ozone","Dallas North #2","48-113-0075","AQS","5","38",".",".","16"
"02/16/2011","33","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","33","11"
"02/17/2011","46","PM2.5","Dallas Hinton","48-113-0069","AQS","3","30",".","46","9"
