"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2021","30","Ozone","Dallas North #2","48-113-0075","AQS","1","30",".","16","9"
"01/02/2021","32","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","32",".","14","24"
"01/03/2021","37","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","8","36",".","20","37"
"01/04/2021","48","PM2.5","Convention Center","48-113-0050","AQS","13","33","35","48","44"
"01/05/2021","40","PM2.5","Dallas Hinton","48-113-0069","AQS","11","34",".","40","35"
"01/06/2021","30","Ozone","Dallas North #2","48-113-0075","AQS","2","30",".","25","23"
"01/07/2021","25","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","1","25",".","18","17"
"01/08/2021","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","30",".","5","26"
"01/09/2021","34","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27",".","34","25"
"01/10/2021","55","PM2.5","Convention Center","48-113-0050","AQS","2","20","13","55","18"
"01/11/2021","53","PM2.5","Dallas Hinton","48-113-0069","AQS","6","24",".","53","36"
"01/12/2021","52","PM2.5","Dallas Hinton","48-113-0069","AQS","6","26",".","52","32"
"01/13/2021","46","PM2.5","Convention Center","48-113-0050","AQS","3","32",".","46","28"
"01/14/2021","36","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","36",".","20","25"
"01/15/2021","33","Ozone","Dallas North #2","48-113-0075","AQS","2","33",".","8","24"
"01/16/2021","44","PM10","Convention Center","48-113-0050","AQS","5","31","44","30","38"
"01/17/2021","41","PM2.5","Dallas Hinton","48-113-0069","AQS","7","35",".","41","38"
"01/18/2021","43","PM2.5","Dallas Hinton","48-113-0069","AQS","8","38",".","43","37"
"01/19/2021","29","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","29",".","19","22"
"01/20/2021","27","NO2","Dallas LBJ Freeway","48-113-1067","AQS","3","24",".","20","27"
"01/21/2021","30","PM2.5","Dallas Hinton","48-113-0069","AQS","6","7",".","30","16"
"01/22/2021","47","PM2.5","Convention Center","48-113-0050","AQS","6","12","13","47","11"
"01/23/2021","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","12",".","35","13"
"01/24/2021","25","PM2.5","Dallas Hinton","48-113-0069","AQS","2","13",".","25","8"
"01/25/2021","38","NO2","Dallas LBJ Freeway","48-113-1067","AQS","5","30",".","20","38"
"01/26/2021","35","NO2","Dallas LBJ Freeway","48-113-1067","AQS","5","22",".","15","35"
"01/27/2021","49","PM2.5","Dallas Hinton","48-113-0069","AQS","2","27",".","49","25"
"01/28/2021","49","PM2.5","Dallas Hinton","48-113-0069","AQS","2","23","19","49","25"
"01/29/2021","44","PM2.5","Dallas Hinton","48-113-0069","AQS","3","41",".","44","25"
"01/30/2021","58","PM2.5","Dallas Hinton","48-113-0069","AQS","2","41",".","58","13"
"01/31/2021","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","33",".","16","18"
"02/01/2021","38","NO2","Dallas LBJ Freeway","48-113-1067","AQS","6","32",".","25","38"
"02/02/2021","39","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","9","37",".","29","39"
"02/03/2021","46","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","46","20","38","24"
"02/04/2021","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","33",".","21","22"
"02/05/2021","35","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","35",".","13","32"
"02/06/2021","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","30",".","25","13"
"02/07/2021","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","33",".","14","23"
"02/08/2021","36","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","36","13"
"02/09/2021","14","NO2","Dallas LBJ Freeway","48-113-1067","AQS","2","10","8","5","14"
"02/10/2021","20","Ozone","Dallas Hinton","48-113-0069","AQS","2","20",".","9","15"
"02/11/2021","33","PM2.5","Dallas Hinton","48-113-0069","AQS","2","25",".","33","12"
"02/12/2021","54","PM2.5","Dallas Hinton","48-113-0069","AQS","1","25",".","54","19"
"02/13/2021","40","PM2.5","Dallas Hinton","48-113-0069","AQS","1","30",".","40","15"
"02/14/2021","41","PM2.5","Dallas Hinton","48-113-0069","AQS","1","32",".","41","11"
"02/15/2021","32","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","1","32","10",".","8"
"02/16/2021","38","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","38",".",".","24"
"02/17/2021","32","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","32",".",".","9"
