"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2018","33","PM2.5","Dallas Hinton","48-113-0069","AQS","2","30",".","33","12"
"01/02/2018","26","Ozone","Dallas Hinton","48-113-0069","AQS","2","26",".","25","18"
"01/03/2018","41","PM2.5","Dallas Hinton","48-113-0069","AQS","9","23",".","41","38"
"01/04/2018","53","PM2.5","Dallas Hinton","48-113-0069","AQS","14","29",".","53","43"
"01/05/2018","53","PM2.5","Convention Center","48-113-0050","AQS","6","33",".","53","47"
"01/06/2018","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","41",".","48","42"
"01/07/2018","34","Ozone","Dallas North #2","48-113-0075","AQS","2","34",".","30","20"
"01/08/2018","41","PM2.5","Convention Center","48-113-0050","AQS","6","26",".","41","31"
"01/09/2018","55","PM2.5","Dallas Hinton","48-113-0069","AQS","9","18",".","55","29"
"01/10/2018","43","PM2.5","Dallas Hinton","48-113-0069","AQS","2","24",".","43","10"
"01/11/2018","29","Ozone","Dallas North #2","48-113-0075","AQS","2","29",".","23","13"
"01/12/2018","27","Ozone","Dallas Hinton","48-113-0069","AQS","2","27",".","10","23"
"01/13/2018","31","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","3","30",".","20","31"
"01/14/2018","40","PM2.5","Convention Center","48-113-0050","AQS","3","31",".","40","35"
"01/15/2018","32","PM2.5","Dallas Hinton","48-113-0069","AQS","3","30",".","32","23"
"01/16/2018","30","Ozone","Dallas Hinton","48-113-0069","AQS","2","30",".","25","16"
"01/17/2018","53","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21",".","53","38"
"01/18/2018","59","PM2.5","Dallas Hinton","48-113-0069","AQS","7","26",".","59","40"
"01/19/2018","41","PM2.5","Dallas Hinton","48-113-0069","AQS","2","24",".","41","20"
"01/20/2018","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","30",".","30","8"
"01/21/2018","31","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","31","5"
"01/22/2018","35","PM2.5","Dallas Hinton","48-113-0069","AQS","3","35",".","35","30"
"01/23/2018","42","NO2","Dallas LBJ Freeway","48-113-1067","AQS","9","30",".","36","42"
"01/24/2018","54","PM2.5","Dallas Hinton","48-113-0069","AQS","13","27",".","54","43"
"01/25/2018","45","PM2.5","Dallas Hinton","48-113-0069","AQS","8","41",".","45","39"
"01/26/2018","44","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","44","12"
"01/27/2018","29","Ozone","Dallas North #2","48-113-0075","AQS","2","29",".","27","27"
"01/28/2018","36","Ozone","Dallas North #2","48-113-0075","AQS","5","36",".","20","36"
"01/29/2018","37","PM2.5","Dallas Hinton","48-113-0069","AQS","6","25",".","37","30"
"01/30/2018","32","Ozone","Dallas North #2","48-113-0075","AQS","3","32",".","23","27"
"01/31/2018","38","Ozone","Dallas North #2","48-113-0075","AQS","2","38",".","27","17"
"02/01/2018","35","Ozone","Dallas Hinton","48-113-0069","AQS","3","35",".","28","26"
"02/02/2018","30","Ozone","Dallas Hinton","48-113-0069","AQS","2","30",".","23","29"
"02/03/2018","48","PM2.5","Dallas Hinton","48-113-0069","AQS","2","26",".","48","10"
"02/04/2018","45","PM2.5","Convention Center","48-113-0050","AQS","2","34",".","45","13"
"02/05/2018","51","PM2.5","Dallas Hinton","48-113-0069","AQS","5","18",".","51","47"
"02/06/2018","62","PM2.5","Dallas Hinton","48-113-0069","AQS","5","18",".","62","26"
"02/07/2018","56","PM2.5","Convention Center","48-113-0050","AQS","3","27",".","56","34"
"02/08/2018","53","PM2.5","Dallas Hinton","48-113-0069","AQS","8","29",".","53","41"
"02/09/2018","40","PM2.5","Dallas Hinton","48-113-0069","AQS","5","20",".","40","25"
"02/10/2018","59","PM2.5","Dallas Hinton","48-113-0069","AQS","2","23",".","59","14"
"02/11/2018","43","PM2.5","Dallas Hinton","48-113-0069","AQS","2","32",".","43","21"
"02/12/2018","36","PM2.5","Dallas Hinton","48-113-0069","AQS","2","26",".","36","25"
"02/13/2018","49","PM2.5","Convention Center","48-113-0050","AQS","3","19",".","49","21"
"02/14/2018","43","PM2.5","Dallas Hinton","48-113-0069","AQS","3","14",".","43","12"
"02/15/2018","29","PM2.5","Dallas Hinton","48-113-0069","AQS","2","21",".","29","7"
"02/16/2018","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","27",".","30","19"
"02/17/2018","38","PM2.5","Dallas Hinton","48-113-0069","AQS","2","29",".","38","25"
"02/18/2018","36","PM2.5","Dallas Hinton","48-113-0069","AQS","3","18",".","36","19"
"02/19/2018","33","PM2.5","Dallas Hinton","48-113-0069","AQS","2","23",".","33","12"
"02/20/2018","23","PM2.5","Dallas Hinton","48-113-0069","AQS","2","20",".","23","9"
"02/21/2018","20","PM2.5","Dallas Hinton","48-113-0069","AQS","2","20",".","20","18"
"02/22/2018","25","PM2.5","Dallas Hinton","48-113-0069","AQS","3","18",".","25","19"
"02/23/2018","27","PM2.5","Dallas Hinton","48-113-0069","AQS","5","3",".","27","17"
"02/24/2018","30","NO2","Dallas LBJ Freeway","48-113-1067","AQS","8","19",".","23","30"
"02/25/2018","38","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","10","38",".","29","25"
"02/26/2018","42","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","42",".","35","39"
"02/27/2018","37","PM2.5","Dallas Hinton","48-113-0069","AQS","3","20",".","37","22"
"02/28/2018","34","PM2.5","Convention Center","48-113-0050","AQS","3","19",".","34","22"
"03/01/2018","37","PM2.5","Dallas Hinton","48-113-0069","AQS","3","29",".","37","35"
"03/02/2018","44","Ozone","Dallas North #2","48-113-0075","AQS","3","44",".","37","34"
"03/03/2018","44","Ozone","Dallas North #2","48-113-0075","AQS","3","44",".","36","16"
"03/04/2018","51","PM2.5","Dallas Hinton","48-113-0069","AQS","2","41",".","51","21"
"03/05/2018","47","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","47",".","25","27"
"03/06/2018","43","Ozone","Dallas Hinton","48-113-0069","AQS","6","43",".","27","34"
"03/07/2018","44","NO2","Dallas Hinton","48-113-0069","AQS","5","43",".","26","44"
"03/08/2018","47","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","8","47",".","40","42"
"03/09/2018","48","Ozone","Dallas Hinton","48-113-0069","AQS","1","48",".","35","18"
"03/10/2018","45","Ozone","Dallas North #2","48-113-0075","AQS","1","45",".","34","23"
"03/11/2018","43","Ozone","Dallas Hinton","48-113-0069","AQS","2","43",".","38","14"
"03/12/2018","47","PM2.5","Dallas Hinton","48-113-0069","AQS","5","41",".","47","41"
"03/13/2018","69","PM2.5","Dallas Hinton","48-113-0069","AQS","6","47",".","69","34"
"03/14/2018","70","PM2.5","Dallas Hinton","48-113-0069","AQS","9","58",".","70","48"
"03/15/2018","67","Ozone","Dallas North #2","48-113-0075","AQS","3","67",".","56","27"
"03/16/2018","48","Ozone","Dallas North #2","48-113-0075","AQS","5","48",".","21","38"
"03/17/2018","37","PM2.5","Dallas Hinton","48-113-0069","AQS","5","37",".","37","32"
"03/18/2018","37","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","37","13"
"03/19/2018","40","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","40",".","17","24"
"03/20/2018","40","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","40",".","17","36"
"03/21/2018","49","Ozone","Dallas North #2","48-113-0075","AQS","8","49",".","38","41"
"03/22/2018","61","Ozone","Dallas North #2","48-113-0075","AQS","3","61",".","32","26"
