"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2013","59","PM2.5","Dallas Hinton","48-113-0069","AQS","2","16",".","59","8"
"01/02/2013","74","PM2.5","Dallas Hinton","48-113-0069","AQS","6","16",".","74","26"
"01/03/2013","65","PM2.5","Dallas Hinton","48-113-0069","AQS","10","29",".","65","34"
"01/04/2013","58","PM2.5","Dallas Hinton","48-113-0069","AQS","5","28","21","58","32"
"01/05/2013","43","PM2.5","Dallas Hinton","48-113-0069","AQS","5","22",".","43","28"
"01/06/2013","58","PM2.5","Dallas Hinton","48-113-0069","AQS","10","32",".","58","34"
"01/07/2013","67","PM2.5","Dallas Hinton","48-113-0069","AQS","16","28",".","67","49"
"01/08/2013","53","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","53","20"
"01/09/2013","24","PM2.5","Dallas Hinton","48-113-0069","AQS","3","11",".","24","11"
"01/10/2013","18","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","18","7","17","16"
"01/11/2013","36","PM2.5","Dallas Hinton","48-113-0069","AQS","3","35",".","36","23"
"01/12/2013","45","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","45","17"
"01/13/2013","40","PM2.5","Convention Center","48-113-0050","AQS","2","27",".","40","9"
"01/14/2013","40","PM2.5","Dallas Hinton","48-113-0069","AQS","3","28",".","40","25"
"01/15/2013","43","PM2.5","Dallas Hinton","48-113-0069","AQS","3","28",".","43","13"
"01/16/2013","59","PM2.5","Dallas Hinton","48-113-0069","AQS","8","27","28","59","38"
"01/17/2013","63","PM2.5","Dallas Hinton","48-113-0069","AQS","10","26",".","63","39"
"01/18/2013","64","PM2.5","Dallas Hinton","48-113-0069","AQS","15","34",".","64","41"
"01/19/2013","58","PM2.5","Dallas Hinton","48-113-0069","AQS","5","37",".","58","36"
"01/20/2013","67","PM2.5","Dallas Hinton","48-113-0069","AQS","8","38",".","67","43"
"01/21/2013","58","PM2.5","Dallas Hinton","48-113-0069","AQS","11","26",".","58","37"
"01/22/2013","60","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31","27","60","36"
"01/23/2013","60","PM2.5","Dallas Hinton","48-113-0069","AQS","3","44",".","60","28"
"01/24/2013","61","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","61","26"
"01/25/2013","75","PM2.5","Dallas Hinton","48-113-0069","AQS","3","16",".","75","29"
"01/26/2013","70","PM2.5","Dallas Hinton","48-113-0069","AQS","3","12",".","70","15"
"01/27/2013","54","PM2.5","Dallas Hinton","48-113-0069","AQS","3","29",".","54","12"
"01/28/2013","48","PM2.5","Dallas Hinton","48-113-0069","AQS","2","27","18","48","10"
"01/29/2013","46","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","46","22"
"01/30/2013","34","PM2.5","Dallas Hinton","48-113-0069","AQS","5","32",".","34","34"
"01/31/2013","41","NO2","Dallas Hinton","48-113-0069","AQS","5","34",".","36","41"
"02/01/2013","38","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","38","35"
"02/02/2013","41","PM2.5","Dallas Hinton","48-113-0069","AQS","6","39",".","41","39"
"02/03/2013","54","PM2.5","Dallas Hinton","48-113-0069","AQS","8","41","21","54","31"
"02/04/2013","43","PM2.5","Dallas Hinton","48-113-0069","AQS","3","38",".","43","19"
"02/05/2013","68","PM2.5","Dallas Hinton","48-113-0069","AQS","3","20",".","68","16"
"02/06/2013","63","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","63","18"
"02/07/2013","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","32",".","40","12"
"02/08/2013","37","PM2.5","Dallas Hinton","48-113-0069","AQS","3","37",".","37","30"
"02/09/2013","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","26","17","58","25"
"02/10/2013","45","PM2.5","Dallas Hinton","48-113-0069","AQS","7","39",".","45","37"
"02/11/2013","30","Ozone","Dallas Hinton","48-113-0069","AQS","8","30",".","21","30"
"02/12/2013","38","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","38","16"
"02/13/2013","33","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","33","32"
"02/14/2013","45","PM2.5","Dallas Hinton","48-113-0069","AQS","6","41",".","45","37"
"02/15/2013","35","NO2","Dallas Hinton","48-113-0069","AQS","3","31","14","25","35"
"02/16/2013","49","PM2.5","Dallas Hinton","48-113-0069","AQS","5","35",".","49","34"
"02/17/2013","48","Ozone","Dallas North #2","48-113-0075","AQS","5","48",".","42","21"
