"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2008","31","Ozone","Dallas North #2","48-113-0075","AQS","7","31","8","20","29"
"01/02/2008","36","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","9","29",".","28","36"
"01/03/2008","34","NO2","Dallas Hinton","48-113-0069","AQS","8","25",".","31","34"
"01/04/2008","44","PM2.5","Convention Center","48-113-0050","AQS","6","27",".","44","28"
"01/05/2008","32","Ozone","Dallas North #2","48-113-0075","AQS","3","32",".","17","15"
"01/06/2008","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","35","11"
"01/07/2008","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","27","17","40","19"
"01/08/2008","28","NO2","Dallas Hinton","48-113-0069","AQS","6","27",".","25","28"
"01/09/2008","41","NO2","Dallas Hinton","48-113-0069","AQS","14","27",".","34","41"
"01/10/2008","41","NO2","Dallas Hinton","48-113-0069","AQS","7","29",".","24","41"
"01/11/2008","42","NO2","Dallas Hinton","48-113-0069","AQS","14","31",".","35","42"
"01/12/2008","41","PM2.5","Dallas Hinton","48-113-0069","AQS","6","23",".","41","31"
"01/13/2008","50","PM2.5","Convention Center","48-113-0050","AQS","10","28","18","50","41"
"01/14/2008","61","PM2.5","Dallas Hinton","48-113-0069","AQS","16","30",".","61","54"
"01/15/2008","45","NO2","Dallas Hinton","48-113-0069","AQS","10","34",".","40","45"
"01/16/2008","53","PM2.5","Convention Center","48-113-0050","AQS","3","28",".","53","37"
"01/17/2008","34","NO2","Dallas Hinton","48-113-0069","AQS","7","22",".","19","34"
"01/18/2008","43","PM2.5","Dallas Hinton","48-113-0069","AQS","10","12",".","43","34"
"01/19/2008","36","PM2.5","Dallas Hinton","48-113-0069","AQS","7","28","15","36","35"
"01/20/2008","34","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","7","31",".","32","34"
"01/21/2008","28","PM2.5","Dallas Hinton","48-113-0069","AQS","3","25",".","28","27"
"01/22/2008","59","PM2.5","Convention Center","48-113-0050","AQS","3","16",".","59","18"
"01/23/2008","62","PM2.5","Dallas Hinton","48-113-0069","AQS","5","19",".","62","33"
"01/24/2008","28","PM2.5","Dallas Hinton","48-113-0069","AQS","3","25",".","28","23"
"01/25/2008","48","PM2.5","Convention Center","48-113-0050","AQS","5","13","12","48","19"
"01/26/2008","71","PM2.5","Dallas Hinton","48-113-0069","AQS","5","9",".","71","26"
"01/27/2008","52","PM2.5","Dallas Hinton","48-113-0069","AQS","6","20",".","52","22"
"01/28/2008","62","PM2.5","Convention Center","48-113-0050","AQS","3","22",".","62","18"
"01/29/2008","36","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","36",".","30","34"
"01/30/2008","35","NO2","Dallas Hinton","48-113-0069","AQS","5","31",".","21","35"
"01/31/2008","38","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24","27","38","24"
"02/01/2008","34","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","8","34",".","30","31"
"02/02/2008","39","NO2","Dallas Hinton","48-113-0069","AQS","3","35",".","37","39"
"02/03/2008","53","PM2.5","Dallas Hinton","48-113-0069","AQS","2","34",".","53","30"
"02/04/2008","61","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27",".","61","13"
"02/05/2008","49","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21",".","49","16"
"02/06/2008","41","NO2","Dallas Hinton","48-113-0069","AQS","8","29","15","25","41"
"02/07/2008","43","NO2","Dallas Hinton","48-113-0069","AQS","9","33",".","27","43"
"02/08/2008","42","NO2","Dallas Hinton","48-113-0069","AQS","10","39",".",".","42"
"02/09/2008","46","NO2","Dallas North #2","48-113-0075","AQS","9","35",".","23","46"
"02/10/2008","51","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","8","51",".","48","47"
"02/11/2008","38","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","38",".",".","36"
"02/12/2008","35","PM2.5","Convention Center","48-113-0050","AQS","5","26","15","35","25"
"02/13/2008","49","PM2.5","Dallas Hinton","48-113-0069","AQS","9","27",".","49","27"
"02/14/2008","40","Ozone","Dallas North #2","48-113-0075","AQS","6","40",".","33","23"
"02/15/2008","93","PM2.5","Convention Center","48-113-0050","AQS","6","22",".","93","25"
"02/16/2008","26","PM2.5","Dallas Hinton","48-113-0069","AQS","7","10",".","26","16"
"02/17/2008","31","NO2","Dallas Hinton","48-113-0069","AQS","7","29",".","20","31"
"02/18/2008","42","NO2","Dallas Hinton","48-113-0069","AQS","6","32","16","25","42"
"02/19/2008","40","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","7","40",".","29","37"
"02/20/2008","45","PM2.5","Dallas Hinton","48-113-0069","AQS","2","35",".","45","35"
"02/21/2008","53","PM2.5","Convention Center","48-113-0050","AQS","2","17",".","53","17"
"02/22/2008","57","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","57","33"
"02/23/2008","49","PM2.5","Dallas Hinton","48-113-0069","AQS","5","40",".","49","23"
"02/24/2008","59","PM2.5","Convention Center","48-113-0050","AQS","3","35","21","59","45"
"02/25/2008","45","PM2.5","Dallas Hinton","48-113-0069","AQS","5","37",".","45","31"
"02/26/2008","37","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","37",".","26","33"
"02/27/2008","42","NO2","Dallas North #2","48-113-0075","AQS","7","39",".","28","42"
"02/28/2008","48","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","48",".","31","36"
"02/29/2008","38","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","1","38",".","37","24"
"03/01/2008","43","PM2.5","Convention Center","48-113-0050","AQS","2","39","21","43","30"
"03/02/2008","32","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","32",".","30","6"
"03/03/2008","27","Ozone","Dallas North #2","48-113-0075","AQS","8","27",".","17","11"
"03/04/2008","35","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","9","35",".","17","22"
"03/05/2008","40","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","8","40",".","30","32"
"03/06/2008","45","PM2.5","Dallas Hinton","48-113-0069","AQS","11","28",".","45","15"
"03/07/2008","39","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","11","39","15","30","20"
"03/08/2008","37","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","11","37",".","21","19"
"03/09/2008","47","Ozone","Dallas North #2","48-113-0075","AQS","10","47",".","43","25"
"03/10/2008","39","NO2","Dallas Hinton","48-113-0069","AQS","3","38",".","35","39"
"03/11/2008","47","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","8","47",".","39","39"
"03/12/2008","61","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","61",".","38","40"
"03/13/2008","48","PM2.5","Convention Center","48-113-0050","AQS","2","42","20","48","29"
"03/14/2008","52","PM2.5","Dallas Hinton","48-113-0069","AQS","9","46",".","52","52"
"03/15/2008","48","PM2.5","Dallas Hinton","48-113-0069","AQS","1","45",".","48","16"
"03/16/2008","49","PM2.5","Dallas Hinton","48-113-0069","AQS","3","48",".","49","8"
"03/17/2008","58","PM2.5","Dallas Hinton","48-113-0069","AQS","0","39",".","58","14"
"03/18/2008","31","Ozone","Dallas North #2","48-113-0075","AQS","2","31",".","29","18"
"03/19/2008","49","NO2","Dallas Hinton","48-113-0069","AQS","3","47","13","33","49"
"03/20/2008","51","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","51",".","42","44"
"03/21/2008","77","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","0","77",".","55","47"
"03/22/2008","50","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","0","50",".","38","47"
"03/23/2008","41","PM2.5","Dallas Hinton","48-113-0069","AQS","3","41",".","41","34"
"03/24/2008","48","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","6","48",".","32","41"
"03/25/2008","61","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","61","17","51","12"
"03/26/2008","44","PM2.5","Dallas Hinton","48-113-0069","AQS","2","39",".","44","12"
"03/27/2008","48","PM2.5","Dallas Hinton","48-113-0069","AQS","1","44",".","48","9"
"03/28/2008","62","PM2.5","Convention Center","48-113-0050","AQS","2","25",".","62","20"
"03/29/2008","68","PM2.5","Dallas Hinton","48-113-0069","AQS","5","16",".","68","17"
"03/30/2008","60","PM2.5","Dallas Hinton","48-113-0069","AQS","3","30",".","60","14"
"03/31/2008","45","PM2.5","Dallas Hinton","48-113-0069","AQS","0","22","22","45","12"
"04/01/2008","35","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","1","35",".","33","15"
"04/02/2008","54","PM2.5","Dallas Hinton","48-113-0069","AQS",".","24",".","54","21"
"04/03/2008","57","PM2.5","Dallas Hinton","48-113-0069","AQS",".","23",".","57","12"
"04/04/2008","40","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","40",".","31","15"
"04/05/2008","49","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","49",".","46","34"
"04/06/2008","58","Ozone","Dallas North #2","48-113-0075","AQS","3","58","20","54","23"
"04/07/2008","61","Ozone","Dallas North #2","48-113-0075","AQS","5","61",".","59","30"
"04/08/2008","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","43",".","58","13"
"04/09/2008","43","PM2.5","Dallas Hinton","48-113-0069","AQS",".","31",".","43","17"
"04/10/2008","58","Ozone","Dallas North #2","48-113-0075","AQS",".","58",".","52","45"
"04/11/2008","51","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","51",".","16","24"
"04/12/2008","47","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","47","11","23","33"
"04/13/2008","48","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS",".","48",".","30","36"
"04/14/2008","64","Ozone","Dallas North #2","48-113-0075","AQS",".","64",".","37","38"
"04/15/2008","101","Ozone","Dallas North #2","48-113-0075","AQS",".","101",".","60","33"
