"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2003","58","NO2","Dallas Hinton","48-113-0069","AQS","19","34",".","49","58"
"01/02/2003","35","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","10","30",".","30","35"
"01/03/2003","69","PM2.5","BOY'S  CLUB","48-113-0057","AQS","18","25","32","69","40"
"01/04/2003","40","NO2","Dallas Hinton","48-113-0069","AQS","8","32",".","31","40"
"01/05/2003","39","NO2","Dallas Hinton","48-113-0069","AQS","13","31",".","30","39"
"01/06/2003","52","PM2.5","BOY'S  CLUB","48-113-0057","AQS","8","21",".","52","35"
"01/07/2003","63","PM2.5","Dallas Hinton","48-113-0069","AQS","10","16",".","63","34"
"01/08/2003","43","PM2.5","Dallas Hinton","48-113-0069","AQS","10","34",".","43","36"
"01/09/2003","42","PM10","Morrell","48-113-0018","AQS","6","31","42","30","25"
"01/10/2003","38","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","8","31",".","22","38"
"01/11/2003","36","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","10","24",".","31","36"
"01/12/2003","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","28",".","48","20"
"01/13/2003","66","PM2.5","","48-113-3004","AQS","6","19",".","66","28"
"01/14/2003","62","PM2.5","Dallas Hinton","48-113-0069","AQS","7","24",".","62","36"
"01/15/2003","84","PM2.5","Dallas Hinton","48-113-0069","AQS","5","19","31","84","23"
"01/16/2003","42","PM2.5","","48-113-3004","AQS","3","28",".","42","25"
"01/17/2003","40","NO2","Dallas Hinton","48-113-0069","AQS","6","29",".","33","40"
"01/18/2003","56","PM2.5","Dallas Hinton","48-113-0069","AQS","16","29",".","56","46"
"01/19/2003","51","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","23","43",".","51","43"
"01/20/2003","38","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","5","36",".","38","36"
"01/21/2003","65","PM2.5","BOY'S  CLUB","48-113-0057","AQS","3","19","33","65","27"
"01/22/2003","65","PM2.5","","48-113-3004","AQS","3","22",".","65","20"
"01/23/2003","39","PM2.5","","48-113-3004","AQS","6","29",".","39","29"
"01/24/2003","56","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","7","31",".","56","33"
"01/25/2003","62","PM2.5","Dallas Hinton","48-113-0069","AQS","6","28",".","62","26"
"01/26/2003","99","PM2.5","Dallas Hinton","48-113-0069","AQS","6","15",".","99","28"
"01/27/2003","96","PM2.5","Dallas Hinton","48-113-0069","AQS","15","26","38","96","30"
"01/28/2003","66","PM2.5","","48-113-3004","AQS","3","24",".","66","21"
"01/29/2003","71","PM2.5","","48-113-3004","AQS","5","16",".","71","26"
"01/30/2003","75","PM2.5","Dallas Hinton","48-113-0069","AQS","6","19",".","75","25"
"01/31/2003","67","PM2.5","","48-113-3004","AQS","9","24",".","67","41"
"02/01/2003","45","PM2.5","Dallas Hinton","48-113-0069","AQS","14","41",".","45","40"
"02/02/2003","62","PM2.5","Convention Center","48-113-0050","AQS","3","35","26","62","12"
"02/03/2003","30","PM2.5","","48-113-3004","AQS","3","22",".","30","19"
"02/04/2003","45","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","8","33",".","22","45"
"02/05/2003","47","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","8","26",".","47","43"
"02/06/2003","42","PM2.5","","48-113-3004","AQS","8","23",".","42","25"
"02/07/2003","43","PM2.5","Dallas Hinton","48-113-0069","AQS","7","32",".","43","37"
"02/08/2003","46","PM2.5","","48-113-3004","AQS","7","31","16","46","33"
"02/09/2003","54","PM2.5","Dallas Hinton","48-113-0069","AQS","5","22",".","54","25"
"02/10/2003","48","PM2.5","Dallas Hinton","48-113-0069","AQS","6","30",".","48","40"
"02/11/2003","56","PM2.5","BOY'S  CLUB","48-113-0057","AQS","15","39",".","56","53"
"02/12/2003","75","PM2.5","","48-113-3004","AQS","17","40",".","75","47"
"02/13/2003","64","PM2.5","Dallas Hinton","48-113-0069","AQS","7","30",".","64","29"
"02/14/2003","38","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21","18","38","18"
"02/15/2003","54","PM2.5","Dallas Hinton","48-113-0069","AQS","7","21",".","54","16"
