"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2010","43","PM2.5","Dallas Hinton","48-113-0069","AQS","3","28",".","43","39"
"01/02/2010","41","PM2.5","Convention Center","48-113-0050","AQS","7","28","19","41","35"
"01/03/2010","57","PM2.5","Dallas Hinton","48-113-0069","AQS","5","19",".","57","36"
"01/04/2010","48","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","48","32"
"01/05/2010","53","PM2.5","Dallas Hinton","48-113-0069","AQS","6","28",".","53","36"
"01/06/2010","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","19",".","58","31"
"01/07/2010","31","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","31",".","26","15"
"01/08/2010","34","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","0","29","17","30","34"
"01/09/2010","47","PM2.5","Dallas Hinton","48-113-0069","AQS","5","27",".","47","37"
"01/10/2010","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","30",".","48","36"
"01/11/2010","63","PM2.5","Convention Center","48-113-0050","AQS","16","36",".","63","60"
"01/12/2010","61","PM2.5","Dallas Hinton","48-113-0069","AQS","19","30",".","61","54"
"01/13/2010","50","PM2.5","Dallas Hinton","48-113-0069","AQS","8","33",".","50","40"
"01/14/2010","68","PM2.5","Convention Center","48-113-0050","AQS","3","28","28","68","26"
"01/15/2010","60","PM2.5","Dallas Hinton","48-113-0069","AQS","5","28",".","60","28"
"01/16/2010","43","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","43","16"
"01/17/2010","47","PM2.5","Convention Center","48-113-0050","AQS","2","31",".","47","23"
"01/18/2010","35","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","35","24"
"01/19/2010","38","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","38","21"
"01/20/2010","54","PM10","Earhart","48-113-0061","AQS","5","29","54","53","22"
"01/21/2010","42","NO2","Dallas Hinton","48-113-0069","AQS","7","29",".","35","42"
"01/22/2010","47","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","9","47",".","40","38"
"01/23/2010","30","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","30",".","25","24"
"01/24/2010","28","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","28",".","18","26"
"01/25/2010","43","NO2","Dallas Hinton","48-113-0069","AQS","7","32",".","26","43"
"01/26/2010","52","PM2.5","Dallas Hinton","48-113-0069","AQS","9","29","28","52","43"
