"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2005","36","PM2.5","BOY'S  CLUB","48-113-0057","AQS","5","31",".","36","13"
"01/02/2005","33","PM2.5","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","24",".","33","15"
"01/03/2005","39","PM2.5","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","20",".","39","19"
"01/04/2005","43","PM2.5","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","22","19","43","17"
"01/05/2005","30","PM2.5","","48-113-3004","AQS","5","19",".","30","12"
"01/06/2005","38","PM2.5","","48-113-3004","AQS","6","24",".","38","28"
"01/07/2005","58","PM2.5","BOY'S  CLUB","48-113-0057","AQS","10","11",".","58","23"
"01/08/2005","65","PM2.5","Dallas Hinton","48-113-0069","AQS","11","18",".","65","27"
"01/09/2005","52","PM2.5","Dallas Hinton","48-113-0069","AQS","7","30",".","52","21"
"01/10/2005","45","PM2.5","Convention Center","48-113-0050","AQS","5","21","19","45","20"
"01/11/2005","33","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","33","22"
"01/12/2005","46","PM2.5","Dallas Hinton","48-113-0069","AQS","5","25",".","46","24"
"01/13/2005","37","PM2.5","","48-113-3004","AQS","6","31",".","37","36"
"01/14/2005","38","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","6","31",".","26","38"
"01/15/2005","35","PM2.5","","48-113-3004","AQS","6","28",".","35","30"
"01/16/2005","63","PM2.5","","48-113-3004","AQS","5","22","19","63","28"
"01/17/2005","65","PM2.5","Dallas Hinton","48-113-0069","AQS","6","19",".","65","31"
"01/18/2005","50","PM2.5","","48-113-3004","AQS","3","26",".","50","27"
"01/19/2005","59","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","9","31",".","59","43"
"01/20/2005","75","PM2.5","Dallas Hinton","48-113-0069","AQS","17","26",".","75","57"
"01/21/2005","65","PM2.5","Dallas Hinton","48-113-0069","AQS","16","37",".","65","46"
"01/22/2005","32","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","32","17","28","26"
"01/23/2005","41","PM2.5","Dallas Hinton","48-113-0069","AQS","6","28",".","41","31"
"01/24/2005","44","PM2.5","Dallas Hinton","48-113-0069","AQS","6","29",".","44","31"
"01/25/2005","49","PM2.5","Convention Center","48-113-0050","AQS","5","35",".","49","40"
"01/26/2005","37","NO2","Dallas Redbird Airport Executive","48-113-0087","AQS","9","28",".","34","37"
"01/27/2005","51","PM2.5","","48-113-3004","AQS","3","19",".","51","17"
"01/28/2005","68","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","5","13","25","68","23"
"01/29/2005","54","PM2.5","","48-113-3004","AQS","5","12",".","54","16"
"01/30/2005","55","PM2.5","","48-113-3004","AQS","5","19",".","55","20"
"01/31/2005","43","PM2.5","","48-113-3004","AQS","5","11",".","43","14"
"02/01/2005","60","PM2.5","Dallas Hinton","48-113-0069","AQS","6","12",".","60","18"
"02/02/2005","80","PM2.5","","48-113-3004","AQS","6","17",".","80","22"
"02/03/2005","78","PM2.5","BOY'S  CLUB","48-113-0057","AQS","11","28","35","78","42"
"02/04/2005","85","PM2.5","Dallas Hinton","48-113-0069","AQS","24","35",".","85","46"
"02/05/2005","59","PM2.5","","48-113-3004","AQS","9","37",".","59","40"
"02/06/2005","61","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","5","30",".","61","19"
"02/07/2005","24","PM2.5","","48-113-3004","AQS","6","11",".","24","19"
"02/08/2005","46","PM2.5","","48-113-3004","AQS","6","14",".","46","23"
"02/09/2005","48","PM2.5","","48-113-3004","AQS","6","24","19","48","30"
"02/10/2005","54","PM2.5","","48-113-3004","AQS","9","23",".","54","42"
"02/11/2005","40","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21",".","40","34"
"02/12/2005","40","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","5","31",".","40","29"
"02/13/2005","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","3","33",".","25","33"
"02/14/2005","44","NO2","Dallas Hinton","48-113-0069","AQS","9","41",".","33","44"
"02/15/2005","46","PM2.5","BOY'S  CLUB","48-113-0057","AQS","6","39","38","46","42"
"02/16/2005","32","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","32",".","25","24"
"02/17/2005","33","NO2","Dallas North #2","48-113-0075","AQS","5","31",".","27","33"
"02/18/2005","53","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","6","38",".","53","35"
"02/19/2005","55","PM2.5","Dallas Hinton","48-113-0069","AQS","6","34",".","55","34"
"02/20/2005","55","PM2.5","SUNNYVALE LONG CREEK","48-113-3003","AQS","6","31",".","55","11"
"02/21/2005","44","NO2","Dallas Hinton","48-113-0069","AQS","6","36","31","43","44"
"02/22/2005","63","PM2.5","Dallas Hinton","48-113-0069","AQS","9","40",".","63","38"
"02/23/2005","50","PM2.5","Dallas Hinton","48-113-0069","AQS","6","31",".","50","30"
"02/24/2005","36","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","7","26",".","36","29"
"02/25/2005","40","PM2.5","","48-113-3004","AQS","9","38",".","40","38"
"02/26/2005","56","PM2.5","Dallas Hinton","48-113-0069","AQS","8","30",".","56","31"
"02/27/2005","37","PM2.5","","48-113-3004","AQS","7","31","11","37","12"
"02/28/2005","44","NO2","Dallas North #2","48-113-0075","AQS","8","36",".","35","44"
"03/01/2005","35","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS","8","35",".","28","35"
"03/02/2005","60","PM2.5","SOUTH OF COIT RD. & CHURCHILL WAY INTERSECTION","48-113-0035","AQS","3","36",".","60","31"
"03/03/2005","57","PM2.5","Dallas Hinton","48-113-0069","AQS","5","35",".","57","40"
"03/04/2005","58","PM2.5","Dallas Hinton","48-113-0069","AQS","6","32",".","58","38"
"03/05/2005","82","PM2.5","BOY'S  CLUB","48-113-0057","AQS","7","25","50","82","36"
"03/06/2005","61","PM2.5","Dallas Hinton","48-113-0069","AQS",".","41",".","61","29"
"03/07/2005","37","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","1","37",".","36","26"
"03/08/2005","41","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS","5","41",".","25","40"
"03/09/2005","42","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","42",".","25","42"
