"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2019","56","PM2.5","Dallas Hinton","48-113-0069","AQS","1","15",".","56","15"
"01/02/2019","46","PM2.5","Dallas Hinton","48-113-0069","AQS","2","13",".","46","13"
"01/03/2019","28","PM2.5","Dallas Hinton","48-113-0069","AQS","2","16","4","28","13"
"01/04/2019","42","PM2.5","Dallas Hinton","48-113-0069","AQS","10","28",".","42","37"
"01/05/2019","56","PM2.5","Dallas Hinton","48-113-0069","AQS","14","35",".","56","33"
"01/06/2019","38","PM2.5","Dallas Hinton","48-113-0069","AQS","3","37",".","38","16"
"01/07/2019","40","NO2","Dallas Hinton","48-113-0069","AQS","5","34",".","26","40"
"01/08/2019","34","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","34",".","31","31"
"01/09/2019","36","NO2","Dallas Hinton","48-113-0069","AQS","5","34","19","28","36"
"01/10/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","5","23",".","40","30"
"01/11/2019","44","PM2.5","Dallas Hinton","48-113-0069","AQS","3","29",".","44","22"
"01/12/2019","27","PM2.5","Dallas Hinton","48-113-0069","AQS","2","24",".","27","10"
"01/13/2019","55","PM2.5","Dallas Hinton","48-113-0069","AQS","2","25",".","55","12"
"01/14/2019","61","PM2.5","Dallas Hinton","48-113-0069","AQS","3","21",".","61","27"
"01/15/2019","64","PM2.5","Dallas Hinton","48-113-0069","AQS","3","16","28","64","22"
"01/16/2019","55","PM2.5","Dallas Hinton","48-113-0069","AQS","3","22",".","55","17"
"01/17/2019","44","PM2.5","Dallas Hinton","48-113-0069","AQS","5","19",".","44","25"
"01/18/2019","54","PM2.5","Dallas Hinton","48-113-0069","AQS","8","20",".","54","23"
"01/19/2019","29","Ozone","Dallas Hinton","48-113-0069","AQS","2","29",".","25","12"
"01/20/2019","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","35","21"
"01/21/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","38","17","40","23"
"01/22/2019","31","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","31",".","30","21"
"01/23/2019","46","PM2.5","Dallas Hinton","48-113-0069","AQS","6","31",".","46","33"
"01/24/2019","46","PM2.5","Dallas Hinton","48-113-0069","AQS","8","35",".","46","36"
"01/25/2019","36","NO2","Dallas North #2","48-113-0075","AQS","6","27",".",".","36"
"01/26/2019","39","NO2","Dallas North #2","48-113-0075","AQS","7","31",".",".","39"
"01/27/2019","59","PM2.5","Convention Center","48-113-0050","AQS","11","38","26","59","39"
"01/28/2019","33","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","5","33",".","26","28"
"01/29/2019","33","PM2.5","Dallas Hinton","48-113-0069","AQS","3","31",".","33","27"
"01/30/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","40","31"
"01/31/2019","41","PM2.5","Dallas Hinton","48-113-0069","AQS","3","25",".","41","22"
"02/01/2019","46","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27",".","46","25"
"02/02/2019","58","PM2.5","Dallas Hinton","48-113-0069","AQS","3","27","18","58","14"
"02/03/2019","53","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","53","3"
"02/04/2019","63","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","63","9"
"02/05/2019","72","PM2.5","Dallas Hinton","48-113-0069","AQS",".","27",".","72","8"
"02/06/2019","66","PM2.5","Dallas Hinton","48-113-0069","AQS",".","25",".","66","6"
"02/07/2019","42","PM2.5","Dallas Hinton","48-113-0069","AQS","1","28",".","42","13"
"02/08/2019","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28","10","35","23"
"02/09/2019","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","30","16"
"02/10/2019","43","PM2.5","Dallas Hinton","48-113-0069","AQS","2","18",".","43","11"
"02/11/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","3","24",".","40","13"
"02/12/2019","33","NO2","Dallas North #2","48-113-0075","AQS","6","30",".","28","33"
"02/13/2019","36","PM2.5","Dallas Hinton","48-113-0069","AQS","7","36",".","36","32"
"02/14/2019","35","PM10","Earhart","48-113-0061","AQS","3","35","35","31","20"
"02/15/2019","53","PM2.5","Dallas Hinton","48-113-0069","AQS","5","31",".","53","23"
"02/16/2019","54","PM2.5","Dallas Hinton","48-113-0069","AQS","3","25",".","54","13"
"02/17/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","30",".","40","17"
"02/18/2019","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","31",".","35","17"
"02/19/2019","37","PM2.5","Dallas Hinton","48-113-0069","AQS","2","28",".","37","20"
"02/20/2019","40","PM2.5","Dallas Hinton","48-113-0069","AQS","2","36","19","40","25"
"02/21/2019","35","PM2.5","Dallas Hinton","48-113-0069","AQS","2","35",".","35","26"
"02/22/2019","30","PM2.5","Dallas Hinton","48-113-0069","AQS","2","30",".","30","22"
"02/23/2019","49","Ozone","Dallas Redbird Airport Executive","48-113-0087","AQS","2","49",".","43","10"
