"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2004","48","PM2.5","Dallas Hinton","48-113-0069","AQS","5","22",".","48","18"
"01/02/2004","42","PM2.5","Dallas Hinton","48-113-0069","AQS","6","23",".","42","20"
"01/03/2004","35","PM2.5","Dallas Hinton","48-113-0069","AQS","5","25",".","35","12"
"01/04/2004","46","PM2.5","Dallas Hinton","48-113-0069","AQS","5","21","18","46","10"
"01/05/2004","36","PM2.5","","48-113-3004","AQS","6","28",".","36","13"
"01/06/2004","43","PM2.5","Dallas Hinton","48-113-0069","AQS","7","28",".","43","29"
"01/07/2004","33","PM2.5","Convention Center","48-113-0050","AQS","7","27",".","33","28"
"01/08/2004","54","PM2.5","Dallas Hinton","48-113-0069","AQS","7","12",".","54","26"
"01/09/2004","54","PM2.5","Dallas Hinton","48-113-0069","AQS","6","29",".","54","40"
"01/10/2004","77","PM2.5","BOY'S  CLUB","48-113-0057","AQS","11","24","39","77","42"
"01/11/2004","60","PM2.5","Dallas Hinton","48-113-0069","AQS","8","36",".","60","42"
"01/12/2004","56","PM2.5","Dallas Hinton","48-113-0069","AQS","6","29",".","56","41"
"01/13/2004","75","PM2.5","Convention Center","48-113-0050","AQS","8","26",".","75","45"
"01/14/2004","66","PM2.5","Dallas Hinton","48-113-0069","AQS","15","24",".","66","52"
"01/15/2004","80","PM2.5","Dallas Hinton","48-113-0069","AQS","16","25",".","80","38"
"01/16/2004","56","PM2.5","BOY'S  CLUB","48-113-0057","AQS","9","21","16","56","28"
"01/17/2004","30","NO2","Dallas Hinton","48-113-0069","AQS","5","20",".","19","30"
"01/18/2004","24","Ozone","SUNNYVALE LONG CREEK","48-113-3003","AQS","3","24",".","20","12"
"01/19/2004","48","PM2.5","BOY'S  CLUB","48-113-0057","AQS","5","18",".","48","28"
"01/20/2004","56","PM2.5","Dallas Hinton","48-113-0069","AQS","6","21",".","56","35"
"01/21/2004","67","PM2.5","Dallas Hinton","48-113-0069","AQS","9","19",".","67","44"
"01/22/2004","84","PM2.5","BOY'S  CLUB","48-113-0057","AQS","14","20","49","84","47"
"01/23/2004","63","PM2.5","Dallas Hinton","48-113-0069","AQS","14","31",".","63","42"
"01/24/2004","71","PM2.5","Dallas Hinton","48-113-0069","AQS","9","20",".","71","30"
"01/25/2004","36","Ozone","Dallas North #2","48-113-0075","AQS","9","36",".","20","23"
"01/26/2004","42","PM2.5","","48-113-3004","AQS","5","25",".","42","31"
"01/27/2004","40","PM2.5","Dallas Hinton","48-113-0069","AQS","8","25",".","40","39"
"01/28/2004","43","PM2.5","Convention Center","48-113-0050","AQS","9","35","19","43","38"
"01/29/2004","43","PM2.5","Dallas Hinton","48-113-0069","AQS","7","27",".","43","37"
"01/30/2004","74","PM2.5","","48-113-3004","AQS","8","15",".","74","31"
"01/31/2004","84","PM2.5","Dallas Hinton","48-113-0069","AQS","9","19",".","84","28"
"02/01/2004","67","PM2.5","Dallas Hinton","48-113-0069","AQS","6","23",".","67","29"
