"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2005","120","PM2.5","Escondido","06-073-1002","AQS","31","39",".","120","35"
"01/02/2005","66","PM2.5","Escondido","06-073-1002","AQS","26","37",".","66","35"
"01/03/2005","34","NO2","San Diego-12th Ave","06-073-1007","AQS","16","32",".","31","34"
"01/04/2005","46","NO2","Otay Mesa","06-073-2007","AQS","19","33","13","45","46"
"01/05/2005","49","PM2.5","Escondido","06-073-1002","AQS","30","36",".","49","48"
"01/06/2005","70","PM2.5","Escondido","06-073-1002","AQS","24","31",".","70","45"
"01/07/2005","46","PM2.5","Escondido","06-073-1002","AQS","23","34",".","46","45"
"01/08/2005","35","Ozone","Camp Pendleton","06-073-1008","AQS","17","35",".","25","33"
"01/09/2005","29","NO2","Otay Mesa","06-073-2007","AQS","15","28",".","9","29"
"01/10/2005","87","NO2","San Diego-12th Ave","06-073-1007","AQS","18","29","61","20","87"
"01/11/2005","42","NO2","Otay Mesa","06-073-2007","AQS","13","40","10","19","42"
"01/12/2005","47","NO2","Otay Mesa","06-073-2007","AQS","28","35",".","35","47"
"01/13/2005","90","NO2","San Diego-12th Ave","06-073-1007","AQS","31","35",".","68","90"
"01/14/2005","88","NO2","San Diego-12th Ave","06-073-1007","AQS","44","36",".","85","88"
"01/15/2005","68","PM2.5","San Diego-12th Ave","06-073-1007","AQS","42","41",".","68","52"
"01/16/2005","69","NO2","Camp Pendleton","06-073-1008","AQS","40","40","51","66","69"
"01/17/2005","68","NO2","San Diego-12th Ave","06-073-1007","AQS","40","36","20","57","68"
"01/18/2005","76","NO2","San Diego-12th Ave","06-073-1007","AQS","41","42",".","51","76"
"01/19/2005","61","NO2","El Cajon","06-073-0003","AQS","40","42","21","44","61"
"01/20/2005","62","NO2","El Cajon","06-073-0003","AQS","35","39",".","51","62"
"01/21/2005","63","PM2.5","San Diego-12th Ave","06-073-1007","AQS","32","36",".","63","55"
"01/22/2005","101","NO2","Otay Mesa","06-073-2007","AQS","24","42","59","93","101"
"01/23/2005","86","PM2.5","San Diego-12th Ave","06-073-1007","AQS","28","40",".","86","47"
"01/24/2005","80","PM2.5","San Diego-12th Ave","06-073-1007","AQS","27","54",".","80","56"
"01/25/2005","71","PM2.5","Chula Vista","06-073-0001","AQS","26","34",".","71","52"
"01/26/2005","57","PM2.5","Escondido","06-073-1002","AQS","22","34",".","57","34"
"01/27/2005","43","NO2","Otay Mesa","06-073-2007","AQS","25","35",".","30","43"
"01/28/2005","42","NO2","El Cajon","06-073-0003","AQS","25","41","41","31","42"
"01/29/2005","42","Ozone","Chula Vista","06-073-0001","AQS","19","42",".","41","38"
"01/30/2005","59","PM2.5","Escondido","06-073-1002","AQS","24","38",".","59","41"
"01/31/2005","54","PM2.5","San Diego-12th Ave","06-073-1007","AQS","35","40",".","54","51"
"02/01/2005","62","NO2","San Diego-12th Ave","06-073-1007","AQS","34","41",".","53","62"
"02/02/2005","47","NO2","El Cajon","06-073-0003","AQS","33","42",".","31","47"
"02/03/2005","54","PM10","Otay Mesa","06-073-2007","AQS","32","44","54","28","50"
"02/04/2005","67","NO2","San Diego-12th Ave","06-073-1007","AQS","36","42",".","52","67"
"02/05/2005","54","NO2","Otay Mesa","06-073-2007","AQS","31","43","19","48","54"
"02/06/2005","55","PM2.5","El Cajon","06-073-0003","AQS","19","44",".","55","38"
"02/07/2005","50","NO2","Otay Mesa","06-073-2007","AQS","27","41",".","38","50"
"02/08/2005","52","PM2.5","San Diego-12th Ave","06-073-1007","AQS","23","43",".","52","48"
"02/09/2005","62","NO2","Otay Mesa","06-073-2007","AQS","24","41","49","50","62"
"02/10/2005","52","NO2","Escondido","06-073-1002","AQS","25","40",".","50","52"
"02/11/2005","56","NO2","Otay Mesa","06-073-2007","AQS","16","44",".","13","56"
"02/12/2005","44","Ozone","Chula Vista","06-073-0001","AQS","13","44",".","30","39"
"02/13/2005","41","Ozone","Camp Pendleton","06-073-1008","AQS","15","41",".","32","37"
"02/14/2005","53","PM2.5","Escondido","06-073-1002","AQS","23","34",".","53","44"
"02/15/2005","63","PM2.5","Chula Vista","06-073-0001","AQS","22","31","56","63","48"
"02/16/2005","49","NO2","Otay Mesa","06-073-2007","AQS","28","31",".","44","49"
"02/17/2005","53","NO2","Otay Mesa","06-073-2007","AQS","31","33",".","51","53"
"02/18/2005","45","NO2","Camp Pendleton","06-073-1008","AQS","31","35",".","20","45"
"02/19/2005","38","Ozone","Camp Pendleton","06-073-1008","AQS","19","38",".","14","38"
"02/20/2005","35","Ozone","Camp Pendleton","06-073-1008","AQS","20","35",".","18","29"
"02/21/2005","38","Ozone","Camp Pendleton","06-073-1008","AQS","22","38","14","32","34"
"02/22/2005","55","NO2","Otay Mesa","06-073-2007","AQS","24","41",".","15","55"
"02/23/2005","53","NO2","Otay Mesa","06-073-2007","AQS","22","44",".","15","53"
"02/24/2005","50","NO2","Otay Mesa","06-073-2007","AQS","19","46",".","37","50"
"02/25/2005","56","PM2.5","Escondido","06-073-1002","AQS","17","47",".","56","46"
"02/26/2005","44","Ozone","Camp Pendleton","06-073-1008","AQS","13","44",".","41","36"
"02/27/2005","46","PM2.5","Escondido","06-073-1002","AQS","13","46","26","46","29"
"02/28/2005","43","Ozone","Alpine","06-073-1006","AQS","19","43",".","39","43"
"03/01/2005","44","Ozone","Del Mar","06-073-1001","AQS","18","44",".","38","39"
"03/02/2005","45","Ozone","Chula Vista","06-073-0001","AQS","17","45",".","28","42"
"03/03/2005","45","Ozone","Chula Vista","06-073-0001","AQS","18","45","15","32","35"
"03/04/2005","44","Ozone","Chula Vista","06-073-0001","AQS","17","44",".","26","39"
"03/05/2005","54","PM10","Manzanita Reservation","06-073-2000","AQS","16","45","54","21","35"
"03/06/2005","49","Ozone","Chula Vista","06-073-0001","AQS","17","49",".","38","30"
"03/07/2005","57","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","50",".","57","37"
"03/08/2005","76","PM2.5","Escondido","06-073-1002","AQS","23","50","25","76","39"
"03/09/2005","89","PM2.5","Escondido","06-073-1002","AQS","24","71",".","89","50"
"03/10/2005","93","Ozone","Chula Vista","06-073-0001","AQS","23","93",".","82","38"
"03/11/2005","87","PM2.5","Kearny Mesa","06-073-0006","AQS","24","74","64","87","49"
"03/12/2005","62","PM2.5","Escondido","06-073-1002","AQS","20","54",".","62","32"
"03/13/2005","51","Ozone","Chula Vista","06-073-0001","AQS","18","51",".","38","27"
"03/14/2005","44","Ozone","Chula Vista","06-073-0001","AQS","26","44","12","35","43"
"03/15/2005","55","NO2","San Diego-12th Ave","06-073-1007","AQS","28","47",".","44","55"
"03/16/2005","71","Ozone","Chula Vista","06-073-0001","AQS","33","71",".","54","63"
"03/17/2005","67","PM10","Otay Mesa","06-073-2007","AQS","32","67","67","55","54"
"03/18/2005","61","Ozone","Chula Vista","06-073-0001","AQS","22","61",".","40","56"
"03/19/2005","44","Ozone","Chula Vista","06-073-0001","AQS","17","44",".","24","30"
"03/20/2005","49","Ozone","Chula Vista","06-073-0001","AQS","15","49",".","33","25"
"03/21/2005","49","Ozone","Chula Vista","06-073-0001","AQS","19","49",".","32","36"
"03/22/2005","47","Ozone","Chula Vista","06-073-0001","AQS","20","47",".","38","39"
"03/23/2005","49","Ozone","Chula Vista","06-073-0001","AQS","17","49","19","20","39"
"03/24/2005","48","Ozone","Chula Vista","06-073-0001","AQS","19","48",".","21","38"
"03/25/2005","49","Ozone","Chula Vista","06-073-0001","AQS","20","49",".","32","40"
"03/26/2005","64","Ozone","Camp Pendleton","06-073-1008","AQS","24","64",".","43","44"
"03/27/2005","101","Ozone","Chula Vista","06-073-0001","AQS","28","101",".","55","46"
"03/28/2005","49","Ozone","Chula Vista","06-073-0001","AQS","24","49",".","37","42"
"03/29/2005","61","Ozone","Chula Vista","06-073-0001","AQS","22","61","50","55","37"
"03/30/2005","54","NO2","Otay Mesa","06-073-2007","AQS","28","50",".","47","54"
"03/31/2005","72","NO2","Otay Mesa","06-073-2007","AQS","28","71",".","39","72"
"04/01/2005","67","Ozone","Alpine","06-073-1006","AQS","30","67",".","33","64"
"04/02/2005","100","Ozone","Alpine","06-073-1006","AQS","23","100",".","43","53"
"04/03/2005","87","Ozone","Alpine","06-073-1006","AQS","15","87",".","47","27"
"04/04/2005","64","Ozone","Chula Vista","06-073-0001","AQS","16","64","33","33","41"
"04/05/2005","61","Ozone","Alpine","06-073-1006","AQS","23","61",".","52","53"
"04/06/2005","136","Ozone","Chula Vista","06-073-0001","AQS","24","136",".","61","77"
"04/07/2005","80","Ozone","Alpine","06-073-1006","AQS","20","80","24","48","51"
"04/08/2005","61","Ozone","Chula Vista","06-073-0001","AQS","17","61",".","30","40"
"04/09/2005","51","Ozone","Chula Vista","06-073-0001","AQS","15","51",".","33","33"
"04/10/2005","74","Ozone","Chula Vista","06-073-0001","AQS","18","74","35","40","45"
"04/11/2005","77","Ozone","Alpine","06-073-1006","AQS","23","77","23","52","51"
"04/12/2005","90","Ozone","Alpine","06-073-1006","AQS","22","90",".","59","51"
"04/13/2005","62","PM2.5","El Cajon","06-073-0003","AQS","18","54",".","62","35"
"04/14/2005","87","Ozone","Chula Vista","06-073-0001","AQS","16","87",".","55","53"
"04/15/2005","140","Ozone","Alpine","06-073-1006","AQS","43","140",".","58","78"
