"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2003","94","PM2.5","El Cajon","06-073-0003","AQS","23","40",".","94","43"
"01/02/2003","70","PM2.5","El Cajon","06-073-0003","AQS","40","41",".","70","68"
"01/03/2003","78","PM2.5","El Cajon","06-073-0003","AQS","42","40","63","78","67"
"01/04/2003","68","NO2","Otay Mesa","06-073-2007","AQS","35","41",".","63","68"
"01/05/2003","89","PM2.5","San Diego-12th Ave","06-073-1007","AQS","39","41",".","89","68"
"01/06/2003","72","PM2.5","San Diego-12th Ave","06-073-1007","AQS","32","39",".","72","50"
"01/07/2003","43","NO2","Escondido","06-073-1002","AQS","18","41",".","40","43"
"01/08/2003","54","PM2.5","El Cajon","06-073-0003","AQS","24","39",".","54","54"
"01/09/2003","54","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","31","39","54","37"
"01/10/2003","58","PM2.5","Escondido","06-073-1002","AQS","20","32",".","58","42"
"01/11/2003","82","PM2.5","Escondido","06-073-1002","AQS","22","33",".","82","42"
"01/12/2003","97","PM2.5","Chula Vista","06-073-0001","AQS","22","41",".","97","46"
"01/13/2003","91","PM2.5","Escondido","06-073-1002","AQS","27","41",".","91","56"
"01/14/2003","109","NO2","Otay Mesa","06-073-2007","AQS","42","40",".","83","109"
"01/15/2003","95","NO2","Camp Pendleton","06-073-1008","AQS","44","44","59","80","95"
"01/16/2003","84","PM2.5","San Diego-12th Ave","06-073-1007","AQS","42","44",".","84","78"
"01/17/2003","124","PM2.5","San Diego-12th Ave","06-073-1007","AQS","44","38",".","124","87"
"01/18/2003","67","PM2.5","San Diego-12th Ave","06-073-1007","AQS","36","38",".","67","62"
"01/19/2003","70","PM2.5","El Cajon","06-073-0003","AQS","31","45",".","70","48"
"01/20/2003","73","PM2.5","El Cajon","06-073-0003","AQS","22","48",".","73","40"
"01/21/2003","71","PM2.5","San Diego-12th Ave","06-073-1007","AQS","23","42","32","71","39"
"01/22/2003","114","PM2.5","San Diego-12th Ave","06-073-1007","AQS","23","34",".","114","56"
"01/23/2003","138","PM2.5","San Diego-12th Ave","06-073-1007","AQS","33","34",".","138","79"
"01/24/2003","99","PM2.5","San Diego-12th Ave","06-073-1007","AQS","35","31",".","99","66"
"01/25/2003","71","NO2","Otay Mesa","06-073-2007","AQS","42","41",".","64","71"
"01/26/2003","57","CO","","06-073-0007","AQS","57","41",".","38","54"
"01/27/2003","65","PM10","Otay Mesa","06-073-2007","AQS","42","48","65","38","61"
"01/28/2003","84","NO2","Otay Mesa","06-073-2007","AQS","31","49",".","68","84"
"01/29/2003","92","PM2.5","El Cajon","06-073-0003","AQS","18","44",".","92","53"
"01/30/2003","123","PM2.5","San Diego-12th Ave","06-073-1007","AQS","36","44",".","123","83"
