"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2015","155","PM2.5","Escondido","06-073-1002","AQS","23","41",".","155","35"
"01/02/2015","81","PM2.5","Escondido","06-073-1002","AQS","15","44",".","81","42"
"01/03/2015","87","PM2.5","Escondido","06-073-1002","AQS","14","45","25","87","41"
"01/04/2015","102","PM2.5","Escondido","06-073-1002","AQS","15","41",".","102","43"
"01/05/2015","60","PM2.5","Escondido","06-073-1002","AQS","18","39",".","60","56"
"01/06/2015","43","NO2","Escondido","06-073-1002","AQS","22","39","26","39","43"
"01/07/2015","60","NO2","San Diego - Beardsley Street","06-073-1010","AQS","20","38",".","48","60"
"01/08/2015","55","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","19","33",".","55","40"
"01/09/2015","64","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","13","32","38","64","45"
"01/10/2015","64","PM2.5","Camp Pendleton","06-073-1008","AQS","14","40",".","64","37"
"01/11/2015","43","PM2.5","Escondido","06-073-1002","AQS","9","26",".","43","27"
"01/12/2015","51","PM2.5","Escondido","06-073-1002","AQS","10","32","16","51","23"
"01/13/2015","54","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","9","38","14","54","33"
"01/14/2015","40","PM2.5","Camp Pendleton","06-073-1008","AQS","11","35",".","40","39"
"01/15/2015","41","NO2","San Diego - Beardsley Street","06-073-1010","AQS","16","37","18","40","41"
"01/16/2015","42","PM2.5","Escondido","06-073-1002","AQS","18","36",".","42","38"
"01/17/2015","58","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","18","40",".","58","36"
"01/18/2015","67","PM2.5","Escondido","06-073-1002","AQS","14","47","29","67","43"
"01/19/2015","61","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","16","43",".","61","40"
"01/20/2015","81","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","10","43",".","81","30"
"01/21/2015","94","PM2.5","Camp Pendleton","06-073-1008","AQS","9","49","38","94","36"
"01/22/2015","52","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","18","40",".","52","39"
"01/23/2015","43","NO2","Donovan","06-073-1014","AQS","17","41",".","38","43"
"01/24/2015","82","PM2.5","La Posta Reservation","06-073-1011","AQS","13","41","35","82","39"
"01/25/2015","47","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","14","40",".","47","47"
