"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2002","146","PM2.5","Escondido","06-073-1002","AQS","26","32",".","146","39"
"01/02/2002","122","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","34","52","122","43"
"01/03/2002","114","PM2.5","Escondido","06-073-1002","AQS","20","31",".","114","40"
"01/04/2002","97","PM2.5","San Diego-12th Ave","06-073-1007","AQS","34","33",".","97","48"
"01/05/2002","75","PM2.5","Escondido","06-073-1002","AQS","32","37",".","75","71"
"01/06/2002","98","PM2.5","Escondido","06-073-1002","AQS","34","37",".","98","68"
"01/07/2002","87","PM2.5","San Diego-12th Ave","06-073-1007","AQS","41","35",".","87","76"
"01/08/2002","79","NO2","San Diego-12th Ave","06-073-1007","AQS","40","32","65","77","79"
"01/09/2002","73","PM2.5","San Diego-12th Ave","06-073-1007","AQS","31","31",".","73","38"
"01/10/2002","90","PM2.5","San Diego-12th Ave","06-073-1007","AQS","28","46",".","90","54"
"01/11/2002","80","NO2","Otay Mesa","06-073-2007","AQS","53","45",".","62","80"
"01/12/2002","78","NO2","San Diego-12th Ave","06-073-1007","AQS","39","44",".","74","78"
"01/13/2002","89","PM2.5","Escondido","06-073-1002","AQS","33","45",".","89","66"
"01/14/2002","93","PM2.5","Escondido","06-073-1002","AQS","34","46","43","93","48"
"01/15/2002","63","PM2.5","Escondido","06-073-1002","AQS","18","39",".","63","44"
"01/16/2002","71","PM2.5","San Diego-12th Ave","06-073-1007","AQS","19","43",".","71","47"
"01/17/2002","73","PM2.5","El Cajon","06-073-0003","AQS","27","44",".","73","53"
"01/18/2002","88","PM2.5","Escondido","06-073-1002","AQS","27","44",".","88","61"
"01/19/2002","82","PM2.5","Escondido","06-073-1002","AQS","32","41",".","82","55"
"01/20/2002","105","PM2.5","Escondido","06-073-1002","AQS","27","47","47","105","56"
"01/21/2002","81","PM2.5","Escondido","06-073-1002","AQS","44","40",".","81","55"
"01/22/2002","63","PM2.5","San Diego-12th Ave","06-073-1007","AQS","22","38",".","63","45"
"01/23/2002","63","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","40",".","63","46"
"01/24/2002","56","NO2","San Diego-12th Ave","06-073-1007","AQS","27","40",".","52","56"
"01/25/2002","80","PM2.5","San Diego-12th Ave","06-073-1007","AQS","28","39",".","80","69"
"01/26/2002","82","PM2.5","El Cajon","06-073-0003","AQS","30","37","54","82","54"
"01/27/2002","64","PM2.5","Escondido","06-073-1002","AQS","23","39",".","64","39"
"01/28/2002","37","Ozone","Del Mar","06-073-1001","AQS","20","37",".","36","37"
"01/29/2002","42","NO2","San Diego-12th Ave","06-073-1007","AQS","22","36",".","36","42"
"01/30/2002","64","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","34",".","64","48"
"01/31/2002","76","PM2.5","Escondido","06-073-1002","AQS","33","35",".","76","50"
"02/01/2002","80","PM2.5","El Cajon","06-073-0003","AQS","40","34","62","80","53"
"02/02/2002","87","PM2.5","El Cajon","06-073-0003","AQS","31","37",".","87","48"
"02/03/2002","88","PM2.5","El Cajon","06-073-0003","AQS","31","45",".","88","60"
"02/04/2002","73","PM2.5","Escondido","06-073-1002","AQS","40","43",".","73","65"
"02/05/2002","73","NO2","San Diego-12th Ave","06-073-1007","AQS","43","43","41","69","73"
"02/06/2002","85","PM2.5","San Diego-12th Ave","06-073-1007","AQS","34","45",".","85","70"
"02/07/2002","112","PM2.5","Escondido","06-073-1002","AQS","35","45","59","112","68"
"02/08/2002","88","PM2.5","Escondido","06-073-1002","AQS","26","41",".","88","58"
"02/09/2002","63","NO2","San Diego-12th Ave","06-073-1007","AQS","27","45",".","59","63"
"02/10/2002","60","NO2","San Diego-12th Ave","06-073-1007","AQS","30","48",".","45","60"
"02/11/2002","83","NO2","San Diego-12th Ave","06-073-1007","AQS","34","45",".","52","83"
"02/12/2002","76","NO2","San Diego-12th Ave","06-073-1007","AQS","38","45",".","60","76"
"02/13/2002","69","PM2.5","San Diego-12th Ave","06-073-1007","AQS","35","45","63","69","67"
"02/14/2002","83","PM2.5","Escondido","06-073-1002","AQS","16","54",".","83","50"
"02/15/2002","110","PM2.5","Escondido","06-073-1002","AQS","26","50",".","110","52"
"02/16/2002","95","PM2.5","Escondido","06-073-1002","AQS","18","46",".","95","37"
"02/17/2002","41","Ozone","Del Mar","06-073-1001","AQS","14","41",".","38","32"
"02/18/2002","51","PM2.5","El Cajon","06-073-0003","AQS","17","41",".","51","42"
"02/19/2002","54","PM2.5","El Cajon","06-073-0003","AQS","25","43","36","54","46"
"02/20/2002","70","PM2.5","Escondido","06-073-1002","AQS","23","44",".","70","51"
"02/21/2002","103","NO2","Camp Pendleton","06-073-1008","AQS","33","49",".","60","103"
"02/22/2002","63","NO2","San Diego-12th Ave","06-073-1007","AQS","34","47",".","40","63"
"02/23/2002","61","Ozone","Alpine","06-073-1006","AQS","41","61",".","52","61"
"02/24/2002","71","Ozone","Alpine","06-073-1006","AQS","13","71",".","67","40"
"02/25/2002","78","PM2.5","San Diego-12th Ave","06-073-1007","AQS","27","51","61","78","65"
"02/26/2002","96","NO2","San Diego-12th Ave","06-073-1007","AQS","33","50",".","68","96"
"02/27/2002","84","NO2","Otay Mesa","06-073-2007","AQS","41","58",".","75","84"
"02/28/2002","78","PM2.5","Escondido","06-073-1002","AQS","23","71",".","78","42"
"03/01/2002","53","PM2.5","Escondido","06-073-1002","AQS","13","51",".","53","42"
"03/02/2002","49","PM2.5","San Diego-12th Ave","06-073-1007","AQS","17","47",".","49","47"
"03/03/2002","54","NO2","San Diego-12th Ave","06-073-1007","AQS","16","46","19","36","54"
"03/04/2002","79","NO2","San Diego-12th Ave","06-073-1007","AQS","27","45",".","50","79"
"03/05/2002","57","NO2","San Diego-12th Ave","06-073-1007","AQS","27","51",".","56","57"
"03/06/2002","55","PM2.5","San Diego-12th Ave","06-073-1007","AQS","20","47",".","55","51"
"03/07/2002","51","NO2","Kearny Mesa","06-073-0006","AQS","17","38",".","33","51"
"03/08/2002","47","Ozone","Alpine","06-073-1006","AQS","13","47",".","34","42"
"03/09/2002","55","PM2.5","San Diego-12th Ave","06-073-1007","AQS","19","47","53","55","55"
"03/10/2002","54","PM2.5","San Diego-12th Ave","06-073-1007","AQS","22","51",".","54","53"
"03/11/2002","54","Ozone","Alpine","06-073-1006","AQS","17","54",".","48","46"
"03/12/2002","77","Ozone","Alpine","06-073-1006","AQS","24","77",".","70","57"
"03/13/2002","60","PM2.5","Escondido","06-073-1002","AQS","11","47",".","60","37"
"03/14/2002","48","NO2","San Diego-12th Ave","06-073-1007","AQS","15","45","22","33","48"
"03/15/2002","46","Ozone","Alpine","06-073-1006","AQS","14","46","34","38","42"
"03/16/2002","44","Ozone","Chula Vista","06-073-0001","AQS","8","44",".","30","25"
"03/17/2002","46","Ozone","Alpine","06-073-1006","AQS","10","46",".","23","25"
"03/18/2002","52","NO2","San Diego-12th Ave","06-073-1007","AQS","13","44",".","26","52"
"03/19/2002","62","NO2","San Diego-12th Ave","06-073-1007","AQS","17","46",".","44","62"
"03/20/2002","82","NO2","San Diego-12th Ave","06-073-1007","AQS","20","49",".","61","82"
"03/21/2002","81","NO2","San Diego-12th Ave","06-073-1007","AQS","33","49","70","74","81"
"03/22/2002","54","PM2.5","El Cajon","06-073-0003","AQS","19","49",".","54","50"
"03/23/2002","42","NO2","San Diego-12th Ave","06-073-1007","AQS","14","41",".","28","42"
"03/24/2002","44","Ozone","Chula Vista","06-073-0001","AQS","9","44",".","27","37"
"03/25/2002","44","Ozone","Alpine","06-073-1006","AQS","11","44",".","36","43"
"03/26/2002","68","PM2.5","San Diego-12th Ave","06-073-1007","AQS","18","49",".","68","43"
"03/27/2002","55","PM2.5","Escondido","06-073-1002","AQS","13","44","26","55","42"
"03/28/2002","43","Ozone","Chula Vista","06-073-0001","AQS","9","43",".","35","37"
"03/29/2002","54","PM2.5","Escondido","06-073-1002","AQS","16","47",".","54","44"
"03/30/2002","80","PM2.5","Escondido","06-073-1002","AQS","11","67",".","80","33"
"03/31/2002","105","Ozone","Alpine","06-073-1006","AQS","10","105",".","93","44"
"04/01/2002","94","PM2.5","El Cajon","06-073-0003","AQS","11","93",".","94","34"
"04/02/2002","84","PM2.5","Escondido","06-073-1002","AQS","10","46","35","84","28"
"04/03/2002","75","PM2.5","Escondido","06-073-1002","AQS","11","48",".","75","26"
"04/04/2002","59","PM2.5","Escondido","06-073-1002","AQS","10","47",".","59","34"
"04/05/2002","43","PM2.5","Escondido","06-073-1002","AQS","11","35",".","43","37"
"04/06/2002","36","Ozone","Camp Pendleton","06-073-1008","AQS","15","36",".","26","25"
"04/07/2002","44","Ozone","Alpine","06-073-1006","AQS","14","44",".","41","22"
"04/08/2002","55","PM2.5","Escondido","06-073-1002","AQS","10","49","27","55","27"
"04/09/2002","75","PM2.5","Escondido","06-073-1002","AQS","13","74",".","75","32"
"04/10/2002","87","PM2.5","Escondido","06-073-1002","AQS","15","58",".","87","35"
"04/11/2002","65","PM2.5","Escondido","06-073-1002","AQS","15","50",".","65","39"
"04/12/2002","74","PM2.5","Escondido","06-073-1002","AQS","11","40",".","74","29"
"04/13/2002","97","Ozone","Camp Pendleton","06-073-1008","AQS","10","97",".","69","33"
"04/14/2002","115","Ozone","Alpine","06-073-1006","AQS","13","115","37","82","29"
"04/15/2002","64","Ozone","Chula Vista","06-073-0001","AQS","16","64",".","51","33"
"04/16/2002","50","Ozone","Alpine","06-073-1006","AQS","14","50",".","41","42"
"04/17/2002","54","PM2.5","El Cajon","06-073-0003","AQS","10","50",".","54","45"
"04/18/2002","54","Ozone","Alpine","06-073-1006","AQS","11","54",".","34","44"
"04/19/2002","64","Ozone","Alpine","06-073-1006","AQS","13","64",".","35","47"
"04/20/2002","64","Ozone","Alpine","06-073-1006","AQS","13","64","48","52","42"
"04/21/2002","101","Ozone","Alpine","06-073-1006","AQS","14","101",".","55","36"
"04/22/2002","119","Ozone","Alpine","06-073-1006","AQS","22","119",".","56","72"
"04/23/2002","97","Ozone","Otay Mesa","06-073-2007","AQS","14","97",".","54","46"
"04/24/2002","59","PM2.5","Escondido","06-073-1002","AQS","15","44",".","59","42"
"04/25/2002","40","Ozone","Alpine","06-073-1006","AQS","9","40",".","27","31"
"04/26/2002","47","Ozone","Chula Vista","06-073-0001","AQS","15","47","26","30","40"
"04/27/2002","44","Ozone","Chula Vista","06-073-0001","AQS","8","44",".","31","31"
"04/28/2002","44","Ozone","Alpine","06-073-1006","AQS","10","44",".","26","32"
"04/29/2002","40","Ozone","Chula Vista","06-073-0001","AQS","13","40",".","26","33"
"04/30/2002","45","Ozone","Camp Pendleton","06-073-1008","AQS","14","45",".","24","31"
"05/01/2002","51","Ozone","Alpine","06-073-1006","AQS","19","51",".","27","38"
"05/02/2002","51","Ozone","Alpine","06-073-1006","AQS","17","51","31","37","43"
"05/03/2002","67","Ozone","Alpine","06-073-1006","AQS","13","67",".","44","39"
"05/04/2002","64","Ozone","Alpine","06-073-1006","AQS","10","64",".","49","35"
"05/05/2002","61","Ozone","Alpine","06-073-1006","AQS","8","61",".","56","32"
"05/06/2002","58","PM2.5","El Cajon","06-073-0003","AQS","13","58",".","58","26"
"05/07/2002","52","PM2.5","El Cajon","06-073-0003","AQS","13","46",".","52","30"
"05/08/2002","56","PM2.5","El Cajon","06-073-0003","AQS","10","49","37","56","39"
"05/09/2002","101","Ozone","Alpine","06-073-1006","AQS","11","101",".","54","35"
"05/10/2002","74","Ozone","Alpine","06-073-1006","AQS","11","74",".","51","25"
"05/11/2002","71","Ozone","Alpine","06-073-1006","AQS","13","71",".","54","42"
"05/12/2002","119","Ozone","Kearny Mesa","06-073-0006","AQS","17","119",".","59","58"
"05/13/2002","147","Ozone","Alpine","06-073-1006","AQS","32","147",".","62","85"
"05/14/2002","108","Ozone","Alpine","06-073-1006","AQS","18","108","61","68","44"
"05/15/2002","61","Ozone","Alpine","06-073-1006","AQS","13","61",".","60","17"
"05/16/2002","61","Ozone","Alpine","06-073-1006","AQS","13","61",".","56","25"
"05/17/2002","80","Ozone","Camp Pendleton","06-073-1008","AQS","10","80",".","67","23"
"05/18/2002","77","Ozone","Alpine","06-073-1006","AQS","11","77",".","60","14"
"05/19/2002","54","Ozone","Alpine","06-073-1006","AQS","9","54",".","40","11"
"05/20/2002","40","Ozone","Chula Vista","06-073-0001","AQS","9","40","22","21","27"
"05/21/2002","45","Ozone","Alpine","06-073-1006","AQS","9","45",".","25","34"
"05/22/2002","67","Ozone","Alpine","06-073-1006","AQS","14","67",".","35","40"
"05/23/2002","80","Ozone","Alpine","06-073-1006","AQS","17","80",".","40","32"
"05/24/2002","71","Ozone","Alpine","06-073-1006","AQS","14","71",".","51","35"
"05/25/2002","61","Ozone","Alpine","06-073-1006","AQS","10","61",".","48","27"
"05/26/2002","84","Ozone","Alpine","06-073-1006","AQS","9","84","26","48","24"
"05/27/2002","93","Ozone","Alpine","06-073-1006","AQS","9","93",".","43","28"
"05/28/2002","80","Ozone","Alpine","06-073-1006","AQS","11","80",".","45","29"
"05/29/2002","97","Ozone","Alpine","06-073-1006","AQS","14","97",".","58","47"
"05/30/2002","105","Ozone","Alpine","06-073-1006","AQS","13","105",".","58","32"
"05/31/2002","80","Ozone","Alpine","06-073-1006","AQS","13","80",".","57","37"
"06/01/2002","59","PM2.5","Escondido","06-073-1002","AQS","8","47","40","59","22"
"06/02/2002","51","Ozone","Alpine","06-073-1006","AQS","7","51",".","32","11"
"06/03/2002","61","Ozone","Alpine","06-073-1006","AQS","11","61",".","45","24"
"06/04/2002","100","Ozone","Alpine","06-073-1006","AQS","11","100",".","58","36"
"06/05/2002","150","Ozone","Alpine","06-073-1006","AQS","11","150",".","85","52"
"06/06/2002","187","Ozone","Alpine","06-073-1006","AQS","14","187",".","61","50"
"06/07/2002","64","Ozone","Alpine","06-073-1006","AQS","13","64","45","61","23"
"06/08/2002","67","Ozone","Alpine","06-073-1006","AQS","7","67",".","45","17"
"06/09/2002","51","Ozone","Alpine","06-073-1006","AQS","7","51",".","33","14"
"06/10/2002","49","Ozone","Alpine","06-073-1006","AQS","9","49",".","42","20"
"06/11/2002","58","Ozone","Alpine","06-073-1006","AQS","13","58",".","49","21"
"06/12/2002","90","Ozone","Alpine","06-073-1006","AQS","10","90",".","48","25"
"06/13/2002","105","Ozone","Alpine","06-073-1006","AQS","11","105","40","55","25"
"06/14/2002","100","Ozone","Alpine","06-073-1006","AQS","11","100",".","53","35"
"06/15/2002","136","Ozone","Alpine","06-073-1006","AQS","14","136",".","48","42"
"06/16/2002","150","Ozone","Alpine","06-073-1006","AQS","13","150",".","56","29"
"06/17/2002","151","Ozone","Alpine","06-073-1006","AQS","15","151",".","80","48"
"06/18/2002","126","Ozone","Alpine","06-073-1006","AQS","11","126",".","84","39"
"06/19/2002","92","PM2.5","Kearny Mesa","06-073-0006","AQS","10","54","62","92","25"
"06/20/2002","65","PM2.5","El Cajon","06-073-0003","AQS","10","49",".","65","20"
"06/21/2002","76","PM2.5","Escondido","06-073-1002","AQS","9","54",".","76","21"
"06/22/2002","108","Ozone","Alpine","06-073-1006","AQS","10","108",".","47","33"
"06/23/2002","122","Ozone","Alpine","06-073-1006","AQS","10","122",".","51","35"
"06/24/2002","77","Ozone","Alpine","06-073-1006","AQS","13","77",".","63","38"
"06/25/2002","129","Ozone","Alpine","06-073-1006","AQS","14","129","44","63","36"
"06/26/2002","71","Ozone","Alpine","06-073-1006","AQS","13","71",".","55","32"
"06/27/2002","45","Ozone","Alpine","06-073-1006","AQS","11","45",".","40","37"
"06/28/2002","57","PM2.5","Chula Vista","06-073-0001","AQS","11","51",".","57","33"
