"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2007","97","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","16","43",".","97","43"
"01/02/2007","55","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","24","40",".","55","50"
"01/03/2007","61","PM2.5","El Cajon","06-073-0003","AQS","27","40",".","61","52"
"01/04/2007","52","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","17","36",".","52","40"
"01/05/2007","38","Ozone","Alpine","06-073-1006","AQS","13","38",".","31","37"
"01/06/2007","63","PM2.5","El Cajon","06-073-0003","AQS","25","38","51","63","43"
"01/07/2007","57","PM2.5","Escondido","06-073-1002","AQS","30","40",".","57","42"
"01/08/2007","72","NO2","San Diego - Beardsley Street","06-073-1010","AQS","36","42",".","63","72"
"01/09/2007","71","NO2","San Diego - Beardsley Street","06-073-1010","AQS","38","40",".","56","71"
"01/10/2007","62","NO2","Otay Mesa","06-073-2007","AQS","31","36","44","52","62"
"01/11/2007","53","NO2","Otay Mesa","06-073-2007","AQS","19","43",".","46","53"
"01/12/2007","43","PM2.5","Escondido","06-073-1002","AQS","15","41","26","43","42"
"01/13/2007","67","PM2.5","Escondido","06-073-1002","AQS","17","37",".","67","38"
"01/14/2007","62","PM2.5","Escondido","06-073-1002","AQS","22","42",".","62","44"
"01/15/2007","45","NO2","San Diego - Beardsley Street","06-073-1010","AQS","19","44",".","40","45"
"01/16/2007","76","NO2","Otay Mesa","06-073-2007","AQS","27","41",".","36","76"
"01/17/2007","61","PM2.5","Escondido","06-073-1002","AQS","30","44",".","61","51"
"01/18/2007","68","PM2.5","Escondido","06-073-1002","AQS","32","41","61","68","54"
"01/19/2007","55","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","22","35",".","55","48"
"01/20/2007","74","PM2.5","Escondido","06-073-1002","AQS","25","42",".","74","38"
"01/21/2007","60","PM2.5","Escondido","06-073-1002","AQS","19","43",".","60","42"
"01/22/2007","55","PM2.5","Escondido","06-073-1002","AQS","26","39",".","55","50"
"01/23/2007","60","NO2","San Diego - Beardsley Street","06-073-1010","AQS","27","38",".","56","60"
"01/24/2007","63","NO2","Otay Mesa","06-073-2007","AQS","26","40","44","59","63"
"01/25/2007","66","NO2","Camp Pendleton","06-073-1008","AQS","30","45","60","53","66"
"01/26/2007","54","PM2.5","Escondido","06-073-1002","AQS","30","47",".","54","51"
"01/27/2007","46","Ozone","Alpine","06-073-1006","AQS","17","46",".","36","36"
"01/28/2007","47","PM2.5","Escondido","06-073-1002","AQS","20","39",".","47","38"
"01/29/2007","48","PM2.5","Escondido","06-073-1002","AQS","23","39",".","48","43"
"01/30/2007","50","PM2.5","Chula Vista","06-073-0001","AQS","20","35","22","50","48"
"01/31/2007","43","Ozone","Del Mar","06-073-1001","AQS","19","43",".","20","42"
"02/01/2007","47","PM2.5","Escondido","06-073-1002","AQS","28","43",".","47","43"
"02/02/2007","55","PM2.5","Escondido","06-073-1002","AQS","33","42",".","55","44"
"02/03/2007","81","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","41","43","34","81","65"
"02/04/2007","69","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","24","44",".","69","61"
"02/05/2007","96","NO2","San Diego - Beardsley Street","06-073-1010","AQS","28","39","58","63","96"
"02/06/2007","83","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","24","47","30","83","57"
"02/07/2007","100","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","26","50",".","100","65"
"02/08/2007","86","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","20","47",".","86","61"
"02/09/2007","99","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","17","31",".","99","51"
"02/10/2007","69","PM2.5","Escondido","06-073-1002","AQS","25","31",".","69","69"
"02/11/2007","53","PM2.5","El Cajon","06-073-0003","AQS","10","35","19","53","32"
"02/12/2007","43","Ozone","Chula Vista","06-073-0001","AQS","18","43",".","33","43"
"02/13/2007","44","Ozone","Chula Vista","06-073-0001","AQS","14","44",".","23","43"
"02/14/2007","46","NO2","Otay Mesa","06-073-2007","AQS","17","40","39","44","46"
"02/15/2007","57","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","17","42","20","57","49"
"02/16/2007","62","NO2","San Diego - Beardsley Street","06-073-1010","AQS","23","42",".","60","62"
"02/17/2007","58","PM10","Otay Mesa","06-073-2007","AQS","26","42","58","40","54"
"02/18/2007","45","Ozone","Alpine","06-073-1006","AQS","20","45",".","31","39"
"02/19/2007","44","Ozone","Chula Vista","06-073-0001","AQS","13","44",".","28","37"
"02/20/2007","46","PM2.5","Escondido","06-073-1002","AQS","11","43",".","46","39"
"02/21/2007","48","Ozone","Chula Vista","06-073-0001","AQS","18","48",".","46","40"
"02/22/2007","44","Ozone","Chula Vista","06-073-0001","AQS","11","44",".","25","31"
"02/23/2007","44","Ozone","Chula Vista","06-073-0001","AQS","43","44","23","20","39"
"02/24/2007","45","Ozone","Camp Pendleton","06-073-1008","AQS","43","45",".","44","43"
"02/25/2007","44","Ozone","Chula Vista","06-073-0001","AQS","20","44",".","40","37"
"02/26/2007","44","Ozone","Chula Vista","06-073-0001","AQS","10","44","22","38","36"
"02/27/2007","44","Ozone","Chula Vista","06-073-0001","AQS","14","44","10","21","43"
"02/28/2007","45","Ozone","Chula Vista","06-073-0001","AQS","9","45",".","18","36"
"03/01/2007","46","NO2","San Diego - Beardsley Street","06-073-1010","AQS","15","44","32","38","46"
"03/02/2007","48","NO2","San Diego - Beardsley Street","06-073-1010","AQS","20","44",".","44","48"
"03/03/2007","45","Ozone","Alpine","06-073-1006","AQS","24","45",".","33","42"
"03/04/2007","49","NO2","San Diego - Beardsley Street","06-073-1010","AQS","16","48",".","38","49"
"03/05/2007","64","NO2","San Diego - Beardsley Street","06-073-1010","AQS","18","48",".","44","64"
"03/06/2007","62","NO2","San Diego - Beardsley Street","06-073-1010","AQS","22","47",".","52","62"
"03/07/2007","66","PM10","Otay Mesa","06-073-2007","AQS","23","43","66","56","62"
"03/08/2007","58","NO2","Otay Mesa","06-073-2007","AQS","22","45",".","47","58"
"03/09/2007","55","PM2.5","Escondido","06-073-1002","AQS","8","49",".","55","39"
"03/10/2007","80","Ozone","Alpine","06-073-1006","AQS","13","80",".","73","45"
"03/11/2007","74","Ozone","Del Mar","06-073-1001","AQS","18","74",".","66","56"
"03/12/2007","81","NO2","San Diego - Beardsley Street","06-073-1010","AQS","26","80",".","58","81"
"03/13/2007","105","Ozone","Alpine","06-073-1006","AQS","23","105","62","56","56"
"03/14/2007","67","Ozone","Alpine","06-073-1006","AQS","10","67",".","62","37"
"03/15/2007","67","Ozone","Alpine","06-073-1006","AQS","11","67",".","64","37"
"03/16/2007","119","Ozone","Del Mar","06-073-1001","AQS","16","119",".","91","44"
"03/17/2007","126","Ozone","Alpine","06-073-1006","AQS","14","126",".","70","38"
"03/18/2007","67","Ozone","Chula Vista","06-073-0001","AQS","9","67",".","56","18"
"03/19/2007","46","PM2.5","Escondido","06-073-1002","AQS","11","43","21","46","21"
"03/20/2007","40","Ozone","Chula Vista","06-073-0001","AQS","10","40","31","29","26"
"03/21/2007","45","Ozone","Chula Vista","06-073-0001","AQS","9","45",".","29","42"
"03/22/2007","47","Ozone","Chula Vista","06-073-0001","AQS","15","47",".","41","40"
"03/23/2007","46","Ozone","Chula Vista","06-073-0001","AQS","17","46",".","31","45"
"03/24/2007","45","Ozone","Alpine","06-073-1006","AQS","14","45",".","33","32"
"03/25/2007","55","PM2.5","El Cajon","06-073-0003","AQS","10","51","27","55","16"
"03/26/2007","48","Ozone","Camp Pendleton","06-073-1008","AQS","9","48",".","44","26"
"03/27/2007","47","Ozone","Chula Vista","06-073-0001","AQS","8","47",".","23","16"
"03/28/2007","44","Ozone","Chula Vista","06-073-0001","AQS","13","44","20","32","37"
"03/29/2007","48","Ozone","Camp Pendleton","06-073-1008","AQS","14","48",".","38","47"
"03/30/2007","67","Ozone","Alpine","06-073-1006","AQS","19","67",".","45","50"
"03/31/2007","108","Ozone","Alpine","06-073-1006","AQS","19","108","55","53","45"
"04/01/2007","100","Ozone","Alpine","06-073-1006","AQS","14","100",".","48","27"
"04/02/2007","54","Ozone","Alpine","06-073-1006","AQS","14","54",".","48","37"
"04/03/2007","57","PM2.5","Escondido","06-073-1002","AQS","10","50","24","57","29"
"04/04/2007","59","PM2.5","Escondido","06-073-1002","AQS","11","51",".","59","31"
"04/05/2007","57","PM2.5","Escondido","06-073-1002","AQS","14","50",".","57","33"
"04/06/2007","62","PM2.5","El Cajon","06-073-0003","AQS","9","54","35","62","18"
"04/07/2007","48","Ozone","Camp Pendleton","06-073-1008","AQS","9","48",".","35","18"
"04/08/2007","43","Ozone","Del Mar","06-073-1001","AQS","9","43",".","23","15"
"04/09/2007","45","Ozone","Chula Vista","06-073-0001","AQS","10","45",".","32","25"
"04/10/2007","51","Ozone","Alpine","06-073-1006","AQS","10","51",".","42","33"
"04/11/2007","63","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","13","61",".","63","35"
"04/12/2007","51","PM10","San Diego - Beardsley Street","06-073-1010","AQS","10","48","51","49","40"
"04/13/2007","64","Ozone","Chula Vista","06-073-0001","AQS","15","64",".","55","54"
"04/14/2007","67","Ozone","Chula Vista","06-073-0001","AQS","24","67",".","48","44"
"04/15/2007","67","Ozone","Chula Vista","06-073-0001","AQS","9","67",".","50","25"
"04/16/2007","48","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","10","44",".","48","38"
"04/17/2007","49","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","13","49",".","49","33"
"04/18/2007","67","Ozone","Chula Vista","06-073-0001","AQS","9","67","36","48","35"
"04/19/2007","77","Ozone","Chula Vista","06-073-0001","AQS","15","77",".","30","49"
"04/20/2007","46","Ozone","Chula Vista","06-073-0001","AQS","10","46",".","23","40"
"04/21/2007","61","Ozone","Chula Vista","06-073-0001","AQS","10","61",".","33","42"
"04/22/2007","58","Ozone","Chula Vista","06-073-0001","AQS","11","58",".","23","35"
"04/23/2007","44","Ozone","Chula Vista","06-073-0001","AQS","9","44",".","26","34"
"04/24/2007","61","Ozone","Alpine","06-073-1006","AQS","13","61","44","41","38"
"04/25/2007","97","Ozone","Alpine","06-073-1006","AQS","19","97",".","45","62"
"04/26/2007","49","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","9","49",".","49","28"
"04/27/2007","67","Ozone","Alpine","06-073-1006","AQS","15","67",".","65","49"
"04/28/2007","136","Ozone","Alpine","06-073-1006","AQS","11","136",".","56","33"
"04/29/2007","112","Ozone","Alpine","06-073-1006","AQS","10","112",".","61","17"
"04/30/2007","71","Ozone","Chula Vista","06-073-0001","AQS","10","71","31","63","25"
