"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2008","93","PM2.5","Escondido","06-073-1002","AQS","28","44","65","93","42"
"01/02/2008","50","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","32","37",".","50","46"
"01/03/2008","46","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","27","34",".","46","46"
"01/04/2008","46","NO2","Otay Mesa","06-073-2007","AQS","18","35",".","45","46"
"01/05/2008","38","Ozone","Camp Pendleton","06-073-1008","AQS","11","38",".","14","30"
"01/06/2008","39","Ozone","Chula Vista","06-073-0001","AQS","13","39",".","28","35"
"01/07/2008","39","Ozone","Chula Vista","06-073-0001","AQS","11","39","19","33","38"
"01/08/2008","47","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","19","39","17","47","40"
"01/09/2008","53","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","19","35",".","53","42"
"01/10/2008","93","PM2.5","El Cajon","06-073-0003","AQS","18","39",".","93","47"
"01/11/2008","117","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","27","39",".","117","62"
"01/12/2008","92","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","27","40",".","92","63"
"01/13/2008","59","PM2.5","El Cajon","06-073-0003","AQS","31","42","56","59","45"
"01/14/2008","58","NO2","Otay Mesa","06-073-2007","AQS","24","44",".","34","58"
"01/15/2008","49","NO2","Otay Mesa","06-073-2007","AQS","22","43","27","44","49"
"01/16/2008","70","PM2.5","El Cajon","06-073-0003","AQS","16","44",".","70","41"
"01/17/2008","47","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","19","44",".","47","45"
"01/18/2008","65","NO2","Otay Mesa","06-073-2007","AQS","24","42",".","53","65"
"01/19/2008","72","PM2.5","Chula Vista","06-073-0001","AQS","28","42","52","72","44"
"01/20/2008","57","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","24","44",".","57","42"
"01/21/2008","43","Ozone","Del Mar","06-073-1001","AQS","13","43",".","26","42"
"01/22/2008","63","PM2.5","El Cajon","06-073-0003","AQS","14","41",".","63","43"
"01/23/2008","45","NO2","Otay Mesa","06-073-2007","AQS","18","40",".","36","45"
"01/24/2008","55","NO2","Otay Mesa","06-073-2007","AQS","15","38",".","16","55"
"01/25/2008","54","PM10","Otay Mesa","06-073-2007","AQS","17","38","54","33","47"
"01/26/2008","41","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","19","35",".","41","39"
"01/27/2008","45","Ozone","Del Mar","06-073-1001","AQS","9","45",".","23","21"
"01/28/2008","72","NO2","Camp Pendleton","06-073-1008","AQS","16","45",".","27","72"
