"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","165","PM2.5","Escondido","06-073-1002","AQS","35","49",".","165","42"
"01/02/2014","71","PM2.5","El Cajon","06-073-0003","AQS","20","42","28","71","53"
"01/03/2014","80","PM2.5","El Cajon","06-073-0003","AQS","20","44",".","80","46"
"01/04/2014","85","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","14","44",".","85","40"
"01/05/2014","73","PM2.5","El Cajon","06-073-0003","AQS","17","43","33","73","54"
"01/06/2014","57","NO2","San Diego - Beardsley Street","06-073-1010","AQS","18","40",".","51","57"
"01/07/2014","54","PM2.5","El Cajon","06-073-0003","AQS","16","37","17","54","40"
"01/08/2014","62","PM2.5","El Cajon","06-073-0003","AQS","15","39","27","62","43"
"01/09/2014","76","PM2.5","El Cajon","06-073-0003","AQS","9","37","28","76","43"
"01/10/2014","89","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","16","45",".","89","61"
"01/11/2014","117","PM2.5","Camp Pendleton","06-073-1008","AQS","22","61","44","117","57"
"01/12/2014","107","PM2.5","El Cajon","06-073-0003","AQS","14","64",".","107","49"
"01/13/2014","69","PM2.5","El Cajon","06-073-0003","AQS","18","44",".","69","62"
"01/14/2014","72","NO2","San Diego - Beardsley Street","06-073-1010","AQS","17","46","19","45","72"
"01/15/2014","66","NO2","Otay Mesa","06-073-2007","AQS","16","44",".","44","66"
"01/16/2014","73","NO2","San Diego - Beardsley Street","06-073-1010","AQS","19","46",".","45","73"
"01/17/2014","68","NO2","San Diego - Beardsley Street","06-073-1010","AQS","18","44","34","55","68"
"01/18/2014","60","PM2.5","El Cajon","06-073-0003","AQS","18","45",".","60","52"
"01/19/2014","73","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","17","42",".","73","56"
"01/20/2014","64","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","20","47","28","64","60"
"01/21/2014","68","NO2","Otay Mesa","06-073-2007","AQS","20","41",".","66","68"
"01/22/2014","78","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","16","49",".","78","60"
"01/23/2014","74","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","17","44","33","74","47"
"01/24/2014","79","PM2.5","El Cajon","06-073-0003","AQS","19","41",".","79","51"
"01/25/2014","69","PM2.5","Camp Pendleton","06-073-1008","AQS","8","44",".","69","36"
