"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2022","61","PM2.5","San Diego - Sherman Elementary School","06-073-1026","AQS","7","41",".","61","26"
"01/02/2022","46","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","8","42","15","46","30"
"01/03/2022","52","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","8","41",".","52","35"
"01/04/2022","57","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","9","42",".","57","37"
"01/05/2022","83","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","10","44","49","83","37"
"01/06/2022","70","PM2.5","Donovan","06-073-1014","AQS","13","44",".","70","51"
"01/07/2022","77","PM2.5","Donovan","06-073-1014","AQS","14","61",".","77","41"
"01/08/2022","55","PM2.5","Campo Indian Reservation","06-073-0077","AQS","7","40","17","55","28"
"01/09/2022","56","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","9","46",".","56","37"
"01/10/2022","56","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","9","46",".","56","46"
"01/11/2022","55","PM10","Donovan","06-073-1014","AQS","10","45","55","42","46"
"01/12/2022","48","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","9","44",".","48","43"
"01/13/2022","55","PM2.5","Donovan","06-073-1014","AQS","11","44",".","55","41"
"01/14/2022","81","PM2.5","Donovan","06-073-1014","AQS","11","45","29","81","62"
"01/15/2022","54","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","10","43",".","54","32"
"01/16/2022","42","PM2.5","San Diego - Sherman Elementary School","06-073-1026","AQS","8","36",".","42","30"
"01/17/2022","55","PM2.5","Donovan","06-073-1014","AQS","8","41","15","55","25"
"01/18/2022","40","Ozone","Camp Pendleton","06-073-1008","AQS","7","40",".","34","24"
"01/19/2022","50","PM2.5","Pala Airpad","06-073-1201","AQS","8","42",".","50","32"
"01/20/2022","58","PM2.5","Camp Pendleton","06-073-1008","AQS","10","43","14","58","41"
"01/21/2022","52","PM2.5","Donovan","06-073-1014","AQS","10","44",".","52","34"
"01/22/2022","46","PM2.5","El Cajon - Lexington Elementary School","06-073-1022","AQS","8","42",".","46","32"
"01/23/2022","44","Ozone","Alpine","06-073-1006","AQS","8","44","15","39","39"
