"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2016","91","PM2.5","San Ysidro","06-073-1019","AQS","13","44","26","91","38"
"01/02/2016","66","PM2.5","San Ysidro","06-073-1019","AQS","17","45",".","66","42"
"01/03/2016","75","PM2.5","San Ysidro","06-073-1019","AQS","16","44",".","75","34"
"01/04/2016","48","PM2.5","San Ysidro","06-073-1019","AQS","8","41","14","48","31"
"01/05/2016","44","Ozone","Camp Pendleton","06-073-1008","AQS","7","44",".","39","26"
"01/06/2016","68","PM2.5","La Posta Reservation","06-073-1011","AQS","7","44",".","68","36"
"01/07/2016","42","Ozone","Camp Pendleton","06-073-1008","AQS","6","42","10","40","25"
"01/08/2016","58","PM2.5","San Ysidro","06-073-1019","AQS","10","40",".","58","32"
"01/09/2016","56","PM2.5","San Ysidro","06-073-1019","AQS","10","43",".","56","25"
"01/10/2016","59","PM2.5","San Ysidro","06-073-1019","AQS","8","41","12","59","25"
"01/11/2016","62","PM2.5","San Ysidro","06-073-1019","AQS","10","43",".","62","34"
"01/12/2016","55","PM2.5","San Ysidro","06-073-1019","AQS","9","45",".","55","44"
"01/13/2016","66","PM2.5","San Ysidro","06-073-1019","AQS","11","46","32","66","37"
"01/14/2016","76","PM2.5","San Ysidro","06-073-1019","AQS","10","46",".","76","37"
"01/15/2016","60","PM2.5","Donovan","06-073-1014","AQS","11","44",".","60","30"
"01/16/2016","64","PM2.5","Donovan","06-073-1014","AQS","8","44","19","64","28"
"01/17/2016","74","PM2.5","Donovan","06-073-1014","AQS","8","48",".","74","35"
"01/18/2016","60","PM2.5","Donovan","06-073-1014","AQS","7","41",".","60","22"
"01/19/2016","45","PM2.5","Donovan","06-073-1014","AQS","9","34","25","45","25"
"01/20/2016","53","PM2.5","Donovan","06-073-1014","AQS","7","39","5","53","25"
"01/21/2016","55","PM2.5","Camp Pendleton","06-073-1008","AQS","9","44",".","55","34"
"01/22/2016","60","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","11","46","24","60","39"
"01/23/2016","64","PM2.5","San Ysidro","06-073-1019","AQS","10","46",".","64","35"
"01/24/2016","51","PM2.5","San Diego - Beardsley Street","06-073-1010","AQS","7","45",".","51","31"
"01/25/2016","62","PM2.5","San Ysidro","06-073-1019","AQS","9","44","37","62","39"
"01/26/2016","67","PM2.5","La Posta Reservation","06-073-1011","AQS","9","46",".","67","39"
"01/27/2016","75","PM2.5","La Posta Reservation","06-073-1011","AQS","10","45",".","75","48"
"01/28/2016","62","PM2.5","San Ysidro","06-073-1019","AQS","13","45","24","62","36"
"01/29/2016","86","PM2.5","San Ysidro","06-073-1019","AQS","11","45",".","86","42"
"01/30/2016","68","PM2.5","San Ysidro","06-073-1019","AQS","16","42",".","68","48"
"01/31/2016","42","Ozone","Del Mar","06-073-1001","AQS","6","42","16","22","11"
"02/01/2016","43","PM2.5","San Ysidro","06-073-1019","AQS","7","41",".","43","32"
"02/02/2016","43","PM2.5","San Ysidro","06-073-1019","AQS","9","41",".","43","34"
"02/03/2016","53","PM2.5","San Ysidro","06-073-1019","AQS","9","43","15","53","42"
"02/04/2016","53","PM2.5","La Posta Reservation","06-073-1011","AQS","10","45",".","53","42"
"02/05/2016","92","PM2.5","La Posta Reservation","06-073-1011","AQS","14","44",".","92","42"
"02/06/2016","50","PM2.5","La Posta Reservation","06-073-1011","AQS","15","45","19","50","39"
"02/07/2016","70","PM2.5","La Posta Reservation","06-073-1011","AQS","16","46",".","70","40"
"02/08/2016","54","PM2.5","La Posta Reservation","06-073-1011","AQS","15","46",".","54","43"
"02/09/2016","53","NO2","San Diego - Beardsley Street","06-073-1010","AQS","16","44","19","47","53"
"02/10/2016","57","NO2","San Diego - Beardsley Street","06-073-1010","AQS","15","48",".","53","57"
"02/11/2016","59","PM2.5","Camp Pendleton","06-073-1008","AQS","19","58",".","59","57"
"02/12/2016","100","Ozone","Alpine","06-073-1006","AQS","15","100","55","64","57"
"02/13/2016","154","Ozone","Alpine","06-073-1006","AQS","11","154",".","117","46"
"02/14/2016","115","Ozone","Kearny Villa Rd.","06-073-1016","AQS","13","115",".","86","52"
"02/15/2016","58","PM2.5","San Ysidro","06-073-1019","AQS","13","47","22","58","55"
"02/16/2016","47","Ozone","Alpine","06-073-1006","AQS","14","47",".","46","45"
"02/17/2016","55","PM2.5","Donovan","06-073-1014","AQS","13","47",".","55","36"
"02/18/2016","44","Ozone","Camp Pendleton","06-073-1008","AQS","6","44","18","39","25"
"02/19/2016","64","Ozone","La Posta Reservation","06-073-1011","AQS","8","64",".","53","35"
"02/20/2016","64","Ozone","La Posta Reservation","06-073-1011","AQS","8","64","14","58","35"
"02/21/2016","87","Ozone","Alpine","06-073-1006","AQS","9","87","17","68","40"
"02/22/2016","87","Ozone","Alpine","06-073-1006","AQS","10","87",".","76","46"
"02/23/2016","64","PM2.5","San Ysidro","06-073-1019","AQS","13","54",".","64","46"
"02/24/2016","50","Ozone","Alpine","06-073-1006","AQS","10","50","43","37","48"
"02/25/2016","64","PM2.5","San Ysidro","06-073-1019","AQS","11","61",".","64","45"
"02/26/2016","93","Ozone","Alpine","06-073-1006","AQS","15","93",".","68","43"
"02/27/2016","112","Ozone","Alpine","06-073-1006","AQS","9","112","22","64","36"
"02/28/2016","115","Ozone","La Posta Reservation","06-073-1011","AQS","9","115",".","73","25"
"02/29/2016","119","Ozone","Alpine","06-073-1006","AQS","10","119",".","102","35"
"03/01/2016","112","Ozone","Alpine","06-073-1006","AQS","10","112","53","98","46"
"03/02/2016","83","PM2.5","San Ysidro","06-073-1019","AQS","10","74",".","83","37"
"03/03/2016","67","PM2.5","Donovan","06-073-1014","AQS","11","49",".","67","31"
"03/04/2016","52","PM2.5","Donovan","06-073-1014","AQS","8","48","19","52","24"
"03/05/2016","43","Ozone","Alpine","06-073-1006","AQS","8","43",".","37","18"
"03/06/2016","46","Ozone","Camp Pendleton","06-073-1008","AQS","7","46",".","25","14"
"03/07/2016","45","Ozone","Camp Pendleton","06-073-1008","AQS","7","45","15","25","32"
"03/08/2016","46","Ozone","La Posta Reservation","06-073-1011","AQS","9","46","7","30","33"
"03/09/2016","51","PM2.5","San Ysidro","06-073-1019","AQS","10","49",".","51","31"
"03/10/2016","65","PM2.5","San Ysidro","06-073-1019","AQS","10","58","22","65","39"
"03/11/2016","58","PM2.5","San Ysidro","06-073-1019","AQS","8","43",".","58","27"
"03/12/2016","54","PM2.5","La Posta Reservation","06-073-1011","AQS","9","42",".","54","22"
"03/13/2016","51","PM2.5","San Ysidro","06-073-1019","AQS","9","44","18","51","16"
"03/14/2016","47","Ozone","La Posta Reservation","06-073-1011","AQS","8","47",".","26","25"
"03/15/2016","51","Ozone","La Posta Reservation","06-073-1011","AQS","9","51",".","47","31"
"03/16/2016","73","PM2.5","San Ysidro","06-073-1019","AQS","13","71","22","73","42"
"03/17/2016","80","Ozone","Alpine","06-073-1006","AQS","10","80",".","63","29"
"03/18/2016","84","Ozone","Alpine","06-073-1006","AQS","7","84",".","60","22"
"03/19/2016","70","NO2","Camp Pendleton","06-073-1008","AQS","7","67","32","56","70"
"03/20/2016","61","PM2.5","Donovan","06-073-1014","AQS","7","58",".","61","46"
"03/21/2016","51","PM2.5","Donovan","06-073-1014","AQS","6","47",".","51","50"
"03/22/2016","51","Ozone","Alpine","06-073-1006","AQS","6","51","23","45","28"
"03/23/2016","53","PM2.5","La Posta Reservation","06-073-1011","AQS","7","46",".","53","38"
"03/24/2016","64","Ozone","La Posta Reservation","06-073-1011","AQS","9","64",".","49","47"
"03/25/2016","80","Ozone","La Posta Reservation","06-073-1011","AQS","10","80","34","50","42"
"03/26/2016","64","Ozone","Alpine","06-073-1006","AQS","7","64",".","58","21"
"03/27/2016","71","Ozone","La Posta Reservation","06-073-1011","AQS","8","71",".","66","19"
"03/28/2016","62","PM2.5","La Posta Reservation","06-073-1011","AQS","6","47","31","62","20"
"03/29/2016","44","Ozone","Alpine","06-073-1006","AQS","6","44",".","33","27"
"03/30/2016","44","Ozone","Alpine","06-073-1006","AQS","7","44",".","30","25"
"03/31/2016","47","Ozone","Alpine","06-073-1006","AQS","7","47","23","40","26"
"04/01/2016","61","PM2.5","Donovan","06-073-1014","AQS","8","54",".","61","25"
"04/02/2016","71","Ozone","La Posta Reservation","06-073-1011","AQS","9","71",".","65","25"
"04/03/2016","74","Ozone","La Posta Reservation","06-073-1011","AQS","10","74","17","62","22"
"04/04/2016","87","Ozone","La Posta Reservation","06-073-1011","AQS","11","87",".","63","32"
"04/05/2016","87","Ozone","La Posta Reservation","06-073-1011","AQS","9","87",".","61","37"
"04/06/2016","74","Ozone","La Posta Reservation","06-073-1011","AQS","10","74","51","72","44"
"04/07/2016","62","PM2.5","Donovan","06-073-1014","AQS","8","49",".","62","31"
"04/08/2016","52","PM2.5","Donovan","06-073-1014","AQS","8","48",".","52","25"
"04/09/2016","40","PM2.5","Donovan","06-073-1014","AQS","7","38","11","40","21"
"04/10/2016","44","Ozone","Donovan","06-073-1014","AQS","7","44",".","20","18"
"04/11/2016","45","Ozone","La Posta Reservation","06-073-1011","AQS","8","45",".","39","22"
"04/12/2016","44","Ozone","Alpine","06-073-1006","AQS","5","44","19","39","20"
"04/13/2016","51","PM2.5","Donovan","06-073-1014","AQS","5","48",".","51","12"
"04/14/2016","71","Ozone","La Posta Reservation","06-073-1011","AQS","5","71",".","59","14"
"04/15/2016","71","Ozone","Alpine","06-073-1006","AQS","7","71","30","58","31"
"04/16/2016","67","Ozone","Alpine","06-073-1006","AQS","10","67",".","40","39"
"04/17/2016","90","Ozone","Camp Pendleton","06-073-1008","AQS","7","90",".","44","42"
"04/18/2016","101","Ozone","Camp Pendleton","06-073-1008","AQS","10","101","31","49","47"
