"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2017","66","PM2.5","Kittanning","42-005-0001","AQS","28","66"
"01/02/2017","57","PM2.5","Kittanning","42-005-0001","AQS","22","57"
"01/03/2017","47","PM2.5","Kittanning","42-005-0001","AQS","21","47"
"01/04/2017","56","PM2.5","Kittanning","42-005-0001","AQS","29","56"
"01/05/2017","59","PM2.5","Kittanning","42-005-0001","AQS","28","59"
"01/06/2017","69","PM2.5","Kittanning","42-005-0001","AQS","26","69"
"01/07/2017","83","PM2.5","Kittanning","42-005-0001","AQS","27","83"
"01/08/2017","63","PM2.5","Kittanning","42-005-0001","AQS","29","63"
"01/09/2017","66","PM2.5","Kittanning","42-005-0001","AQS","24","66"
"01/10/2017","57","PM2.5","Kittanning","42-005-0001","AQS","32","57"
"01/11/2017","51","PM2.5","Kittanning","42-005-0001","AQS","31","51"
"01/12/2017","44","PM2.5","Kittanning","42-005-0001","AQS","29","44"
"01/13/2017","56","PM2.5","Kittanning","42-005-0001","AQS","33","56"
"01/14/2017","56","PM2.5","Kittanning","42-005-0001","AQS","26","56"
"01/15/2017","64","PM2.5","Kittanning","42-005-0001","AQS","29","64"
"01/16/2017","71","PM2.5","Kittanning","42-005-0001","AQS","11","71"
"01/17/2017","61","PM2.5","Kittanning","42-005-0001","AQS","22","61"
"01/18/2017","41","PM2.5","Kittanning","42-005-0001","AQS","15","41"
"01/19/2017","54","PM2.5","Kittanning","42-005-0001","AQS","18","54"
"01/20/2017","59","PM2.5","Kittanning","42-005-0001","AQS","9","59"
"01/21/2017","53","PM2.5","Kittanning","42-005-0001","AQS","25","53"
"01/22/2017","52","PM2.5","Kittanning","42-005-0001","AQS","31","52"
"01/23/2017","40","PM2.5","Kittanning","42-005-0001","AQS","26","40"
"01/24/2017","48","PM2.5","Kittanning","42-005-0001","AQS","20","48"
"01/25/2017","53","PM2.5","Kittanning","42-005-0001","AQS","25","53"
"01/26/2017","52","PM2.5","Kittanning","42-005-0001","AQS","25","52"
"01/27/2017","47","PM2.5","Kittanning","42-005-0001","AQS","25","47"
"01/28/2017","59","PM2.5","Kittanning","42-005-0001","AQS","31","59"
"01/29/2017","58","PM2.5","Kittanning","42-005-0001","AQS","33","58"
"01/30/2017","55","PM2.5","Kittanning","42-005-0001","AQS","34","55"
"01/31/2017","53","PM2.5","Kittanning","42-005-0001","AQS","31","53"
"02/01/2017","56","PM2.5","Kittanning","42-005-0001","AQS","29","56"
"02/02/2017","58","PM2.5","Kittanning","42-005-0001","AQS","33","58"
"02/03/2017","63","PM2.5","Kittanning","42-005-0001","AQS","31","63"
"02/04/2017","57","PM2.5","Kittanning","42-005-0001","AQS","32","57"
"02/05/2017","66","PM2.5","Kittanning","42-005-0001","AQS","33","66"
"02/06/2017","78","PM2.5","Kittanning","42-005-0001","AQS","30","78"
"02/07/2017","56","PM2.5","Kittanning","42-005-0001","AQS","31","56"
"02/08/2017","52","PM2.5","Kittanning","42-005-0001","AQS","25","52"
"02/09/2017","53","PM2.5","Kittanning","42-005-0001","AQS","34","53"
"02/10/2017","61","PM2.5","Kittanning","42-005-0001","AQS","32","61"
"02/11/2017","59","PM2.5","Kittanning","42-005-0001","AQS","31","59"
"02/12/2017","60","PM2.5","Kittanning","42-005-0001","AQS","37","60"
"02/13/2017","55","PM2.5","Kittanning","42-005-0001","AQS","37","55"
"02/14/2017","59","PM2.5","Kittanning","42-005-0001","AQS","39","59"
"02/15/2017","53","PM2.5","Kittanning","42-005-0001","AQS","34","53"
"02/16/2017","54","PM2.5","Kittanning","42-005-0001","AQS","33","54"
"02/17/2017","66","PM2.5","Kittanning","42-005-0001","AQS","33","66"
"02/18/2017","66","PM2.5","Kittanning","42-005-0001","AQS","58","66"
"02/19/2017","67","PM2.5","Kittanning","42-005-0001","AQS","41","67"
"02/20/2017","56","PM2.5","Kittanning","42-005-0001","AQS","33","56"
"02/21/2017","59","PM2.5","Kittanning","42-005-0001","AQS","38","59"
"02/22/2017","69","PM2.5","Kittanning","42-005-0001","AQS","43","69"
"02/23/2017","64","PM2.5","Kittanning","42-005-0001","AQS","33","64"
"02/24/2017","57","PM2.5","Kittanning","42-005-0001","AQS","44","57"
"02/25/2017","50","PM2.5","Kittanning","42-005-0001","AQS","38","50"
"02/26/2017","57","PM2.5","Kittanning","42-005-0001","AQS","33","57"
"02/27/2017","59","PM2.5","Kittanning","42-005-0001","AQS","34","59"
"02/28/2017","58","PM2.5","Kittanning","42-005-0001","AQS","38","58"
"03/01/2017","43","PM2.5","Kittanning","42-005-0001","AQS","37","43"
"03/02/2017","52","PM2.5","Kittanning","42-005-0001","AQS","36","52"
"03/03/2017","54","PM2.5","Kittanning","42-005-0001","AQS","37","54"
"03/04/2017","57","PM2.5","Kittanning","42-005-0001","AQS","39","57"
"03/05/2017","56","PM2.5","Kittanning","42-005-0001","AQS","36","56"
"03/06/2017","58","PM2.5","Kittanning","42-005-0001","AQS","40","58"
"03/07/2017","56","PM2.5","Kittanning","42-005-0001","AQS","38","56"
"03/08/2017","44","PM2.5","Kittanning","42-005-0001","AQS","44","44"
"03/09/2017","43","PM2.5","Kittanning","42-005-0001","AQS","41","43"
"03/10/2017","46","PM2.5","Kittanning","42-005-0001","AQS","38","46"
"03/11/2017","52","PM2.5","Kittanning","42-005-0001","AQS","38","52"
"03/12/2017","65","PM2.5","Kittanning","42-005-0001","AQS","37","65"
"03/13/2017","59","PM2.5","Kittanning","42-005-0001","AQS","35","59"
"03/14/2017","61","PM2.5","Kittanning","42-005-0001","AQS","36","61"
"03/15/2017","55","PM2.5","Kittanning","42-005-0001","AQS","41","55"
"03/16/2017","57","PM2.5","Kittanning","42-005-0001","AQS","41","57"
"03/17/2017","67","PM2.5","Kittanning","42-005-0001","AQS","37","67"
"03/18/2017","64","PM2.5","Kittanning","42-005-0001","AQS","26","64"
"03/19/2017","63","PM2.5","Kittanning","42-005-0001","AQS","36","63"
"03/20/2017","68","PM2.5","Kittanning","42-005-0001","AQS","31","68"
"03/21/2017","68","PM2.5","Kittanning","42-005-0001","AQS","31","68"
"03/22/2017","53","PM2.5","Kittanning","42-005-0001","AQS","34","53"
"03/23/2017","60","PM2.5","Kittanning","42-005-0001","AQS","41","60"
"03/24/2017","67","PM2.5","Kittanning","42-005-0001","AQS","54","67"
"03/25/2017","70","PM2.5","Kittanning","42-005-0001","AQS","45","70"
"03/26/2017","71","PM2.5","Kittanning","42-005-0001","AQS","34","71"
"03/27/2017","54","PM2.5","Kittanning","42-005-0001","AQS","42","54"
"03/28/2017","58","PM2.5","Kittanning","42-005-0001","AQS","30","58"
"03/29/2017","48","PM2.5","Kittanning","42-005-0001","AQS","41","48"
"03/30/2017","52","PM2.5","Kittanning","42-005-0001","AQS","33","52"
"03/31/2017","48","PM2.5","Kittanning","42-005-0001","AQS","29","48"
"04/01/2017","47","PM2.5","Kittanning","42-005-0001","AQS","32","47"
"04/02/2017","57","PM2.5","Kittanning","42-005-0001","AQS","46","57"
"04/03/2017","56","PM2.5","Kittanning","42-005-0001","AQS","41","56"
"04/04/2017","48","PM2.5","Kittanning","42-005-0001","AQS","41","48"
"04/05/2017","47","Ozone","Kittanning","42-005-0001","AQS","47","42"
"04/06/2017","44","PM2.5","Kittanning","42-005-0001","AQS","33","44"
"04/07/2017","43","PM2.5","Kittanning","42-005-0001","AQS","36","43"
