"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2020","30","Ozone","Kittanning","42-005-0001","AQS","30","25"
"01/02/2020","30","PM2.5","Kittanning","42-005-0001","AQS","29","30"
"01/03/2020","33","PM2.5","Kittanning","42-005-0001","AQS","16","33"
"01/04/2020","26","Ozone","Kittanning","42-005-0001","AQS","26","24"
"01/05/2020","32","PM2.5","Kittanning","42-005-0001","AQS","30","32"
"01/06/2020","29","Ozone","Kittanning","42-005-0001","AQS","29","15"
"01/07/2020","33","PM2.5","Kittanning","42-005-0001","AQS","26","33"
"01/08/2020","30","Ozone","Kittanning","42-005-0001","AQS","30","13"
"01/09/2020","24","Ozone","Kittanning","42-005-0001","AQS","24","23"
"01/10/2020","25","PM2.5","Kittanning","42-005-0001","AQS","25","25"
"01/11/2020","28","Ozone","Kittanning","42-005-0001","AQS","28","18"
"01/12/2020","7","PM2.5","Kittanning","42-005-0001","AQS",".","7"
"01/13/2020","22","PM2.5","Kittanning","42-005-0001","AQS","21","22"
"01/14/2020","28","PM2.5","Kittanning","42-005-0001","AQS","20","28"
"01/15/2020","41","PM2.5","Kittanning","42-005-0001","AQS","23","41"
"01/16/2020","27","PM2.5","Kittanning","42-005-0001","AQS","27","27"
"01/17/2020","31","Ozone","Kittanning","42-005-0001","AQS","31","19"
"01/18/2020","26","PM2.5","Kittanning","42-005-0001","AQS","25","26"
"01/19/2020","42","PM2.5","Kittanning","42-005-0001","AQS","22","42"
"01/20/2020","43","PM2.5","Kittanning","42-005-0001","AQS","34","43"
"01/21/2020","43","PM2.5","Kittanning","42-005-0001","AQS","33","43"
"01/22/2020","52","PM2.5","Kittanning","42-005-0001","AQS",".","52"
"01/23/2020","50","PM2.5","Kittanning","42-005-0001","AQS",".","50"
"01/24/2020","57","PM2.5","Kittanning","42-005-0001","AQS",".","57"
"01/25/2020","35","PM2.5","Kittanning","42-005-0001","AQS","25","35"
"01/26/2020","43","PM2.5","Kittanning","42-005-0001","AQS","23","43"
"01/27/2020","42","PM2.5","Kittanning","42-005-0001","AQS","24","42"
"01/28/2020","59","PM2.5","Kittanning","42-005-0001","AQS","27","59"
"01/29/2020","31","Ozone","Kittanning","42-005-0001","AQS","31","28"
"01/30/2020","57","PM2.5","Kittanning","42-005-0001","AQS","24","57"
"01/31/2020","55","PM2.5","Kittanning","42-005-0001","AQS","19","55"
"02/01/2020","60","PM2.5","Kittanning","42-005-0001","AQS","24","60"
"02/02/2020","29","Ozone","Kittanning","42-005-0001","AQS","29","20"
"02/03/2020","31","Ozone","Kittanning","42-005-0001","AQS","31","25"
"02/04/2020","41","PM2.5","Kittanning","42-005-0001","AQS","33","41"
"02/05/2020","38","PM2.5","Kittanning","42-005-0001","AQS","26","38"
"02/06/2020","34","PM2.5","Kittanning","42-005-0001","AQS","17","34"
