"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"04/01/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/02/2005","40","Ozone","Kittanning","42-005-0001","AQS","40","."
"04/03/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/04/2005","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"04/05/2005","67","Ozone","Kittanning","42-005-0001","AQS","67","."
"04/06/2005","93","Ozone","Kittanning","42-005-0001","AQS","93","."
"04/07/2005","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"04/08/2005","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/09/2005","67","Ozone","Kittanning","42-005-0001","AQS","67","."
"04/10/2005","97","Ozone","Kittanning","42-005-0001","AQS","97","."
"04/11/2005","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"04/12/2005","48","Ozone","Kittanning","42-005-0001","AQS","48","."
"04/13/2005","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"04/14/2005","58","Ozone","Kittanning","42-005-0001","AQS","58","."
"04/15/2005","64","Ozone","Kittanning","42-005-0001","AQS","64","."
"04/16/2005","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/17/2005","90","Ozone","Kittanning","42-005-0001","AQS","90","."
"04/18/2005","115","Ozone","Kittanning","42-005-0001","AQS","115","."
"04/19/2005","93","Ozone","Kittanning","42-005-0001","AQS","93","."
"04/20/2005","101","Ozone","Kittanning","42-005-0001","AQS","101","."
"04/21/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/22/2005","21","Ozone","Kittanning","42-005-0001","AQS","21","."
"04/23/2005","34","Ozone","Kittanning","42-005-0001","AQS","34","."
"04/24/2005","28","Ozone","Kittanning","42-005-0001","AQS","28","."
"04/25/2005","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"04/26/2005","67","Ozone","Kittanning","42-005-0001","AQS","67","."
"04/27/2005","37","Ozone","Kittanning","42-005-0001","AQS","37","."
"04/28/2005","38","Ozone","Kittanning","42-005-0001","AQS","38","."
"04/29/2005","36","Ozone","Kittanning","42-005-0001","AQS","36","."
"04/30/2005","30","Ozone","Kittanning","42-005-0001","AQS","30","."
"05/01/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/02/2005","36","Ozone","Kittanning","42-005-0001","AQS","36","."
"05/03/2005","28","Ozone","Kittanning","42-005-0001","AQS","28","."
"05/04/2005","39","Ozone","Kittanning","42-005-0001","AQS","39","."
"05/05/2005","77","Ozone","Kittanning","42-005-0001","AQS","77","."
"05/06/2005","97","Ozone","Kittanning","42-005-0001","AQS","97","."
"05/07/2005","108","Ozone","Kittanning","42-005-0001","AQS","108","."
"05/08/2005","97","Ozone","Kittanning","42-005-0001","AQS","97","."
"05/09/2005","77","Ozone","Kittanning","42-005-0001","AQS","77","."
"05/10/2005","108","Ozone","Kittanning","42-005-0001","AQS","108","."
"05/11/2005","90","Ozone","Kittanning","42-005-0001","AQS","90","."
"05/12/2005","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"05/13/2005","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"05/14/2005","49","Ozone","Kittanning","42-005-0001","AQS","49","."
"05/15/2005","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"05/16/2005","25","Ozone","Kittanning","42-005-0001","AQS","25","."
"05/17/2005","51","Ozone","Kittanning","42-005-0001","AQS","51","."
"05/18/2005","61","Ozone","Kittanning","42-005-0001","AQS","61","."
"05/19/2005","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"05/20/2005","49","Ozone","Kittanning","42-005-0001","AQS","49","."
"05/21/2005","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"05/22/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/23/2005","23","Ozone","Kittanning","42-005-0001","AQS","23","."
"05/24/2005","21","Ozone","Kittanning","42-005-0001","AQS","21","."
"05/25/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/26/2005","51","Ozone","Kittanning","42-005-0001","AQS","51","."
"05/27/2005","58","Ozone","Kittanning","42-005-0001","AQS","58","."
"05/28/2005","40","Ozone","Kittanning","42-005-0001","AQS","40","."
"05/29/2005","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"05/30/2005","38","Ozone","Kittanning","42-005-0001","AQS","38","."
"05/31/2005","40","Ozone","Kittanning","42-005-0001","AQS","40","."
"06/01/2005","101","Ozone","Kittanning","42-005-0001","AQS","101","."
"06/02/2005","64","Ozone","Kittanning","42-005-0001","AQS","64","."
"06/03/2005","31","Ozone","Kittanning","42-005-0001","AQS","31","."
"06/04/2005","36","Ozone","Kittanning","42-005-0001","AQS","36","."
"06/05/2005","87","Ozone","Kittanning","42-005-0001","AQS","87","."
"06/06/2005","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"06/07/2005","112","Ozone","Kittanning","42-005-0001","AQS","112","."
"06/08/2005","126","Ozone","Kittanning","42-005-0001","AQS","126","."
"06/09/2005","61","Ozone","Kittanning","42-005-0001","AQS","61","."
"06/10/2005","87","Ozone","Kittanning","42-005-0001","AQS","87","."
"06/11/2005","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"06/12/2005","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"06/13/2005","37","Ozone","Kittanning","42-005-0001","AQS","37","."
"06/14/2005","84","Ozone","Kittanning","42-005-0001","AQS","84","."
"06/15/2005","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"06/16/2005","36","Ozone","Kittanning","42-005-0001","AQS","36","."
"06/17/2005","37","Ozone","Kittanning","42-005-0001","AQS","37","."
"06/18/2005","25","Ozone","Kittanning","42-005-0001","AQS","25","."
"06/19/2005","33","Ozone","Kittanning","42-005-0001","AQS","33","."
"06/20/2005","80","Ozone","Kittanning","42-005-0001","AQS","80","."
"06/21/2005","115","Ozone","Kittanning","42-005-0001","AQS","115","."
"06/22/2005","51","Ozone","Kittanning","42-005-0001","AQS","51","."
"06/23/2005","80","Ozone","Kittanning","42-005-0001","AQS","80","."
"06/24/2005","204","Ozone","Kittanning","42-005-0001","AQS","204","."
"06/25/2005","172","Ozone","Kittanning","42-005-0001","AQS","172","."
"06/26/2005","136","Ozone","Kittanning","42-005-0001","AQS","136","."
"06/27/2005","147","Ozone","Kittanning","42-005-0001","AQS","147","."
"06/28/2005","151","Ozone","Kittanning","42-005-0001","AQS","151","."
"06/29/2005","77","Ozone","Kittanning","42-005-0001","AQS","77","."
"06/30/2005","101","Ozone","Kittanning","42-005-0001","AQS","101","."
"07/01/2005","80","Ozone","Kittanning","42-005-0001","AQS","80","."
"07/02/2005","34","Ozone","Kittanning","42-005-0001","AQS","34","."
"07/03/2005","61","Ozone","Kittanning","42-005-0001","AQS","61","."
