"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"04/01/2008","41","Ozone","Kittanning","42-005-0001","AQS","41","."
"04/02/2008","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/03/2008","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"04/04/2008","29","Ozone","Kittanning","42-005-0001","AQS","29","."
"04/05/2008","49","Ozone","Kittanning","42-005-0001","AQS","49","."
"04/06/2008","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"04/07/2008","31","Ozone","Kittanning","42-005-0001","AQS","31","."
"04/08/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/09/2008","37","Ozone","Kittanning","42-005-0001","AQS","37","."
"04/10/2008","61","Ozone","Kittanning","42-005-0001","AQS","61","."
"04/11/2008","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"04/12/2008","38","Ozone","Kittanning","42-005-0001","AQS","38","."
"04/13/2008","33","Ozone","Kittanning","42-005-0001","AQS","33","."
"04/14/2008","41","Ozone","Kittanning","42-005-0001","AQS","41","."
"04/15/2008","51","Ozone","Kittanning","42-005-0001","AQS","51","."
"04/16/2008","54","Ozone","Kittanning","42-005-0001","AQS","54","."
"04/17/2008","101","Ozone","Kittanning","42-005-0001","AQS","101","."
"04/18/2008","122","Ozone","Kittanning","42-005-0001","AQS","122","."
"04/19/2008","100","Ozone","Kittanning","42-005-0001","AQS","100","."
"04/20/2008","54","Ozone","Kittanning","42-005-0001","AQS","54","."
"04/21/2008","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"04/22/2008","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"04/23/2008","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"04/24/2008","71","Ozone","Kittanning","42-005-0001","AQS","71","."
"04/25/2008","58","Ozone","Kittanning","42-005-0001","AQS","58","."
"04/26/2008","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/27/2008","71","Ozone","Kittanning","42-005-0001","AQS","71","."
"04/28/2008","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"04/29/2008","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/30/2008","58","Ozone","Kittanning","42-005-0001","AQS","58","."
"05/01/2008","74","Ozone","Kittanning","42-005-0001","AQS","74","."
"05/02/2008","84","Ozone","Kittanning","42-005-0001","AQS","84","."
"05/03/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/04/2008","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"05/05/2008","87","Ozone","Kittanning","42-005-0001","AQS","87","."
"05/06/2008","100","Ozone","Kittanning","42-005-0001","AQS","100","."
"05/07/2008","105","Ozone","Kittanning","42-005-0001","AQS","105","."
"05/08/2008","38","Ozone","Kittanning","42-005-0001","AQS","38","."
"05/09/2008","35","Ozone","Kittanning","42-005-0001","AQS","35","."
"05/10/2008","48","Ozone","Kittanning","42-005-0001","AQS","48","."
"05/11/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/12/2008","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"05/13/2008","61","Ozone","Kittanning","42-005-0001","AQS","61","."
"05/14/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/15/2008","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"05/16/2008","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"05/17/2008","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"05/18/2008","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"05/19/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/20/2008","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"05/21/2008","34","Ozone","Kittanning","42-005-0001","AQS","34","."
"05/22/2008","22","Ozone","Kittanning","42-005-0001","AQS","22","."
"05/23/2008","32","Ozone","Kittanning","42-005-0001","AQS","32","."
"05/24/2008","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"05/25/2008","80","Ozone","Kittanning","42-005-0001","AQS","80","."
"05/26/2008","64","Ozone","Kittanning","42-005-0001","AQS","64","."
"05/27/2008","33","Ozone","Kittanning","42-005-0001","AQS","33","."
"05/28/2008","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"05/29/2008","74","Ozone","Kittanning","42-005-0001","AQS","74","."
"05/30/2008","126","Ozone","Kittanning","42-005-0001","AQS","126","."
"05/31/2008","58","Ozone","Kittanning","42-005-0001","AQS","58","."
"06/01/2008","61","Ozone","Kittanning","42-005-0001","AQS","61","."
