"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2022","47","PM2.5","Kittanning","42-005-0001","AQS",".","47"
"01/02/2022","28","PM2.5","Kittanning","42-005-0001","AQS",".","28"
"01/03/2022","35","PM2.5","Kittanning","42-005-0001","AQS",".","35"
"01/04/2022","57","PM2.5","Kittanning","42-005-0001","AQS",".","57"
"01/05/2022","46","PM2.5","Kittanning","42-005-0001","AQS",".","46"
"01/06/2022","66","PM2.5","Kittanning","42-005-0001","AQS",".","66"
"01/07/2022","63","PM2.5","Kittanning","42-005-0001","AQS",".","63"
"01/08/2022","70","PM2.5","Kittanning","42-005-0001","AQS",".","70"
"01/09/2022","40","PM2.5","Kittanning","42-005-0001","AQS",".","40"
"01/10/2022","46","PM2.5","Kittanning","42-005-0001","AQS",".","46"
"01/11/2022","40","PM2.5","Kittanning","42-005-0001","AQS",".","40"
"01/12/2022","43","PM2.5","Kittanning","42-005-0001","AQS",".","43"
"01/13/2022","63","PM2.5","Kittanning","42-005-0001","AQS",".","63"
"01/14/2022","55","PM2.5","Kittanning","42-005-0001","AQS",".","55"
"01/15/2022","37","PM2.5","Kittanning","42-005-0001","AQS",".","37"
"01/16/2022","37","PM2.5","Kittanning","42-005-0001","AQS",".","37"
"01/17/2022","48","PM2.5","Kittanning","42-005-0001","AQS",".","48"
"01/18/2022","59","PM2.5","Kittanning","42-005-0001","AQS",".","59"
"01/19/2022","56","PM2.5","Kittanning","42-005-0001","AQS",".","56"
"01/20/2022","35","PM2.5","Kittanning","42-005-0001","AQS",".","35"
"01/21/2022","44","PM2.5","Kittanning","42-005-0001","AQS",".","44"
"01/22/2022","67","PM2.5","Kittanning","42-005-0001","AQS",".","67"
"01/23/2022","62","PM2.5","Kittanning","42-005-0001","AQS",".","62"
"01/24/2022","57","PM2.5","Kittanning","42-005-0001","AQS",".","57"
"01/25/2022","56","PM2.5","Kittanning","42-005-0001","AQS",".","56"
"01/26/2022","76","PM2.5","Kittanning","42-005-0001","AQS",".","76"
"01/27/2022","75","PM2.5","Kittanning","42-005-0001","AQS",".","75"
"01/28/2022","62","PM2.5","Kittanning","42-005-0001","AQS",".","62"
"01/29/2022","41","PM2.5","Kittanning","42-005-0001","AQS",".","41"
"01/30/2022","70","PM2.5","Kittanning","42-005-0001","AQS",".","70"
"01/31/2022","82","PM2.5","Kittanning","42-005-0001","AQS",".","82"
"02/01/2022","87","PM2.5","Kittanning","42-005-0001","AQS",".","87"
"02/02/2022","72","PM2.5","Kittanning","42-005-0001","AQS",".","72"
"02/03/2022","44","PM2.5","Kittanning","42-005-0001","AQS",".","44"
"02/04/2022","29","PM2.5","Kittanning","42-005-0001","AQS",".","29"
"02/05/2022","54","PM2.5","Kittanning","42-005-0001","AQS",".","54"
"02/06/2022","69","PM2.5","Kittanning","42-005-0001","AQS",".","69"
"02/07/2022","66","PM2.5","Kittanning","42-005-0001","AQS",".","66"
"02/08/2022","78","PM2.5","Kittanning","42-005-0001","AQS",".","78"
"02/09/2022","62","PM2.5","Kittanning","42-005-0001","AQS",".","62"
"02/10/2022","38","PM2.5","Kittanning","42-005-0001","AQS",".","38"
"02/11/2022","48","PM2.5","Kittanning","42-005-0001","AQS","44","48"
"02/12/2022","37","PM2.5","Kittanning","42-005-0001","AQS","33","37"
