"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2014","55","PM2.5","Kittanning","42-005-0001","AQS","24","55"
"01/02/2014","59","PM2.5","Kittanning","42-005-0001","AQS","29","59"
"01/03/2014","32","Ozone","Kittanning","42-005-0001","AQS","32","."
"01/04/2014","34","Ozone","Kittanning","42-005-0001","AQS","34","."
"01/05/2014","28","Ozone","Kittanning","42-005-0001","AQS","28","."
"01/06/2014","31","Ozone","Kittanning","42-005-0001","AQS","31","."
"01/07/2014","28","Ozone","Kittanning","42-005-0001","AQS","28","."
"01/08/2014","55","PM2.5","Kittanning","42-005-0001","AQS","20","55"
"01/09/2014","66","PM2.5","Kittanning","42-005-0001","AQS","18","66"
"01/10/2014","56","PM2.5","Kittanning","42-005-0001","AQS","14","56"
"01/11/2014","30","PM2.5","Kittanning","42-005-0001","AQS","26","30"
"01/12/2014","53","PM2.5","Kittanning","42-005-0001","AQS","24","53"
"01/13/2014","46","PM2.5","Kittanning","42-005-0001","AQS","30","46"
"01/14/2014","56","PM2.5","Kittanning","42-005-0001","AQS","28","56"
"01/15/2014","56","PM2.5","Kittanning","42-005-0001","AQS","24","56"
"01/16/2014","47","PM2.5","Kittanning","42-005-0001","AQS","21","47"
"01/17/2014","43","PM2.5","Kittanning","42-005-0001","AQS","26","43"
"01/18/2014","53","PM2.5","Kittanning","42-005-0001","AQS","22","53"
"01/19/2014","50","PM2.5","Kittanning","42-005-0001","AQS","30","50"
"01/20/2014","47","PM2.5","Kittanning","42-005-0001","AQS","31","47"
"01/21/2014","35","PM2.5","Kittanning","42-005-0001","AQS","34","35"
"01/22/2014","51","PM2.5","Kittanning","42-005-0001","AQS","30","51"
"01/23/2014","59","PM2.5","Kittanning","42-005-0001","AQS","27","59"
"01/24/2014","54","PM2.5","Kittanning","42-005-0001","AQS","28","54"
"01/25/2014","36","Ozone","Kittanning","42-005-0001","AQS","36","35"
"01/26/2014","34","PM2.5","Kittanning","42-005-0001","AQS","33","34"
"01/27/2014","38","PM2.5","Kittanning","42-005-0001","AQS","35","38"
"01/28/2014","27","Ozone","Kittanning","42-005-0001","AQS","27","."
"01/29/2014","29","Ozone","Kittanning","42-005-0001","AQS","29","."
"01/30/2014","58","PM2.5","Kittanning","42-005-0001","AQS","31","58"
"01/31/2014","52","PM2.5","Kittanning","42-005-0001","AQS","32","52"
"02/01/2014","63","PM2.5","Kittanning","42-005-0001","AQS","30","63"
"02/02/2014","52","PM2.5","Kittanning","42-005-0001","AQS","35","52"
"02/03/2014","55","PM2.5","Kittanning","42-005-0001","AQS","34","55"
"02/04/2014","65","PM2.5","Kittanning","42-005-0001","AQS","31","65"
"02/05/2014","54","PM2.5","Kittanning","42-005-0001","AQS","35","54"
"02/06/2014","49","PM2.5","Kittanning","42-005-0001","AQS","35","49"
"02/07/2014","54","PM2.5","Kittanning","42-005-0001","AQS","33","54"
"02/08/2014","65","PM2.5","Kittanning","42-005-0001","AQS","32","65"
"02/09/2014","72","PM2.5","Kittanning","42-005-0001","AQS","32","72"
"02/10/2014","76","PM2.5","Kittanning","42-005-0001","AQS","37","76"
"02/11/2014","80","PM2.5","Kittanning","42-005-0001","AQS","34","80"
"02/12/2014","68","PM2.5","Kittanning","42-005-0001","AQS","29","68"
"02/13/2014","56","PM2.5","Kittanning","42-005-0001","AQS","29","56"
"02/14/2014","66","PM2.5","Kittanning","42-005-0001","AQS","36","66"
"02/15/2014","64","PM2.5","Kittanning","42-005-0001","AQS","40","64"
"02/16/2014","69","PM2.5","Kittanning","42-005-0001","AQS","40","69"
"02/17/2014","55","PM2.5","Kittanning","42-005-0001","AQS","42","55"
"02/18/2014","63","PM2.5","Kittanning","42-005-0001","AQS","37","63"
"02/19/2014","59","PM2.5","Kittanning","42-005-0001","AQS","43","59"
"02/20/2014","62","PM2.5","Kittanning","42-005-0001","AQS","25","62"
"02/21/2014","38","Ozone","Kittanning","42-005-0001","AQS","38","30"
"02/22/2014","36","Ozone","Kittanning","42-005-0001","AQS","36","18"
"02/23/2014","37","Ozone","Kittanning","42-005-0001","AQS","37","24"
"02/24/2014","37","Ozone","Kittanning","42-005-0001","AQS","37","33"
"02/25/2014","52","PM2.5","Kittanning","42-005-0001","AQS","32","52"
"02/26/2014","43","PM2.5","Kittanning","42-005-0001","AQS","36","43"
"02/27/2014","41","PM2.5","Kittanning","42-005-0001","AQS","35","41"
"02/28/2014","58","PM2.5","Kittanning","42-005-0001","AQS","30","58"
"03/01/2014","55","PM2.5","Kittanning","42-005-0001","AQS","35","55"
"03/02/2014","48","PM2.5","Kittanning","42-005-0001","AQS","42","48"
"03/03/2014","37","Ozone","Kittanning","42-005-0001","AQS","37","33"
"03/04/2014","52","PM2.5","Kittanning","42-005-0001","AQS","28","52"
"03/05/2014","53","PM2.5","Kittanning","42-005-0001","AQS","39","53"
"03/06/2014","47","PM2.5","Kittanning","42-005-0001","AQS","43","47"
"03/07/2014","52","PM2.5","Kittanning","42-005-0001","AQS","38","52"
"03/08/2014","74","PM2.5","Kittanning","42-005-0001","AQS","44","74"
"03/09/2014","55","PM2.5","Kittanning","42-005-0001","AQS","48","55"
"03/10/2014","57","PM2.5","Kittanning","42-005-0001","AQS","41","57"
"03/11/2014","53","PM2.5","Kittanning","42-005-0001","AQS","41","53"
"03/12/2014","34","Ozone","Kittanning","42-005-0001","AQS","34","31"
"03/13/2014","35","Ozone","Kittanning","42-005-0001","AQS","35","28"
"03/14/2014","50","Ozone","Kittanning","42-005-0001","AQS","50","42"
"03/15/2014","41","Ozone","Kittanning","42-005-0001","AQS","41","34"
"03/16/2014","36","Ozone","Kittanning","42-005-0001","AQS","36","22"
"03/17/2014","37","Ozone","Kittanning","42-005-0001","AQS","37","25"
"03/18/2014","35","Ozone","Kittanning","42-005-0001","AQS","35","30"
"03/19/2014","35","PM2.5","Kittanning","42-005-0001","AQS","34","35"
"03/20/2014","55","PM2.5","Kittanning","42-005-0001","AQS","35","55"
"03/21/2014","53","PM2.5","Kittanning","42-005-0001","AQS","32","53"
"03/22/2014","58","PM2.5","Kittanning","42-005-0001","AQS","42","58"
"03/23/2014","36","PM2.5","Kittanning","42-005-0001","AQS","33","36"
"03/24/2014","36","Ozone","Kittanning","42-005-0001","AQS","36","33"
"03/25/2014","56","PM2.5","Kittanning","42-005-0001","AQS","39","56"
"03/26/2014","38","Ozone","Kittanning","42-005-0001","AQS","38","35"
"03/27/2014","42","PM2.5","Kittanning","42-005-0001","AQS","41","42"
"03/28/2014","44","Ozone","Kittanning","42-005-0001","AQS","44","42"
"03/29/2014","36","Ozone","Kittanning","42-005-0001","AQS","36","30"
"03/30/2014","44","Ozone","Kittanning","42-005-0001","AQS","44","22"
"03/31/2014","44","Ozone","Kittanning","42-005-0001","AQS","44","28"
"04/01/2014","51","Ozone","Kittanning","42-005-0001","AQS","51","31"
"04/02/2014","45","PM2.5","Kittanning","42-005-0001","AQS","42","45"
"04/03/2014","41","Ozone","Kittanning","42-005-0001","AQS","41","36"
"04/04/2014","45","PM2.5","Kittanning","42-005-0001","AQS","35","45"
"04/05/2014","40","Ozone","Kittanning","42-005-0001","AQS","40","28"
"04/06/2014","49","Ozone","Kittanning","42-005-0001","AQS","49","40"
"04/07/2014","34","Ozone","Kittanning","42-005-0001","AQS","34","25"
"04/08/2014","47","Ozone","Kittanning","42-005-0001","AQS","47","32"
"04/09/2014","48","Ozone","Kittanning","42-005-0001","AQS","48","39"
"04/10/2014","58","Ozone","Kittanning","42-005-0001","AQS","58","37"
"04/11/2014","40","PM2.5","Kittanning","42-005-0001","AQS","39","40"
"04/12/2014","61","Ozone","Kittanning","42-005-0001","AQS","61","42"
