"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2019","22","Ozone","Kittanning","42-005-0001","AQS","22","13"
"01/02/2019","25","PM2.5","Kittanning","42-005-0001","AQS","18","25"
"01/03/2019","21","Ozone","Kittanning","42-005-0001","AQS","21","20"
"01/04/2019","49","PM2.5","Kittanning","42-005-0001","AQS","15","49"
"01/05/2019","35","PM2.5","Kittanning","42-005-0001","AQS","23","35"
"01/06/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","23"
"01/07/2019","29","PM2.5","Kittanning","42-005-0001","AQS","23","29"
"01/08/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","25"
"01/09/2019","23","Ozone","Kittanning","42-005-0001","AQS","23","20"
"01/10/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","15"
"01/11/2019","32","Ozone","Kittanning","42-005-0001","AQS","32","18"
"01/12/2019","30","PM2.5","Kittanning","42-005-0001","AQS","26","30"
"01/13/2019","45","PM2.5","Kittanning","42-005-0001","AQS","30","45"
"01/14/2019","31","PM2.5","Kittanning","42-005-0001","AQS","30","31"
"01/15/2019","47","PM2.5","Kittanning","42-005-0001","AQS","32","47"
"01/16/2019","27","Ozone","Kittanning","42-005-0001","AQS","27","21"
"01/17/2019","29","PM2.5","Kittanning","42-005-0001","AQS","21","29"
"01/18/2019","45","PM2.5","Kittanning","42-005-0001","AQS","12","45"
"01/19/2019","48","PM2.5","Kittanning","42-005-0001","AQS","19","48"
"01/20/2019","35","Ozone","Kittanning","42-005-0001","AQS","35","15"
"01/21/2019","34","Ozone","Kittanning","42-005-0001","AQS","34","8"
"01/22/2019","32","Ozone","Kittanning","42-005-0001","AQS","32","28"
"01/23/2019","30","PM2.5","Kittanning","42-005-0001","AQS","20","30"
"01/24/2019","28","Ozone","Kittanning","42-005-0001","AQS","28","17"
"01/25/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","23"
"01/26/2019","33","PM2.5","Kittanning","42-005-0001","AQS","25","33"
"01/27/2019","31","PM2.5","Kittanning","42-005-0001","AQS","30","31"
"01/28/2019","54","PM2.5","Kittanning","42-005-0001","AQS","29","54"
"01/29/2019","34","PM2.5","Kittanning","42-005-0001","AQS","31","34"
"01/30/2019","33","Ozone","Kittanning","42-005-0001","AQS","33","17"
"01/31/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","18"
"02/01/2019","39","PM2.5","Kittanning","42-005-0001","AQS","28","39"
"02/02/2019","55","PM2.5","Kittanning","42-005-0001","AQS","29","55"
"02/03/2019","58","PM2.5","Kittanning","42-005-0001","AQS","27","58"
"02/04/2019","47","PM2.5","Kittanning","42-005-0001","AQS","35","47"
"02/05/2019","31","PM2.5","Kittanning","42-005-0001","AQS","23","31"
"02/06/2019","34","PM2.5","Kittanning","42-005-0001","AQS","17","34"
"02/07/2019","24","Ozone","Kittanning","42-005-0001","AQS","24","18"
"02/08/2019","38","PM2.5","Kittanning","42-005-0001","AQS","30","38"
"02/09/2019","34","Ozone","Kittanning","42-005-0001","AQS","34","19"
"02/10/2019","32","PM2.5","Kittanning","42-005-0001","AQS","25","32"
"02/11/2019","51","PM2.5","Kittanning","42-005-0001","AQS","19","51"
"02/12/2019","24","Ozone","Kittanning","42-005-0001","AQS","24","20"
"02/13/2019","33","Ozone","Kittanning","42-005-0001","AQS","33","20"
"02/14/2019","31","Ozone","Kittanning","42-005-0001","AQS","31","25"
"02/15/2019","45","PM2.5","Kittanning","42-005-0001","AQS","37","45"
"02/16/2019","37","PM2.5","Kittanning","42-005-0001","AQS","32","37"
"02/17/2019","35","PM2.5","Kittanning","42-005-0001","AQS","29","35"
"02/18/2019","32","Ozone","Kittanning","42-005-0001","AQS","32","24"
"02/19/2019","36","Ozone","Kittanning","42-005-0001","AQS","36","30"
"02/20/2019","28","Ozone","Kittanning","42-005-0001","AQS","28","18"
"02/21/2019","36","Ozone","Kittanning","42-005-0001","AQS","36","25"
"02/22/2019","58","PM2.5","Kittanning","42-005-0001","AQS","39","58"
"02/23/2019","47","PM2.5","Kittanning","42-005-0001","AQS","33","47"
"02/24/2019","39","Ozone","Kittanning","42-005-0001","AQS","39","18"
"02/25/2019","35","Ozone","Kittanning","42-005-0001","AQS","35","20"
"02/26/2019","34","Ozone","Kittanning","42-005-0001","AQS","34","21"
"02/27/2019","34","PM2.5","Kittanning","42-005-0001","AQS","31","34"
"02/28/2019","36","Ozone","Kittanning","42-005-0001","AQS","36","26"
"03/01/2019","44","PM2.5","Kittanning","42-005-0001","AQS","31","44"
"03/02/2019","58","PM2.5","Kittanning","42-005-0001","AQS","37","58"
"03/03/2019","53","PM2.5","Kittanning","42-005-0001","AQS","36","53"
"03/04/2019","36","Ozone","Kittanning","42-005-0001","AQS","36","23"
"03/05/2019","34","PM2.5","Kittanning","42-005-0001","AQS","32","34"
"03/06/2019","35","PM2.5","Kittanning","42-005-0001","AQS","35","35"
"03/07/2019","45","PM2.5","Kittanning","42-005-0001","AQS","43","45"
"03/08/2019","54","PM2.5","Kittanning","42-005-0001","AQS","38","54"
"03/09/2019","52","PM2.5","Kittanning","42-005-0001","AQS","44","52"
"03/10/2019","37","Ozone","Kittanning","42-005-0001","AQS","37","17"
"03/11/2019","40","Ozone","Kittanning","42-005-0001","AQS","40","27"
"03/12/2019","44","Ozone","Kittanning","42-005-0001","AQS","44","43"
"03/13/2019","37","Ozone","Kittanning","42-005-0001","AQS","37","32"
"03/14/2019","43","Ozone","Kittanning","42-005-0001","AQS","43","34"
"03/15/2019","38","Ozone","Kittanning","42-005-0001","AQS","38","15"
"03/16/2019","37","Ozone","Kittanning","42-005-0001","AQS","37","18"
"03/17/2019","38","Ozone","Kittanning","42-005-0001","AQS","38","16"
"03/18/2019","38","Ozone","Kittanning","42-005-0001","AQS","38","24"
"03/19/2019","48","PM2.5","Kittanning","42-005-0001","AQS","42","48"
"03/20/2019","45","Ozone","Kittanning","42-005-0001","AQS","45","44"
