"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2018","45","PM2.5","Kittanning","42-005-0001","AQS","31","45"
"01/02/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","29"
"01/03/2018","49","PM2.5","Kittanning","42-005-0001","AQS","26","49"
"01/04/2018","33","Ozone","Kittanning","42-005-0001","AQS","33","31"
"01/05/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","15"
"01/06/2018","33","Ozone","Kittanning","42-005-0001","AQS","33","24"
"01/07/2018","42","PM2.5","Kittanning","42-005-0001","AQS","30","42"
"01/08/2018","29","Ozone","Kittanning","42-005-0001","AQS","29","23"
"01/09/2018","52","PM2.5","Kittanning","42-005-0001","AQS","26","52"
"01/10/2018","54","PM2.5","Kittanning","42-005-0001","AQS","15","54"
"01/11/2018","29","Ozone","Kittanning","42-005-0001","AQS","29","18"
"01/12/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","0"
"01/13/2018","36","Ozone","Kittanning","42-005-0001","AQS","36","10"
"01/14/2018","32","Ozone","Kittanning","42-005-0001","AQS","32","25"
"01/15/2018","30","Ozone","Kittanning","42-005-0001","AQS","30","22"
"01/16/2018","38","PM2.5","Kittanning","42-005-0001","AQS","28","38"
"01/17/2018","60","PM2.5","Kittanning","42-005-0001","AQS","25","60"
"01/18/2018","54","PM2.5","Kittanning","42-005-0001","AQS","29","54"
"01/19/2018","35","PM2.5","Kittanning","42-005-0001","AQS","34","35"
"01/20/2018","39","Ozone","Kittanning","42-005-0001","AQS","39","26"
"01/21/2018","40","PM2.5","Kittanning","42-005-0001","AQS","19","40"
"01/22/2018","28","PM2.5","Kittanning","42-005-0001","AQS",".","28"
"01/23/2018","10","PM2.5","Kittanning","42-005-0001","AQS",".","10"
"01/24/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","10"
"01/25/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","24"
"01/26/2018","36","PM2.5","Kittanning","42-005-0001","AQS","29","36"
"01/27/2018","32","Ozone","Kittanning","42-005-0001","AQS","32","23"
"01/28/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","26"
"01/29/2018","25","PM2.5","Kittanning","42-005-0001","AQS","24","25"
"01/30/2018","33","Ozone","Kittanning","42-005-0001","AQS","33","10"
"01/31/2018","32","Ozone","Kittanning","42-005-0001","AQS","32","22"
"02/01/2018","31","Ozone","Kittanning","42-005-0001","AQS","31","23"
"02/02/2018","32","Ozone","Kittanning","42-005-0001","AQS","32","16"
"02/03/2018","33","Ozone","Kittanning","42-005-0001","AQS","33","28"
