"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2016","40","PM2.5","Kittanning","42-005-0001","AQS","35","40"
"01/02/2016","56","PM2.5","Kittanning","42-005-0001","AQS","26","56"
"01/03/2016","50","PM2.5","Kittanning","42-005-0001","AQS","31","50"
"01/04/2016","32","Ozone","Kittanning","42-005-0001","AQS","32","30"
"01/05/2016","55","PM2.5","Kittanning","42-005-0001","AQS","20","55"
"01/06/2016","60","PM2.5","Kittanning","42-005-0001","AQS","19","60"
"01/07/2016","63","PM2.5","Kittanning","42-005-0001","AQS","18","63"
"01/08/2016","62","PM2.5","Kittanning","42-005-0001","AQS","14","62"
"01/09/2016","41","PM2.5","Kittanning","42-005-0001","AQS","25","41"
"01/10/2016","31","Ozone","Kittanning","42-005-0001","AQS","31","21"
"01/11/2016","35","PM2.5","Kittanning","42-005-0001","AQS","30","35"
"01/12/2016","45","PM2.5","Kittanning","42-005-0001","AQS","31","45"
"01/13/2016","59","PM2.5","Kittanning","42-005-0001","AQS","28","59"
"01/14/2016","55","PM2.5","Kittanning","42-005-0001","AQS","28","55"
"01/15/2016","55","PM2.5","Kittanning","42-005-0001","AQS","29","55"
"01/16/2016","43","PM2.5","Kittanning","42-005-0001","AQS","31","43"
"01/17/2016","38","PM2.5","Kittanning","42-005-0001","AQS","31","38"
"01/18/2016","44","PM2.5","Kittanning","42-005-0001","AQS","29","44"
"01/19/2016","52","PM2.5","Kittanning","42-005-0001","AQS","25","52"
"01/20/2016","61","PM2.5","Kittanning","42-005-0001","AQS","20","61"
"01/21/2016","70","PM2.5","Kittanning","42-005-0001","AQS","23","70"
"01/22/2016","56","PM2.5","Kittanning","42-005-0001","AQS","36","56"
"01/23/2016","37","Ozone","Kittanning","42-005-0001","AQS","37","31"
"01/24/2016","58","PM2.5","Kittanning","42-005-0001","AQS","31","58"
"01/25/2016","58","PM2.5","Kittanning","42-005-0001","AQS","36","58"
"01/26/2016","39","PM2.5","Kittanning","42-005-0001","AQS","35","39"
"01/27/2016","38","PM2.5","Kittanning","42-005-0001","AQS","26","38"
"01/28/2016","45","PM2.5","Kittanning","42-005-0001","AQS","31","45"
"01/29/2016","38","PM2.5","Kittanning","42-005-0001","AQS","28","38"
"01/30/2016","45","PM2.5","Kittanning","42-005-0001","AQS","35","45"
"01/31/2016","50","Ozone","Kittanning","42-005-0001","AQS","50","38"
"02/01/2016","41","PM2.5","Kittanning","42-005-0001","AQS","34","41"
"02/02/2016","36","Ozone","Kittanning","42-005-0001","AQS","36","34"
"02/03/2016","36","Ozone","Kittanning","42-005-0001","AQS","36","32"
"02/04/2016","38","PM2.5","Kittanning","42-005-0001","AQS","29","38"
"02/05/2016","50","PM2.5","Kittanning","42-005-0001","AQS","32","50"
"02/06/2016","54","PM2.5","Kittanning","42-005-0001","AQS","35","54"
"02/07/2016","58","PM2.5","Kittanning","42-005-0001","AQS","40","58"
"02/08/2016","54","PM2.5","Kittanning","42-005-0001","AQS","38","54"
"02/09/2016","55","PM2.5","Kittanning","42-005-0001","AQS","21","55"
"02/10/2016","44","PM2.5","Kittanning","42-005-0001","AQS","31","44"
"02/11/2016","36","Ozone","Kittanning","42-005-0001","AQS","36","35"
"02/12/2016","59","PM2.5","Kittanning","42-005-0001","AQS","36","59"
"02/13/2016","36","Ozone","Kittanning","42-005-0001","AQS","36","27"
"02/14/2016","53","PM2.5","Kittanning","42-005-0001","AQS","31","53"
"02/15/2016","49","PM2.5","Kittanning","42-005-0001","AQS","28","49"
"02/16/2016","37","PM2.5","Kittanning","42-005-0001","AQS","29","37"
"02/17/2016","54","PM2.5","Kittanning","42-005-0001","AQS","31","54"
"02/18/2016","39","Ozone","Kittanning","42-005-0001","AQS","39","38"
"02/19/2016","39","PM2.5","Kittanning","42-005-0001","AQS","39","39"
"02/20/2016","44","Ozone","Kittanning","42-005-0001","AQS","44","26"
"02/21/2016","35","Ozone","Kittanning","42-005-0001","AQS","35","32"
