"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"01/01/2010","43","PM2.5","Kittanning","42-005-0001","AQS",".","43"
"01/02/2010","17","PM2.5","Kittanning","42-005-0001","AQS",".","17"
"01/03/2010","27","PM2.5","Kittanning","42-005-0001","AQS",".","27"
"01/04/2010","35","PM2.5","Kittanning","42-005-0001","AQS",".","35"
"01/05/2010","19","PM2.5","Kittanning","42-005-0001","AQS",".","19"
"01/06/2010","35","PM2.5","Kittanning","42-005-0001","AQS",".","35"
"01/07/2010","55","PM2.5","Kittanning","42-005-0001","AQS",".","55"
"01/08/2010","70","PM2.5","Kittanning","42-005-0001","AQS",".","70"
"01/09/2010","20","PM2.5","Kittanning","42-005-0001","AQS",".","20"
"01/10/2010","60","PM2.5","Kittanning","42-005-0001","AQS",".","60"
"01/11/2010","58","PM2.5","Kittanning","42-005-0001","AQS",".","58"
"01/12/2010","67","PM2.5","Kittanning","42-005-0001","AQS",".","67"
"01/13/2010","59","PM2.5","Kittanning","42-005-0001","AQS",".","59"
"01/14/2010","73","PM2.5","Kittanning","42-005-0001","AQS",".","73"
"01/15/2010","69","PM2.5","Kittanning","42-005-0001","AQS",".","69"
"01/16/2010","78","PM2.5","Kittanning","42-005-0001","AQS",".","78"
"01/17/2010","64","PM2.5","Kittanning","42-005-0001","AQS",".","64"
"01/18/2010","55","PM2.5","Kittanning","42-005-0001","AQS",".","55"
"01/19/2010","59","PM2.5","Kittanning","42-005-0001","AQS",".","59"
"01/20/2010","54","PM2.5","Kittanning","42-005-0001","AQS",".","54"
"01/21/2010","36","PM2.5","Kittanning","42-005-0001","AQS",".","36"
"01/22/2010","39","PM2.5","Kittanning","42-005-0001","AQS",".","39"
"01/23/2010","40","PM2.5","Kittanning","42-005-0001","AQS",".","40"
"01/24/2010","34","PM2.5","Kittanning","42-005-0001","AQS",".","34"
"01/25/2010","22","PM2.5","Kittanning","42-005-0001","AQS",".","22"
"01/26/2010","29","PM2.5","Kittanning","42-005-0001","AQS",".","29"
"01/27/2010","42","PM2.5","Kittanning","42-005-0001","AQS",".","42"
"01/28/2010","42","PM2.5","Kittanning","42-005-0001","AQS",".","42"
"01/29/2010","54","PM2.5","Kittanning","42-005-0001","AQS",".","54"
"01/30/2010","41","PM2.5","Kittanning","42-005-0001","AQS",".","41"
"01/31/2010","48","PM2.5","Kittanning","42-005-0001","AQS",".","48"
"02/01/2010","74","PM2.5","Kittanning","42-005-0001","AQS",".","74"
"02/02/2010","73","PM2.5","Kittanning","42-005-0001","AQS",".","73"
"02/03/2010","80","PM2.5","Kittanning","42-005-0001","AQS",".","80"
"02/04/2010","67","PM2.5","Kittanning","42-005-0001","AQS",".","67"
"02/05/2010","63","PM2.5","Kittanning","42-005-0001","AQS",".","63"
"02/06/2010","28","PM2.5","Kittanning","42-005-0001","AQS",".","28"
"02/07/2010","56","PM2.5","Kittanning","42-005-0001","AQS",".","56"
"02/08/2010","67","PM2.5","Kittanning","42-005-0001","AQS",".","67"
"02/09/2010","58","PM2.5","Kittanning","42-005-0001","AQS",".","58"
"02/10/2010","57","PM2.5","Kittanning","42-005-0001","AQS",".","57"
"02/11/2010","34","PM2.5","Kittanning","42-005-0001","AQS",".","34"
"02/12/2010","58","PM2.5","Kittanning","42-005-0001","AQS",".","58"
"02/13/2010","54","PM2.5","Kittanning","42-005-0001","AQS",".","54"
"02/14/2010","63","PM2.5","Kittanning","42-005-0001","AQS",".","63"
"02/15/2010","68","PM2.5","Kittanning","42-005-0001","AQS",".","68"
"02/16/2010","63","PM2.5","Kittanning","42-005-0001","AQS",".","63"
"02/17/2010","40","PM2.5","Kittanning","42-005-0001","AQS",".","40"
"02/18/2010","30","PM2.5","Kittanning","42-005-0001","AQS",".","30"
"02/20/2010","68","PM2.5","Kittanning","42-005-0001","AQS",".","68"
"02/21/2010","75","PM2.5","Kittanning","42-005-0001","AQS",".","75"
"02/22/2010","57","PM2.5","Kittanning","42-005-0001","AQS",".","57"
"02/23/2010","54","PM2.5","Kittanning","42-005-0001","AQS",".","54"
"03/02/2010","43","PM2.5","Kittanning","42-005-0001","AQS",".","43"
"03/03/2010","33","PM2.5","Kittanning","42-005-0001","AQS",".","33"
