"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"04/01/2009","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/02/2009","48","Ozone","Kittanning","42-005-0001","AQS","48","."
"04/03/2009","41","Ozone","Kittanning","42-005-0001","AQS","41","."
"04/04/2009","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"04/05/2009","49","Ozone","Kittanning","42-005-0001","AQS","49","."
"04/06/2009","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/07/2009","40","Ozone","Kittanning","42-005-0001","AQS","40","."
"04/08/2009","46","Ozone","Kittanning","42-005-0001","AQS","46","."
"04/09/2009","61","Ozone","Kittanning","42-005-0001","AQS","61","."
"04/10/2009","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/11/2009","45","Ozone","Kittanning","42-005-0001","AQS","45","."
"04/12/2009","47","Ozone","Kittanning","42-005-0001","AQS","47","."
"04/13/2009","41","Ozone","Kittanning","42-005-0001","AQS","41","."
"04/14/2009","31","Ozone","Kittanning","42-005-0001","AQS","31","."
"04/15/2009","38","Ozone","Kittanning","42-005-0001","AQS","38","."
"04/16/2009","50","Ozone","Kittanning","42-005-0001","AQS","50","."
"04/17/2009","71","Ozone","Kittanning","42-005-0001","AQS","71","."
"04/18/2009","87","Ozone","Kittanning","42-005-0001","AQS","87","."
"04/19/2009","80","Ozone","Kittanning","42-005-0001","AQS","80","."
"04/20/2009","44","Ozone","Kittanning","42-005-0001","AQS","44","."
"04/21/2009","41","Ozone","Kittanning","42-005-0001","AQS","41","."
"04/22/2009","42","Ozone","Kittanning","42-005-0001","AQS","42","."
"04/23/2009","43","Ozone","Kittanning","42-005-0001","AQS","43","."
"04/24/2009","71","Ozone","Kittanning","42-005-0001","AQS","71","."
"04/25/2009","71","Ozone","Kittanning","42-005-0001","AQS","71","."
"04/26/2009","77","Ozone","Kittanning","42-005-0001","AQS","77","."
"04/27/2009","77","Ozone","Kittanning","42-005-0001","AQS","77","."
"04/28/2009","50","Ozone","Kittanning","42-005-0001","AQS","50","."
