datetimeUTC,California,Texas,North Dakota,Wyoming,Pennsylvania,West Virginia,Oklahoma,Florida,New York,Ohio
2000-01-31 00:00:00+00:00,,,,,,,,,,
2000-02-29 00:00:00+00:00,,,,,,,,,,
2000-03-31 00:00:00+00:00,,,,,,,,,,
2000-04-30 00:00:00+00:00,,,,,,,,,,
2000-05-31 00:00:00+00:00,,,,,,,,,,
2000-06-30 00:00:00+00:00,,,,,,,,,,
2000-07-31 00:00:00+00:00,,,,,,,,,,
2000-08-31 00:00:00+00:00,,,,,,,,,,
2000-09-30 00:00:00+00:00,,,,,,,,,,
2000-10-31 00:00:00+00:00,,,,,,,,,,
2000-11-30 00:00:00+00:00,,,,,,,,,,
2000-12-31 00:00:00+00:00,,,,,,,,,,
2001-01-31 00:00:00+00:00,,,,,,,,,,
2001-02-28 00:00:00+00:00,,,,,,,,,,
2001-03-31 00:00:00+00:00,,,,,,,,,,
2001-04-30 00:00:00+00:00,,,,,,,,,,
2001-05-31 00:00:00+00:00,,,,,,,,,,
2001-06-30 00:00:00+00:00,,,,,,,,,,
2001-07-31 00:00:00+00:00,,,,,,,,,,
2001-08-31 00:00:00+00:00,,,,,,,,,,
2001-09-30 00:00:00+00:00,,,,,,,,,,
2001-10-31 00:00:00+00:00,,,,,,,,,,
2001-11-30 00:00:00+00:00,,,,,,,,,,
2001-12-31 00:00:00+00:00,20.628,,,,,,,,,
2002-01-31 00:00:00+00:00,15.961021505376344,,,,,,,,,
2002-02-28 00:00:00+00:00,46.97202380952381,,,,,,,,,
2002-03-31 00:00:00+00:00,27.955376344086023,,,,,,,,,
2002-04-30 00:00:00+00:00,45.18055555555555,,,,,,,,,
2002-05-31 00:00:00+00:00,22.28333333333333,,,,,,,1.6666666666666667,,
2002-06-30 00:00:00+00:00,18.74458333333333,,,,,,,6.5,,
2002-07-31 00:00:00+00:00,7.214381720430108,,,,,,,14.462903225806452,,
2002-08-31 00:00:00+00:00,5.522311827956989,,,,,,,8.29516129032258,,
2002-09-30 00:00:00+00:00,5.709722222222222,,,,,,,10.388333333333332,,
2002-10-31 00:00:00+00:00,3.7349462365591397,,,,,,,8.063333333333333,,
2002-11-30 00:00:00+00:00,9.334166666666667,,,,,,,3.4716666666666662,,
2002-12-31 00:00:00+00:00,217.4177035330261,,,,,,,7.8338709677419365,,
2003-01-31 00:00:00+00:00,113.99072580645162,,,,,,,5.040322580645161,,
2003-02-28 00:00:00+00:00,39.85044642857143,,,,,,,5.3875,,
2003-03-31 00:00:00+00:00,50.70456989247312,,,,,,,13.53709677419355,,
2003-04-30 00:00:00+00:00,116.94694444444444,,,,,,,4.579166666666667,,
2003-05-31 00:00:00+00:00,81.93172043010752,,,,45.74583333333334,,,,,
2003-06-30 00:00:00+00:00,11.354027777777778,,,,84.08,,,5.383333333333333,,
2003-07-31 00:00:00+00:00,123.18602150537633,,,,18.291397849462363,,,6.632258064516129,,
2003-08-31 00:00:00+00:00,56.62916666666666,,,,94.78494623655915,,,9.897222222222222,,
2003-09-30 00:00:00+00:00,10.926388888888889,,,,132.31333333333333,,,9.986666666666668,,
2003-10-31 00:00:00+00:00,4.609370199692781,,25.82777777777778,,88.86559139784947,,,4.641935483870968,,
2003-11-30 00:00:00+00:00,17.026296296296298,,10.348888888888888,,42.45733333333334,,,7.888333333333334,,
2003-12-31 00:00:00+00:00,161.08924731182796,,4.7898550724637685,,,,,1.2661290322580645,,
