"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2006","37","Ozone","Westmorland","06-025-4003","AQS","24","37",".",".","36"
"01/02/2006","58","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","38",".","58","26"
"01/03/2006","40","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","37",".",".","40"
"01/04/2006","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","30",".",".","37"
"01/05/2006","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","40","31","55","39"
"01/06/2006","51","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","38","35",".",".","51"
"01/07/2006","61","NO2","Calexico-Ethel Street","06-025-0005","AQS","43","25",".",".","61"
"01/08/2006","124","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","36","42",".","124","57"
"01/09/2006","41","Ozone","Westmorland","06-025-4003","AQS","15","41",".",".","37"
"01/10/2006","45","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","35",".",".","45"
"01/11/2006","74","PM10","Calexico-Grant Street","06-025-0004","AQS","38","29","74","63","65"
"01/12/2006","50","CO","Calexico-Ethel Street","06-025-0005","AQS","50","34",".",".","44"
"01/13/2006","43","NO2","Calexico-Ethel Street","06-025-0005","AQS","31","31",".",".","43"
"01/14/2006","136","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","72","43",".","136","56"
"01/15/2006","44","Ozone","Westmorland","06-025-4003","AQS","14","44",".",".","7"
"01/16/2006","43","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","43","41",".",".","39"
"01/17/2006","115","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","53","37","80","115","83"
"01/18/2006","62","CO","Calexico-Ethel Street","06-025-0005","AQS","62","42",".",".","52"
"01/19/2006","43","Ozone","Westmorland","06-025-4003","AQS","10","43","15",".","33"
"01/20/2006","40","NO2","El Centro-9th Street","06-025-1003","AQS","13","39",".","37","40"
"01/21/2006","38","Ozone","El Centro-9th Street","06-025-1003","AQS","19","38",".",".","37"
"01/22/2006","39","Ozone","Westmorland","06-025-4003","AQS","19","39",".",".","23"
"01/23/2006","44","Ozone","Westmorland","06-025-4003","AQS","13","44","40","25","30"
"01/24/2006","50","NO2","Calexico-Ethel Street","06-025-0005","AQS","15","43",".",".","50"
"01/25/2006","53","PM10","Calexico-Grant Street","06-025-0004","AQS","16","41","53",".","47"
"01/26/2006","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","39",".","62","42"
"01/27/2006","56","NO2","Calexico-Ethel Street","06-025-0005","AQS","27","44",".",".","56"
"01/28/2006","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","30","38",".",".","46"
"01/29/2006","115","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","39","50","74","115","44"
"01/30/2006","63","NO2","Calexico-Ethel Street","06-025-0005","AQS","45","50",".",".","63"
"01/31/2006","52","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","52","44",".",".","47"
"02/01/2006","68","NO2","Calexico-Ethel Street","06-025-0005","AQS","47","42",".","49","68"
"02/02/2006","63","NO2","Calexico-Ethel Street","06-025-0005","AQS","42","48",".",".","63"
"02/03/2006","52","NO2","Calexico-Ethel Street","06-025-0005","AQS","17","48",".",".","52"
"02/04/2006","93","PM10","Calexico-Grant Street","06-025-0004","AQS","30","48","93","80","47"
"02/05/2006","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","26","44",".",".","46"
"02/06/2006","47","Ozone","Westmorland","06-025-4003","AQS","30","47",".",".","39"
"02/07/2006","58","PM2.5","El Centro-9th Street","06-025-1003","AQS","28","35",".","58","52"
"02/08/2006","42","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","32","36",".","42","36"
"02/09/2006","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","37",".",".","46"
"02/10/2006","64","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","45","64","64","62"
"02/11/2006","51","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","26","46",".",".","51"
"02/12/2006","60","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","34","48",".",".","60"
"02/13/2006","64","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","31","43",".",".","64"
"02/14/2006","106","CO","Calexico-Ethel Street","06-025-0005","AQS","106","43",".",".","101"
"02/15/2006","51","Ozone","Westmorland","06-025-4003","AQS","10","51",".",".","50"
"02/16/2006","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","48","40","55","44"
"02/17/2006","67","Ozone","Westmorland","06-025-4003","AQS","10","67",".",".","35"
"02/18/2006","48","Ozone","Westmorland","06-025-4003","AQS","8","48",".",".","22"
"02/19/2006","45","Ozone","Westmorland","06-025-4003","AQS","9","45",".","16","25"
"02/20/2006","54","Ozone","Westmorland","06-025-4003","AQS","15","54",".",".","45"
"02/21/2006","49","Ozone","Westmorland","06-025-4003","AQS","14","49",".",".","21"
"02/22/2006","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","38","47","54","57","47"
"02/23/2006","57","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","33","47",".",".","57"
"02/24/2006","58","NO2","Calexico-Ethel Street","06-025-0005","AQS","33","44",".",".","58"
"02/25/2006","90","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","80",".","90","53"
"02/26/2006","93","Ozone","Westmorland","06-025-4003","AQS","18","93",".",".","53"
"02/27/2006","67","NO2","Calexico-Ethel Street","06-025-0005","AQS","22","54",".",".","67"
"02/28/2006","44","Ozone","Westmorland","06-025-4003","AQS","11","44","36","29","28"
"03/01/2006","61","Ozone","Westmorland","06-025-4003","AQS","6","61",".",".","18"
"03/02/2006","80","Ozone","Westmorland","06-025-4003","AQS","19","80",".",".","60"
"03/03/2006","48","Ozone","Westmorland","06-025-4003","AQS","19","48",".","21","44"
"03/04/2006","74","Ozone","Westmorland","06-025-4003","AQS","30","74",".",".","53"
"03/05/2006","67","Ozone","El Centro-9th Street","06-025-1003","AQS","28","67",".",".","50"
"03/06/2006","91","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","31","45","73","91","56"
"03/07/2006","50","Ozone","Westmorland","06-025-4003","AQS","22","50",".",".","24"
"03/08/2006","50","Ozone","Westmorland","06-025-4003","AQS","20","50",".",".","34"
"03/09/2006","54","NO2","Calexico-Ethel Street","06-025-0005","AQS","17","49",".","51","54"
"03/10/2006","61","Ozone","Westmorland","06-025-4003","AQS","13","61",".",".","8"
"03/11/2006","48","Ozone","Westmorland","06-025-4003","AQS","13","48",".",".","27"
"03/12/2006","48","Ozone","Westmorland","06-025-4003","AQS","13","48","6","17","6"
"03/13/2006","51","Ozone","Westmorland","06-025-4003","AQS","17","51",".",".","42"
"03/14/2006","74","Ozone","Westmorland","06-025-4003","AQS","17","74",".",".","48"
"03/15/2006","67","Ozone","Westmorland","06-025-4003","AQS","23","67","49","54","60"
"03/16/2006","60","NO2","El Centro-9th Street","06-025-1003","AQS","25","58",".",".","60"
"03/17/2006","48","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","15","48",".",".","34"
"03/18/2006","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","44","15","46","5"
"03/19/2006","46","Ozone","El Centro-9th Street","06-025-1003","AQS","13","46",".",".","21"
"03/20/2006","45","Ozone","El Centro-9th Street","06-025-1003","AQS","11","45",".",".","28"
