"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2012","80","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","48","31",".","80","34"
"01/02/2012","37","NO2","El Centro-9th Street","06-025-1003","AQS","18","28",".",".","37"
"01/03/2012","41","NO2","El Centro-9th Street","06-025-1003","AQS","27","28",".",".","41"
"01/04/2012","63","PM10","Calexico-Ethel Street","06-025-0005","AQS","28","25","63","61","39"
"01/05/2012","39","NO2","Calexico-Ethel Street","06-025-0005","AQS","27","23",".",".","39"
"01/06/2012","44","NO2","El Centro-9th Street","06-025-1003","AQS","39","25",".",".","44"
"01/07/2012","77","PM2.5","El Centro-9th Street","06-025-1003","AQS","48","33",".","77","52"
"01/08/2012","35","Ozone","Westmorland","06-025-4003","AQS","14","35",".",".","32"
"01/09/2012","39","NO2","Calexico-Ethel Street","06-025-0005","AQS","35","33",".",".","39"
"01/10/2012","78","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","51","27","77","78","40"
"01/11/2012","38","NO2","El Centro-9th Street","06-025-1003","AQS","25","23",".",".","38"
"01/12/2012","33","NO2","Calexico-Ethel Street","06-025-0005","AQS","28","24",".",".","33"
"01/13/2012","51","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","29",".","51","41"
"01/14/2012","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","39","24",".",".","40"
"01/15/2012","48","CO","Calexico-Ethel Street","06-025-0005","AQS","48","32",".",".","32"
"01/16/2012","45","PM10","Calexico-Ethel Street","06-025-0005","AQS","16","37","45","42","29"
"01/17/2012","40","NO2","Calexico-Ethel Street","06-025-0005","AQS","20","35",".",".","40"
"01/18/2012","44","NO2","El Centro-9th Street","06-025-1003","AQS","23","36",".",".","44"
"01/19/2012","46","NO2","El Centro-9th Street","06-025-1003","AQS","32","33",".",".","46"
"01/20/2012","55","NO2","El Centro-9th Street","06-025-1003","AQS","42","33",".",".","55"
"01/21/2012","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","34",".",".","37"
"01/22/2012","91","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","33","63","91","38"
"01/23/2012","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","31",".",".","42"
"01/24/2012","34","Ozone","Niland-English Road","06-025-4004","AQS","6","34",".",".","26"
"01/25/2012","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","7","31",".",".","44"
"01/26/2012","37","NO2","El Centro-9th Street","06-025-1003","AQS","14","29",".",".","37"
"01/27/2012","35","Ozone","Niland-English Road","06-025-4004","AQS","14","35",".",".","28"
"01/28/2012","35","Ozone","Westmorland","06-025-4003","AQS","7","35","24","33","34"
"01/29/2012","35","Ozone","Westmorland","06-025-4003","AQS","9","35",".","28","34"
"01/30/2012","43","NO2","Calexico-Ethel Street","06-025-0005","AQS","9","31",".",".","43"
"01/31/2012","111","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","38",".","111","64"
"02/01/2012","84","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","41",".","84","80"
"02/02/2012","39","Ozone","Niland-English Road","06-025-4004","AQS","8","39",".",".","34"
"02/03/2012","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","6","36","26","30","42"
"02/04/2012","38","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","6","38",".","38","37"
"02/05/2012","41","Ozone","El Centro-9th Street","06-025-1003","AQS","9","41",".",".","40"
"02/06/2012","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","38",".","60","45"
"02/07/2012","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","24","30",".",".","37"
"02/08/2012","52","NO2","Calexico-Ethel Street","06-025-0005","AQS","11","39",".",".","52"
"02/09/2012","61","PM10","Calexico-Ethel Street","06-025-0005","AQS","19","37","61","58","40"
"02/10/2012","56","NO2","Calexico-Ethel Street","06-025-0005","AQS","20","40",".",".","56"
"02/11/2012","38","Ozone","Westmorland","06-025-4003","AQS","16","38",".",".","35"
"02/12/2012","40","Ozone","Niland-English Road","06-025-4004","AQS","2","40",".","17","12"
"02/13/2012","38","Ozone","Niland-English Road","06-025-4004","AQS","6","38",".",".","30"
"02/14/2012","39","Ozone","Niland-English Road","06-025-4004","AQS","3","39",".",".","30"
"02/15/2012","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","36","48","57","36"
"02/16/2012","36","Ozone","Niland-English Road","06-025-4004","AQS","2","36",".",".","25"
"02/17/2012","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","41",".",".","46"
"02/18/2012","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","39",".","56","26"
"02/19/2012","42","Ozone","Niland-English Road","06-025-4004","AQS","3","42",".",".","15"
"02/20/2012","40","Ozone","El Centro-9th Street","06-025-1003","AQS","3","40",".",".","26"
"02/21/2012","81","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","43","51","81","44"
"02/22/2012","39","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","35",".",".","39"
"02/23/2012","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","27","38",".",".","46"
"02/24/2012","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","26","42",".","67","48"
"02/25/2012","51","NO2","Calexico-Ethel Street","06-025-0005","AQS","32","46",".",".","51"
"02/26/2012","44","Ozone","Westmorland","06-025-4003","AQS","10","44",".",".","40"
"02/27/2012","76","PM10","Westmorland","06-025-4003","AQS","7","43","76","53","20"
"02/28/2012","41","Ozone","Niland-English Road","06-025-4004","AQS","7","41",".",".","18"
"02/29/2012","44","Ozone","Niland-English Road","06-025-4004","AQS","7","44",".",".","27"
"03/01/2012","42","Ozone","El Centro-9th Street","06-025-1003","AQS","7","42",".","18","11"
"03/02/2012","42","Ozone","Westmorland","06-025-4003","AQS","9","42",".",".","30"
"03/03/2012","42","Ozone","Westmorland","06-025-4003","AQS","9","42",".",".","38"
"03/04/2012","39","Ozone","El Centro-9th Street","06-025-1003","AQS","10","39","30","38","36"
"03/05/2012","41","NO2","El Centro-9th Street","06-025-1003","AQS","16","34",".",".","41"
"03/06/2012","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","42",".","63","30"
"03/07/2012","48","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","43",".","48","37"
"03/08/2012","44","Ozone","Westmorland","06-025-4003","AQS","10","44",".",".","44"
"03/09/2012","51","NO2","Calexico-Ethel Street","06-025-0005","AQS","10","46",".",".","51"
"03/10/2012","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","50","51","54","38"
"03/11/2012","51","Ozone","El Centro-9th Street","06-025-1003","AQS","11","51",".",".","29"
"03/12/2012","55","NO2","Calexico-Ethel Street","06-025-0005","AQS","13","51",".",".","55"
"03/13/2012","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","51",".","57","42"
"03/14/2012","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","11","45","24",".","46"
"03/15/2012","84","Ozone","El Centro-9th Street","06-025-1003","AQS","11","84",".","50","48"
"03/16/2012","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","46","43","46","38"
"03/17/2012","43","Ozone","Niland-English Road","06-025-4004","AQS","10","43",".",".","16"
"03/18/2012","43","Ozone","Niland-English Road","06-025-4004","AQS","11","43",".","9","13"
"03/19/2012","44","Ozone","Westmorland","06-025-4003","AQS","9","44",".","19","18"
"03/20/2012","46","Ozone","Westmorland","06-025-4003","AQS","10","46",".",".","44"
"03/21/2012","61","Ozone","El Centro-9th Street","06-025-1003","AQS","17","61",".","30","47"
"03/22/2012","79","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","24","61","40","79","42"
"03/23/2012","47","NO2","Calexico-Ethel Street","06-025-0005","AQS","11","42",".",".","47"
"03/24/2012","42","Ozone","El Centro-9th Street","06-025-1003","AQS","11","42",".","36","34"
