"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2022","38","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","38","31","25","22"
"01/02/2022","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","35","18","28","16"
"01/03/2022","36","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","31","36","29"
"01/04/2022","86","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","31","54","86","34"
"01/05/2022","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","30","49","56","37"
"01/06/2022","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","31","55","59","36"
"01/07/2022","88","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","29","67","88","43"
"01/08/2022","86","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","35","71","86","32"
"01/09/2022","39","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","35","26","39","19"
"01/10/2022","29","Ozone","Calexico-Ethel Street","06-025-0005","AQS","3","29","26","14","24"
"01/11/2022","51","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","31","51","45","37"
"01/12/2022","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","27","57","57","32"
"01/13/2022","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","26","57","57","33"
"01/14/2022","69","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","28","62","69","31"
"01/15/2022","38","PM10","Calexico-Ethel Street","06-025-0005","AQS","5","31","38","28","22"
"01/16/2022","40","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","35","31","40","28"
"01/17/2022","117","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","33","34","86","117","42"
"01/18/2022","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","27","39","53","29"
"01/19/2022","59","PM2.5","Torres Martinez Reservation","06-025-0010","AQS","6","29","30","59","29"
"01/20/2022","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","32","56","56","30"
"01/21/2022","89","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","31","67","89","46"
"01/22/2022","56","PM10","Torres Martinez Reservation","06-025-0010","AQS","3","31","56","25","9"
"01/23/2022","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","35","38","54","31"
"01/24/2022","65","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","32","63","65","38"
"01/25/2022","60","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","30","55","60","30"
"01/26/2022","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","34","52","56","34"
"01/27/2022","36","Ozone","Calexico-Ethel Street","06-025-0005","AQS","6","36","35","34","34"
"01/28/2022","40","PM10","Calexico-Ethel Street","06-025-0005","AQS","5","34","40","24","24"
"01/29/2022","33","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","33","32","30","23"
"01/30/2022","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","38","42","54","34"
"01/31/2022","114","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","35","32","83","114","44"
"02/01/2022","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","7","34","58","63","36"
"02/02/2022","106","PM10","Torres Martinez Reservation","06-025-0010","AQS","3","37","106","48","16"
"02/03/2022","51","PM10","Calexico-Ethel Street","06-025-0005","AQS","6","35","51","30","31"
"02/04/2022","43","PM10","Calexico-Ethel Street","06-025-0005","AQS","5","34","43","32","22"
"02/05/2022","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","38","51","63","39"
"02/06/2022","36","Ozone","Calexico-Ethel Street","06-025-0005","AQS","13","36","31","31","20"
"02/07/2022","41","PM10","Calexico-Ethel Street","06-025-0005","AQS","6","37","41","31","30"
"02/08/2022","37","PM10","Calexico-Ethel Street","06-025-0005","AQS","7","36","37","23","35"
"02/09/2022","37","PM10","Calexico-Ethel Street","06-025-0005","AQS","5","35","37","15","36"
"02/10/2022","45","PM10","Calexico-Ethel Street","06-025-0005","AQS","3","34","45","44","23"
