"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2016","54","PM2.5","Brawley-220 Main Street","06-025-0007","AQS","8","35","27","54","28"
"01/02/2016","48","PM10","Westmorland","06-025-4003","AQS","8","35","48","40","28"
"01/03/2016","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","33","43","46","30"
"01/04/2016","80","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","31","28","80","28"
"01/05/2016","68","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","37","24","68","29"
"01/06/2016","35","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","35","17","21","25"
"01/07/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","37","6","19","24"
"01/08/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","9","37","19","28","33"
"01/09/2016","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","34","22","54","36"
"01/10/2016","70","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","38","25","70","29"
"01/11/2016","32","Ozone","Calexico-Ethel Street","06-025-0005","AQS","8","32","18","31","31"
"01/12/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","11","37","18","26","35"
"01/13/2016","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","31","37","54","32"
"01/14/2016","129","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","28","31","42","129","72"
"01/15/2016","98","PM10","El Centro-9th Street","06-025-1003","AQS","23","35","98","86","35"
"01/16/2016","56","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","11","34","34","56","29"
"01/17/2016","63","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","39","37","63","32"
"01/18/2016","118","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","30","31","75","118","83"
"01/19/2016","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","28","59","75","41"
"01/20/2016","66","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","30","52","66","35"
"01/21/2016","52","PM10","Calexico-Ethel Street","06-025-0005","AQS","11","32","52","38","36"
"01/22/2016","56","PM10","Calexico-Ethel Street","06-025-0005","AQS","17","32","56","54","35"
"01/23/2016","53","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","18","32","40","53","30"
"01/24/2016","61","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","40","43","61","34"
"01/25/2016","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","35","34","45","57","32"
"01/26/2016","42","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","39","42","38","41"
"01/27/2016","43","PM10","Calexico-Ethel Street","06-025-0005","AQS","8","35","43","25","36"
"01/28/2016","49","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","35","48","49","38"
"01/29/2016","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","33","66","75","40"
"01/30/2016","83","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","39","71","83","31"
"01/31/2016","195","PM10","Westmorland","06-025-4003","AQS","5","42","195","46","18"
"02/01/2016","127","PM10","Brawley-220 Main Street","06-025-0007","AQS","3","39","127","25","7"
"02/02/2016","52","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","35","40","52","40"
"02/03/2016","57","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","38","39","57","33"
"02/04/2016","37","Ozone","Calexico-Ethel Street","06-025-0005","AQS","7","37","29","28","26"
"02/05/2016","40","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","40","31","22","33"
"02/06/2016","42","Ozone","Calexico-Ethel Street","06-025-0005","AQS","5","42","17","17","30"
"02/07/2016","41","Ozone","Calexico-Ethel Street","06-025-0005","AQS","9","41","25","31","32"
"02/08/2016","40","Ozone","Calexico-Ethel Street","06-025-0005","AQS","9","40","21","18","28"
