"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2003","40","Ozone","El Centro-9th Street","06-025-1003","AQS","9","40",".",".","27"
"01/02/2003","38","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","11","34",".",".","38"
"01/03/2003","55","PM10","Calexico-Grant Street","06-025-0004","AQS","32","30","55","22","44"
"01/04/2003","40","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","33","31",".",".","40"
"01/05/2003","44","NO2","Calexico-Ethel Street","06-025-0005","AQS","40","31",".",".","44"
"01/06/2003","44","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","31","35",".","44","24"
"01/07/2003","42","Ozone","Niland-English Road","06-025-4004","AQS","22","42",".",".","40"
"01/08/2003","32","Ozone","Niland-English Road","06-025-4004","AQS","23","32",".",".","28"
"01/09/2003","110","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","45","37","70","110","54"
"01/10/2003","51","CO","Calexico-Ethel Street","06-025-0005","AQS","51","39",".",".","42"
"01/11/2003","58","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","49","35",".",".","58"
"01/12/2003","69","CO","Calexico-Ethel Street","06-025-0005","AQS","69","39",".","61","44"
"01/13/2003","44","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","28","37",".",".","44"
"01/14/2003","34","NO2","Calexico-Ethel Street","06-025-0005","AQS","34","32",".",".","34"
"01/15/2003","61","PM10","Calexico-Ethel Street","06-025-0005","AQS","33","31","61","56","34"
"01/16/2003","31","Ozone","El Centro-9th Street","06-025-1003","AQS","16","31",".",".","26"
"01/17/2003","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","59","32",".","74","58"
"01/18/2003","63","CO","Calexico-Ethel Street","06-025-0005","AQS","63","32",".","52","45"
"01/19/2003","91","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","91","41",".",".","88"
"01/20/2003","45","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","42",".",".","45"
"01/21/2003","110","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","38","45","69","110","61"
"01/22/2003","42","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","23","40",".",".","42"
"01/23/2003","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","34","29",".","74","29"
"01/24/2003","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","51","34",".","74","73"
"01/25/2003","59","CO","Calexico-Ethel Street","06-025-0005","AQS","59","36",".","42","41"
"01/26/2003","42","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","15","42",".",".","36"
"01/27/2003","74","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","56","35","74","74","56"
"01/28/2003","73","CO","Calexico-Ethel Street","06-025-0005","AQS","73","43",".",".","49"
"01/29/2003","46","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","33","40",".",".","46"
"01/30/2003","58","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","45","43",".","55","58"
"01/31/2003","77","NO2","Calexico-Ethel Street","06-025-0005","AQS","56","35",".",".","77"
"02/01/2003","62","CO","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","62","44",".",".","55"
"02/02/2003","101","PM10","Calexico-Ethel Street","06-025-0005","AQS","22","45","101","68","33"
"02/03/2003","44","Ozone","Niland-English Road","06-025-4004","AQS","22","44",".",".","38"
"02/04/2003","49","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","38",".",".","49"
"02/05/2003","61","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","25","44",".","61","40"
"02/06/2003","41","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","30","41",".",".","40"
"02/07/2003","43","Ozone","Niland-English Road","06-025-4004","AQS","15","43",".",".","34"
"02/08/2003","66","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","30","44","56","66","49"
"02/09/2003","54","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","34","48",".",".","54"
"02/10/2003","39","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","31","34",".",".","39"
"02/11/2003","43","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","19","43",".","31","33"
"02/12/2003","25","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","15","25",".",".","24"
"02/13/2003","25","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","14","25",".",".","22"
"02/14/2003","111","NO2","Calexico-Ethel Street","06-025-0005","AQS","28","37","62","93","111"
"02/15/2003","98","NO2","Calexico-Ethel Street","06-025-0005","AQS","32","61",".",".","98"
"02/16/2003","48","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","23","48",".",".","30"
"02/17/2003","98","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","17","67",".","98","47"
"02/18/2003","52","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","26","42",".",".","52"
"02/19/2003","54","Ozone","El Centro-9th Street","06-025-1003","AQS","44","54",".",".","54"
"02/20/2003","55","PM2.5","El Centro-9th Street","06-025-1003","AQS","30","49","40","55","25"
"02/21/2003","50","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","50","43",".",".","50"
"02/22/2003","61","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","55","61",".",".","37"
"02/23/2003","58","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","54",".","58","26"
"02/24/2003","40","Ozone","El Centro-9th Street","06-025-1003","AQS","13","40",".",".","29"
"02/25/2003","38","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","10","38",".",".","23"
"02/26/2003","46","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","13","46","24","23","29"
"02/27/2003","44","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","11","44",".",".","21"
"02/28/2003","45","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","7","45",".",".","38"
"03/01/2003","58","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","11","58","29","38","37"
"03/02/2003","47","Ozone","Niland-English Road","06-025-4004","AQS","20","47",".",".","38"
"03/03/2003","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","41","39",".",".","42"
"03/04/2003","46","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","8","46","22","17","12"
"03/05/2003","48","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","45","44",".",".","48"
"03/06/2003","56","CO","Calexico-Ethel Street","06-025-0005","AQS","56","46",".",".","51"
"03/07/2003","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","31","61",".","67","51"
"03/08/2003","87","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","31","87",".",".","46"
"03/09/2003","71","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","38","71",".",".","60"
"03/10/2003","87","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","52","67","69","87","67"
"03/11/2003","92","CO","Calexico-Ethel Street","06-025-0005","AQS","92","90",".",".","60"
"03/12/2003","115","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","31","115",".",".","66"
"03/13/2003","81","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","41","61",".","81","58"
"03/14/2003","44","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","10","44",".",".","21"
"03/15/2003","31","Ozone","El Centro-9th Street","06-025-1003","AQS","9","31",".",".","25"
"03/16/2003","116","PM10","Niland-English Road","06-025-4004","AQS","7","46","116","27","9"
"03/17/2003","47","Ozone","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","15","47",".",".","8"
