"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2014","128","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","37","58","128","29"
"01/02/2014","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","10","34","52","62","37"
"01/03/2014","91","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","25","56","91","49"
"01/04/2014","126","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","33","51","126","36"
"01/05/2014","65","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","2","36","43","65","32"
"01/06/2014","67","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","3","36","37","67","37"
"01/07/2014","70","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","3","28","47","70","28"
"01/08/2014","110","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","5","28","56","110","42"
"01/09/2014","96","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","5","31","51","96","44"
"01/10/2014","111","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","9","34","56","111","44"
"01/11/2014","143","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","24","41","69","143","72"
"01/12/2014","152","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","22","47","58","152","71"
"01/13/2014","40","PM10","Brawley-220 Main Street","06-025-0007","AQS","7","35","40","39","36"
"01/14/2014","44","PM10","Niland-English Road","06-025-4004","AQS","7","39","44","41","41"
"01/15/2014","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","36","32","62","41"
"01/16/2014","46","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","14","35","39","46","40"
"01/17/2014","54","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","15","38","50","54","43"
"01/18/2014","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","36","47","59","37"
"01/19/2014","75","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","24","53","75","26"
"01/20/2014","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","16","32","50","62","40"
"01/21/2014","62","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","13","28","50","62","37"
"01/22/2014","88","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","34","32","51","88","45"
"01/23/2014","129","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","43","31","89","129","93"
"01/24/2014","59","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","8","30","53","59","27"
